CID3586,CID3838,CID3921,CID3941,CID3946,CID3948,CID3963,CID4040,CID4066,CID4067,CID4290A,CID4398,CID44041,CID4461,CID4463,CID4465,CID4471,CID4495,CID44971,CID44991,CID4513,CID4515,CID45171,CID4523,CID4530N,CID4535
AC011625.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
CNPY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0.00018626449,0.0003628797
AMELX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
GATA1,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0.00054431957
AKAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
XAGE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0.00018626449,0
PABPC1L2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
HS6ST2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
USP26,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-63E5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-150O12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-350F16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-386G21.2,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-659E9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-300E4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-157I4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-257P3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
LINC01300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-909N17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-284P20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-296L22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-195F19.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
FOXD4L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
FAM74A7,0,0,0,0.0039722687,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0.00066309015,0,0,0,0,0,0,0,0.00037252897,0
RP11-459O16.8,0,0,0,0,0,0,0,0,0,0.0007007085,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0.00037252897,0
RP11-80I15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0.00018626449,0
RP11-523L1.2,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-65J3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-216L13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
OR5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-21L19.1,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
MRGPRX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-405K6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066309015,0,0,0,0,0,0,0,0,0
ACCSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-702F3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-21A7A.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-672A2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004973176,0,0,0,0,0,0,0,0,0
RP11-179A16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0.00018626449,0
RP11-699F16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-94P11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0.00054431957
APOA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
CTD-2216M2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
TMEM225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
PKNOX2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-680F20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-700F16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-464C19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-275N1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
LINC00838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-810B23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
ZNF32-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0.00018143986
RP11-168P8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004973176,0,0,0,0,0,0,0,0,0
RP11-135D11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-127O4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082886266,0,0,0,0,0,0,0,0,0
CTA-109P11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-282I1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-284H19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-545J16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
SLCO1B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019892703,0,0,0,0,0,0,0,0,0
RP11-551L14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-196H14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-439H13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-202H2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-341G23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-25E2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-243M5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-538C21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
GPC6-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-120E13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
LINC01067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
OR11H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-398E10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0.0005587934,0
RP11-1140I5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
SALRNA1,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0.00018143986
RP11-666E17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-1078H9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-1078H9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-661G16.2,0,0,0,0,0,0,0,0,0,0.0007007085,0.0002956384,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-991C1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-580I1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
C15orf43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0.0011175869,0
RP11-627D16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-352G18.2,0,0,0,0,0,0,0,0,0,0.0007007085,0,0.001036344,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0.00018626449,0.00018143986
RP11-382A20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004973176,0,0,0,0,0,0,0,0,0
C15orf32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-522B15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-167B3.2,0,0,0,0,0,0,0,0.0008659355,0,0,0.0002956384,0.001036344,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-654A16.1,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
C1QTNF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-189E14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-324D17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-44L9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-252E2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-58C22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-538I12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-543N12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013261803,0,0,0,0,0,0,0,0,0
RP5-1142A6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-1260E13.3,0,0,0,0,0,0,0,0,0,0.0007007085,0,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
OR1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
AC005703.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-524F11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-227G15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-31I22.3,0,0,0,0,0,0,0,0,0,0,0.0005912768,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-31I22.2,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
LYZL6,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
KRTAP4-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
AC015923.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
CTC-264K15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004973176,0,0,0,0,0,0,0,0,0
RP11-118B18.2,0,0,0,0,0,0,0,0,0,0,0,0.001036344,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-87G24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
TMEM235,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
CTD-2561B21.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-1055B8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
AC137723.5,0,0,0,0,0,0,0,0,0,0.0007007085,0.0005912768,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-677O4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
CTD-2006O16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-746B8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-638L3.3,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP11-196B3.3,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0.00033154507,0,0,0,0,0,0,0,0,0
RP11-416N4.4,0,0,0,0,0,0,0,0.0008659355,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0.00018626449,0
RP11-388K2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
RP4-564F22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066309015,0,0,0,0,0,0,0,0,0
RP5-1121H13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
LINC01441,0,0,0,0,0,0,0,0,0,0,0.0005912768,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
MBD3L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
CTD-2231E14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
ASPDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
NLRP13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066309015,0,0,0,0,0,0,0,0.0005587934,0.00018143986
DUXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066309015,0,0,0,0,0,0,0,0,0
AC010084.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0.00018626449,0
AP001601.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066309015,0,0,0,0,0,0,0,0,0
AF064858.10,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0.00016577254,0,0,0,0,0,0,0,0,0
AC073316.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
USP9Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
AC012494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
RP11-519G16.2,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
AC010525.4,0,0,0,0,0,0,0,0.0008659355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037252897,0
RP11-374M1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-662J14.2,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
RP11-103J8.2,0,0,0,0,0,0,0,0.0008659355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
MYOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.0003628797
NOX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
AC067956.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-616M22.1,0,0,0,0,0,0,0,0.0008659355,0,0,0.0002956384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005587934,0.0007257594
RP11-5P18.5,0,0,0,0,0,0,0,0,0,0.0035035422,0.006504045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011175869,0.001270079
FAM90A26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
NEUROG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
AC003092.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-103H7.3,0,0,0,0,0,0,0,0.00043296776,0,0,0,0.001036344,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
FAM138C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037252897,0
CTD-2240J17.3,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037252897,0.00054431957
C16orf82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-267N12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.0003628797
RP11-2A4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-342K6.3,0,0,0,0,0,0.0016762113,0,0.00043296776,0,0.0007007085,0.0005912768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
RP11-624D11.2,0,0,0,0,0,0,0,0.0008659355,0,0,0,0.001036344,0,0,0,0,0,0,0,0,0,0,0,0,0.00074505794,0.00054431957
RP11-1136G11.8,0,0,0,0,0,0,0,0,0,0.0007007085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
AF001550.7,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-1136G4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
CTD-2265O21.3,0,0,0,0,0,0,0,0.0008659355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
RP11-495P10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
EGFLAM-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
LINC01046,0,0,0,0,0,0,0,0,0,0,0,0.001036344,0,0,0,0,0,0,0,0,0,0,0,0,0.00037252897,0
RP11-133K1.6,0,0,0,0,0,0.0016762113,0,0.00043296776,0,0,0.0002956384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-775D22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-1376P16.1,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00054431957
RP11-105N14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-261N11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
AC093326.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
RP11-370B11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093132234,0
RP11-77K12.10,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP5-866L20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-98D18.1,0,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-545A16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
AC010729.2,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
AC073257.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
AC010974.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
GRM7-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
LINC00690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-354H21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
C3orf56,0,0,0,0,0,0,0,0,0,0.0007007085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-368I23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-655G22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037252897,0
FGF12-AS3,0,0,0,0,0,0,0,0.0012989033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-380D23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011175869,0
RP11-55L3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037252897,0
RP11-733C7.1,0,0,0,0.0039722687,0,0,0,0,0,0.0007007085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-577B7.1,0,0,0,0,0,0,0,0,0,0.0007007085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037252897,0
CTD-2383I20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0.00018143986
CTD-2199O4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
RP11-5P22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
CTC-347C20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
CTC-575I10.1,0,0,0,0,0,0,0,0,0,0.0007007085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
CTD-2316B1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
SMIM23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
GRIFIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
AC060834.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
PAX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
CTAGE8,0,0,0,0,0,0,0,0,0,0,0.0002956384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037252897,0
LINC01022,0,0,0,0,0,0,0,0,0,0,0.0008869152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014901159,0.00054431957
RP11-494I9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018626449,0
