,Cancer.cell.1
AL365255.1,0.0
NPHP4,0.040376145
KCNAB2,0.018180147
CHD5,0.00076897064
RPL22,20.822422
AL031847.1,0.0031802987
RNF207,0.28612554
ICMT,0.22006115
LINC00337,0.0016233837
GPR153,0.028357249
ACOT7,0.087160505
AL031848.2,0.018351033
HES2,0.06497402
ESPN,0.30226183
AL031848.1,0.00010442799
TNFRSF25,0.0781606
PLEKHG5,0.057369653
NOL9,0.2424972
TAS1R1,0.004414458
ZBTB48,0.11441659
KLHL21,0.10864448
PHF13,0.09854332
THAP3,0.12877087
DNAJC11,0.23606451
LINC01672,0.00024682982
AL591163.1,0.00030379053
CAMTA1-DT,0.0025252555
CAMTA1,1.2399812
AL512330.1,1.898691e-05
Z97987.1,0.0003322709
AL365194.1,0.0
AL359881.3,0.0020126135
AL359881.2,0.0015094619
AL359881.1,0.0014809817
VAMP3,0.33492023
PER3,0.16083069
Z98884.1,3.797382e-05
UTS2,0.002325895
TNFRSF9,0.0031613135
PARK7,3.952369
AL034417.4,0.0062562125
AL034417.3,0.012597911
ERRFI1,0.29885542
AL034417.2,0.07490422
LINC01714,0.00015189526
AL358876.2,9.493455e-06
SLC45A1,0.009806812
RERE,1.0054157
AL096855.1,0.0011392164
AL357552.2,0.00049365975
ENO1,5.671577
ENO1-AS1,0.023971235
CA6,0.00010442799
SLC2A7,0.0
SLC2A5,0.0070346794
GPR157,0.10922359
MIR34AHG,0.01413588
LINC01759,0.0077182204
H6PD,0.36586142
SPSB1,0.13271068
BX323043.1,0.0006265685
AL928921.2,0.0050885016
AL928921.1,4.7467274e-05
SLC25A33,0.2703867
TMEM201,0.07019548
PIK3CD,0.020211777
PIK3CD-AS1,0.0
PIK3CD-AS2,0.058689255
CLSTN1,0.67785114
CTNNBIP1,0.32633227
AL357140.1,0.0003512578
LZIC,0.3733255
NMNAT1,0.11696085
RBP7,0.008183406
UBE4B,0.25301298
KIF1B,0.55286187
AL139424.3,0.0069017755
AL139424.2,0.007613791
PGD,0.31450793
AL139424.1,0.0013006056
CENPS-CORT,0.004404964
CENPS,0.08580293
CORT,0.0009208664
DFFA,0.4835664
AL354956.1,0.0022499477
PEX14,0.13465689
CASZ1,0.2097511
AL139423.1,0.002810057
C1orf127,0.0003512578
TARDBP,0.47062138
AL109811.4,0.0002278429
MASP2,0.00040821853
AL109811.3,0.006332162
SRM,0.7195605
EXOSC10,0.19192217
AL109811.1,0.0059714024
AL109811.2,0.014040949
MTOR,0.17788115
MTOR-AS1,9.493455e-06
ANGPTL7,0.0026012042
UBIAD1,0.12811582
AL031291.1,0.00024682982
DISP3,0.0014525012
LINC01647,8.54411e-05
AL031731.1,0.0026012023
FBXO2,0.2648427
FBXO44,0.10728689
FBXO6,0.08557508
MAD2L2,0.22563162
DRAXIN,0.0058289976
AGTRAP,0.57762367
C1orf167,0.031803437
AL953897.1,5.6960725e-05
MTHFR,0.2915963
CLCN6,0.07722074
NPPA-AS1,0.00393978
NPPA,0.00013290836
NPPB,0.00018986908
KIAA2013,0.3666896
PLOD1,0.15644465
MFN2,0.17259325
MIIP,0.17752041
TNFRSF8,0.002439815
TNFRSF1B,0.030996472
VPS13D,0.26363274
AC243836.1,6.645418e-05
DHRS3,0.5031859
AC254633.1,0.0104049025
AADACL4,0.00023733635
AADACL3,0.00021834945
C1orf158,0.0032372612
PRAMEF12,9.493455e-06
PRAMEF1,0.00028480362
PRAMEF11,1.898691e-05
HNRNPCL1,0.00014240181
PRAMEF4,0.0
PRAMEF6,0.0
PRAMEF27,1.898691e-05
HNRNPCL3,0.00017088217
HNRNPCL2,3.797382e-05
HNRNPCL4,0.0
PRAMEF9,0.00012341491
PRAMEF13,6.645418e-05
PRAMEF18,0.00010442799
PRAMEF5,5.6960725e-05
PRAMEF8,1.898691e-05
PRAMEF15,0.0
AC243961.1,0.0
PRAMEF14,8.544108e-05
PRAMEF19,9.493455e-06
PRAMEF17,0.0
LRRC38,0.00050315325
AL354712.1,0.0
PDPN,0.019670628
AL359771.1,0.0
PRDM2,0.38090456
KAZN,0.57049286
AL357873.1,0.00017088217
KAZN-AS1,0.00019936253
TMEM51-AS1,0.0077467025
TMEM51,0.049309596
C1orf195,1.898691e-05
FHAD1,0.061167087
AL031283.2,0.0010917489
AL031283.3,0.00026581672
AL031283.1,0.0026961362
EFHD2,0.36083898
CTRC,0.0005885946
CELA2A,0.00021834945
CELA2B,2.8480366e-05
CASP9,0.073537216
DNAJC16,0.21934915
AL121992.3,0.0008069446
AGMAT,0.02965789
AL121992.1,0.013395386
DDI2,0.2736194
AL121992.2,0.00040821853
PLEKHM2,0.2045961
AL450998.3,0.00010442799
SLC25A34,0.0069207614
SLC25A34-AS1,0.00030379053
TMEM82,0.0005885946
FBLIM1,0.18237162
UQCRHL,0.09981545
AL450998.2,0.1732578
SPEN,0.6799612
ZBTB17,0.09064465
SRARP,0.00074049
HSPB7,0.0008164379
CLCNKA,0.0050695143
CLCNKB,0.00540179
FAM131C,0.014059927
EPHA2,0.1315145
AL451042.2,0.004433444
AL451042.1,0.0031138454
ARHGEF19-AS1,3.797382e-05
ARHGEF19,0.12185004
CPLANE2,0.015151696
FBXO42,0.13918532
SZRD1,0.4506306
SPATA21,0.0022689344
NECAP2,0.23846547
LINC01772,0.010509335
AL137802.2,0.042227395
AL137802.1,0.0005696076
LINC01783,0.0002942971
NBPF1,0.07811312
AL137798.1,0.0003892316
AL137798.2,9.493455e-06
AL021920.1,2.8480366e-05
AL021920.3,1.898691e-05
CROCC,0.1066793
BX284668.1,9.493455e-06
BX284668.2,0.00032277743
BX284668.5,0.099018
BX284668.6,0.009806808
MFAP2,0.47897246
AL049569.1,1.898691e-05
ATP13A2,0.14596374
SDHB,0.68076944
PADI2,0.01520865
AL590644.1,7.594763e-05
AL590644.3,0.00025632326
PADI1,0.0005885946
PADI3,0.0014999683
PADI4,0.00028480362
PADI6,0.0
AC004824.1,3.797382e-05
RCC2,0.5165825
ARHGEF10L,0.038278066
AL136529.1,9.493455e-06
ACTL8,0.006844801
AL357509.1,0.0
IGSF21,1.898691e-05
IGSF21-AS1,0.0
AL591896.1,0.0
KLHDC7A,0.0037878815
PAX7,1.898691e-05
AL080251.1,0.0
ALDH4A1,0.05386652
IFFO2,0.012787794
UBR4,0.3926049
AL035413.1,0.026401594
EMC1,0.202555
MRTO4,0.57004994
AKR7A3,0.015113697
AKR7A2,0.7492292
PQLC2,0.0751796
CAPZB,1.1683892
AL031727.2,1.898691e-05
MINOS1,1.0769536
NBL1,0.19086836
MINOS1-NBL1,0.0
HTR6,2.8480366e-05
TMCO4,0.16435282
RNF186,0.00024682982
AL391883.1,9.493455e-06
OTUD3,0.06651197
PLA2G2E,9.493455e-06
PLA2G2A,0.005240403
PLA2G5,0.0010347879
PLA2G2D,0.0003702447
PLA2G2F,0.00013290836
Z98257.1,0.0031803013
PLA2G2C,0.0013480728
UBXN10-AS1,0.05994241
UBXN10,0.08181562
LINC01757,0.0
Z98257.2,0.0
VWA5B1,0.0010822555
AL020998.1,0.0
LINC01141,9.493455e-06
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.0
CAMK2N1,0.13297637
MUL1,0.12729937
FAM43B,0.0041866126
CDA,0.011553613
PINK1,0.29946554
PINK1-AS,0.009635927
DDOST,1.5201755
KIF17,0.0040252213
SH2D5,0.0017752791
AL663074.1,9.493455e-06
HP1BP3,1.3187866
EIF4G3,0.47726277
ECE1,0.18659627
AL031005.1,0.00023733635
AL031728.1,0.00046517933
AL592309.2,0.0
NBPF3,0.020923797
ALPL,0.21337765
AL359815.1,0.00024682982
RAP1GAP,0.15159343
USP48,0.5822068
LDLRAD2,0.005022045
HSPG2,0.45324054
CELA3B,0.00021834945
CELA3A,0.00013290836
LINC01635,0.0010347881
CDC42,2.1548662
AL031281.2,0.0012436446
WNT4,0.0101106
ZBTB40,0.09547689
EPHA8,0.00036075126
C1QA,0.0020885607
C1QC,0.0013290858
C1QB,0.0024493092
EPHB2,0.20609608
AL512444.1,0.0
LACTBL1,0.0
TEX46,0.0005885946
KDM1A,0.572748
AL031428.1,5.6960725e-05
LUZP1,0.24678344
HTR1D,9.493454e-05
LINC01355,0.0961889
AL109936.6,0.0015664229
HNRNPR,1.6478535
ZNF436,0.046594437
ZNF436-AS1,0.06289491
AL109936.2,0.00383535
TCEA3,0.5809236
ASAP3,0.060103796
E2F2,0.01457258
AL021154.1,0.0016708511
ID3,0.21372871
MDS2,0.00045568586
RPL11,33.25344
ELOA,0.24011374
ELOA-AS1,0.07466695
PITHD1,0.3952464
LYPLA2,0.45694038
GALE,0.39173475
HMGCL,0.33490917
FUCA1,0.28811908
CNR2,0.00051264674
AL590609.3,9.493455e-06
PNRC2,0.6993696
SRSF10,1.2552001
AL591178.1,0.00031328396
MYOM3,0.0035125685
AL591178.2,0.0
IL22RA1,0.0038638301
IFNLR1,0.026088305
AL590683.1,0.0016898379
AL138902.1,0.00011392145
GRHL3,0.01303462
STPG1,0.07131573
NIPAL3,0.29280448
RCAN3,0.22753778
AL445686.2,0.02157885
NCMAP,0.018142171
SRRM1,1.6983914
AL445648.1,2.8480366e-05
CLIC4,0.24602617
RUNX3,0.055318993
AL445471.1,9.493455e-06
AL445471.2,0.00010442799
AL050344.1,0.0003607513
AL031432.1,0.001547436
SYF2,1.4440677
AL031432.5,0.0013480729
RSRP1,1.3156983
AL031432.3,0.0040252213
RHD,0.003531555
TMEM50A,1.1566614
RHCE,0.013604244
MACO1,0.23672715
LDLRAP1,0.080372594
AL606491.1,0.004395472
MAN1C1,0.008525172
AL031280.1,0.002050587
SELENON,0.18976712
AL020996.1,0.020781392
MTFR1L,0.22099154
AUNIP,0.022936435
AL033528.2,0.0006930228
PAQR7,0.054872833
STMN1,1.6738054
PAFAH2,0.06714804
EXTL1,0.0022309613
SLC30A2,0.039066
TRIM63,0.0009113727
PDIK1L,0.07213216
FAM110D,0.0028290441
C1orf232,0.0012531382
AL391650.1,0.003085365
ZNF593,0.81226456
CNKSR1,0.16395408
CATSPER4,0.00076897064
CEP85,0.03168002
SH3BGRL3,1.7317377
UBXN11,0.13969798
CD52,0.019594634
CRYBG2,0.024123129
ZNF683,0.00012341491
LIN28A,0.0007879576
DHDDS,0.18085268
AL513365.2,0.00013290836
HMGN2,3.5460997
RPS6KA1,0.06412908
AL512408.1,0.0043859766
ARID1A,0.7373316
PIGV,0.07765743
ZDHHC18,0.06694867
SFN,0.22669289
AL034380.1,7.594763e-05
GPN2,0.13761888
GPATCH3,0.054483604
NUDC,1.3061576
NR0B2,0.00024682982
KDF1,0.13951762
TRNP1,0.19251078
TENT5B,0.0386293
SLC9A1,0.063303135
AL590640.1,0.0
WDTC1,0.13866319
TMEM222,0.21168782
SYTL1,0.18732728
MAP3K6,0.06504996
FCN3,0.0010822555
CD164L2,0.037708446
GPR3,0.0023828552
WASF2,1.3645507
FO393419.2,6.645418e-05
BX293535.1,0.0011771902
AHDC1,0.32037064
FGR,0.00050315325
LINC02574,0.00078795763
IFI6,2.406664
AL445490.1,0.00021834945
FAM76A,0.14801435
STX12,0.2126087
PPP1R8,0.17415969
THEMIS2,0.14118843
RPA2,0.3246709
SMPDL3B,0.33763143
AL512288.1,0.0006835293
XKR8,0.05061023
EYA3,0.15375799
PTAFR,0.037129335
DNAJC8,0.91513646
ATP5IF1,2.498842
AL353622.1,0.049594413
AL353622.2,0.00023733635
SESN2,0.06979674
MED18,0.06345503
PHACTR4,0.8400451
RCC1,0.17880204
TRNAU1AP,0.26120183
SNHG12,0.2716841
TAF12,0.31908163
RAB42,0.01817062
LINC01715,0.002724617
AL360012.1,0.057341155
GMEB1,0.16935593
YTHDF2,0.9101866
OPRD1,0.0012056705
AL009181.1,0.00072150317
EPB41,0.30275637
TMEM200B,0.0068637975
AL357500.1,3.797382e-05
SRSF4,0.86270875
MECR,0.22126685
AL590729.1,9.493455e-06
PTPRU,0.13251133
LINC01756,7.594763e-05
AC092265.1,0.0
AL645944.2,0.0
LINC01648,0.0
AL137076.1,0.0
MATN1,0.0028670174
MATN1-AS1,0.020553546
LAPTM5,0.002401842
AL137027.1,0.0
LINC01778,0.002354375
AL445235.1,0.0
SDC3,0.19136205
PUM1,1.181045
NKAIN1,0.0014525012
SNRNP40,0.34943023
ZCCHC17,0.5812947
AL451070.1,0.00018037563
FABP3,0.101638116
SERINC2,0.48673454
AC114488.1,0.00011392145
TINAGL1,0.082964316
HCRTR1,2.8480366e-05
PEF1,0.39790583
AC114488.2,0.00037973817
AC114488.3,0.00049365975
COL16A1,0.05482537
ADGRB2,0.023885785
AL354919.2,9.493455e-06
SPOCD1,0.0014525012
AL354919.1,0.0010632684
AL136115.2,0.005173945
PTP4A2,1.8570822
AL136115.1,0.00030379053
AL136115.3,9.493455e-06
KHDRBS1,1.4994954
AL445248.1,0.0062372247
TMEM39B,0.12722342
KPNA6,0.61544096
TXLNA,0.38616687
CCDC28B,0.1242709
AL049795.1,0.009389093
IQCC,0.03893312
DCDC2B,0.0018607193
TMEM234,0.15884653
EIF3I,1.6574099
FAM167B,0.0043290146
LCK,0.0024777895
HDAC1,0.66562486
MARCKSL1,3.5684905
AL109945.1,9.493455e-06
TSSK3,0.010385919
FAM229A,0.05932533
BSDC1,0.40991095
AL033529.1,0.0
ZBTB8B,0.012721337
ZBTB8A,0.095201574
ZBTB8OS,0.51066846
RBBP4,0.97409683
SYNC,0.18353935
AC114489.1,0.00078795763
KIAA1522,0.5650774
YARS,0.27521318
S100PBP,0.20109297
FNDC5,0.0077466974
HPCA,0.007946068
TMEM54,0.23453757
RNF19B,0.11772984
AL020995.1,0.00077846413
AK2,0.81841
AZIN2,0.02019279
TRIM62,0.025850963
AL662907.3,0.005411281
ZNF362,0.13193224
AL513327.3,0.0011392161
A3GALT2,9.493455e-06
AL513327.1,0.0051834364
PHC2,0.30616665
AL513327.2,0.0006930228
ZSCAN20,0.016319407
CSMD2,0.016366862
HMGB4,0.0
CSMD2-AS1,5.6960725e-05
C1orf94,0.00034176433
SMIM12,0.37570733
GJB5,0.003882818
GJB4,0.0018417328
AL121988.1,0.0
GJB3,0.040300187
GJA4,0.027265465
AL122010.1,3.797382e-05
DLGAP3,0.022509208
AC114490.3,0.026154764
AC114490.2,0.0031423252
TMEM35B,0.0012531382
ZMYM6,0.09767939
ZMYM1,0.12891328
AL590434.1,0.00094934634
SFPQ,2.4016685
ZMYM4,0.52069384
ZMYM4-AS1,0.0011961771
KIAA0319L,0.3793708
NCDN,0.10554958
AC004865.2,0.003151819
TFAP2E,0.0029809382
PSMB2,1.5663267
C1orf216,0.06847715
CLSPN,0.025442706
AL354864.1,0.00014240181
AGO4,0.089106694
AGO1,0.23794065
AL139286.2,0.0021170408
AGO3,0.46058837
AL138787.2,6.645418e-05
TEKT2,0.042891935
ADPRHL2,0.44904712
COL8A2,0.05098047
TRAPPC3,0.91768616
MAP7D1,0.29552707
THRAP3,1.4174402
SH3D21,0.024768695
EVA1B,0.3089728
AL591845.1,0.02390478
STK40,0.15236242
LSM10,0.46173716
OSCP1,0.10516984
MRPS15,1.2211554
CSF3R,0.013794067
AL596257.1,0.00028480362
AC117945.2,9.493455e-06
AC117945.1,1.898691e-05
GRIK3,0.042303324
AL031430.1,1.898691e-05
AL353604.1,9.493455e-06
LINC01137,0.032107234
ZC3H12A,0.1597769
MEAF6,0.9105517
SNIP1,0.18685259
DNALI1,0.31820282
GNL2,0.46621096
RSPO1,0.15828638
C1orf109,0.17749195
CDCA8,0.023705414
EPHA10,0.0054967245
MANEAL,0.019442795
AL929472.3,5.6960725e-05
YRDC,0.24866249
C1orf122,1.4261459
MTF1,0.16828316
AL929472.2,0.0005316337
INPP5B,0.04758177
SF3A3,0.5576155
FHL3,0.07714477
UTP11,0.33204538
POU3F1,0.0017752782
AL139158.2,0.00012341491
AL139158.3,9.493455e-06
LINC01685,0.0
AL354702.2,0.0
RRAGC,0.25518104
AL139260.1,0.012332103
MYCBP,0.21266565
AL139260.3,0.00082593155
GJA9,1.898691e-05
RHBDL2,0.06618919
AKIRIN1,0.7797485
NDUFS5,4.897481
MACF1,1.4497533
AL442071.1,0.00013290836
BMP8A,0.00018037563
PABPC4,1.5152016
AL365277.1,5.6960725e-05
HEYL,0.0035315552
AL035404.2,9.493455e-06
NT5C1A,9.493455e-06
HPCAL4,0.0009113729
PPIE,0.45500806
BMP8B,0.009332131
OXCT2,0.0028860045
AL033527.3,0.0024113352
AL033527.5,0.0039018046
AL033527.4,0.0002942971
TRIT1,0.17779574
MYCL,0.25446373
AL033527.2,0.00093035976
MFSD2A,0.061765093
CAP1,1.020353
PPT1,0.43239412
RLF,0.23429914
TMCO2,0.00036075126
AL050341.2,0.123758264
ZMPSTE24,0.39905557
COL9A2,0.28971934
SMAP2,0.14143531
AL031985.4,0.0002942971
ZFP69B,0.027806634
ZFP69,0.013243488
AL603839.3,0.008173912
EXO5,0.034812905
AL603839.1,2.8480366e-05
AL603839.2,0.00028480362
ZNF684,0.04240777
RIMS3,0.0103954105
AL031289.1,0.0
NFYC-AS1,0.021265559
NFYC,0.31927422
KCNQ4,0.021113664
CITED4,1.0289985
AC119677.1,0.0004366989
CTPS1,0.17050464
SLFNL1-AS1,0.011335278
SLFNL1,0.0027056301
SCMH1,0.13483727
AC093151.3,0.003161313
FOXO6,0.040547006
AC093151.2,0.0009778272
EDN2,0.08239455
HIVEP3,0.02422756
AL445933.2,2.8480366e-05
GUCA2B,0.0003797382
GUCA2A,0.00016138871
FOXJ3,0.23218322
RIMKLA,0.018018756
ZMYND12,0.02443642
PPCS,0.9398006
CCDC30,0.17498562
PPIH,0.3446114
AC098484.2,0.0036075034
YBX1,10.138233
CLDN19,0.0071011405
P3H1,0.07248342
C1orf50,0.047002662
AC098484.3,0.0002753102
AC098484.1,5.6960725e-05
TMEM269,0.0011487097
SVBP,0.41875744
ERMAP,0.06523983
AL512353.1,0.008620112
ZNF691,0.064062625
SLC2A1,0.473639
SLC2A1-AS1,0.051103882
AC099795.1,0.00014240181
FAM183A,0.02571801
EBNA1BP2,1.0030396
CFAP57,0.03256289
TMEM125,0.318656
C1orf210,0.17159642
TIE1,0.009901745
MPL,0.00025632326
AL139289.2,0.054151323
CDC20,0.045540642
ELOVL1,0.4377382
MED8,0.41567954
AL139289.1,0.0006075815
SZT2,0.15570417
SZT2-AS1,0.00077846413
HYI,0.24713866
PTPRF,2.0208855
AL451062.3,0.0020031203
KDM4A,0.15014093
KDM4A-AS1,0.018322553
ST3GAL3,0.04655645
AL451062.1,0.00014240181
ARTN,0.059856955
AL357079.1,0.0076042945
IPO13,0.09340728
DPH2,0.16398257
ATP6V0B,2.6397204
B4GALT2,0.24929239
CCDC24,0.14331505
SLC6A9,0.054160822
AL139220.2,0.0152751105
KLF17,6.645418e-05
DMAP1,0.3340641
ERI3,0.6278845
RNF220,0.25533918
TMEM53,0.096568644
ARMH1,0.020240257
KIF2C,0.015075744
AL592166.1,0.0017183186
RPS8,47.82133
BEST4,0.023942752
PLK3,0.43387133
TCTEX1D4,0.023619965
BTBD19,0.042037513
PTCH2,0.042094465
EIF2B3,0.19142851
HECTD3,0.08187258
UROD,0.35836864
ZSWIM5,0.003844843
LINC01144,0.006816333
HPDL,0.052660838
MUTYH,0.07588214
TOE1,0.086533934
TESK2,0.03321798
CCDC163,0.010091617
MMACHC,0.06263859
PRDX1,4.801773
AKR1A1,0.95459014
NASP,1.1860946
CCDC17,0.010205544
GPBP1L1,0.532605
TMEM69,0.20686507
IPP,0.18596971
MAST2,0.07274925
PIK3R3,0.21884595
AL358075.4,0.0
AL358075.1,0.00089238584
AL358075.2,0.0074239187
TSPAN1,0.60896015
POMGNT1,0.31967327
LURAP1,0.009313145
RAD54L,0.012759311
LRRC41,0.76093566
UQCRH,9.25604
NSUN4,0.17842229
FAAH,0.10377427
DMBX1,0.0072150514
AL136373.1,0.00031328396
MKNK1-AS1,0.00076897064
KNCN,0.00018986908
MKNK1,0.23513372
MOB3C,0.065439194
ATPAF1,0.6041486
TEX38,0.0016138904
EFCAB14-AS1,0.00037973817
EFCAB14,0.72400755
CYP4B1,0.5766773
CYP4A11,0.0035505476
CYP4X1,0.16980208
CYP4Z1,0.013955494
CYP4A22-AS1,0.00617077
CYP4A22,0.0016233835
LINC00853,0.016290927
PDZK1IP1,0.8471795
TAL1,0.0007499836
AL135960.1,0.0
STIL,0.03082559
CMPK1,0.59265864
LINC01389,0.00095884025
FOXE3,0.00045568586
FOXD2-AS1,0.0027056301
FOXD2,0.0032182736
LINC01738,9.493455e-06
TRABD2B,0.0032277668
AL691459.1,0.0
AC096541.1,0.0
AL356289.1,0.0
AL356289.2,0.0
AL109659.1,7.594763e-05
SLC5A9,0.00040821853
AL109659.2,0.00094934675
SPATA6,0.11668553
AGBL4,0.0062182373
BEND5,0.046698865
AC099788.1,0.00017088217
AL590432.1,0.0
ELAVL4,0.00031328396
AL592182.2,2.8480366e-05
AL592182.1,0.0
AL596275.2,2.8480366e-05
DMRTA2,0.0016423706
FAF1,0.2906911
AL049637.1,9.493454e-05
CDKN2C,0.27706996
C1orf185,0.00041771197
LINC01562,0.0011676968
RNF11,0.2652962
AL162430.2,0.00042720544
TTC39A,0.10281539
TTC39A-AS1,0.0052309018
EPS15,0.27180225
AC104170.2,0.0006740359
AC104170.1,0.00036075126
OSBPL9,0.3792266
NRDC,0.71169937
AL050343.1,0.0046517975
AL050343.2,0.0007404903
RAB3B,0.0077087213
TXNDC12,0.5787889
KTI12,0.078103624
AL445685.1,0.00019936253
TXNDC12-AS1,2.8480366e-05
BTF3L4,1.1239622
ZFYVE9,0.14281188
CC2D1B,0.077515036
AL513218.1,0.001651864
ORC1,0.007205564
PRPF38A,0.48280373
TUT4,0.5426317
AL591167.1,0.00077846413
GPX7,0.11672352
SHISAL2A,0.00082593155
COA7,0.1784508
ZYG11B,0.34225672
ZYG11A,0.006901775
AC099677.4,1.898691e-05
ECHDC2,0.51178914
SCP2,1.3617218
PODN,0.005914439
AL445183.1,1.898691e-05
SLC1A7,0.00019936253
AL445183.2,0.00016138871
CPT2,0.21877952
AL606760.2,0.003351181
C1orf123,0.38400784
AL606760.3,0.0074523995
MAGOH,0.89452827
AL606760.1,0.023458585
LRP8,0.18657729
AL355483.4,0.00011392145
AL355483.2,0.00021834945
AL355483.3,0.0
LINC01771,0.0022879215
AC119428.1,0.00014240181
AC119428.2,0.0050600227
DMRTB1,0.00026581672
GLIS1,0.008202394
NDC1,0.11720769
YIPF1,0.12890379
DIO1,0.0028860066
HSPB11,0.5777138
LRRC42,0.3042169
LDLRAD1,0.08548961
TMEM59,3.0661128
TCEANC2,0.08716999
AL357673.1,0.0008733989
CDCP2,5.6960725e-05
AL357673.2,0.0010063077
CYB5RL,0.05514816
MRPL37,0.5296151
SSBP3,0.68769664
SSBP3-AS1,0.0018417328
AL161644.1,7.594763e-05
AL035415.1,2.8480366e-05
AC099796.1,7.594763e-05
ACOT11,0.247512
FAM151A,0.00026581672
MROH7,0.018901663
MROH7-TTC4,0.0002942971
TTC4,0.08117005
PARS2,0.06429996
TTC22,0.08218588
AC096536.2,2.8480366e-05
LEXM,0.0035030749
DHCR24,1.164905
AC096536.3,0.0011107359
AC096536.1,0.0144966375
TMEM61,0.045369755
AL590440.1,9.493455e-06
BSND,0.00270563
PCSK9,0.0012056705
USP24,0.17197615
MIR4422HG,0.00011392145
AL603840.1,0.0003702447
LINC01753,0.0
LINC01755,0.0
AL353681.1,9.493455e-06
AC119674.1,0.00410117
AC119674.2,0.0045758486
LINC01767,0.0009493467
PLPP3,0.12559994
PRKAA2,0.14430237
FYB2,0.037148315
AL360295.1,9.493455e-06
C8A,0.00055062067
C8B,5.6960725e-05
AL161740.1,0.0002278429
DAB1,0.0029334722
AL390243.1,0.0
DAB1-AS1,2.8480366e-05
AL445193.2,0.0
OMA1,0.19486518
TACSTD2,1.5436819
MYSM1,0.24493107
AL136985.3,0.0021740005
JUN,10.959439
LINC01135,0.0013575663
AL136985.2,0.0009873206
AL136985.1,0.00017088217
AC105277.1,0.010832116
LINC01358,0.006654936
AL592431.2,0.0
AL592431.1,9.493455e-06
AC093424.1,0.0016708511
