,T.cell
BCAS4,0.3460457
ADNP,0.5033153
ADNP-AS1,0.013674425
DPM1,0.35263264
MOCS3,0.04676516
AL050404.1,0.0
KCNG1,0.0011621055
NFATC2,0.6644104
ATP9A,0.031691898
SALL4,0.0013651918
LINC01429,0.00018052124
ZFP64,0.050816298
LINC01524,0.00011282577
AL109610.1,2.2565158e-05
AL049765.1,0.0
AL031674.1,1.1282579e-05
AL121902.1,0.0
TSHZ2,0.37999752
AL391097.1,0.003971485
AL391097.2,0.00027078186
AL109930.1,0.0005415637
AL354993.1,0.0015005834
AL354993.2,0.00018052124
AL157838.1,0.014362621
ZNF217,0.5613711
AC005808.1,0.00012410835
BCAS1,0.01670937
AC005220.1,0.00013539093
CYP24A1,0.0008687584
PFDN4,0.5088544
DOK5,0.009793327
LINC01440,0.0
LINC01441,0.00025949927
AL160413.1,0.0
CBLN4,1.1282579e-05
MC3R,0.0
AL139824.1,0.0
FAM210B,0.1596146
AURKA,0.12440202
CSTF1,0.17180794
CASS4,0.09963891
RTF2,0.93818665
GCNT7,0.0007672153
FAM209A,0.005460796
FAM209B,0.0045694667
LINC01716,0.0
TFAP2C,0.0009477365
AL133232.1,0.0
AL157414.2,0.0
AL157414.1,2.2565158e-05
BMP7,0.0027868059
BMP7-AS1,0.0
AL122058.1,2.2565158e-05
SPO11,0.0
RAE1,0.21538103
MTRNR2L3,0.0012523661
AL109955.1,0.04350408
RBM38,0.6032976
CTCFL,0.00048515084
PCK1,0.0002482167
AL035541.1,0.001173388
ZBP1,0.6569012
PMEPA1,0.27710843
NKILA,0.02774312
AL354984.1,0.0
LINC01742,0.0
AL354984.2,0.0
C20orf85,0.00038360764
ANKRD60,4.5130317e-05
RAB22A,0.44978163
VAPB,0.2411208
APCDD1L,0.0003384773
AL050327.1,3.3847737e-05
LINC01711,0.00018052124
STX16,0.60398364
STX16-NPEPL1,0.01204981
NPEPL1,0.15450443
AL132655.3,0.0
AL132655.2,0.00178265
GNAS-AS1,0.0021436948
AL132655.1,4.5130317e-05
GNAS,5.828334
AL121917.1,0.0024144787
AL121917.2,0.00077849784
NELFCD,0.59139717
CTSZ,0.63796496
TUBB1,0.004084312
ATP5F1E,14.87724
PRELID3B,0.35921985
ZNF831,0.44136932
EDN3,0.0017149536
AL035250.1,2.2565158e-05
AL389889.1,0.0
PHACTR3,0.0004400205
AL121908.1,0.0
SYCP2,0.05147072
FAM217B,0.32083622
PPP1R3D,0.09398825
CDH26,0.0032155474
C20orf197,0.0077624577
AL132822.1,1.1282579e-05
MIR646HG,0.010413884
AL117372.1,0.0
CDH4,0.0012974964
BX640515.1,1.1282579e-05
AL160412.1,0.0
AL162457.1,0.02008262
AL162457.2,0.0
TAF4,0.08368795
AL137077.2,0.013144167
LSM14B,0.16899927
PSMA7,4.6881247
SS18L1,0.07635291
MTG2,0.18246755
HRH3,3.3847737e-05
OSBPL2,0.2329993
ADRM1,0.8561883
AL354836.1,0.0003948902
LAMA5,0.0038812235
LAMA5-AS1,0.0
AL121832.2,0.01683339
RPS21,13.342438
CABLES2,0.03274104
RBBP8NL,5.6412893e-05
AL121832.1,0.0
GATA5,7.897804e-05
AL499627.2,0.0
AL499627.1,1.1282579e-05
MIR1-1HG-AS1,0.01286213
MIR1-1HG,0.0010831275
BX640514.1,5.6412893e-05
BX640514.2,0.0006995198
AL450469.2,1.1282579e-05
AL450469.1,6.7695466e-05
AL357033.1,0.00517873
SLCO4A1,0.04387654
AL357033.4,0.05122255
AL357033.3,0.0027303926
SLCO4A1-AS1,0.0006318243
LINC00686,0.0
NTSR1,0.0010831275
AL357033.2,0.00013539093
LINC00659,0.009409727
MRGBP,0.20507136
OGFR-AS1,0.00046258568
OGFR,0.71117103
COL9A3,0.0061490373
TCFL5,0.05807221
DIDO1,0.5774199
AL117379.1,0.02004876
GID8,0.412583
SLC17A9,0.025136972
BHLHE23,6.7695466e-05
LINC01749,4.5130317e-05
LINC00029,0.0
LINC01056,0.0001015432
HAR1B,0.01001899
HAR1A,0.02795744
AL096828.2,0.0001015432
AL096828.1,2.2565158e-05
YTHDF1,0.22659233
AL096828.3,0.00095901906
BIRC7,0.0004964334
NKAIN4,5.6412893e-05
AL121827.2,1.1282579e-05
ARFGAP1,0.14434108
COL20A1,1.1282579e-05
CHRNA4,2.2565158e-05
AL121827.1,0.0
KCNQ2,0.0007333676
AL353658.1,0.0
EEF1A2,0.008710199
AL121829.1,1.1282579e-05
PPDPF,4.2972136
PTK6,0.007593218
SRMS,1.1282579e-05
AL121829.2,0.0004964334
FNDC11,0.002538588
HELZ2,0.7513597
GMEB2,0.09707869
MHENCR,0.2331582
STMN3,0.35044384
RTEL1,0.0021662603
RTEL1-TNFRSF6B,0.0010492797
ARFRP1,0.40873477
ZGPAT,0.014949286
AL121845.3,0.00025949927
AL121845.4,0.004095595
LIME1,0.005381818
SLC2A4RG,0.6201716
ZBTB46,0.011575963
AL121845.1,0.012613915
ZBTB46-AS1,0.00016923864
AL118506.1,0.037569724
ABHD16B,0.00025949927
TPD52L2,0.19845009
DNAJC5,0.18964055
UCKL1,0.18704648
UCKL1-AS1,0.019202622
ZNF512B,0.083732955
SAMD10,0.10767056
PRPF6,0.7558173
C20orf204,0.0902534
SOX18,0.0019631716
TCEA2,0.18226418
AL355803.1,0.0
RGS19,0.7817169
OPRL1,0.00857481
LKAAEAR1,0.009206638
MYT1,0.0002030864
NPBWR2,0.0
PCMTD2,0.20598537
LINC00266-1,0.0025498706
OR4F17,0.00012410835
AC092192.1,9.026062e-05
AC016588.2,0.010673384
PLPP2,0.013854964
MIER2,0.05048906
AC016588.1,5.6412893e-05
THEG,6.7695466e-05
C2CD4C,0.0047838353
SHC2,0.0012185182
ODF3L2,3.3847737e-05
MADCAM1,0.015456981
AC005775.1,0.0008349107
TPGS1,0.504419
CDC34,0.24690664
GZMM,2.7159493
AC009005.1,0.0058556884
BSG,1.1152176
HCN2,0.031454876
POLRMT,0.12748922
AC004449.1,0.00018052124
FGF22,0.018390328
RNF126,0.5278025
AC004156.1,0.0013877569
FSTL3,0.011666212
PRSS57,0.0155811645
PALM,0.0010492797
MISP,0.0008123456
AC006273.1,0.00015795608
LINC01836,0.0001015432
PTBP1,0.76543266
PLPPR3,0.00015795608
AZU1,0.00095901906
PRTN3,3.3847737e-05
ELANE,4.5130317e-05
CFD,0.07621732
MED16,0.26802227
R3HDM4,0.46901387
KISS1R,0.017939048
ARID3A,0.15519373
AC005379.1,0.0
WDR18,0.23857188
AC004528.1,0.002279087
GRIN3B,0.001478018
TMEM259,0.8480146
AC004528.2,0.0012185182
CNN2,1.1275052
ABCA7,0.13811463
ARHGAP45,1.1763384
POLR2E,0.63755363
GPX4,1.8915706
SBNO2,0.3393794
STK11,0.33106503
CBARP,0.00059797656
AC004221.1,2.2565158e-05
ATP5F1D,2.703171
MIDN,0.6517432
CIRBP,3.1396642
CIRBP-AS1,0.0013990396
C19orf24,0.8677123
EFNA2,2.2565158e-05
AC005330.1,0.0002482167
MUM1,0.31690967
AC005329.2,0.00032719472
NDUFS7,0.9779119
AC005329.3,0.0001466735
AC005329.1,0.0032945261
GAMT,0.17338836
DAZAP1,0.5857939
RPS15,29.248703
AC027307.3,0.035177935
APC2,0.0032606777
AC027307.2,0.020048758
C19orf25,0.7497475
PCSK4,0.005991081
REEP6,0.021176964
ADAMTSL5,0.010605688
AC027307.1,0.0016472581
PLK5,0.0001015432
MEX3D,0.024821054
MBD3,0.22050226
AC005943.1,0.0
UQCR11,2.6013901
TCF3,0.20731622
AC005256.1,5.6412893e-05
ONECUT3,0.00036104248
ATP8B3,0.029830312
REXO1,0.30782896
AC012615.2,0.013290832
AC012615.3,2.2565158e-05
KLF16,0.096063696
AC012615.4,3.3847737e-05
AC012615.1,0.15678343
AC012615.5,0.0010492797
ABHD17A,2.060229
SCAMP4,0.2386171
ADAT3,0.013031344
CSNK1G2,0.8367123
CSNK1G2-AS1,0.003790963
BTBD2,0.15318467
MKNK2,0.52116007
MOB3A,0.48697126
IZUMO4,0.06797943
AP3D1,0.47104558
DOT1L,0.13886057
AC004490.1,0.0012185182
PLEKHJ1,0.666167
SF3A2,0.39591348
AMH,0.0023242175
JSRP1,0.011812886
OAZ1,7.9146605
PEAK3,0.008845594
LINGO3,0.01001899
LSM7,1.7547425
SPPL2B,0.1810005
TMPRSS9,0.0004513031
TIMM13,0.5798415
LMNB2,0.14981472
LINC01775,0.0013539091
GADD45B,0.89649236
GNG7,0.015400579
AC092068.1,0.00012410835
DIRAS1,0.0002482167
SLC39A3,0.24932009
SGTA,0.18477991
THOP1,0.11019789
ZNF554,0.02356875
ZNF555,0.03147746
AC006130.1,0.00012410835
ZNF556,0.0059121028
ZNF57,0.027517462
AC119403.1,0.001850346
ZNF77,0.042093825
TLE6,0.0038360937
TLE2,0.025847733
AC005944.1,0.011237505
AES,3.8707755
GNA11,0.0051223156
AC005262.2,1.1282579e-05
KF456478.1,0.000586694
GNA15,0.11657174
AC005264.1,0.0042535514
S1PR4,1.1863613
NCLN,0.1556323
CELF5,0.002470891
AC010649.1,0.0
NFIC,0.3161331
SMIM24,0.019992419
AC005551.1,0.0
DOHH,0.14835711
FZR1,0.17286874
MFSD12,0.20157425
C19orf71,0.002380631
AC005786.3,0.0003948902
AC005786.2,0.0011056926
HMG20B,0.30440032
GIPC3,0.0022226737
TBXA2R,0.0056977314
CACTIN-AS1,0.00038360764
CACTIN,0.07861
PIP5K1C,0.1432585
AC004637.1,3.3847737e-05
TJP3,0.019360555
APBA3,0.13427958
AC005954.2,0.0014780182
MRPL54,1.1177552
RAX2,0.00074465014
MATK,1.3143536
ZFR2,0.010176946
ATCAY,0.0012749312
NMRK2,0.0
DAPK3,0.13906284
EEF2,4.1410437
PIAS4,0.13814852
ZBTB7A,0.9493843
MAP2K2,1.7241662
CREB3L3,0.009533835
SIRT6,0.13319701
ANKRD24,0.0014216049
EBI3,0.053467907
YJU2,0.18084262
SHD,0.001015432
TMIGD2,0.5171201
FSD1,0.08084338
STAP2,0.019890828
AC104521.1,2.2565158e-05
MPND,0.12180431
AC007292.3,0.0014103223
AC007292.2,0.008112221
SH3GL1,0.18526478
AC007292.1,0.0034976138
CHAF1A,0.14987344
AC011498.3,0.00016923864
UBXN6,0.17494312
AC011498.2,0.00021436896
AC011498.6,0.0006995198
AC011498.1,0.013392397
HDGFL2,0.35823846
PLIN4,0.001647258
PLIN5,0.0030688723
AC011498.4,0.0007672153
LRG1,0.014859062
SEMA6B,0.008292744
TNFAIP8L1,0.13819447
MYDGF,0.9514306
AC005339.1,0.0020308683
DPP9,0.2768438
DPP9-AS1,0.0027529586
MIR7-3HG,6.769547e-05
AC005523.1,0.0016472581
FEM1A,0.14222081
AC005523.2,0.0513467
TICAM1,0.06412057
AC027319.1,0.0016472581
PLIN3,0.27101412
ARRDC5,0.07923048
UHRF1,0.084779575
KDM4B,0.22449514
PTPRS,0.0027191106
AC022517.1,0.00028206443
AC005790.1,6.7695466e-05
ZNRF4,0.0
TINCR,0.005325404
SAFB2,0.7044167
SAFB,0.72720194
RPL36,22.778297
C19orf70,1.1200426
HSD11B1L,0.016336981
LONP1,0.17055614
CATSPERD,0.00032719472
PRR22,0.0095676845
AC011499.1,1.1282579e-05
DUS3L,0.095556
NRTN,0.0025498702
FUT6,0.001816498
FUT3,5.6412893e-05
AC024592.2,0.0
FUT5,0.00015795608
AC024592.3,0.0007559327
NDUFA11,1.2883894
AC024592.1,9.026062e-05
AC104532.1,0.0003497599
VMAC,0.12989162
AC104532.2,0.15659058
CAPS,0.09640239
RANBP3,0.22712247
AC011444.1,0.0016698233
RFX2,0.032176983
AC011444.2,0.00038360764
AC011444.3,0.0
ACSBG2,0.00011282577
MLLT1,0.119852595
AC011471.2,0.014757493
ACER1,0.004129443
AC011491.3,0.0015344316
CLPP,0.81289387
ALKBH7,0.7502838
PSPN,0.01220776
GTF2F1,0.55626106
KHSRP,0.31930244
SLC25A41,0.00048515084
SLC25A23,0.0560974
CRB3,0.0101769455
DENND1C,0.28662336
AC010503.4,0.0023016518
TUBB4A,0.005991081
AC010503.1,0.00027078186
AC010503.2,4.5130317e-05
TNFSF9,0.2662457
CD70,0.28187874
TNFSF14,0.62259394
C3,0.043764047
GPR108,0.45411384
TRIP10,0.026174959
AC008760.1,0.0019180416
SH2D3A,0.17645733
VAV1,0.36642683
ADGRE1,0.040232457
AC025278.1,1.1282579e-05
MBD3L2B,0.0
MBD3L5,0.0
MBD3L4,0.0
MBD3L2,0.0
MBD3L3,0.0
ZNF557,0.17366919
INSR,0.008518394
AC119396.1,0.043267153
AC008878.3,0.0011959531
AC119396.2,0.0026514146
ARHGEF18,0.0061716037
PEX11G,0.008315309
TEX45,4.5130317e-05
AC008878.1,0.0
ZNF358,0.035843596
AC008878.4,3.3847737e-05
MCOLN1,0.11774344
AC008878.2,0.0
PNPLA6,0.21245876
CAMSAP3,0.0012974964
XAB2,0.22520462
PET100,1.3409514
AC008763.2,0.010481579
PCP2,0.005934668
AC008763.1,0.002177543
STXBP2,0.4609501
RETN,0.00644238
MCEMP1,0.003994049
AC008763.3,0.0
TRAPPC5,0.022079539
FCER2,0.0019180408
CLEC4G,6.7695466e-05
CD209,0.0009477365
CLEC4M,0.00011282577
EVI5L,0.050579306
PRR36,0.0028770678
AC010336.3,0.00036104248
LRRC8E,0.00038360764
AC010336.1,0.008044525
MAP2K7,0.3260806
AC010336.4,0.00065438944
TGFBR3L,0.024132904
AC010336.2,0.00013539093
SNAPC2,0.19169426
CTXN1,0.003215546
TIMM44,0.2418888
ELAVL1,0.5209242
AC010336.6,0.0017375194
AC008946.1,0.004783837
CCL25,0.0025837168
FBN3,0.00011282577
CERS4,0.15614003
AC022146.2,0.0012185182
CD320,0.48229283
AC010323.1,0.00022565154
NDUFA7,0.08143108
RPS28,36.146732
KANK3,0.06573426
ANGPTL4,0.0078075766
RAB11B-AS1,0.052204236
RAB11B,0.49483398
MARCH2,0.27245474
AC136469.1,0.000880041
HNRNPM,2.1525226
PRAM1,0.012343151
ZNF414,0.14849238
MYO1F,1.5442067
AC092316.1,0.00011282577
ADAMTS10,0.043030255
AC130469.1,0.0007108024
LINC01862,1.1282579e-05
ACTL9,1.1282579e-05
OR2Z1,0.00015795608
ZNF558,0.04699087
AC008734.1,1.1282579e-05
MBD3L1,9.026062e-05
MUC16,0.009093804
OR1M1,2.2565158e-05
OR7G2,0.00012410835
OR7G1,0.0
OR7G3,0.0
ZNF317,0.10866308
OR7D2,0.0010605623
OR7D4,5.6412893e-05
OR7E24,0.0
AC011451.1,0.009172791
ZNF699,0.11796883
ZNF559,0.13557646
ZNF559-ZNF177,0.00021436896
ZNF177,0.0002030864
ZNF266,0.13871227
ZNF560,0.00013539093
AC008567.2,1.1282579e-05
ZNF426,0.19672531
ZNF426-DT,0.0039150715
ZNF121,0.18421562
ZNF561,0.14386715
ZNF562,0.2019485
AC008759.3,0.00062054174
AC008759.2,0.00018052124
ZNF846,0.054562766
AC008752.1,0.0003384773
FBXL12,0.13502406
UBL5,3.9517703
AC008752.2,0.0015005834
PIN1,1.0471356
OLFM2,0.11878083
COL5A3,0.00493051
AC008742.1,4.5130317e-05
RDH8,0.0
C19orf66,1.0517166
AC020931.1,0.001681106
ANGPTL6,0.01023336
PPAN-P2RY11,5.6412893e-05
PPAN,0.22705553
P2RY11,0.1347655
EIF3G,2.7748926
DNMT1,1.2645783
S1PR2,0.068690926
MRPL4,0.5049078
AC011511.2,0.0007897804
AC011511.3,0.0008461933
ICAM1,0.09186672
AC011511.5,0.0019518897
ICAM4,0.0053705308
ICAM5,0.002538588
ZGLP1,0.008924573
AC011511.1,0.015231334
FDX2,0.050229523
AC011511.4,2.2565158e-05
RAVER1,0.018570809
AC114271.1,0.0072773043
ICAM3,2.265089
TYK2,0.22811559
CDC37,1.3888785
PDE4A,0.19638978
KEAP1,0.19681582
S1PR5,0.12252632
ATG4D,0.17416517
KRI1,0.27376556
CDKN2D,0.6966719
AP1M2,0.0030688702
SLC44A2,0.3090695
ILF3-DT,0.5841467
ILF3,1.2479122
QTRT1,0.18173426
DNM2,0.59015465
TMED1,0.1829757
C19orf38,0.01120366
CARM1,0.09484522
YIPF2,0.16505104
TIMM29,0.2425525
SMARCA4,0.55656743
AC011442.1,0.0
LDLR,0.19872554
SPC24,0.061952632
KANK2,0.012636482
DOCK6,0.004727423
AC011472.1,0.00023693412
AC011472.4,0.00015795608
ANGPTL8,1.1282579e-05
TSPAN16,2.2565158e-05
RAB3D,0.03837076
TMEM205,0.32160068
CCDC159,0.2052738
PLPPR2,0.011192377
AC024575.1,0.0025611536
SWSAP1,0.09318727
EPOR,0.06940178
RGL3,0.00068823714
CCDC151,0.001173388
PRKCSH,0.5067205
ELAVL3,0.0012072357
ZNF653,0.03302308
ECSIT,0.18924637
CNN1,0.0002030864
ELOF1,0.3972976
ZNF627,0.035279475
ACP5,0.62006927
AC008543.1,0.0018052151
ZNF823,0.023726702
ZNF441,0.12274037
AC008543.5,0.0004964334
ZNF491,0.0031252862
ZNF440,0.056921195
AC008543.4,0.0001015432
ZNF439,0.11018575
ZNF69,0.01758928
ZNF700,0.07745895
AC008770.2,0.0004964334
ZNF763,0.013753397
ZNF433,0.01131648
AC008770.1,0.0001015432
ZNF878,0.0009477365
ZNF844,0.072809465
ZNF788P,0.005144882
ZNF20,0.008416853
ZNF625-ZNF20,0.001173388
ZNF625,0.016765695
ZNF136,0.1901036
ZNF44,0.26108631
ZNF563,0.058715418
ZNF442,0.010391318
AC008758.4,0.0045469007
ZNF799,0.038596384
ZNF443,0.021628255
AC008758.6,0.0001466735
AC008758.2,5.6412893e-05
ZNF709,0.0067695845
AC008758.1,0.0
ZNF564,0.04837885
AC010422.6,0.0006995198
AC010422.1,0.00018052124
ZNF490,0.032695897
ZNF791,0.81168574
AC010422.3,0.00074465014
MAN2B1,0.08566289
WDR83,0.1924607
WDR83OS,1.8448857
DHPS,0.5489509
AC010422.2,0.0018277806
GNG14,6.7695466e-05
FBXW9,0.029040523
AC018761.4,1.1282579e-05
TNPO2,0.10594495
AC018761.1,2.2565158e-05
TRIR,3.4059834
ASNA1,0.524081
BEST2,0.00027078186
HOOK2,0.15221466
AC018761.3,4.5130317e-05
JUNB,7.743174
PRDX2,1.731049
AC018761.2,0.0008913236
THSD8,0.00030462956
RNASEH2A,0.025261074
RTBDN,3.3847737e-05
AC020934.1,0.0
MAST1,0.0020985643
DNASE2,0.31028756
AC020934.2,5.6412893e-05
KLF1,0.0015231489
GCDH,0.22765233
SYCE2,0.006735736
FARSA,0.2728847
FARSA-AS1,3.3847737e-05
CALR,3.7034514
AC092069.1,0.074852094
RAD23A,1.0765648
GADD45GIP1,1.1876898
DAND5,0.00046258568
NFIX,0.014915467
AC138474.1,9.026062e-05
AC007787.1,0.0
LYL1,0.1215115
TRMT1,0.16654041
NACC1,0.1813289
AC005546.1,0.00077849784
AC011446.1,0.0021888257
STX10,0.4863954
IER2,2.318524
AC011446.2,0.0072660213
CACNA1A,0.040897984
CCDC130,0.40651226
MRI1,0.21613674
AC008686.1,0.010537992
C19orf53,2.2107153
ZSWIM4,0.051933493
AC020916.2,0.00013539093
AC020916.1,1.7173274
NANOS3,0.0035540273
C19orf57,0.0065326476
CC2D1A,0.16700287
PODNL1,0.0030350245
DCAF15,0.27806142
RFX1,0.2584931
AC022098.4,0.004885381
RLN3,0.00012410835
AC022098.2,0.0021324123
IL27RA,0.7985701
PALM3,0.0011959531
MISP3,0.021650806
C19orf67,0.0003948902
SAMD1,0.2403793
PRKACA,0.19491997
AC022098.3,0.001331344
ASF1B,0.13760248
AC022098.1,0.037727676
ADGRL1,0.033677444
AC011509.2,0.0002482167
AC011509.1,1.1282579e-05
LINC01841,0.0034637658
LINC01842,0.0052351435
ADGRE5,2.3384523
AC008569.1,0.002831937
DDX39A,0.6771411
PKN1,0.936481
PTGER1,0.009342025
GIPC1,0.38487914
DNAJB1,1.5887563
TECR,1.0044856
NDUFB7,1.6236635
CLEC17A,0.0004061728
ADGRE3,0.0028996328
ZNF333,0.082593255
ADGRE2,0.036723644
OR7C1,0.0011169751
OR7A5,0.0
OR7A10,0.0
OR7A17,0.0014893009
OR7C2,0.0
SLC1A6,2.2565158e-05
CCDC105,0.0
CASP14,1.1282579e-05
OR1I1,0.0011169751
SYDE1,0.0004400205
ILVBL,0.134472
AC003956.1,0.00048515084
NOTCH3,0.0042196987
AC004257.1,0.00021436896
EPHX3,0.00068823714
BRD4,1.0588982
AC005776.2,0.0023693482
AKAP8,0.25791642
AKAP8L,0.45592892
WIZ,0.0908299
RASAL3,1.3545196
PGLYRP2,0.052869994
CYP4F22,0.02774312
AC093072.1,3.3847737e-05
CYP4F8,0.0006431069
CYP4F3,0.0015569967
CYP4F12,0.00059797656
AC004597.1,0.00019180382
OR10H5,0.0004513031
OR10H1,0.00068823714
LINC01764,0.0010831275
UCA1,0.001647257
CYP4F2,3.3847737e-05
CYP4F11,0.00013539093
OR10H4,0.0
LINC01855,2.2565158e-05
TPM4,1.7871804
AC008894.1,0.00015795608
RAB8A,1.025909
AC008894.2,0.002899633
HSH2D,0.50114316
CIB3,0.00016923867
FAM32A,0.54962933
AC020911.1,0.0066454755
AP1M1,0.33117968
AC020911.2,0.04975558
KLF2,5.2931437
AC020917.3,0.0043889433
EPS15L1,0.16763416
AC020917.2,0.0010718448
CALR3,0.00032719472
AC008764.1,3.3847737e-05
C19orf44,0.013753398
CHERP,0.21372238
AC008764.6,0.0327072
SLC35E1,0.44035393
AC008764.3,0.0034750486
AC008764.5,3.3847737e-05
AC008764.8,0.096041024
MED26,0.08489534
AC008764.4,7.897804e-05
AC008764.2,0.0013651918
AC024075.3,0.0016359754
SMIM7,0.74197686
TMEM38A,0.0035540268
NWD1,0.0005415637
SIN3B,0.16096734
F2RL3,0.002493456
CPAMD8,0.00327196
AC020908.2,0.0
HAUS8,0.1155112
AC020908.1,5.6412893e-05
MYO9B,0.77750725
AC020908.3,0.0003497599
AC020913.1,0.002707828
AC020913.2,0.0008687584
USE1,0.3873273
OCEL1,0.19610384
NR2F6,0.05034219
USHBP1,0.0007897804
BABAM1,0.46294594
ANKLE1,0.0053818175
ABHD8,0.06542958
MRPL34,0.7847396
DDA1,0.41429627
ANO8,0.031375904
GTPBP3,0.12803079
PLVAP,0.0008123456
CCDC194,0.0043212473
BST2,3.7878022
BISPR,0.22685257
MVB12A,0.2599797
AC010319.4,0.013065193
AC010319.3,0.0021549724
TMEM221,0.0007108024
AC010319.5,0.0
NXNL1,1.1282579e-05
SLC27A1,0.046437908
AC010618.3,0.07858722
PGLS,1.0973965
AC010618.2,0.0005754114
FAM129C,0.004027898
COLGALT1,0.11350269
UNC13A,0.0006995198
AC008761.2,1.1282579e-05
MAP1S,0.15271135
AC008761.1,0.00015795608
FCHO1,0.1395473
B3GNT3,0.0008123456
INSL3,0.027461046
JAK3,0.82749814
RPL18A,30.54741
SLC5A5,0.004106878
CCDC124,0.40511608
KCNN1,0.009014834
ARRDC2,0.21034876
IL12RB1,0.32550526
MAST3,0.15858747
AC007192.2,0.0006769546
PIK3R2,0.0060362117
AC007192.1,0.0
IFI30,0.026682844
MPV17L2,0.05337785
RAB3A,0.013922625
AC005759.1,0.00022565154
AC008397.2,0.0
PDE4C,1.1282579e-05
AC008397.1,0.00012410835
IQCN,0.01711544
JUND,10.582566
LSM4,0.9265736
PGPEP1,0.21585545
GDF15,0.002482168
LRRC25,0.011113402
SSBP4,1.1842823
ISYNA1,0.076612495
AC010335.1,0.00027078186
ELL,0.18431675
AC005387.1,1.1282579e-05
FKBP8,1.4175619
AC005387.2,0.00012410835
KXD1,0.41383585
AC005253.1,0.055048034
AC005253.2,0.00048515084
UBA52,14.736432
CRLF1,0.002437044
REX1BD,1.5118678
TMEM59L,0.00022565154
KLHL26,0.030868204
CRTC1,0.066806465
COMP,0.00056412886
UPF1,0.36099964
CERS1,0.000507716
AC005197.1,6.7695466e-05
COPE,2.2317755
AC002985.1,0.0
DDX49,0.29816264
HOMER3,0.012038528
HOMER3-AS1,9.026062e-05
SUGP2,0.5804116
ARMC6,0.12975657
SLC25A42,0.21275257
TMEM161A,0.13432448
BORCS8-MEF2B,0.00062054174
MEF2B,0.0009138888
BORCS8,0.22191124
RFXANK,0.3592639
NR2C2AP,0.17160541
NCAN,7.897805e-05
HAPLN4,1.1282579e-05
TM6SF2,1.1282579e-05
SUGP1,0.15513602
MAU2,0.23242413
GATAD2A,0.5541965
AC092067.1,0.00016923864
TSSK6,0.003858659
NDUFA13,0.8187918
AC011448.1,0.00021436896
YJEFN3,0.041371796
CILP2,0.0010041493
PBX4,0.317623
AC002306.1,0.03735538
LPAR2,0.2385954
GMIP,0.32594457
ATP13A1,0.1598627
ZNF101,0.6434309
ZNF14,0.09799259
LINC00663,0.020703133
AC011477.4,0.00027078186
ZNF506,0.37070063
ZNF253,0.12757896
AC011477.3,0.00028206443
ZNF93,0.060814172
ZNF682,0.08313464
ZNF90,0.039442584
AC011447.3,0.031206721
ZNF486,0.050410062
AC008554.1,3.3847737e-05
ZNF737,0.122254826
AC010636.2,0.0001015432
AC010636.1,0.0
ZNF626,0.1400097
AC010329.1,0.00022565154
ZNF66,0.07371248
ZNF85,0.08971267
AC008739.1,0.0
ZNF430,0.6800085
ZNF714,0.14055163
ZNF431,0.5199759
ZNF708,0.42569914
ZNF738,0.11059229
ZNF493,0.31024355
LINC00664,0.0023693475
ZNF429,0.13379428
AC123912.1,0.0024370442
AC123912.4,0.00027078186
AC123912.2,0.0004400205
ZNF100,0.13539648
AC092364.1,0.00023693412
ZNF43,0.22587204
ZNF208,0.031973917
AC003973.2,6.7695466e-05
ZNF257,0.053840432
ZNF676,0.000293347
AC073539.1,6.7695466e-05
ZNF729,1.1282579e-05
ZNF98,0.0002030864
AC025811.1,0.0
LINC01233,1.1282579e-05
LINC01785,0.0
ZNF492,0.00968051
AC024563.1,1.1282579e-05
ZNF99,0.0005415637
ZNF723,0.00025949927
ZNF728,5.6412893e-05
LINC01859,0.0
LINC01858,0.00022565154
AC074135.2,0.0
AC074135.1,0.00030462956
ZNF730,0.0051561636
ZNF724,0.036249746
AC092329.3,0.0052012955
AC092329.1,0.002764241
ZNF91,0.6015486
AC010300.1,0.0024370442
LINC01224,0.0010267145
ZNF675,0.24207932
ZNF681,0.06950329
AC139769.2,4.5130317e-05
ZNF726,0.035031326
AC011503.1,6.7695466e-05
ZNF254,0.17238341
AC092279.1,0.08021235
AC073534.2,0.002075999
ERVK-28,0.0001015432
LINC00662,0.17024271
AC006504.1,0.0055172085
AC006504.5,0.07107188
AC006504.2,0.0
AC010511.1,0.0
AC020905.1,7.897804e-05
AC005580.1,0.00077849784
AC093074.1,0.0
AC005307.1,6.7695466e-05
AC005381.1,5.6412893e-05
AC005394.1,0.00021436896
AC005616.1,0.0013764743
AC079466.2,0.0
AC079466.1,6.7695466e-05
AC008991.1,0.0
AC008991.2,0.0
AC011524.1,0.0
AC011524.2,0.0
LINC00906,0.0
LINC01532,5.6412893e-05
UQCRFS1,0.9755115
AC007786.1,0.0015908448
AC007786.2,4.5130317e-05
AC007786.3,2.2565158e-05
AC011474.2,0.0
VSTM2B,0.0006995198
POP4,0.41887802
PLEKHF1,0.509272
C19orf12,0.29847857
CCNE1,0.031804867
URI1,1.0442109
AC008507.2,0.002109847
AC005597.1,0.0
ZNF536,6.7695466e-05
AC011478.1,0.0
LINC01834,0.0
AC020912.1,0.00023693412
LINC01791,0.0
TSHZ3,0.012309297
AC025809.1,1.1282579e-05
AC008992.1,0.0
AC011525.1,0.0
LINC01837,0.0
LINC01533,0.0
LINC01782,0.0
AC011518.1,0.0
ZNF507,0.21566387
AC007773.1,0.007706045
