,Cancer.cell.6
RER1,1.543271
PEX10,0.24505296
PLCH2,0.007825836
AL139246.1,8.5998145e-05
AL139246.4,0.0
PANK4,0.049362462
HES5,0.0056328783
AL139246.5,0.115753375
TNFRSF14-AS1,0.0144477235
TNFRSF14,0.2386023
AL139246.3,0.0029669376
FAM213B,0.22419791
MMEL1,0.20669916
AL831784.1,0.0030529348
TTC34,0.021843608
AC242022.1,8.5998145e-05
AL589702.1,4.2999072e-05
ACTRT2,0.0
LINC00982,0.0009029803
PRDM16,0.004213908
AL008733.1,0.0001289972
AL590438.1,0.00017199629
ARHGEF16,0.092059605
AL512413.1,0.0028809395
MEGF6,0.05344733
AL513320.1,0.008083832
TPRG1L,0.27768704
WRAP73,0.18687795
TP73,0.0045149005
AL136528.1,0.00017199629
AL136528.2,4.2999072e-05
CCDC27,0.00017199629
SMIM1,0.26130757
LRRC47,0.3064951
AL365330.1,0.0014189689
CEP104,0.26616433
DFFB,0.053834207
C1orf174,0.29406887
LINC01134,0.013931732
LINC01346,4.2999072e-05
LINC01345,0.0
AL805961.1,0.0009459795
AL805961.2,0.0009889784
LINC01777,0.00021499537
AL355602.1,0.0
Z98747.1,0.0
LINC01646,0.0
AJAP1,0.04712674
Z98259.3,0.0001289972
Z98259.1,0.0
AL365255.1,0.0
NPHP4,0.036506005
KCNAB2,0.022746596
CHD5,0.00077398313
RPL22,20.910606
AL031847.1,0.0022359525
RNF207,0.22269379
ICMT,0.21658714
LINC00337,0.0031389333
GPR153,0.053189266
ACOT7,0.07404341
AL031848.2,0.01431873
HES2,0.051727492
ESPN,0.32322362
AL031848.1,4.2999072e-05
TNFRSF25,0.07503224
PLEKHG5,0.05555417
NOL9,0.18068598
TAS1R1,0.003740919
ZBTB48,0.10371293
KLHL21,0.14004847
PHF13,0.106809065
THAP3,0.16486113
DNAJC11,0.19594963
LINC01672,0.0001289972
AL591163.1,0.0005159888
CAMTA1-DT,0.0021929534
CAMTA1,1.4514779
AL512330.1,0.0
Z97987.1,0.0001289972
AL365194.1,4.2999072e-05
AL359881.3,0.0011179756
AL359881.2,0.0012899718
AL359881.1,0.00068798504
VAMP3,0.3941288
PER3,0.2104394
Z98884.1,0.0001289972
UTS2,0.0017199629
TNFRSF9,0.007868833
PARK7,3.534144
AL034417.4,0.007954833
AL034417.3,0.020295613
ERRFI1,0.6031201
AL034417.2,0.05460843
LINC01714,0.0009889784
AL358876.2,0.0
SLC45A1,0.012168763
RERE,0.6784175
AL096855.1,0.0008169822
AL357552.2,0.00047298975
ENO1,11.148404
ENO1-AS1,0.0159957
CA6,0.00025799443
SLC2A7,4.2999072e-05
SLC2A5,0.010491793
GPR157,0.14684322
MIR34AHG,0.022144604
LINC01759,0.0075678383
H6PD,0.2429888
SPSB1,0.30499107
BX323043.1,0.00060198695
AL928921.2,0.0023219509
AL928921.1,0.0
SLC25A33,0.369833
TMEM201,0.06286391
PIK3CD,0.02395056
PIK3CD-AS1,0.0
PIK3CD-AS2,0.045750685
CLSTN1,0.6158085
CTNNBIP1,0.30210918
AL357140.1,8.5998145e-05
LZIC,0.50124633
NMNAT1,0.099928714
RBP7,0.015995694
UBE4B,0.22931567
KIF1B,0.54851204
AL139424.3,0.006191863
AL139424.2,0.00640686
PGD,0.3098075
AL139424.1,0.0009029803
CENPS-CORT,0.0035689229
CENPS,0.08217011
CORT,0.0011609746
DFFA,0.45759916
AL354956.1,0.0019779578
PEX14,0.13746981
CASZ1,0.19698158
AL139423.1,0.0029239387
C1orf127,0.00021499537
TARDBP,0.43743205
AL109811.4,0.00034399258
MASP2,0.00047298975
AL109811.3,0.007309845
SRM,0.8314977
EXOSC10,0.191479
AL109811.1,0.0068798526
AL109811.2,0.0110937795
MTOR,0.1685593
MTOR-AS1,0.0
ANGPTL7,0.002880939
UBIAD1,0.12990062
AL031291.1,0.00017199629
DISP3,0.00073098403
LINC01647,0.000644986
AL031731.1,0.0052458835
FBXO2,0.68103397
FBXO44,0.14379022
FBXO6,0.11480694
MAD2L2,0.2722698
DRAXIN,0.0055038766
AGTRAP,0.6407497
C1orf167,0.026272457
AL953897.1,0.0001289972
MTHFR,0.21164362
CLCN6,0.0773972
NPPA-AS1,0.003052936
NPPA,0.00021499537
NPPB,0.0029669371
KIAA2013,0.48778516
PLOD1,0.39124945
MFN2,0.16503301
MIIP,0.21001057
TNFRSF8,0.0012899718
TNFRSF1B,0.021284612
VPS13D,0.23426007
AC243836.1,0.0
DHRS3,0.5807117
AC254633.1,0.03951592
AADACL4,8.5998145e-05
AADACL3,0.00038699165
C1orf158,0.002020957
PRAMEF12,0.0
PRAMEF1,0.00017199629
PRAMEF11,0.0
HNRNPCL1,4.2999072e-05
PRAMEF4,0.0
PRAMEF6,0.0
PRAMEF27,0.0
HNRNPCL3,8.5998145e-05
HNRNPCL2,0.0
HNRNPCL4,0.0
PRAMEF9,0.00017199629
PRAMEF13,0.0
PRAMEF18,8.5998145e-05
PRAMEF5,0.0001289972
PRAMEF8,0.0
PRAMEF15,0.0
AC243961.1,0.0
PRAMEF14,0.0
PRAMEF19,0.0
PRAMEF17,0.0
LRRC38,0.00021499537
AL354712.1,0.0
PDPN,0.0141897295
AL359771.1,0.0
PRDM2,0.45183864
KAZN,0.77362865
AL357873.1,8.5998145e-05
KAZN-AS1,0.00034399258
TMEM51-AS1,0.0065358593
TMEM51,0.06337989
C1orf195,0.0
FHAD1,0.03130325
AL031283.2,0.00073098403
AL031283.3,8.5998145e-05
AL031283.1,0.0024079492
EFHD2,0.39580405
CTRC,0.00055898784
CELA2A,0.00025799443
CELA2B,0.0
CASP9,0.058521062
DNAJC16,0.19027457
AL121992.3,0.0005589879
AGMAT,0.022101605
AL121992.1,0.012340763
DDI2,0.24445002
AL121992.2,0.00034399258
PLEKHM2,0.25902614
AL450998.3,4.2999072e-05
SLC25A34,0.0058908686
SLC25A34-AS1,0.00021499537
TMEM82,0.0010749765
FBLIM1,0.3368969
UQCRHL,0.08634082
AL450998.2,0.19435897
SPEN,0.7352224
ZBTB17,0.11338824
SRARP,0.0001289972
HSPB7,0.0020209567
CLCNKA,0.0073528425
CLCNKB,0.007739839
FAM131C,0.039300926
EPHA2,0.19994736
AL451042.2,0.009029814
AL451042.1,0.0031819325
ARHGEF19-AS1,4.2999072e-05
ARHGEF19,0.13690999
CPLANE2,0.015307711
FBXO42,0.17393461
SZRD1,0.45282516
SPATA21,0.0018489603
NECAP2,0.37292773
LINC01772,0.013630742
AL137802.2,0.037065025
AL137802.1,0.0005159888
LINC01783,0.0003009935
NBPF1,0.07980505
AL137798.1,0.0003009935
AL137798.2,0.0
AL021920.1,0.0
AL021920.3,0.0
CROCC,0.096144505
BX284668.1,0.0
BX284668.2,0.00025799443
BX284668.5,0.08208407
BX284668.6,0.008083832
MFAP2,0.58535844
AL049569.1,0.0
ATP13A2,0.11816164
SDHB,0.73522025
PADI2,0.0158667
AL590644.1,0.00038699165
AL590644.3,0.00051598885
PADI1,0.0012469729
PADI3,0.0023219502
PADI4,8.5998145e-05
PADI6,0.0
AC004824.1,4.2999072e-05
RCC2,0.49617675
ARHGEF10L,0.046180632
AL136529.1,0.0
ACTL8,0.0051168883
AL357509.1,0.0
IGSF21,0.0001289972
IGSF21-AS1,0.0
AL591896.1,0.0
KLHDC7A,0.0019349585
PAX7,4.2999072e-05
AL080251.1,0.0
ALDH4A1,0.022918593
IFFO2,0.015436706
UBR4,0.37727082
AL035413.1,0.03801097
EMC1,0.18180361
MRTO4,0.55237585
AKR7A3,0.010491787
AKR7A2,0.60553384
PQLC2,0.09958495
CAPZB,1.2600098
AL031727.2,4.2999072e-05
MINOS1,1.1102703
NBL1,0.31023288
MINOS1-NBL1,0.0
HTR6,0.0
TMCO4,0.14017856
RNF186,0.00025799443
AL391883.1,0.0
OTUD3,0.10035878
PLA2G2E,4.2999072e-05
PLA2G2A,0.006922854
PLA2G5,0.00068798504
PLA2G2D,4.2999072e-05
PLA2G2F,0.00034399258
Z98257.1,0.004213908
PLA2G2C,0.00060198695
UBXN10-AS1,0.031389244
UBXN10,0.056156177
LINC01757,4.2999072e-05
Z98257.2,0.0
VWA5B1,0.0005589879
AL020998.1,0.0
LINC01141,0.0
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.0
CAMK2N1,0.27291363
MUL1,0.13510428
FAM43B,0.0029669374
CDA,0.028422361
PINK1,0.28168428
PINK1-AS,0.0077828383
DDOST,1.6479571
KIF17,0.005632874
SH2D5,0.0067938543
AL663074.1,8.5998145e-05
HP1BP3,1.2380266
EIF4G3,0.49604595
ECE1,0.27686957
AL031005.1,8.5998145e-05
AL031728.1,0.0005589879
AL592309.2,0.0
NBPF3,0.014103733
ALPL,0.15346447
AL359815.1,0.00025799443
RAP1GAP,0.16490294
USP48,0.533417
LDLRAD2,0.00412791
HSPG2,0.48903683
CELA3B,4.2999072e-05
CELA3A,4.2999072e-05
LINC01635,0.0014189689
CDC42,2.2145078
AL031281.2,0.0020209567
WNT4,0.015436708
ZBTB40,0.09253247
EPHA8,0.00077398313
C1QA,0.0064068604
C1QC,0.0041279113
C1QB,0.006578861
EPHB2,0.19870074
AL512444.1,0.0
LACTBL1,0.0
TEX46,0.0009029803
KDM1A,0.57646286
AL031428.1,4.2999072e-05
LUZP1,0.286114
HTR1D,0.0003009935
LINC01355,0.082857884
AL109936.6,0.0009029803
HNRNPR,1.4243039
ZNF436,0.04239673
ZNF436-AS1,0.06462683
AL109936.2,0.003052936
TCEA3,0.4838306
ASAP3,0.05907998
E2F2,0.0054178806
AL021154.1,0.001461968
ID3,0.30163953
MDS2,0.00077398313
RPL11,35.15649
ELOA,0.25047043
ELOA-AS1,0.06836765
PITHD1,0.5332424
LYPLA2,0.5431713
GALE,0.60509485
HMGCL,0.33513084
FUCA1,0.24242964
CNR2,0.0010749766
AL590609.3,0.0
PNRC2,0.74145925
SRSF10,1.0911015
AL591178.1,0.0
MYOM3,0.0035259242
AL591178.2,0.0
IL22RA1,0.0027519423
IFNLR1,0.021499613
AL590683.1,0.0011179756
AL138902.1,8.5998145e-05
GRHL3,0.012211754
STPG1,0.06892655
NIPAL3,0.24015051
RCAN3,0.26302397
AL445686.2,0.02201561
NCMAP,0.015264711
SRRM1,1.8116225
AL445648.1,0.0
CLIC4,0.39060256
RUNX3,0.03758099
AL445471.1,0.0
AL445471.2,0.00021499537
AL050344.1,8.5998145e-05
AL031432.1,0.0010319775
SYF2,1.6586612
AL031432.5,0.0019349585
RSRP1,1.3069967
AL031432.3,0.005245883
RHD,0.0042999056
TMEM50A,1.356028
RHCE,0.018059667
MACO1,0.30254024
LDLRAP1,0.07713926
AL606491.1,0.006750854
MAN1C1,0.0073958426
AL031280.1,0.0016769638
SELENON,0.1314485
AL020996.1,0.01745768
MTFR1L,0.23735647
AUNIP,0.025541484
AL033528.2,0.0008169822
PAQR7,0.054221276
STMN1,1.5000635
PAFAH2,0.066131644
EXTL1,0.0020639559
SLC30A2,0.031819258
TRIM63,0.00038699165
PDIK1L,0.061315864
FAM110D,0.0033969278
C1orf232,0.0010319775
AL391650.1,0.0029239384
ZNF593,0.89531803
CNKSR1,0.16120604
CATSPER4,0.00077398313
CEP85,0.025885468
SH3BGRL3,2.3027883
UBXN11,0.13054627
CD52,0.008212829
CRYBG2,0.037709996
ZNF683,0.0001289972
LIN28A,0.0012469728
DHDDS,0.18317987
AL513365.2,0.0001289972
HMGN2,2.5611641
RPS6KA1,0.083373964
AL512408.1,0.0020209567
ARID1A,0.60402626
PIGV,0.07481736
ZDHHC18,0.07516133
SFN,0.37000376
AL034380.1,8.5998145e-05
GPN2,0.13643706
GPATCH3,0.061057914
NUDC,1.4227122
NR0B2,0.0001289972
KDF1,0.16623707
TRNP1,0.15247552
TENT5B,0.035775114
SLC9A1,0.09068377
AL590640.1,0.0
WDTC1,0.117172405
TMEM222,0.2765277
SYTL1,0.20007539
MAP3K6,0.052544337
FCN3,0.0013329708
CD164L2,0.028766342
GPR3,0.0029239384
WASF2,1.37902
FO393419.2,8.5998145e-05
BX293535.1,0.0011179756
AHDC1,0.27201167
FGR,0.0005159888
LINC02574,0.00068798504
IFI6,2.3992848
AL445490.1,0.00017199629
FAM76A,0.1440485
STX12,0.23468961
PPP1R8,0.19208011
THEMIS2,0.2196405
RPA2,0.31681606
SMPDL3B,0.21297681
AL512288.1,0.0003009935
XKR8,0.062304907
EYA3,0.16155024
PTAFR,0.04467573
DNAJC8,0.99903286
ATP5IF1,2.3000593
AL353622.1,0.034141153
AL353622.2,0.00034399258
SESN2,0.26431617
MED18,0.074344285
PHACTR4,0.79490554
RCC1,0.21005236
TRNAU1AP,0.34016198
SNHG12,0.51341593
TAF12,0.362006
RAB42,0.06385312
LINC01715,0.0054178797
AL360012.1,0.028164363
GMEB1,0.15694897
YTHDF2,1.0328351
OPRD1,0.0009889784
AL009181.1,0.0008169822
EPB41,0.30782852
TMEM200B,0.006277862
AL357500.1,4.2999072e-05
SRSF4,1.0287923
MECR,0.18365286
AL590729.1,4.2999072e-05
PTPRU,0.15892749
LINC01756,0.0
AC092265.1,0.0
AL645944.2,0.0
LINC01648,0.0
AL137076.1,0.0
MATN1,0.0019779578
MATN1-AS1,0.025068505
LAPTM5,0.0044289017
AL137027.1,0.0
LINC01778,0.0014189689
AL445235.1,0.0
SDC3,0.13385707
PUM1,1.0746708
NKAIN1,0.0021069553
SNRNP40,0.31556904
ZCCHC17,0.5102782
AL451070.1,8.5998145e-05
FABP3,0.11755913
SERINC2,0.5042107
AC114488.1,0.00047298975
TINAGL1,0.2005921
HCRTR1,0.00034399258
PEF1,0.38724887
AC114488.2,0.0005589879
AC114488.3,0.00060198695
COL16A1,0.06608879
ADGRB2,0.019865643
AL354919.2,0.0
SPOCD1,0.003869916
AL354919.1,0.001461968
AL136115.2,0.0047728946
PTP4A2,2.0534923
AL136115.1,0.00025799443
AL136115.3,4.2999072e-05
KHDRBS1,1.4853247
AL445248.1,0.0066218576
TMEM39B,0.114635274
KPNA6,0.56536555
TXLNA,0.33831486
CCDC28B,0.1168712
AL049795.1,0.005761871
IQCC,0.025928471
DCDC2B,0.0013329708
TMEM234,0.15768015
EIF3I,1.4464421
FAM167B,0.0052458835
LCK,0.0024509479
HDAC1,0.54253006
MARCKSL1,3.4301827
AL109945.1,4.2999072e-05
TSSK3,0.00890082
FAM229A,0.074860565
BSDC1,0.38694733
AL033529.1,0.0
ZBTB8B,0.015608704
ZBTB8A,0.092317514
ZBTB8OS,0.56291246
RBBP4,0.88332367
SYNC,0.19362743
AC114489.1,0.0009459794
KIAA1522,0.6024734
YARS,0.4841768
S100PBP,0.1705804
FNDC5,0.010018799
HPCA,0.007567841
TMEM54,0.2264767
RNF19B,0.12099944
AL020995.1,0.00068798504
AK2,0.8295668
AZIN2,0.017242687
TRIM62,0.021284617
AL662907.3,0.0032679301
ZNF362,0.11755956
AL513327.3,0.0011179756
A3GALT2,8.5998145e-05
AL513327.1,0.0062778634
PHC2,0.345022
AL513327.2,0.0021069553
ZSCAN20,0.020080637
CSMD2,0.012297758
HMGB4,4.2999072e-05
CSMD2-AS1,0.0
C1orf94,0.00017199629
SMIM12,0.39555046
GJB5,0.0036979201
GJB4,0.004213909
AL121988.1,4.2999072e-05
GJB3,0.066776894
GJA4,0.011996752
AL122010.1,4.2999072e-05
DLGAP3,0.0127707515
AC114490.3,0.01264176
AC114490.2,0.002665944
TMEM35B,0.0009889784
ZMYM6,0.08440585
ZMYM1,0.1018639
AL590434.1,0.0016769638
SFPQ,1.6844591
ZMYM4,0.4010107
ZMYM4-AS1,0.0026659435
KIAA0319L,0.29063043
NCDN,0.08806082
AC004865.2,0.0046868967
TFAP2E,0.0030099363
PSMB2,1.5835009
C1orf216,0.055468213
CLSPN,0.022058569
AL354864.1,8.5998145e-05
AGO4,0.0860398
AGO1,0.21211623
AL139286.2,0.002665944
AGO3,0.39795816
AL138787.2,8.5998145e-05
TEKT2,0.023477573
ADPRHL2,0.48671228
COL8A2,0.039902955
TRAPPC3,0.9537577
MAP7D1,0.31470796
THRAP3,1.374762
SH3D21,0.05005043
EVA1B,0.66137755
AL591845.1,0.038569935
STK40,0.21387911
LSM10,0.52016515
OSCP1,0.09240351
MRPS15,1.1490172
CSF3R,0.010921774
AL596257.1,0.00017199629
AC117945.2,0.0
AC117945.1,0.0
GRIK3,0.012684748
AL031430.1,0.0
AL353604.1,4.2999072e-05
LINC01137,0.033152163
ZC3H12A,0.13600627
MEAF6,1.0155046
SNIP1,0.2250151
DNALI1,0.2331857
GNL2,0.4266836
RSPO1,0.03964501
C1orf109,0.19564877
CDCA8,0.026057478
EPHA10,0.0029669376
MANEAL,0.021800602
AL929472.3,8.5998145e-05
YRDC,0.37301442
C1orf122,1.3969938
MTF1,0.17156924
AL929472.2,0.00060198695
INPP5B,0.05177031
SF3A3,0.50090224
FHL3,0.09309157
UTP11,0.37120622
POU3F1,0.0072238445
AL139158.2,0.00034399258
AL139158.3,0.0
LINC01685,0.0
AL354702.2,0.00017199629
RRAGC,0.43893725
AL139260.1,0.013888736
MYCBP,0.15436876
AL139260.3,0.0008599812
GJA9,0.0
RHBDL2,0.052931365
AKIRIN1,0.9361654
NDUFS5,4.453036
MACF1,1.1229955
AL442071.1,4.2999072e-05
BMP8A,0.0001289972
PABPC4,1.5044837
AL365277.1,4.2999072e-05
HEYL,0.0020639559
AL035404.2,0.0
NT5C1A,0.0
HPCAL4,0.0021929536
PPIE,0.45940745
BMP8B,0.008857818
OXCT2,0.005030889
AL033527.3,0.0020639559
AL033527.5,0.004643899
AL033527.4,0.00021499537
TRIT1,0.17810611
MYCL,0.16473162
AL033527.2,0.00068798504
MFSD2A,0.077526495
CAP1,1.1076078
PPT1,0.4351116
RLF,0.38673243
TMCO2,0.000644986
AL050341.2,0.12013939
ZMPSTE24,0.32416812
COL9A2,0.17199816
SMAP2,0.13957626
AL031985.4,0.0003009935
ZFP69B,0.038096946
ZFP69,0.011953769
AL603839.3,0.0071808468
EXO5,0.029239334
AL603839.1,8.5998145e-05
AL603839.2,0.00021499537
ZNF684,0.04252576
RIMS3,0.008986818
AL031289.1,0.0
NFYC-AS1,0.021800613
NFYC,0.31045142
KCNQ4,0.013716735
CITED4,0.8463708
AC119677.1,0.0003009935
CTPS1,0.12448255
SLFNL1-AS1,0.006277862
SLFNL1,0.0021069548
SCMH1,0.100315854
AC093151.3,0.0022359525
FOXO6,0.06011195
AC093151.2,0.0010319775
EDN2,0.1639993
HIVEP3,0.025713487
AL445933.2,0.0001289972
GUCA2B,0.00021499537
GUCA2A,0.0003009935
FOXJ3,0.25081426
RIMKLA,0.09021088
ZMYND12,0.019951642
PPCS,1.0273708
CCDC30,0.13583557
PPIH,0.3054647
AC098484.2,0.003353928
YBX1,8.84421
CLDN19,0.0036979206
P3H1,0.07060349
C1orf50,0.05254429
AC098484.3,0.00042999073
AC098484.1,0.00017199629
TMEM269,0.001461968
SVBP,0.49991173
ERMAP,0.050179377
AL512353.1,0.0070518497
ZNF691,0.047986478
SLC2A1,3.3396316
SLC2A1-AS1,0.09700484
AC099795.1,0.0009889784
FAM183A,0.015006711
EBNA1BP2,0.95942676
CFAP57,0.017801639
TMEM125,0.46262953
C1orf210,0.18476963
TIE1,0.013200749
MPL,0.0003009935
AL139289.2,0.061230056
CDC20,0.05628547
ELOVL1,0.51251185
MED8,0.7236938
AL139289.1,0.0009459794
SZT2,0.14632767
SZT2-AS1,0.00047298975
HYI,0.2818162
PTPRF,1.5862871
AL451062.3,0.0016339645
KDM4A,0.14753099
KDM4A-AS1,0.02106962
ST3GAL3,0.043944668
AL451062.1,0.00034399258
ARTN,0.088835075
AL357079.1,0.018704649
IPO13,0.085953794
DPH2,0.20686972
ATP6V0B,4.4446845
B4GALT2,0.27614093
CCDC24,0.14323048
SLC6A9,0.09984305
AL139220.2,0.02339158
KLF17,8.5998145e-05
DMAP1,0.33126217
ERI3,0.6425517
RNF220,0.2898125
TMEM53,0.100359
ARMH1,0.016468696
KIF2C,0.019951629
AL592166.1,0.0018489603
RPS8,51.536175
BEST4,0.038140003
PLK3,0.3892286
TCTEX1D4,0.024036538
BTBD19,0.03173324
PTCH2,0.02545548
EIF2B3,0.17823426
HECTD3,0.088662684
UROD,0.29445714
ZSWIM5,0.0040849107
LINC01144,0.0064498596
HPDL,0.030357303
MUTYH,0.063250825
TOE1,0.08272898
TESK2,0.039429884
CCDC163,0.02106962
MMACHC,0.04286974
PRDX1,5.3796077
AKR1A1,0.95917296
NASP,0.8277986
CCDC17,0.011179776
GPBP1L1,0.6028628
TMEM69,0.22363915
IPP,0.14176913
MAST2,0.072452515
PIK3R3,0.1389306
AL358075.4,0.0
AL358075.1,0.000644986
AL358075.2,0.006492858
TSPAN1,0.38410872
POMGNT1,0.26380047
LURAP1,0.0055468767
RAD54L,0.008040831
LRRC41,0.7300648
UQCRH,8.774033
NSUN4,0.15114409
FAAH,0.06901256
DMBX1,0.0065788585
AL136373.1,0.00034399258
MKNK1-AS1,0.00047298975
KNCN,4.2999072e-05
MKNK1,0.18833978
MOB3C,0.04600863
ATPAF1,0.39632428
TEX38,0.0009889784
EFCAB14-AS1,0.00047298975
EFCAB14,0.52464134
CYP4B1,0.17702892
CYP4A11,0.0012469728
CYP4X1,0.057188295
CYP4Z1,0.0037409188
CYP4A22-AS1,0.0047298954
CYP4A22,0.00060198695
LINC00853,0.013071749
PDZK1IP1,0.7558099
TAL1,0.00047298975
AL135960.1,0.0
STIL,0.022187598
CMPK1,0.7332419
LINC01389,0.00073098403
FOXE3,0.000644986
FOXD2-AS1,0.0030959342
FOXD2,0.0030959346
LINC01738,0.0
TRABD2B,0.0030959342
AL691459.1,0.0
AC096541.1,0.0
AL356289.1,0.0
AL356289.2,0.0
AL109659.1,4.2999072e-05
SLC5A9,4.2999072e-05
AL109659.2,0.0005589879
SPATA6,0.10504605
AGBL4,0.0034399268
BEND5,0.06462675
AC099788.1,0.00017199629
AL590432.1,0.0
ELAVL4,0.0
AL592182.2,4.2999072e-05
AL592182.1,0.0
AL596275.2,0.0
DMRTA2,0.0022359525
FAF1,0.3155685
AL049637.1,8.5998145e-05
CDKN2C,0.15355037
C1orf185,0.00021499537
LINC01562,0.0009459794
RNF11,0.33483127
AL162430.2,0.00038699165
TTC39A,0.11334493
TTC39A-AS1,0.0038269171
EPS15,0.25696313
AC104170.2,0.00060198695
AC104170.1,0.00047298975
OSBPL9,0.38699153
NRDC,0.71286076
AL050343.1,0.004170909
AL050343.2,0.0008169822
RAB3B,0.007438842
TXNDC12,0.60144114
KTI12,0.089780636
AL445685.1,0.0003009935
TXNDC12-AS1,0.0
BTF3L4,1.456857
ZFYVE9,0.1275357
CC2D1B,0.08156795
AL513218.1,0.0012899718
ORC1,0.0050738878
PRPF38A,0.4724805
TUT4,0.5426587
AL591167.1,0.00047298975
GPX7,0.09838091
SHISAL2A,0.0011179757
COA7,0.15961443
ZYG11B,0.2793213
ZYG11A,0.010491793
AC099677.4,8.5998145e-05
ECHDC2,0.3672524
SCP2,1.004281
PODN,0.007868835
AL445183.1,8.5998145e-05
SLC1A7,4.2999072e-05
AL445183.2,4.2999072e-05
CPT2,0.14860658
AL606760.2,0.0036549212
C1orf123,0.3007343
AL606760.3,0.007266847
MAGOH,0.92283607
AL606760.1,0.020768626
LRP8,0.116656214
AL355483.4,8.5998145e-05
AL355483.2,0.00025799443
AL355483.3,0.0
LINC01771,0.0029239384
AC119428.1,8.5998145e-05
AC119428.2,0.0017199626
DMRTB1,0.00025799443
GLIS1,0.015264711
NDC1,0.09519853
YIPF1,0.12878259
DIO1,0.00077398313
HSPB11,0.50339574
LRRC42,0.33801278
LDLRAD1,0.057489287
TMEM59,3.1968775
TCEANC2,0.07468829
AL357673.1,0.00077398313
CDCP2,8.5998145e-05
AL357673.2,0.0009889785
CYB5RL,0.043041717
MRPL37,0.4609976
SSBP3,0.6102583
SSBP3-AS1,0.0016339645
AL161644.1,0.0001289972
AL035415.1,4.2999072e-05
AC099796.1,8.5998145e-05
ACOT11,0.14004964
FAM151A,0.00017199629
MROH7,0.008384828
MROH7-TTC4,0.00025799443
TTC4,0.087028675
PARS2,0.058821946
TTC22,0.06948557
AC096536.2,0.0
LEXM,0.0016339645
DHCR24,0.70537376
AC096536.3,0.0005159888
AC096536.1,0.007309845
TMEM61,0.054178346
AL590440.1,0.0
BSND,0.0024079487
PCSK9,0.0005589879
USP24,0.16094771
MIR4422HG,0.0
AL603840.1,0.00021499537
LINC01753,0.0
LINC01755,0.0
AL353681.1,4.2999072e-05
AC119674.1,0.0022789517
AC119674.2,0.0034399263
LINC01767,0.00047298975
PLPP3,0.08681397
PRKAA2,0.18648984
FYB2,0.015952693
AL360295.1,0.0
C8A,0.00017199629
C8B,0.0001289972
AL161740.1,8.5998145e-05
DAB1,0.0023649493
AL390243.1,0.0
DAB1-AS1,0.0
AL445193.2,0.0
OMA1,0.15608923
TACSTD2,2.4139662
MYSM1,0.25442547
AL136985.3,0.0021069553
JUN,7.636033
LINC01135,0.0008169822
AL136985.2,0.0013329708
AL136985.1,0.000644986
AC105277.1,0.011480776
LINC01358,0.0107927825
AL592431.2,0.0
AL592431.1,0.0
AC093424.1,0.0010749765
FGGY,0.12706271
AL035416.1,8.5998145e-05
HOOK1,0.47209373
CYP2J2,0.015737705
C1orf87,0.0005159888
AC097066.1,4.2999072e-05
LINC01748,0.021155613
AC099792.1,8.5998145e-05
NFIA,0.65777636
