,Mast.cell
SYP-AS1,0.0
CACNA1F,0.0016393913
CCDC22,0.19180854
FOXP3,0.02459087
PPP1R3F,0.029509047
AC232271.1,0.0016393913
GAGE10,0.0
GAGE12J,0.0
GAGE13,0.0
GAGE12D,0.0
GAGE12F,0.0
GAGE12E,0.0
GAGE12H,0.0
GAGE1,0.0
GAGE2A,0.0
PAGE1,0.0
PAGE4,0.019672697
USP27X-AS1,0.0
USP27X,0.019672697
CLCN5,0.016393915
AKAP4,0.0016393913
CCNB3,0.0
DGKK,0.0
SHROOM4,0.0
LINC01284,0.0
NUDT10,0.0016393913
AC233976.1,0.0
AL158055.1,0.0016393913
CXorf67,0.0
NUDT11,0.004918174
CENPVL3,0.0
GSPT2,0.12131485
MAGED1,0.106560364
AC239585.2,0.0
MAGED4B,0.0
MAGED4,0.0
XAGE2,0.0
XAGE1A,0.0
XAGE1B,0.0
SSX2B,0.0
SPANXN5,0.0
XAGE5,0.0
XAGE3,0.0
FAM156B,0.0
FAM156A,0.0
GPR173,0.0016393913
TSPYL2,1.2721657
AL591212.1,0.0
KANTR,0.07049382
KDM5C,0.21475996
IQSEC2,0.03278783
SMC1A,0.80494004
RIBC1,0.0032787826
HSD17B10,0.49017727
AC233728.1,0.0
HUWE1,0.4164048
PHF8,0.07869077
FAM120C,0.040984787
WNK3,0.054099917
TSR2,0.43443796
FGD1,0.0
GNL3L,0.15410262
ITIH6,0.0
MAGED2,0.83444875
TRO,0.027869655
PFKFB1,0.0
APEX2,0.15574202
ALAS2,0.0
PAGE2B,0.0
PAGE2,0.0016393913
FAM104B,0.39017454
MTRNR2L10,0.013115132
PAGE5,0.0016393913
PAGE3,0.0
MAGEH1,0.1737753
USP51,0.091805875
FOXR2,0.0
RRAGB,0.15574202
AL445472.1,0.10328158
KLF8,0.04262418
UBQLN2,0.16557835
AL354793.1,0.0
NBDY,1.0492086
SPIN3,0.02131209
AL139397.1,0.0032787826
SPIN2B,0.06721505
AL022157.1,0.01147574
SPIN2A,0.0016393913
FAAH2,0.008196957
ZXDB,0.02295148
NLRP2B,0.0
ZXDA,0.013115132
SPIN4,0.06557566
SPIN4-AS1,0.0032787826
ARHGEF9,0.22951446
AMER1,0.016393915
ASB12,0.0
MTMR8,0.004918174
ZC4H2,0.081969544
ZC3H12B,0.02295148
LAS1L,0.18361163
MSN,2.1459625
AL034397.2,0.0016393913
AL034397.3,0.14262694
VSIG4,0.113118
HEPH,0.0
EDA2R,0.0016393913
AR,0.0
AL157700.1,0.0016393913
OPHN1,0.080330156
YIPF6,0.35902616
STARD8,0.019672697
EFNB1,0.0868877
PJA1,0.057378702
LINC00269,0.0
FAM155B,0.0
AL158069.1,0.0
EDA,0.004918174
AWAT2,0.0
OTUD6A,0.0016393913
IGBP1,0.85084265
IGBP1-AS2,0.0
IGBP1-AS1,0.0
DGAT2L6,0.0
AWAT1,0.0
P2RY4,0.0
ARR3,0.0
RAB41,0.0
PDZD11,0.23607205
KIF4A,0.075412
GDPD2,0.0
AL139398.1,0.0
DLG3,0.034427222
DLG3-AS1,0.0016393913
TEX11,0.0
SLC7A3,0.0
SNX12,0.1163967
FOXO4,0.01147574
CXorf65,0.0
AL590764.2,0.0
IL2RG,0.914779
MED12,0.121314846
NLGN3,0.0
AL590764.1,0.037706003
GJB1,0.0
ZMYM3,0.07541198
NONO,0.89018804
ITGB1BP2,0.0032787826
TAF1,0.2278751
OGT,0.33607474
GCNA,0.016393915
CXCR3,0.037706003
BX276092.9,0.0
LINC00891,0.034427222
CXorf49,0.0
CXorf49B,0.0
NHSL2,0.07213321
RTL5,0.027869655
PIN4,0.60329497
ERCC6L,0.018033307
RPS4X,40.833954
CITED1,0.0
HDAC8,0.20984182
PHKA1,0.029509047
PHKA1-AS1,0.0
FAM236A,0.0
PABPC1L2B,0.0
PABPC1L2A,0.0
NAP1L2,0.027869655
CDX4,0.0
CHIC1,0.049181744
TSIX,0.10164221
XIST,3.9542365
JPX,0.7360856
FTX,0.7737915
AL353804.1,0.0032787826
ZCCHC13,0.0
SLC16A2,0.0016393913
RLIM,0.20164487
NEXMIF,0.0032787826
ABCB7,0.15082386
UPRT,0.10492098
ZDHHC15,0.009836349
MAGEE2,0.0
AL451105.2,0.0
PBDC1,0.59837687
MAGEE1,0.004918174
AC233296.1,0.0
FGF16,0.0
ATRX,1.68857
MAGT1,0.41640475
COX7B,1.9951358
ATP7A,0.18525103
PGK1,2.3197412
PGAM4,0.0
TAF9B,0.04262418
CYSLTR1,0.58362234
RTL3,0.0
LPAR4,0.0016393913
P2RY10,0.15574203
GPR174,0.047542352
ITM2A,1.8361152
TBX22,0.0
TENT5D,0.0
BRWD3,0.15738142
AL391294.1,0.0016393913
HMGN5,0.05573931
SH3BGRL,2.5312274
POU3F4,0.0
CYLC1,0.0
RPS6KA6,0.0032787826
HDX,0.04426357
APOOL,0.1704965
SATL1,0.0
AC003001.1,0.0
ZNF711,0.03278783
POF1B,0.0
CHM,0.3131233
DACH2,0.0
KLHL4,0.0
Z83818.2,0.0
CPXCR1,0.0
TGIF2LX,0.0
AL121823.1,0.0
PABPC5-AS1,0.0
PABPC5,0.008196957
PCDH11X,0.0
NAP1L3,0.026230264
FAM133A,0.0016393913
DIAPH2,0.12787247
RPA4,0.013115132
DIAPH2-AS1,0.06065749
AL157778.1,0.0
PCDH19,0.0
TNMD,0.0
TSPAN6,0.024590872
SRPX2,0.0
SYTL4,0.016393915
CSTF2,0.059018094
NOX1,0.0
XKRX,0.0
ARL13A,0.0
TRMT2B,0.08196954
TMEM35A,0.0
CENPI,0.01147574
DRP2,0.0032787826
TAF7L,0.0
TIMM8A,0.09344527
BTK,2.6804156
RPL36A,1.3688895
RPL36A-HNRNPH2,0.0
GLA,0.35082924
HNRNPH2,0.63772213
ARMCX4,0.03278783
ARMCX1,0.098363414
ARMCX6,0.42951977
ARMCX3,1.0672418
ARMCX3-AS1,0.0
ARMCX2,0.100002825
NXF5,0.0
ZMAT1,0.18361163
TCEAL2,0.0016393913
TCEAL6,0.0
BEX5,0.06885444
NXF2,0.0
AC235565.2,0.0
NXF2B,0.0
TCP11X2,0.0
TMSB15A,0.016393915
ARMCX5,0.050821137
AL035427.1,0.0
GPRASP1,0.024590872
GPRASP2,0.004918174
BHLHB9,0.006557565
LINC00630,0.008196957
Z68871.1,0.004918174
RAB40AL,0.0
Z95624.1,0.0
BEX1,0.018033307
NXF3,0.0016393913
BEX4,2.5066392
TCEAL8,0.79674274
TCEAL5,0.0
BEX2,0.49837425
TCEAL7,0.0
TCEAL9,0.2918113
BEX3,0.552474
AL606763.1,0.0016393913
Z69733.1,0.0
RAB40A,0.0
TCEAL4,1.0311753
TCEAL3,0.55083454
TCEAL3-AS1,0.0
TCEAL1,0.21475999
MORF4L2,0.80821854
MORF4L2-AS1,0.0032787826
GLRA4,0.0
TMEM31,0.0
PLP1,0.0
RAB9B,0.031148441
TMSB15B-AS1,0.01147574
TMSB15B,0.018033307
H2BFWT,0.0
H2BFM,0.0
TMSB15B-1,0.02295148
SLC25A53,0.05246053
ZCCHC18,0.006557565
FAM199X,0.15246321
ESX1,0.0
IL1RAPL2,0.0
TEX13A,0.0
NRK,0.0
SERPINA7,0.0
MUM1L1,0.0
CXorf57,0.009836349
RNF128,0.0
TBC1D8B,0.062296882
MORC4,0.019672697
RIPPLY1,0.0
CLDN2,0.0
RBM41,0.1606602
NUP62CL,0.01311513
PIH1D3,0.0
FRMPD3-AS1,0.0
FRMPD3,0.0
PRPS1,0.1819722
TSC22D3,8.378969
NCBP2L,0.0
MID2,0.0
AL034399.2,0.0
TEX13B,0.0
VSIG1,0.0
PSMD10,0.18033282
ATG4A,0.08360892
COL4A6,0.0032787826
COL4A5,0.0
AL035425.2,0.0
IRS4,0.0
AL035425.1,0.0
GUCY2F,0.0
NXT2,0.06885444
KCNE5,0.006557565
ACSL4,4.0148954
TMEM164,0.09672404
AMMECR1,0.08196954
RTL9,0.0
CHRDL1,0.018033307
PAK3,0.006557565
CAPN6,0.0
DCX,0.0
SERTM2,0.0
ALG13,0.66887057
ALG13-AS1,0.0
TRPC5,0.0
TRPC5OS,0.0
RTL4,0.0
LHFPL1,0.0
AMOT,0.016393915
XACT,0.0016393913
HTR2C,0.0
IL13RA2,0.0
LRCH2,0.0016393913
RBMXL3,0.0
LUZP4,0.0
PLS3-AS1,0.0
PLS3,0.031148437
DANT1,0.0
DANT2,0.0032787826
AGTR2,0.0
SLC6A14,0.0
CT83,0.0
BX119904.2,0.0
KLHL13,0.0032787826
WDR44,0.17049651
DOCK11,0.4196835
IL13RA1,0.16066028
ZCCHC12,0.0
LINC01285,0.006557565
LONRF3,0.02295148
AL772284.2,0.0
KIAA1210,0.0
PGRMC1,0.27049917
AC004835.1,0.0
AC004973.1,0.0
SLC25A43,0.096724026
SLC25A5,2.7377958
CXorf56,0.09672406
UBE2A,0.5983769
NKRF,0.06393627
SEPT6,1.1672448
SOWAHD,0.0016393913
RPL39,34.564972
UPF3B,0.2852537
RNF113A,0.30328697
NDUFA1,2.3787632
AKAP14,0.0
NKAP,0.4360774
RHOXF1-AS1,0.0
RHOXF2B,0.0
RHOXF1,0.0032787826
LINC01402,0.0
RHOXF2,0.0
ZBTB33,0.07869077
TMEM255A,0.0032787826
ATP1B4,0.0
LAMP2,0.2918113
CUL4B,0.13934813
MCTS1,0.6541161
C1GALT1C1,0.19672671
CT47B1,0.0
CT47A12,0.0
CT47A6,0.0
GLUD2,0.0016393913
AL359851.1,0.0016393913
GRIA3,0.0016393913
THOC2,0.6606736
XIAP,0.603295
XIAP-AS1,0.0016393913
AL121601.1,0.02295148
STAG2,1.118063
SH2D1A,0.04918174
TEX13D,0.0
TENM1,0.0016393913
TEX13C,0.0
AL445072.1,0.0
DCAF12L2,0.0016393913
DCAF12L1,0.0
PRR32,0.0
AL591643.1,0.0
ACTRT1,0.0
AL442647.1,0.0
SMARCA1,0.01147574
OCRL,0.02131209
APLN,0.0032787826
XPNPEP2,0.0016393913
SASH3,0.3131233
ZDHHC9,0.04590296
AL034405.1,0.0
UTP14A,0.17213589
BCORL1,0.040984787
ELF4,0.07213321
AIFM1,0.23607203
RAB33A,0.2459084
ZNF280C,0.02131209
SLC25A14,0.047542352
GPR119,0.0
RBMX2,0.35410798
ENOX2,0.12131487
LINC01201,0.0
ARHGAP36,0.0
IGSF1,0.0
OR13H1,0.0
FIRRE,0.018033307
STK26,0.24426901
FRMD7,0.0
RAP2C,0.20820242
RAP2C-AS1,0.03278783
MBNL3,0.10656038
HS6ST2,0.0
HS6ST2-AS1,0.0
USP26,0.0
TFDP3,0.0
GPC4,0.004918174
GPC3,0.0
CCDC160,0.0
PHF6,0.34918982
HPRT1,0.64427996
MIR503HG,0.011475739
LINC00629,0.0
PLAC1,0.0
AL672032.1,0.0
FAM122B,0.17705409
FAM122C,0.13770875
MOSPD1,0.057378702
LINC02243,0.0
SMIM10,0.14426629
RTL8B,0.01147574
RTL8C,0.21476
RTL8A,0.22131751
SMIM10L2B-AS1,0.0
SMIM10L2B,0.0
ETDB,0.0
AC234771.1,0.0
CT55,0.0
ZNF75D,0.04426357
ETDA,0.0
ETDC,0.0
AL590282.2,0.0
ZNF449,0.029509047
SMIM10L2A,0.0016393913
INTS6L-AS1,0.0
INTS6L,0.18361162
CT45A1,0.0
CT45A3,0.0
CT45A5,0.0
CT45A9,0.0
CT45A10,0.0
SAGE1,0.0
MMGT1,0.16557834
SLC9A6,0.06065749
FHL1,0.65739495
MAP7D3,0.51968616
ADGRG4,0.0
BRS3,0.0
HTATSF1,0.56394976
VGLL1,0.0
CD40LG,0.018033307
ARHGEF6,2.244329
AL683813.1,0.11475731
RBMX,2.0443175
GPR101,0.0
AL035443.1,0.0
ZIC3,0.0
Z96074.1,0.0
FGF13,0.0016393913
FGF13-AS1,0.0
F9,0.0
MCF2,0.0
ATP11C,0.10164219
CXorf66,0.0
AL589987.2,0.0
FO393408.1,0.0
SOX3,0.0
AL844175.1,0.0
LINC00632,0.0
CDR1,0.0
AL078639.1,0.0
AL451048.1,0.0
SPANXB1,0.0
AC234778.2,0.0
LDOC1,0.018033307
SPANXC,0.0
SPANXA2-OT1,0.0
SPANXD,0.0
MAGEC3,0.0
MAGEC1,0.0
MAGEC2,0.0
SPANXN4,0.0
AC239727.1,0.0
SPANXN3,0.0
SLITRK4,0.0
SPANXN2,0.0
AL713923.1,0.0
SPANXN1,0.0
SLITRK2,0.0
AL589669.1,0.008196957
L29074.1,0.0
FMR1,0.2557447
FMR1NB,0.0
AC002368.1,0.0
AFF2,0.1278724
IDS,2.921407
AC244197.3,0.0
AC244197.2,0.0016393913
LINC00893,0.05573931
CXorf40A,0.057378702
HSFX3,0.0
MAGEA9B,0.0
HSFX2,0.0
TMEM185A,0.081969544
MAGEA11,0.0
HSFX1,0.0
MAGEA9,0.0
LINC00850,0.0
MAGEA8-AS1,0.0
MAGEA8,0.0
CXorf40B,0.0868877
HSFX4,0.0
LINC00894,0.009836349
MAMLD1,0.0032787826
MTM1,0.16229959
MTMR1,0.039345395
CD99L2,0.095084645
AF274573.1,0.0
HMGB3,0.20164503
GPR50-AS1,0.0
GPR50,0.0
KC877982.1,0.0
VMA21,0.6655918
BX546450.2,0.0
BX546450.1,0.0
PASD1,0.0
PRRG3,0.0
FATE1,0.0
CNGA2,0.0
MAGEA4-AS1,0.0
MAGEA4,0.0
GABRE,0.0
MAGEA10,0.0
AC116666.1,0.0
GABRA3,0.0
GABRQ,0.0
MAGEA3,0.0
CSAG2,0.0
CSAG1,0.0
MAGEA12,0.0
AC244102.1,0.0
MAGEA2,0.0
CSAG3,0.0
MAGEA6,0.0
CETN2,0.20984182
NSDHL,0.06557566
ZNF185,0.004918174
PNMA5,0.0016393913
PNMA3,0.004918174
PNMA6A,0.0
MAGEA1,0.0
AC236972.3,0.0
PNMA6F,0.0
ZNF275,0.06721505
PNMA6E,0.0
ZFP92,0.004918174
TREX2,0.0
HAUS7,0.018033307
BGN,0.0016393913
ATP2B3,0.0
CCNQ,0.28361428
DUSP9,0.0
PNCK,0.0016393913
SLC6A8,0.011475739
BCAP31,1.0410117
ABCD1,0.05573931
U52111.1,0.0016393913
PLXNB3,0.0
SRPK3,0.0
IDH3G,0.8787122
SSR4,5.5756164
PDZD4,0.0016393913
L1CAM,0.011475739
U52112.2,0.0
AVPR2,0.0
ARHGAP4,0.3721413
NAA10,1.1033084
RENBP,0.6869037
HCFC1,0.16885716
HCFC1-AS1,0.0016393913
TMEM187,0.06393627
IRAK1,0.3950928
MECP2,0.7016583
OPN1LW,0.0
OPN1MW,0.0
OPN1MW3,0.0
TEX28,0.0
TKTL1,0.0016393913
AC245140.1,0.0016393913
FLNA,0.59181947
AC245140.3,0.0
EMD,0.4590288
RPL10,69.52987
AC245140.2,0.062296882
DNASE1L1,0.14918447
TAZ,0.17049651
AC244090.1,0.10164219
ATP6AP1,0.7311674
GDI1,0.22295696
FAM50A,0.82133365
PLXNA3,0.08360892
LAGE3,0.83936685
UBL4A,0.18525101
SLC10A3,0.13606937
FAM3A,0.13442996
G6PD,0.27213857
IKBKG,0.1541026
FAM223A,0.0
CTAG1A,0.0
CTAG1B,0.0
FAM223B,0.0
CTAG2,0.016393915
GAB3,0.39017454
DKC1,0.57542545
MPP1,0.7328068
SMIM9,0.0
F8,0.026230264
H2AFB1,0.0
F8A1,0.19672672
FUNDC2,0.8278911
CMC4,0.0147545235
MTCP1,0.004918174
BRCC3,0.14590569
VBP1,0.5787042
RAB39B,0.04262418
CLIC2,0.067215055
AC234781.1,0.0
H2AFB2,0.0
F8A2,0.0
F8A3,0.004918174
H2AFB3,0.0
TMLHE-AS1,0.0016393913
BX571846.1,0.0
TMLHE,0.09672403
SPRY3,0.0
VAMP7,0.24262957
IL9R,0.09508466
WASIR1,0.0032787826
AC144568.2,0.0
OR4F21,0.0
ZNF596,0.009836349
AC004908.1,0.0
AC004908.3,0.0
AC136777.1,0.0
FAM87A,0.0
FBXO25,0.185251
AC083964.1,0.0016393913
TDRP,0.0
ERICH1,0.5967374
DLGAP2,0.0
AC100797.4,0.0
AC129915.3,0.0
AF067845.2,0.0
AF067845.1,0.0
AF067845.5,0.0
AF067845.4,0.0
DLGAP2-AS1,0.0
CLN8,0.1950874
AC100810.3,0.0016393913
AC100810.1,0.51476806
AC019257.8,0.0
ARHGEF10,0.02295148
KBTBD11-OT1,0.0
AC019257.1,0.0
KBTBD11,0.004918174
AC019257.2,0.0
AC245164.1,0.0
MYOM2,0.024590872
AC245519.1,0.0
AC245187.2,0.0
AC245187.1,0.0
AC245123.1,0.0
AC246817.2,0.01147574
AC246817.1,0.0016393913
CSMD1,0.0
AC079054.1,0.0
AC009435.1,0.0
AC016065.1,0.040984787
MCPH1,0.2557447
ANGPT2,0.14262693
AF287957.1,0.004918174
MCPH1-AS1,0.006557565
AGPAT5,0.37705937
XKR5,0.0
AF233439.1,0.0
DEFB1,0.004918174
DEFA6,0.0
AF233439.2,0.0
DEFA4,0.022951478
DEFA3,0.0
DEFA5,0.0016393913
FAM66B,0.0032787826
USP17L1,0.0
USP17L4,0.0
ZNF705G,0.0
DEFB4B,0.0
SPAG11B,0.0
PRR23D2,0.0
SPAG11A,0.0
DEFB4A,0.0
ZNF705B,0.0
FAM66E,0.0
FAM85B,0.0016393913
AC068020.1,0.0
PRAG1,0.20656306
AC103957.1,0.0
AC103957.2,0.0
AC114550.2,0.0
AC114550.3,0.0
AC114550.1,0.0
CLDN23,0.09836342
AC087269.1,0.0
MFHAS1,0.30164754
ERI1,0.13934813
PPP1R3B,0.20000555
AC022784.7,0.0016393913
AC022784.3,0.008196957
AC022784.8,0.0
AC022784.2,0.0
AC022784.1,0.004918174
AC022784.6,0.0
AC022784.4,0.0
AC021242.2,0.0
AC021242.3,0.006557565
TNKS,0.16721775
LINC00599,0.0
AC034111.1,0.040984787
MSRA,1.2934774
AC104964.1,0.0
AC104964.2,0.0
PRSS51,0.0
AC104964.4,0.01147574
PRSS55,0.0
RP1L1,0.0
C8orf74,0.0
SOX7,0.0032787826
AC105001.1,0.0
PINX1,0.06885444
AC011008.1,0.0
XKR6,0.034427222
AF131215.3,0.0
AF131215.7,0.0
AF131216.4,0.0032787826
MTMR9,0.15410262
AF131216.1,0.0032787826
SLC35G5,0.004918174
AF131216.3,0.0
FAM167A-AS1,0.0
FAM167A,0.036066614
AF131216.5,0.0
BLK,0.0
AC022239.1,0.0
LINC00208,0.0
GATA4,0.016393915
C8orf49,0.0
NEIL2,0.06885444
FDFT1,0.4787015
AC069185.1,0.02295148
CTSB,2.434497
DEFB136,0.0
DEFB135,0.0
DEFB134,0.0
ZNF705D,0.0
FAM66D,0.0
USP17L7,0.0
USP17L2,0.0
FAM86B1,0.013115132
AC145124.1,0.008196957
FAM66A,0.0
AC087203.3,0.0016393913
FAM86B2,0.0
AC130352.1,0.0016393913
LONRF1,0.20328425
AC123777.1,0.0016393913
LINC00681,0.0
TRMT9B,0.024590872
DLC1,0.74920064
AC019270.1,0.0
C8orf48,0.006557565
SGCZ,0.0
AC022039.1,0.0
TUSC3,0.004918174
MSR1,0.080330186
AC011586.1,0.0
AC068992.1,0.0
FGF20,0.0032787826
MICU3,0.1606602
AC079193.2,0.0
ZDHHC2,0.35738674
CNOT7,0.66887057
VPS37A,0.22623567
MTMR7,0.0016393913
SLC7A2,0.009836348
PDGFRL,0.0
MTUS1,0.004918174
AC124069.1,0.0
AC027117.2,0.0
FGL1,0.0
AC087273.1,0.0
AC087273.2,0.0
PCM1,1.2311808
ASAH1,3.588647
AC124242.1,0.006557565
NAT1,0.04590296
NAT2,0.0
PSD3,0.039345395
AC100800.1,0.0016393913
AC009884.1,0.0
AC100849.1,0.0
AC100849.2,0.0
AC068880.3,0.0
SH2D4A,0.0016393913
CSGALNACT1,0.02131209
AC090541.1,0.0
INTS10,0.34591103
LPL,0.006557565
AC100802.1,0.0
SLC18A1,0.0
ATP6V1B2,0.30492643
LZTS1,0.0032787826
LZTS1-AS1,0.0
AC023403.1,0.0
AC018541.1,0.0
AC015468.4,0.0
AC015468.3,0.0016393913
AC015468.1,0.0
AC015468.2,0.0
LINC02153,0.0
AC103719.1,0.0
AC021355.1,0.0
GFRA2,0.008196957
DOK2,0.3180415
XPO7,0.114757314
NPM2,0.006557565
FGF17,0.0
DMTN,0.013115132
FAM160B2,0.11147852
NUDT18,0.08852708
HR,0.0016393913
REEP4,0.17541468
LGI3,0.0
SFTPC,0.0016393913
BMP1,0.05573931
PHYHIP,0.0
POLR3D,0.2590235
AC105206.2,0.0
PIWIL2,0.0032787826
SLC39A14,0.040984787
PPP3CC,0.10328158
AC037459.2,0.004918174
SORBS3,0.029509047
AC037459.4,0.0
PDLIM2,0.3409929
AC037459.1,0.0
C8orf58,0.027869655
CCAR2,0.10983914
AC037459.3,0.008196957
BIN3,0.14262691
EGR3,1.5443044
PEBP4,0.013115132
AC037441.1,0.0
AC107959.1,0.01147574
RHOBTB2,0.06065749
TNFRSF10B,0.09344526
AC107959.2,0.0
AC107959.3,0.0
AC107959.4,0.0016393913
AC107959.5,0.0
TNFRSF10C,0.0081969565
TNFRSF10D,0.04426357
TNFRSF10A-AS1,0.0
TNFRSF10A,0.09836342
AC100861.2,0.0016393913
CHMP7,0.16393897
R3HCC1,0.21639934
LOXL2,0.008196957
ENTPD4,0.185251
AC104561.1,0.0
AC104561.3,0.0
SLC25A37,0.23935089
NKX3-1,0.004918174
AC012574.1,0.0
AC012574.2,0.0
STC1,0.0032787826
AC023202.1,0.0
ADAM28,0.26885986
AC120193.1,0.006557565
ADAMDEC1,0.06557566
ADAM7,0.0
AC024958.1,0.0
AF106564.1,0.0016393913
NEFM,0.0
NEFL,0.0
AC107373.2,0.0
AC107373.1,0.0
DOCK5,0.3557474
GNRH1,0.016393915
AC091185.1,0.0
KCTD9,0.26066288
CDCA2,0.07049382
AC009623.1,0.0
AC009623.2,0.0
AC090103.1,0.0
EBF2,0.0
PPP2R2A,0.4065684
BNIP3L,1.7885727
PNMA2,0.0
DPYSL2,0.47706237
ADRA1A,0.0
AC090150.2,0.0
AC090150.1,0.0
STMN4,0.0
TRIM35,0.040984787
PTK2B,0.29509002
CHRNA2,0.0
EPHX2,0.02131209
CLU,12.4758005
SCARA3,0.004918174
CCDC25,0.58034354
AC013643.2,0.0
ESCO2,0.08852712
PBK,0.08033016
SCARA5,0.0
AC069113.2,0.0
NUGGC,0.0032787826
ELP3,0.15574202
AC021678.2,0.0
PNOC,0.011475739
ZNF395,0.09836342
FBXO16,0.0032787826
AC025871.1,0.0
FZD3,0.057378702
EXTL3,0.23771141
EXTL3-AS1,0.01147574
INTS9,0.036066614
INTS9-AS1,0.0016393913
HMBOX1,0.24918714
KIF13B,0.37705943
AC108449.3,0.0
AC108449.1,0.0
DUSP4,0.28197518
AC084026.2,0.0
AC084026.1,0.0
LINC00589,0.0016393913
LINC02099,0.013115132
AC131254.1,0.0016393913
AC131254.3,0.0
AC131254.2,0.0
LINC02209,0.0
SARAF,5.0247726
AC044849.1,0.16557837
LEPROTL1,1.659061
MBOAT4,0.0016393913
AC026979.2,0.06393627
DCTN6,0.34263232
AC026979.1,0.0
AC026979.3,0.008196957
RBPMS-AS1,0.0016393913
RBPMS,0.019672697
GTF2E2,0.24918713
AC102945.1,0.0
SMIM18,0.0
GSR,0.33935353
UBXN8,0.116396695
PPP2CB,0.32295957
TEX15,0.0147545235
PURG,0.0
WRN,0.1442663
AC009563.1,0.0
AC068672.2,0.0
AC068672.1,0.0
NRG1,0.0
AC090204.1,0.034427222
AC067838.1,0.0016393913
FUT10,0.047542352
TTI2,0.07213321
MAK16,0.0868877
RNF122,0.004918174
DUSP26,0.0016393913
AF279873.3,0.0
AF279873.4,0.0
AC087855.2,0.0
AC090993.1,0.0
UNC5D,0.0
AC100818.1,0.0
AC124290.1,0.0
AC090809.1,0.0
KCNU1,0.0
AC092818.1,0.0
AC091182.2,0.0
LINC01605,0.0
AC124067.3,0.0
AC124067.4,0.0
AC137579.2,0.0
AC137579.1,0.0
ZNF703,0.0032787826
AC138356.3,0.0
AC138356.1,0.0016393913
ERLIN2,0.15082383
PLPBP,0.3180414
ADGRA2,0.0
BRF2,0.06557566
RAB11FIP1,0.5131287
GOT1L1,0.0
ADRB3,0.004918174
EIF4EBP1,0.43443814
AP006545.2,0.0032787826
ASH2L,0.23607205
AC084024.1,0.0
STAR,0.0016393913
AC084024.3,0.0
LSM1,0.46066824
BAG4,0.14590569
DDHD2,0.08196954
PLPP5,0.60001624
NSD3,0.9115
AC087362.2,0.0
AC087362.1,0.0
AC087623.3,0.0147545235
LETM2,0.09836342
AC087623.1,0.0
AC087623.4,0.0016393913
FGFR1,0.054099917
AC087623.2,0.0
C8orf86,0.0016393913
AC069120.1,0.0
AC016813.1,0.0
TACC1,1.23282
AC067817.2,0.004918174
PLEKHA2,0.51148933
AC108863.1,0.059018094
HTRA4,0.0016393913
TM2D2,0.3278777
ADAM9,0.08196956
ADAM32,0.0
ADAM18,0.0
ADAM2,0.0
IDO1,0.48853853
AC007991.3,0.0
AC007991.4,0.0
IDO2,0.013115132
AC087518.1,0.0
AC022733.1,0.0
TCIM,0.013115132
AC022733.2,0.0
AC105999.2,0.0
AC010857.1,0.0
ZMAT4,0.0016393913
AC048387.1,0.0
SFRP1,0.004918174
AC016868.1,0.0
GOLGA7,0.38853508
GINS4,0.06393627
AC009630.1,0.0
AC009630.2,0.047542352
GPAT4,0.20328428
AC009630.3,0.0
NKX6-3,0.0
ANK1,0.0016393913
AC113133.1,0.0
AC027702.1,0.0032787826
KAT6A,0.3360747
AC103724.4,0.006557565
AC103724.3,0.0032787826
AP3M2,0.09508465
PLAT,0.80657935
AC083973.1,0.006557565
IKBKB,0.3655837
POLB,0.1295118
DKK4,0.0
VDAC3,0.88527
SLC20A2,0.11967546
AC090739.1,0.0016393913
SMIM19,0.65903413
CHRNB3,0.0
AC103843.1,0.0
CHRNA6,0.0032787826
THAP1,0.19836614
RNF170,0.21312058
HOOK3,0.7180522
AC110275.1,0.0
FNTA,0.5360801
POMK,0.0032787826
HGSNAT,0.27213863
LINC00293,0.0
AC091163.1,0.0
AC120036.4,0.0
IGLV8OR8-1,0.0
SPIDR,0.12623303
CEBPD,0.58034426
PRKDC,0.9278941
MCM4,0.13443004
UBE2V2,0.55739206
AC026904.2,0.008196957
AC026904.3,0.0032787826
AC022915.2,0.0
AC026904.1,0.029509047
AC026904.4,0.0
AC022915.1,0.0
AC022915.3,0.0
EFCAB1,0.0032787826
SNAI2,0.0
PPDPFL,0.0
AC022568.1,0.0
AC090155.2,0.0
AC090155.1,0.0
AC113145.1,0.0
AC023762.1,0.0
SNTG1,0.0
AC012413.1,0.0
PXDNL,0.0016393913
AC090186.1,0.0016393913
PCMTD1,0.58854055
AC064807.1,0.016393915
AC064807.4,0.0016393913
AC064807.2,0.0
AC064807.3,0.0
ST18,0.02623026
AC021915.2,0.0
AC021915.1,0.0
AC103831.1,0.0
ALKAL1,0.0
RB1CC1,0.6016556
NPBWR1,0.0
AC009646.2,0.0
OPRK1,0.0
AC131902.2,0.0
AC131902.1,0.0
AC022034.4,0.0
AC022034.2,0.0
ATP6V1H,0.24754776
RGS20,0.0016393913
AC113194.1,0.0
TCEA1,1.532828
AC100821.2,0.0016393913
LYPLA1,0.78854585
MRPL15,0.36722308
SOX17,0.021312088
RP1,0.0032787826
XKR4,0.0016393913
AC022679.2,0.0
AC022679.1,0.0
AC090200.1,0.0
TMEM68,0.09344525
TGS1,0.3967321
LYN,1.1524901
RPS20,8.677338
CERNA3,0.0
MOS,0.0
PLAG1,0.034427222
CHCHD7,0.2934506
AC107952.2,0.0
SDR16C5,0.0016393913
PENK,0.0016393913
