,Cycling.cancer.cell.1
DDHD2,0.109642826
PLPP5,0.38719058
NSD3,1.1358252
AC087362.2,0.0003466966
AC087362.1,0.00021668535
AC087623.3,0.02054182
LETM2,0.031982638
AC087623.1,0.00043337073
AC087623.4,0.0065005617
FGFR1,0.6158478
AC087623.2,0.0001300112
C8orf86,4.3337066e-05
AC069120.1,0.0059371823
AC016813.1,4.3337066e-05
TACC1,0.18162812
AC067817.2,0.0003466966
PLEKHA2,0.16342765
AC108863.1,0.007930675
HTRA4,0.0010400899
TM2D2,0.44158122
ADAM9,0.3411643
ADAM32,0.03510288
ADAM18,0.0006933932
ADAM2,4.3337066e-05
IDO1,0.251964
AC007991.3,8.667413e-05
AC007991.4,0.0
IDO2,0.00060671906
AC087518.1,0.0
AC022733.1,8.667413e-05
TCIM,0.5646469
AC022733.2,4.3337066e-05
AC105999.2,0.0001300112
AC010857.1,4.3337066e-05
ZMAT4,0.0010400899
AC048387.1,0.0
SFRP1,0.1700128
AC016868.1,0.0
GOLGA7,0.5056844
GINS4,0.13725056
AC009630.1,0.0020368414
AC009630.2,0.0019935044
GPAT4,0.20620415
AC009630.3,4.3337066e-05
NKX6-3,0.00069339323
ANK1,0.018461607
AC113133.1,0.0001300112
AC027702.1,0.0049404283
KAT6A,0.56176615
AC103724.4,0.00095341564
AC103724.3,0.0007367303
AP3M2,0.2559156
PLAT,0.29452592
AC083973.1,0.004680405
IKBKB,0.26544964
POLB,0.19853376
DKK4,0.00052004494
VDAC3,1.5808238
SLC20A2,0.31936368
AC090739.1,0.0178549
SMIM19,0.7296137
CHRNB3,8.667413e-05
AC103843.1,0.0
CHRNA6,0.00021668535
THAP1,0.19866306
RNF170,0.22601001
HOOK3,0.42021587
AC110275.1,0.0
FNTA,0.78278774
POMK,0.018721651
HGSNAT,0.21894504
LINC00293,0.0
AC091163.1,0.0
AC120036.4,0.0006500562
IGLV8OR8-1,8.667413e-05
SPIDR,0.16121735
CEBPD,2.766928
PRKDC,2.2094665
MCM4,0.27402952
UBE2V2,1.1134284
AC026904.2,0.0002600224
AC026904.3,8.667413e-05
AC022915.2,0.00017334826
AC026904.1,0.00021668535
AC026904.4,0.0
AC022915.1,0.0
AC022915.3,0.0
EFCAB1,0.027128993
SNAI2,0.0032069418
PPDPFL,0.0
AC022568.1,0.0
AC090155.2,0.0
AC090155.1,4.3337066e-05
AC113145.1,0.0
AC023762.1,0.0
SNTG1,0.0006500562
AC012413.1,0.0
PXDNL,0.0009100786
AC090186.1,0.0034669642
PCMTD1,0.55829734
AC064807.1,0.10626208
AC064807.4,0.008494055
AC064807.2,0.0026868964
AC064807.3,0.0
ST18,0.00021668535
AC021915.2,0.0
AC021915.1,0.0
AC103831.1,0.0
ALKAL1,0.0010834269
RB1CC1,1.4853996
NPBWR1,0.0
AC009646.2,4.3337066e-05
OPRK1,0.006413886
AC131902.2,0.0007367303
AC131902.1,0.0026868964
AC022034.4,0.0
AC022034.2,0.0045070546
ATP6V1H,0.3848057
RGS20,0.0074539725
AC113194.1,8.667413e-05
TCEA1,2.0564785
AC100821.2,0.0038136616
LYPLA1,0.95553523
MRPL15,1.3705328
SOX17,2.5061462
RP1,0.056294497
XKR4,0.024442136
AC022679.2,0.0001300112
AC022679.1,0.0001300112
AC090200.1,0.0
TMEM68,0.2008299
TGS1,0.42701954
LYN,0.114496626
RPS20,11.295751
CERNA3,0.00047670782
MOS,0.0001300112
PLAG1,0.10647903
CHCHD7,0.8878208
AC107952.2,0.009794161
SDR16C5,0.022968689
PENK,0.003120269
AC012349.1,0.0003466966
LINC00968,0.0001300112
AC013644.1,0.0
IMPAD1,0.562068
LINC01606,0.0096208155
AC025674.2,0.00017334826
LINC00588,4.3337066e-05
AC068075.1,0.0
AC090796.1,0.0
AC104051.1,0.0
AC104051.2,0.0
AC012103.1,0.0001300112
LINC01602,0.0017334828
FAM110B,0.07605578
AC104350.1,0.0
AC027698.1,8.667413e-05
UBXN2B,0.23814575
CYP7A1,4.3337066e-05
SDCBP,1.1226488
NSMAF,0.08524291
TOX,0.033282787
AC090152.1,0.0273457
AC087664.2,0.0
AC021393.1,0.0
CA8,0.0849832
LINC01301,0.020931859
RAB2A,2.325416
AC068389.4,0.00052004494
AC068389.1,0.0015167976
AC068389.2,0.00047670782
AC068389.3,0.0
CHD7,0.78776795
AC113143.1,0.0
AC022182.1,0.0031202668
AC022182.2,0.005677159
CLVS1,0.008190698
AC023866.2,0.0001300112
AC023866.1,0.0
ASPH,0.47113815
AC091173.1,0.0
AC025524.2,4.3337066e-05
AC025524.1,0.0
LINC02155,0.0
NKAIN3,0.000606719
AC018861.2,0.0
AC120042.3,0.0002600224
AC120042.1,0.0003033595
GGH,0.47100505
AC120042.2,0.0
TTPA,0.0029035818
YTHDF3-AS1,0.05577438
YTHDF3,0.37821865
AC011978.2,0.011180936
AC011124.1,0.0
AC011124.2,0.00017334826
AC018953.1,0.0001300112
AC022639.1,0.00095341564
AC069133.1,0.0
LINC01289,8.667413e-05
MIR124-2HG,0.0
AC090136.3,0.0
BHLHE22,4.3337066e-05
CYP7B1,0.004463719
AC104232.1,0.0
LINC00251,4.3337066e-05
LINC01299,0.0001300112
AC100814.1,0.010790907
ARMC1,0.50715715
MTFR1,0.14401124
AC055822.1,0.0026435591
PDE7A,0.1616076
AC100812.1,0.003293616
DNAJC5B,0.00069339323
AC084082.1,0.000606719
TRIM55,0.0019935046
CRH,4.3337066e-05
LINC00967,0.0
RRS1-AS1,0.007323961
RRS1,0.43347657
ADHFE1,0.009837496
VXN,0.0039003359
MYBL1,0.08701989
VCPIP1,0.26354283
SGK3,0.09568732
C8orf44,0.10062794
MCMDC2,0.015948059
TCF24,0.006760582
PPP1R42,0.008797414
COPS5,0.826077
CSPP1,0.30592886
ARFGEF1,0.54455847
AC021321.1,0.019935094
CPA6,0.00078006735
AC022874.1,0.0
PREX2,0.123077445
AC011853.2,8.667413e-05
C8orf34-AS1,0.0017334823
C8orf34,0.00897076
AC083967.1,0.13841906
LINC01592,0.0001300112
AC021785.1,0.0001300112
LINC01603,0.0009100786
SULF1,0.2865069
SLCO5A1,0.008970764
AC091047.1,0.0
AC079089.1,0.0028602446
PRDM14,4.3337066e-05
NCOA2,0.2955709
AC022730.3,8.667413e-05
AC022730.4,0.0026435594
TRAM1,1.1749634
LACTB2-AS1,0.0058071706
LACTB2,0.28139737
XKR9,0.016728118
AC022858.1,0.00052004494
EYA1,0.0065005603
AC009446.1,0.0
AC104012.1,0.0
MSC-AS1,0.0014301236
MSC,0.000563382
TRPA1,0.00021668535
AC078906.1,8.667413e-05
AC011131.1,8.667413e-05
KCNB2,0.011224281
AC090735.1,0.0
AC022893.2,0.005070439
TERF1,0.6584576
AC022893.3,0.0007367303
AC022893.1,0.012351044
SBSPON,0.14188673
C8orf89,0.00065005606
RPL7,17.933346
RDH10,0.12186465
RDH10-AS1,0.0003466966
AC111149.2,0.0
AC111149.1,0.0
STAU2-AS1,0.0008234044
STAU2,0.27394602
AC027018.1,0.0008234044
AC022826.2,0.0
UBE2W,0.27923265
ELOC,1.9882717
TMEM70,0.329072
LY96,0.0020368414
AC087672.2,4.3337066e-05
AC087672.1,0.0
AC087627.1,4.3337066e-05
JPH1,0.021061862
GDAP1,0.019761734
AC103952.1,0.00021668535
MIR2052HG,0.003943673
AC115837.2,4.3337066e-05
AC011632.1,0.009360799
PI15,0.0025568851
AC011632.2,0.00017334826
CRISPLD1,0.062794805
AC100782.1,0.00017334826
AC022274.1,0.0006500562
CASC9,0.048103813
HNF4G,0.0046804044
AC067773.1,8.667413e-05
LINC01109,4.3337066e-05
LINC01111,0.0008234044
ZFHX4-AS1,0.0025135486
ZFHX4,0.08077987
AC023200.1,4.3337066e-05
PEX2,0.3536895
AC062004.1,0.0
AC084706.1,0.00078006723
PKIA-AS1,0.0009100786
PKIA,0.015991392
ZC2HC1A,0.16724107
IL7,0.004897091
AC083837.1,0.0043337075
AC138646.1,0.0
STMN2,0.0
HEY1,0.01178766
LINC01607,0.0037269876
AC036214.1,0.0013867865
MRPS28,0.11670705
AC036214.3,0.00021668535
AC009686.2,0.0013001123
TPD52,0.6482259
AC009686.1,0.0009100786
AC034114.2,4.3337066e-05
AC009812.1,0.04186335
ZBTB10,0.67184365
AC009812.3,0.005373799
AC009812.4,0.034452867
ZNF704,0.36386958
PAG1,0.021711923
AC022778.1,4.3337066e-05
AC079209.2,0.0
AC079209.1,4.3337066e-05
AC009902.3,0.00060671906
AC009902.2,0.0022535264
FABP5,0.7886644
AC018616.1,4.3337066e-05
PMP2,4.3337066e-05
FABP9,0.0
FABP4,0.0019068304
AC023644.1,0.0
FABP12,8.667413e-05
IMPA1,0.16126032
SLC10A5,0.005590485
ZFAND1,0.39382157
CHMP4C,0.27008614
AC132219.1,0.0
SNX16,0.08220939
LINC02235,8.667413e-05
AC027701.1,0.0006500562
AC060765.1,0.0
AC105031.2,0.0
LINC01419,0.0009100786
AC015522.1,0.0029902572
RALYL,0.014951299
LRRCC1,0.2064203
AC011773.4,0.014214558
E2F5,0.22488357
AC011773.1,0.0003033595
C8orf59,1.5712204
CA13,0.026695643
AC011773.3,0.00039003367
AC011773.2,0.0
CA1,0.0022101903
CA3,0.00637055
CA3-AS1,0.008927425
CA2,0.034972902
AC093331.2,0.0
AC100801.1,0.00043337073
ATP6V0D2,8.667413e-05
PSKH2,0.0
AC023194.3,0.0
AC084128.1,0.0
SLC7A13,0.0
WWP1,0.23727879
RMDN1,0.29713136
CPNE3,0.815804
CNGB3,0.0064572236
AC090572.3,0.0001300112
AC090572.2,0.0
CNBD1,0.0
AF121898.1,0.0003033595
DCAF4L2,0.0019935048
AC037450.1,4.3337066e-05
MMP16,0.0035103017
AC090568.2,0.000563382
AC090578.1,0.0003033595
AF117829.1,0.12693541
RIPK2,0.22995156
OSGIN2,0.16143382
NBN,0.4010572
DECR1,0.57858
CALB1,0.055731416
LINC00534,0.0003033595
AB015752.1,4.3337066e-05
LINC01030,0.0014734606
TMEM64,0.0639215
AC106038.1,0.0009967528
NECAB1,0.0068039177
AC103770.1,0.0002600224
C8orf88,0.034019515
PIP4P2,0.062404864
AC087439.1,0.0
OTUD6B-AS1,0.66018873
OTUD6B,0.20009327
LRRC69,0.028039128
SLC26A7,0.049230717
AC103409.1,0.0
RUNX1T1,0.032892827
AF181450.1,0.0
AC022695.2,0.0
AC091096.1,0.0
AC091096.2,0.0
AC104211.2,0.0
AC104211.4,0.0
AC104211.3,0.0
AC117834.1,8.667413e-05
TRIQK,0.10990277
C8orf87,0.0
LINC00535,0.0013434493
AC016885.1,0.0
AC016885.2,0.0
FAM92A,0.167154
AC120053.1,0.039869886
AC010834.3,0.0008234044
RBM12B,0.37830642
AC010834.1,0.00021668535
AC010834.2,0.0024268746
TMEM67,0.2104076
AC084346.1,0.0
PDP1,0.16373053
AC084346.2,0.0030335926
AP003351.1,0.0
CDH17,8.667413e-05
GEM,0.012004352
RAD54B,0.06639176
FSBP,0.012047684
VIRMA,0.43070456
AC023632.5,0.0
AC023632.2,0.0057638334
AC108860.2,0.08428963
ESRP1,0.98643285
DPY19L4,0.18544418
AP003692.1,0.00039003367
INTS8,0.18982162
CCNE2,0.013044444
AC087752.4,0.0019501674
NDUFAF6,0.2787547
TP53INP1,0.14678505
MIR3150BHG,0.00065005606
AC068189.1,0.00021668535
PLEKHF2,0.19350478
C8orf37-AS1,0.0038136616
LINC01298,0.0
C8orf37,0.020541813
AC083836.1,0.0024702116
AC012339.1,0.0
AP003465.2,0.0
GDF6,0.0017768194
UQCRB,6.0941954
AP003465.1,0.00039003367
MTERF3,0.13638343
PTDSS1,0.22848074
AP003548.1,0.0
SDC2,0.09356404
CPQ,0.07770243
AP003117.2,0.0
AP003115.1,0.0
TSPYL5,0.20416652
MTDH,3.336469
LAPTM4B,4.153673
MATN2,0.21911812
RPL30,33.14186
AP003352.1,0.004680405
ERICH5,0.031375967
RIDA,0.2686125
POP1,0.09343357
NIPAL2,0.062144794
AP003438.1,4.3337066e-05
STK3,0.31008753
KCNS2,0.000563382
AP003355.2,0.0001300112
AP003467.1,0.0
AC016877.3,0.0017334823
OSR2,0.099761486
AC016877.1,0.00047670782
AC104986.2,0.08563305
VPS13B,0.12008773
AC107909.2,4.3337066e-05
AC018442.2,0.00052004494
COX6C,8.430154
RGS22,0.008017349
FBXO43,0.03371615
POLR2K,1.7805239
SPAG1,0.24130741
RNF19A,0.74660313
AP001574.1,0.0012567751
AP003472.1,0.0012567751
AP003472.2,4.3337066e-05
AP000424.1,0.0016034715
AP000424.2,0.0
ANKRD46,0.15181224
SNX31,0.01521131
PABPC1,9.439916
YWHAZ,5.6143274
AC018781.1,0.0007367303
AP003469.2,0.0001300112
AP003469.3,4.3337066e-05
AP003469.4,0.034409523
ZNF706,1.9466614
AP001330.5,0.0030769296
AP001330.2,0.0
AP001330.1,4.3337066e-05
AP001208.1,0.0
AP001208.2,0.0002600224
AP001207.3,0.00663057
GRHL2,0.1262854
NCALD,0.1780298
AP000426.1,0.001126764
RRM2B,0.17941949
UBR5-AS1,0.055990934
UBR5,0.75058883
AP002907.1,0.0018201564
AP002852.1,0.00069339323
ODF1,4.3337066e-05
KLF10,0.645271
GASAL1,0.03055261
AZIN1,0.75006896
AP003696.1,0.00398701
AZIN1-AS1,0.092263475
AP003354.1,0.0015601345
AP003354.2,0.0018634934
AP003550.1,0.0
ATP6V1C1,0.41618454
LINC01181,8.667413e-05
BAALC-AS2,0.0010400899
BAALC,0.013651174
BAALC-AS1,0.009490804
AC025370.1,0.00043337073
FZD6,0.2884621
CTHRC1,0.2425629
AC012213.3,0.004117021
SLC25A32,0.17109838
DCAF13,1.0315838
AC012213.2,0.0036403134
AC012213.4,0.00017334826
AC012213.1,0.00021668535
RIMS2,0.013694513
DPYS,0.0010834269
DCSTAMP,0.0012567751
LRP12,0.06535162
ZFPM2,0.022795344
AC021546.1,0.0
AC103853.1,0.0001300112
AC090802.1,8.667413e-05
AC027031.1,4.3337066e-05
AC027031.2,0.21703574
OXR1,0.46238396
AC090579.1,0.0008234044
ABRA,0.0001300112
ANGPT1,0.006023854
RSPO2,8.667413e-05
EIF3E,4.286322
AC087620.1,8.667413e-05
EMC2,0.5040339
TMEM74,0.0022968634
AC104248.1,0.00086674147
TRHR,4.3337066e-05
NUDCD1,0.37522867
AC021237.1,4.3337066e-05
ENY2,2.953177
PKHD1L1,0.062188298
EBAG9,0.7550499
SYBU,0.13334942
AC079061.1,0.00060671906
KCNV1,0.0010834269
AC027451.1,0.0
AC073023.1,0.0
AC025366.1,0.0
AP005357.1,0.0
LINC01608,0.0033802902
LINC01609,0.0001300112
LINC02237,0.0
CSMD3,0.0023402008
AC103993.1,0.0
AC064802.1,0.0
TRPS1,0.5897067
AF178030.1,8.667413e-05
LINC00536,0.00095341564
AC105177.1,0.0
EIF3H,3.4601026
UTP23,0.45735788
RAD21,4.3480263
RAD21-AS1,0.009317455
AARD,0.07081221
SLC30A8,0.0015167976
MED30,0.43789762
EXT1,0.30259097
SAMD12,0.17309156
AC023590.1,0.022448676
SAMD12-AS1,0.0028169074
TNFRSF11B,0.07557947
COLEC10,0.0014734606
AC107953.2,0.0001300112
MAL2,2.599707
MAL2-AS1,0.0019068304
NOV,0.12060793
AC021733.1,0.0
ENPP2,0.007107276
TAF2,0.34133795
DSCC1,0.117833704
AP005717.1,0.0049404274
DEPTOR,0.24174024
AC091563.1,0.017551538
COL14A1,0.03709647
MRPL13,1.3703839
MTBP,0.07388888
SNTB1,0.08845016
AC104958.1,0.00043337073
AC104958.2,0.0042036963
AC068413.1,4.3337066e-05
HAS2,0.011570976
HAS2-AS1,0.009274119
AC104233.1,0.0
AC104036.1,4.3337066e-05
AC037486.1,4.3337066e-05
SMILR,4.3337066e-05
AC108136.1,4.3337066e-05
LINC01151,0.0015167976
AC100872.1,0.0012134381
AC016405.3,0.024788836
AC016405.2,0.0018201564
ZHX2,0.16130328
AC104316.2,0.0009100786
AC104316.1,0.0001300112
DERL1,0.84054965
TBC1D31,0.15315534
FAM83A,0.11683698
AC068228.1,0.0010834269
FAM83A-AS1,0.00052004494
C8orf76,0.34502035
ZHX1-C8orf76,0.043380156
ZHX1,0.40521845
ATAD2,0.6535029
WDYHV1,0.18345019
FBXO32,0.34891346
AC090193.2,0.0
AC090193.1,0.0
KLHL38,4.3337066e-05
ANXA13,0.010184197
FAM91A1,0.5022582
FER1L6,0.0013001123
AC090753.1,0.0
FER1L6-AS1,0.0
AC100871.2,0.0
FER1L6-AS2,0.00017334826
AC090921.1,0.0069339285
AC090192.2,0.00043337073
TMEM65,0.33435783
TRMT12,0.18171667
RNF139-AS1,0.09867794
RNF139,0.28664178
TATDN1,1.0960151
AC090198.1,0.010140856
NDUFB9,5.0039763
MTSS1,0.045937117
AC090922.1,0.009057433
AC100858.3,0.0001300112
LINC00964,0.0007367303
ZNF572,0.027042339
AC009908.1,0.0003466966
SQLE,1.1855682
WASHC5,0.24889338
WASHC5-AS1,0.0
NSMCE2,0.4193057
AC084083.1,8.667413e-05
TRIB1,0.33955565
AC091114.1,4.3337066e-05
AC016074.1,0.0
LINC00861,0.0
AC024681.2,0.0
AC087667.1,0.00069339323
AC084116.1,0.00021668535
AC084116.3,8.667413e-05
FAM84B,0.4229442
PCAT1,0.043033503
PRNCR1,0.022318631
CASC8,0.056684446
POU5F1B,0.0042036963
CCAT2,4.3337066e-05
CASC11,0.0013867865
MYC,0.6720944
PVT1,0.12732552
CCDC26,0.0038136616
AC011257.1,0.0
AC103718.1,0.0040736855
GSDMC,0.014387906
AC022973.4,0.0002600224
FAM49B,0.8149812
AC022973.3,0.00060671906
AC022973.2,4.3337066e-05
ASAP1,0.40383083
AC090987.1,0.0
ADCY8,0.002470212
AC103726.2,0.0
AC087341.1,4.3337066e-05
AC104257.1,4.3337066e-05
EFR3A,0.43352133
OC90,4.3337066e-05
AC100868.1,0.0
HHLA1,0.00017334826
KCNQ3,0.011440974
HPYR1,4.3337066e-05
LRRC6,0.079436116
TMEM71,0.009057443
PHF20L1,1.1373101
AF230666.1,0.0007367303
TG,0.0029469184
SLA,0.002730234
WISP1,0.0028602448
NDRG1,0.52773315
ST3GAL1,0.37249303
AC103706.1,0.11150614
AC090821.1,0.0
AC110741.1,0.00039003367
AC105180.1,0.0002600224
ZFAT,0.070335284
ZFAT-AS1,4.3337066e-05
AC087045.2,0.0001300112
AC083843.3,0.06821194
AC083843.2,0.0016468085
AC083843.1,0.001170101
AC103764.1,0.0
LINC01591,0.0
AC040914.1,0.0
KHDRBS3,0.30085695
AC079098.1,4.3337066e-05
AC013546.1,0.0
LINC02055,0.0027302338
AC046195.1,4.3337066e-05
AC046195.2,0.0
AC079015.1,0.0
FAM135B,0.0008234044
COL22A1,0.021625238
AC027541.1,0.0
AC087354.1,0.00086674147
KCNK9,0.03172268
TRAPPC9,0.16117339
AC021744.1,0.00017334826
AC107375.1,0.07852579
CHRAC1,0.6918263
AGO2,0.9274552
ERICD,0.006587235
PTK2,0.6900466
AC100860.1,0.0
DENND3,0.044896964
AC040970.1,0.017768227
SLC45A4,0.1925934
AC011676.1,0.0019935044
AC011676.2,0.0009967528
AC011676.3,8.667413e-05
AC011676.4,0.0
LINC01300,4.3337066e-05
GPR20,0.015254655
AC100803.1,0.0030335926
PTP4A3,0.28573036
AC100803.3,0.015341329
AC138647.1,0.00039003367
AC104417.2,0.0
LINC00051,0.0001300112
TSNARE1,0.023878785
AC134682.1,0.0039003359
ADGRB1,0.013434485
ARC,0.06162493
AP006547.1,0.0
AC108002.3,0.0
JRK,0.2045992
PSCA,0.0074973064
LY6K,0.12450791
AC108002.1,0.0055471472
THEM6,0.33006454
AC108002.2,0.0
SLURP1,0.0098808445
LYPD2,0.124334656
AC083841.1,0.0046804044
LYNX1-SLURP2,0.00039003367
SLURP2,0.0029469198
LYNX1,0.020411795
LY6D,0.015211311
AC083841.2,0.0001300112
GML,0.0
CYP11B1,0.0
CYP11B2,0.0
LY6E-DT,0.040216617
LY6E,7.611459
LY6L,0.0
LY6H,0.0036403134
GPIHBP1,0.000563382
ZFP41,0.06262139
GLI4,0.18028529
MINCR,0.22796074
ZNF696,0.07081192
AC138696.2,0.015948057
TOP1MT,0.2684379
RHPN1-AS1,0.015384667
RHPN1,0.15129185
AC105118.1,0.00047670782
MAFA-AS1,0.00086674147
MAFA,0.013434489
ZC3H3,0.17959347
AC067930.4,0.0022968634
AC067930.1,0.0026435591
GSDMD,0.8342042
MROH6,0.26657346
AC067930.5,0.0001300112
NAPRT,0.5251834
AC067930.2,0.00069339323
EEF1D,10.9250145
TIGD5,0.23762499
PYCR3,0.2347204
TSTA3,1.3166443
AC067930.3,0.0029902554
ZNF623,0.18366647
ZNF707,0.07111529
CCDC166,0.00043337073
AC105219.3,0.0
MAPK15,0.1543251
AC105219.2,0.0016034715
FAM83H,0.42212027
IQANK1,0.10179826
AC105219.4,0.0028169078
SCRIB,0.59708536
PUF60,2.7118785
NRBP2,0.3408561
EPPK1,0.47391072
PLEC,0.87410283
PARP10,0.24217367
GRINA,0.87238055
SPATC1,0.0
OPLAH,0.12970881
AC109322.1,0.063661575
EXOSC4,0.61697423
GPAA1,1.4704288
CYC1,3.6269364
SHARPIN,0.64246094
MAF1,1.6642164
WDR97,0.018158264
HGH1,0.15761942
MROH1,0.35620004
BOP1,0.51828766
SCX,0.7571998
HSF1,0.8109865
DGAT1,0.45375943
SCRT1,0.0007367303
TMEM249,0.005243787
AC233992.2,0.0002600224
SLC52A2,0.98907095
FBXL6,0.2565638
ADCK5,0.109816134
CPSF1,0.32707724
AC233992.3,0.008277372
SLC39A4,0.8938808
VPS28,2.7854073
TONSL,0.10305498
TONSL-AS1,8.667413e-05
CYHR1,1.0941172
AC084125.1,0.00017334826
KIFC2,0.12524511
FOXH1,0.0070206053
PPP1R16A,1.2961081
GPT,0.12025974
MFSD3,0.34315476
RECQL4,0.13178918
AC084125.4,8.667413e-05
LRRC14,0.21253042
LRRC24,0.029382506
C8orf82,0.616671
ARHGAP39,0.16004646
AC084125.3,0.0
AF186192.1,0.015124646
AF186192.3,0.0019935044
ZNF251,0.10097461
ZNF34,0.051094003
RPL8,53.631508
ZNF517,0.021495245
ZNF7,0.3398635
COMMD5,0.48309925
ZNF250,0.152462
ZNF16,0.16446707
AF235103.1,4.3337066e-05
ZNF252P-AS1,0.058114577
C8orf33,1.3726519
WASHC1,0.24707428
AL928970.1,0.011874331
FAM138C,0.0
PGM5P3-AS1,0.00021668535
AL449043.1,0.0
LINC01388,8.667413e-05
FOXD4,0.0039870106
CBWD1,0.20529391
C9orf66,0.004680405
DOCK8,0.013477819
AL158832.1,0.0
AL161725.1,0.000563382
KANK1,0.1538497
AL136979.1,0.0020368414
DMRT1,0.005850506
DMRT3,0.0019068304
LINC01230,8.667413e-05
DMRT2,0.000563382
SMARCA2,0.23671412
AL359076.1,8.667413e-05
VLDLR-AS1,0.019458394
AL353614.1,0.0
VLDLR,0.06773521
KCNV2,8.667413e-05
PUM3,0.56700695
LINC01231,0.0010400899
RFX3,0.17686294
RFX3-AS1,0.009750823
AL354977.2,0.006543896
AL354977.1,0.00039003367
GLIS3,0.13213575
AL137071.1,0.0
GLIS3-AS1,0.0052004503
AL162419.1,0.0002600224
SLC1A1,0.008970761
SPATA6L,0.040173236
PLPP6,0.06617501
CDC37L1-DT,0.047757108
CDC37L1,0.25613222
AK3,0.46381557
RCL1,0.123078436
JAK2,0.028212402
IGHEP2,0.0010834269
INSL6,0.0020368416
INSL4,8.667413e-05
RLN2,0.03323943
RLN1,0.008754074
AL135786.2,0.0008234044
PLGRKT,0.48878056
CD274,0.0106175635
PDCD1LG2,0.0022968636
AL162253.1,8.667413e-05
RIC1,0.06751839
AL136980.1,0.0024702111
ERMP1,0.17829339
KIAA2026,0.36716795
MLANA,0.0006500562
RANBP6,0.13699062
AL162384.1,0.0001300112
IL33,0.0012567751
TPD52L3,0.0006500562
UHRF2,0.17265895
AL133480.1,4.3337066e-05
GLDC,0.15471518
AL162411.1,0.042556792
AL354707.2,0.00021668535
AL354707.1,0.023965452
KDM4C,0.06457156
AL354694.1,0.0012567751
DMAC1,1.0334818
AL135923.1,0.0
AL135923.2,0.0
PTPRD,0.008494054
PTPRD-AS1,0.00043337073
AL596451.1,0.0
PTPRD-AS2,0.0
AL162413.1,0.0006500562
AL451129.1,4.3337066e-05
AL589678.1,0.0
TYRP1,0.006803921
LURAP1L-AS1,0.0001300112
LURAP1L,0.033239443
MPDZ,0.09568734
LINC01235,0.0014734606
AL583785.1,0.0012134379
LINC00583,0.0
AL360089.1,0.0
NFIB,1.3176811
AL136366.1,0.0014734606
AL159169.3,0.00338029
AL159169.2,0.008190695
ZDHHC21,0.29682788
CER1,0.0002600224
FREM1,0.0060671913
AL512643.1,0.0
TTC39B,0.12221133
SNAPC3,0.2035174
PSIP1,1.5659553
CCDC171,0.049923945
C9orf92,0.0052871252
BNC2,0.15150864
AL449983.1,0.0002600224
AL450003.1,0.00021668535
BNC2-AS1,0.016598113
AL162725.2,0.0
CNTLN,0.17959264
SH3GL2,0.0019501674
ADAMTSL1,0.003336953
SAXO1,0.0029902554
RRAGA,0.42853734
HAUS6,0.29071665
PLIN2,0.22839293
DENND4C,0.17599608
AL161909.2,4.3337066e-05
AL391834.1,0.0042903707
AL391834.2,0.005850508
RPS6,26.656345
ACER2,0.00368365
SLC24A2,0.0023402004
AL591222.1,8.667413e-05
MLLT3,0.09495055
FOCAD,0.09352021
FOCAD-AS1,0.001126764
HACD4,0.14019702
IFNB1,0.0003033595
IFNW1,0.0
IFNA21,0.0
IFNA4,0.0
IFNA10,0.0
IFNA17,0.0
IFNA14,4.3337066e-05
IFNA5,0.0002600224
KLHL9,0.27641526
IFNA6,0.0
IFNA13,0.0
IFNA2,8.667413e-05
AL353732.1,0.00021668535
IFNA8,0.0
IFNA1,4.3337066e-05
IFNE,0.0026868964
MTAP,0.33739185
AL359922.1,0.0
AL359922.2,0.0026002224
CDKN2A-DT,0.0003466966
CDKN2A,2.962426
CDKN2B-AS1,0.015254656
CDKN2B,0.1393305
AL157937.1,0.0009100786
DMRTA1,0.019805072
LINC01239,0.0068039172
AL391117.1,8.667413e-05
AC017067.1,0.0
AL445623.2,0.00039003367
AL445623.1,0.0
ELAVL2,0.0033802902
AL365204.1,0.0
AL365204.2,0.0002600224
IZUMO3,0.0
TUSC1,0.17434885
LINC01241,0.0003033595
AL353753.1,0.0
AL451137.1,0.0058071716
AL356133.2,0.0003033595
CAAP1,0.25357425
PLAA,0.22787438
IFT74,0.36092502
IFT74-AS1,0.001126764
LRRC19,0.0009967528
AL355432.1,0.0009100786
TEK,0.0029902558
EQTN,0.00060671906
MOB3B,0.15848646
AL163192.1,0.0001300112
IFNK,4.3337066e-05
C9orf72,0.070378646
AL360014.1,0.0003466966
LINGO2,0.0032069418
LINC01242,0.00060671906
LINC01243,0.0
ACO1,0.15640683
DDX58,0.30696437
TOPORS,0.4328695
SMIM27,0.16377455
NDUFB6,1.0818875
TAF1L,0.00039003367
AL589642.1,0.0
AL589642.2,0.00017334826
TMEM215,0.00043337073
AL157884.2,0.0009100786
APTX,0.21903308
DNAJA1,4.050665
SMU1,0.49853086
B4GALT1,0.53332937
B4GALT1-AS1,0.012957767
SPINK4,4.3337066e-05
BAG1,1.0910761
CHMP5,1.1353924
NFX1,0.22349674
AQP7,0.0015601345
AL356218.1,0.0
AQP3,0.084116735
NOL6,0.097681016
ANKRD18B,0.0037703237
CYP4F26P,4.3337066e-05
TRBV20OR9-2,0.0
TRBV21OR9-2,0.0
TRBV24OR9-2,0.0
AL356489.3,4.3337066e-05
TRBV26OR9-2,0.0
AL356489.2,0.0
