,Fibroblast
AC079917.1,8.157245e-06
AC090458.1,8.157245e-06
API5,0.30882326
AC087276.2,0.00023656005
TTC17,0.42923352
AC087276.3,3.262898e-05
AC068205.1,0.0001876166
MIR670HG,1.631449e-05
HSD17B12,0.6289886
AC087521.2,0.002879511
AC087521.4,0.0012725327
ALKBH3,0.11968778
ALKBH3-AS1,0.0017211831
C11orf96,2.140146
AC087521.1,0.0011501735
ACCSL,8.157245e-06
ACCS,0.05526147
EXT2,0.3499793
ALX4,0.000668894
CD82,0.6636233
AC010768.1,6.525796e-05
AC010768.2,7.341521e-05
AC104241.2,0.00010604419
TSPAN18,0.13339122
TP53I11,0.16125378
AC068858.1,0.0
PRDM11,0.026200732
AC103681.2,8.157245e-06
SYT13,0.0009136121
AC103681.1,0.0
AC103736.1,0.008304117
AC018716.2,0.0
AC103855.3,0.0
CHST1,0.03236709
AC087442.1,8.157245e-06
AC044839.4,0.0
AC044839.3,0.0052858763
AC044839.1,0.009030125
SLC35C1,0.15902597
AC044839.5,0.0
CRY2,0.10869305
MAPK8IP1,0.07313197
AC068385.1,0.0006199505
C11orf94,0.00016314487
PEX16,0.19302888
LARGE2,0.0039562546
PHF21A,0.26823768
AC024475.1,0.00046496282
AC024475.4,2.4471736e-05
AC024475.3,0.0001468304
AC116021.1,0.00013051591
LINC02489,0.0009870279
CREB3L1,0.9770371
DGKZ,0.23486224
MDK,6.1366525
CHRM4,5.7100715e-05
AMBRA1,0.06418441
HARBI1,0.022905586
ATG13,0.18377124
ARHGAP1,0.4689216
ZNF408,0.064257786
F2,0.0002447173
CKAP5,0.26973912
LRP4-AS1,0.0071865474
LRP4,0.018378545
C11orf49,0.21529517
AC090589.2,0.0004812773
ARFGAP2,0.31778634
PACSIN3,0.14660358
DDB2,0.25986138
AC018410.2,5.7100715e-05
ACP2,0.24022123
NR1H3,0.061982255
MADD,0.11347258
AC018410.1,0.00019577386
MYBPC3,6.525796e-05
SPI1,0.0063136956
AC090559.1,0.0006525794
SLC39A13,0.5698068
PSMC3,1.0667838
RAPSN,0.0012725327
CELF1,0.5360972
NDUFS3,0.6414024
PTPMT1,0.18390222
KBTBD4,0.07784619
KF459542.1,0.0002447173
FAM180B,0.0029855545
C1QTNF4,0.16164419
MTCH2,0.49681035
AGBL2,0.00613424
FNBP4,0.6618848
NUP160,0.198436
PTPRJ,0.043296486
PTPRJ-AS1,0.0
OR4B1,0.0
OR4X2,0.0
OR4X1,0.0
OR4S1,0.0
OR4C3,0.0
OR4C5,0.0
OR4A47,0.0
TRIM49B,0.0
FOLH1,0.023215545
AC109635.2,8.97297e-05
OR4C46,0.0
TRIM48,0.0
OR4C15,0.0
OR4P4,3.262898e-05
OR4C6,0.0
AP006437.1,3.262898e-05
OR5D16,0.0
TRIM51,8.157245e-06
OR10AG1,0.0
OR5AS1,0.0008646687
OR8J3,8.157245e-06
OR5T2,0.0
OR5T3,0.0
OR5T1,0.0
OR8H1,8.157245e-06
OR8K3,0.0
OR5M8,8.157245e-06
OR5M11,0.0
OR5M1,0.0
OR9G4,0.0
AP001803.2,8.157245e-06
OR5AK2,8.157245e-06
LRRC55,0.013108796
APLNR,0.0440403
TNKS1BP1,0.43659103
AP000781.1,0.0005302208
SSRP1,0.47144243
P2RX3,0.00013867316
PRG2,0.00010604419
AP000781.2,4.0786224e-05
SLC43A3,0.21447298
RTN4RL2,0.0451478
AP002893.1,7.341521e-05
SLC43A1,0.07063606
TIMM10,0.37856913
SMTNL1,0.0002039311
UBE2L6,0.9637365
SERPING1,6.0743103
YPEL4,0.029300125
CLP1,0.069518566
ZDHHC5,0.27539083
MED19,0.33594242
TMX2,0.3581275
TMX2-CTNND1,8.97297e-05
SELENOH,1.3705317
AP001931.1,4.0786224e-05
BTBD18,0.0009217697
CTNND1,0.5861762
OR9Q1,0.00013051591
OR6Q1,4.894347e-05
AP004247.2,0.0002610318
OR9I1,8.157245e-06
OR9Q2,6.525796e-05
OR1S1,8.157245e-06
OR10Q1,0.0
OR10W1,0.0
OR5B3,0.0
OR5B2,8.157245e-06
OR5B12,3.262898e-05
AP003557.1,1.631449e-05
OR5B21,1.631449e-05
LPXN,0.022342823
ZFP91,0.29275554
AP001350.1,0.0004812773
CNTF,0.0005954787
GLYAT,4.0786224e-05
GLYATL2,0.001631453
GLYATL1,0.00070968043
AP001652.1,0.0
AP001636.3,2.4471736e-05
GLYATL1B,0.0
FAM111B,0.032221004
FAM111A-DT,0.0399359
FAM111A,0.24301186
DTX4,0.054446332
MPEG1,0.00092176924
AP002358.1,0.0
OR5AN1,1.631449e-05
OR5A2,0.0
OR5A1,8.157245e-06
OR4D10,0.0
OR4D9,0.002275878
AP000442.1,0.0014438354
OSBP,0.36338833
AP000442.2,0.001892486
PATL1,0.17720589
OR10V1,0.0
STX3,0.11939453
AP000640.1,0.000538378
MRPL16,0.41025454
GIF,6.525796e-05
TCN1,0.0002039311
AP002347.1,0.00016314487
AP000790.3,7.341521e-05
AP000790.4,1.631449e-05
AP000790.2,0.0
OOSP2,0.0
MS4A3,6.525796e-05
MS4A2,0.0003915477
AP001257.1,0.0
MS4A6A,0.0076107113
MS4A4E,3.262898e-05
MS4A4A,0.002961082
MS4A6E,0.0
MS4A7,0.0070070713
MS4A14,0.00012235866
MS4A5,0.0
MS4A1,0.0005873215
MS4A12,2.4471736e-05
MS4A13,0.0
MS4A8,0.0004078622
MS4A18,0.0
MS4A15,0.00044864832
MS4A10,3.262898e-05
AP000777.1,8.157245e-06
AP000777.2,0.00017130212
AP000777.3,8.97297e-05
CCDC86,0.06070178
PTGDR2,0.00075862405
ZP1,0.017766695
PRPF19,0.1737312
AP003721.4,0.00039154766
AP003721.3,3.262898e-05
TMEM109,0.40825555
AP003721.1,0.0017211831
TMEM132A,0.50577474
SLC15A3,0.25994298
CD6,0.0013051615
AP003721.2,8.157245e-06
CD5,0.00035076146
VPS37C,0.08380837
PGA3,0.0011257016
PGA4,0.00035891868
PGA5,0.0032792112
VWCE,0.027024519
DDB1,0.6552271
TKFC,0.08808246
CYB561A3,0.315627
TMEM138,0.27044833
TMEM216,0.13789237
CPSF7,0.18059027
AP003108.2,0.019520583
SDHAF2,0.25554615
PPP1R32,0.010033483
AP003108.1,4.0786224e-05
LRRC10B,0.011257057
SYT7,0.15551186
AP003559.1,0.0043559517
AP002754.1,0.0002610318
DAGLA,0.013451456
DKFZP434K028,0.0002610318
MYRF,0.24356198
TMEM258,3.6516893
FEN1,0.09604495
FADS2,0.12543039
FADS1,0.23443092
FADS3,0.13096885
RAB3IL1,0.135617
BEST1,0.066672176
FTH1,81.90421
AP003733.3,0.00029366073
INCENP,0.036363833
SCGB1D1,0.0022269315
SCGB2A1,0.068804145
AP003306.1,1.631449e-05
SCGB1D2,0.029006965
SCGB2A2,0.00015498765
SCGB1D4,0.0006444222
AP003306.2,0.00073415216
ASRGL1,0.03891727
AP003064.1,7.341521e-05
SCGB1A1,0.0015906658
AP003064.2,4.0786224e-05
AHNAK,3.1837113
AP001363.1,0.00013051591
AP001363.2,0.0018027559
EEF1G,0.029047253
AP002990.1,0.0020474743
TUT1,0.040572103
MTA2,0.070595235
EML3,0.13292553
AP001458.1,0.0
ROM1,0.086386174
B3GAT3,0.46474585
GANAB,0.70078737
INTS5,0.09691543
C11orf98,0.03309277
LBHD1,0.010066125
CSKMT,0.14455639
UQCC3,0.343251
UBXN1,1.1401963
LRRN4CL,0.15613958
BSCL2,0.009674567
HNRNPUL2-BSCL2,0.00035891868
GNG3,0.0003426042
HNRNPUL2,0.28264132
TTC9C,0.26007292
ZBTB3,0.022734318
POLR2G,0.5005764
AP001160.2,0.010229269
TAF6L,0.05296141
TMEM223,0.31647357
AP001160.3,0.013361722
TMEM179B,0.7879087
NXF1,0.15324277
STX5,0.40166503
AP001160.1,0.049430072
TEX54,0.00012235866
WDR74,0.17952229
SLC3A2,1.2616054
CHRM1,3.262898e-05
AP000438.1,0.00015498763
SLC22A6,0.0
SLC22A8,8.157245e-06
SLC22A24,8.157245e-06
SLC22A10,8.157245e-06
SLC22A25,8.157245e-06
SLC22A9,0.0004241766
HRASLS5,0.03277494
LGALS12,0.010441351
RARRES3,1.921352
HRASLS2,0.00397257
PLA2G16,0.5289138
AP000753.1,1.631449e-05
ATL3,0.62588173
AP000753.2,0.0
RTN3,0.6890711
C11orf95,0.10123016
SPINDOC,0.062153548
MARK2,0.18177354
RCOR2,0.009870339
NAA40,0.06951863
COX8A,2.150566
AP000721.1,8.157245e-06
OTUB1,0.3658759
MACROD1,0.120878614
AP000721.2,8.1572456e-05
AP006333.2,7.341521e-05
FLRT1,0.0007667813
AP006333.1,0.0009217697
STIP1,0.4142026
FERMT3,0.01289674
TRPT1,0.1797018
NUDT22,0.41629037
AP001453.1,0.0032384247
DNAJC4,0.43399668
VEGFB,1.0029218
FKBP2,2.0790854
PPP1R14B,3.2101517
AP001453.2,0.031053819
AP001453.4,0.0028142543
PLCB3,0.098139055
BAD,0.80869687
GPR137,0.18789071
KCNK4,0.0011746454
CATSPERZ,0.0024227088
ESRRA,0.15051873
TRMT112,1.7852118
PRDX5,3.6448238
AP003774.4,0.0002039311
CCDC88B,0.023174746
RPS6KA4,0.12445137
AP003774.3,0.00012235866
AP003774.2,0.0
AP003774.1,0.00011420142
AP005273.1,0.0
SLC22A11,0.0008401969
SLC22A12,0.0
NRXN2,0.05151881
AP001092.1,0.0
RASGRP2,0.040694978
PYGM,0.031396456
SF1,1.2114121
AP001462.1,0.016404446
MAP4K2,0.05073483
MEN1,0.103440434
CDC42BPG,0.0037278538
EHD1,0.2892106
MIR194-2HG,0.0027408404
ATG2A,0.116351895
PPP2R5B,0.08111697
GPHA2,0.0010359716
MAJIN,0.0007912531
BATF2,0.047677137
ARL2,1.0681462
ARL2-SNX15,8.157245e-06
SNX15,0.0013541054
SAC3D1,0.1763256
NAALADL1,0.14739451
CDCA5,0.024781737
ZFPL1,0.29737976
TMEM262,0.0012399036
VPS51,0.4119584
AP003068.1,0.00070968043
TM7SF2,0.045964025
ZNHIT2,0.08405318
AP003068.3,0.0
FAU,11.854397
SYVN1,0.16893566
MRPL49,0.17151263
SPDYC,2.4471736e-05
AP003068.2,0.0153276585
CAPN1,0.57406414
POLA2,0.04562943
CDC42EP2,0.19547004
DPF2,0.32471097
TIGD3,0.0004241766
AP000944.1,2.4471736e-05
SLC25A45,0.0596415
FRMD8,0.0991013
NEAT1,25.044764
AP000769.3,7.341521e-05
MALAT1,397.0327
AP000769.2,0.0008972978
SCYL1,0.41063723
LTBP3,0.92113405
SSSCA1,0.39200076
FAM89B,0.66802335
EHBP1L1,0.18033785
KCNK7,0.0012154318
MAP3K11,0.15204425
PCNX3,0.15456393
SIPA1,0.18770273
RELA,0.3529576
KAT5,0.17565577
RNASEH2C,1.0365825
AP001266.2,2.4471736e-05
AP5B1,0.0559303
OVOL1,0.0012806896
OVOL1-AS1,0.00013867316
AP001266.1,0.00011420142
CFL1,7.1680603
SNX32,0.0069581433
MUS81,0.16404133
EFEMP2,2.0588434
CTSW,0.0039562644
FIBP,0.9070545
CCDC85B,1.4404705
FOSL1,0.08667391
C11orf68,0.29095265
DRAP1,1.7539482
TSGA10IP,7.3415205e-05
SART1,0.20602143
EIF1AD,0.10276365
BANF1,1.2932798
CST6,0.06460336
CATSPER1,0.0021372042
GAL3ST3,0.0010930721
SF3B2,1.153812
AP006287.2,0.00079125323
PACS1,0.36814308
AP000759.1,0.0023085072
KLC2,0.07416772
AP001107.4,0.0020474743
AP001107.8,4.0786224e-05
AP001107.7,0.00037523318
RAB1B,0.40762788
AP001107.1,0.0020882606
AP001107.2,0.0054571745
CNIH2,0.02947158
YIF1A,1.4906689
TMEM151A,0.1042761
AP001107.3,0.0
CD248,1.2330885
RIN1,0.14111488
AP001107.6,0.00013867316
BRMS1,0.26508096
B4GAT1,0.14534746
AP001107.9,0.016045518
SLC29A2,0.0031079114
NPAS4,0.00082388223
MRPL11,0.7011154
PELI3,0.048712004
AP002748.3,0.021094903
DPP3,0.13318674
AP002748.4,8.157245e-06
BBS1,0.022220468
ZDHHC24,0.28170443
ACTN3,0.00013051591
AP002748.1,4.894347e-05
CTSF,0.7103512
CCDC87,0.0012970045
CCS,0.55704147
RBM14,0.13725644
RBM14-RBM4,0.0048535354
RBM4,0.21647777
RBM4B,0.1647264
AP001157.1,0.0571456
SPTBN2,0.01948795
C11orf80,0.020458685
RCE1,0.12419006
PC,0.03183674
LRFN4,0.09504776
C11orf86,0.00025287454
SYT12,0.009079068
RHOD,0.3664723
KDM2A,0.46514547
GRK2,0.15234534
ANKRD13D,0.24715333
SSH3,0.09099432
RAD9A,0.09969677
POLD4,0.044674765
AP003419.1,1.631449e-05
AP003419.2,0.0010604433
CLCF1,0.076933414
AP003419.3,0.0030426544
PPP1CA,0.96603507
TBC1D10C,0.0026511115
CARNS1,0.08903865
RPS6KB2,0.3114496
RPS6KB2-AS1,0.0025776976
CORO1B,0.5256488
PTPRCAP,0.0
GPR152,0.0
CABP4,0.0010930725
TMEM134,0.4622754
AIP,0.48728928
PITPNM1,0.07980385
CDK2AP2,0.41429535
CABP2,0.0
GSTP1,6.415061
C11orf72,0.00029366073
AP003385.3,1.631449e-05
NDUFV1,0.69346124
NUDT8,0.107413046
TBX10,8.97297e-05
ACY3,0.0018027556
ALDH3B2,0.0036952235
AP003716.1,0.004943268
UNC93B1,0.16728012
ALDH3B1,0.12517022
AC004923.4,0.0011338589
NDUFS8,1.1510646
TCIRG1,0.32388806
AP002807.1,0.014275353
CHKA,0.039903406
AP002992.1,0.00015498763
KMT5B,0.39468378
C11orf24,0.34518355
LRP5,0.09165493
PPP6R3,0.29255927
AP003096.1,0.00011420142
GAL,0.022147024
TESMIN,0.011868894
CPT1A,0.16947415
AP000808.1,0.00031813252
MRPL21,0.48807332
IGHMBP2,0.058646385
AP000808.2,1.631449e-05
MRGPRD,0.0
AP003071.3,0.00029366073
MRGPRF,0.4155077
MRGPRF-AS1,0.00636265
TPCN2,0.05897265
AP003071.1,0.00017945937
AP003071.2,8.97297e-05
AP003071.5,4.0786224e-05
MYEOV,0.0033526274
AP005233.2,0.000505749
AP005233.1,0.0
AP000439.3,4.0786224e-05
AP000439.1,0.00013867316
AP000439.4,0.0
AP000439.2,1.631449e-05
LINC01488,7.341521e-05
CCND1,0.5092362
ORAOV1,0.07866997
FGF19,0.00018761662
FGF4,8.157245e-06
FGF3,0.0002610318
AP007216.2,0.0008401969
AP003555.3,0.00023656005
AP003555.2,0.009103527
AP003555.1,6.525796e-05
LINC02584,0.00019577387
ANO1,0.08938143
ANO1-AS1,0.00010604419
FADD,0.20888458
AP000879.1,0.00093808415
PPFIA1,0.5679318
AP002336.2,0.000725995
AP002336.3,3.262898e-05
AP000487.2,0.0007586241
AP000487.1,0.021478249
CTTN,1.2731149
SHANK2,0.008450948
SHANK2-AS1,0.0009217696
SHANK2-AS2,0.0
SHANK2-AS3,0.00017945937
DHCR7,0.072847135
AP002387.2,0.020173164
NADSYN1,0.13050307
KRTAP5-7,0.00079125323
KRTAP5-8,0.00084835413
KRTAP5-9,0.00071783765
KRTAP5-10,0.0005139063
KRTAP5-11,2.4471736e-05
AP003498.1,8.1572456e-05
FAM86C1,0.034585446
ZNF705E,0.0009870279
DEFB108B,3.262898e-05
AP002495.2,0.051395435
DEFB131B,0.0
RNF121,0.21436523
IL18BP,0.09915924
NUMA1,0.68694836
AP002490.1,0.010832922
LRTOMT,0.040588506
AP000812.5,8.157245e-06
LAMTOR1,1.5055144
ANAPC15,0.29884878
FOLR3,0.010180314
AP000812.1,0.0
FOLR1,0.08216486
FOLR2,0.0019985267
INPPL1,0.218688
PHOX2A,0.0029529245
CLPB,0.09822066
AP000593.3,8.157245e-06
AP002892.2,4.894347e-05
AP002892.1,1.631449e-05
AP003785.1,3.262898e-05
LINC01537,0.00013051591
PDE2A,0.007227333
AP005019.1,0.0005220635
AP003065.1,0.0
ARAP1,0.34450644
ARAP1-AS1,0.00031813246
ARAP1-AS2,0.0016151384
STARD10,0.2148713
ATG16L2,0.048728358
FCHSD2,0.13429582
AP002761.2,4.0786224e-05
AP002761.1,0.00010604419
P2RY2,0.0014275209
P2RY6,0.027775075
AP002761.3,0.008320432
ARHGEF17,0.28328627
RELT,0.040090963
AP000763.4,0.00021208831
FAM168A,0.15897621
AP000763.3,0.0005791642
PLEKHB1,0.02580928
RAB6A,0.52289224
AP002993.1,3.262898e-05
AP002770.1,0.00030181799
MRPL48,0.16747531
COA4,0.7680661
PAAF1,0.16948172
DNAJB13,0.0086875055
AP003717.1,8.97297e-05
UCP2,0.051233377
UCP3,0.0042499085
C2CD3,0.06656603
PPME1,0.30700552
P4HA3,0.110463515
P4HA3-AS1,0.00011420142
PGM2L1,0.17374854
AP001372.1,2.4471736e-05
KCNE3,0.029039206
AP001372.3,0.0012970045
LIPT2,0.016404448
POLD3,0.19196908
CHRDL2,0.018745542
RNF169,0.27455023
XRRA1,0.28702155
SPCS2,3.1879146
NEU3,0.044005934
OR2AT4,8.1572456e-05
AP001972.4,1.631449e-05
SLCO2B1,0.0038175879
AP001972.3,0.00045680557
TPBGL,0.009682708
AP001972.1,3.262898e-05
ARRB1,0.043312736
AP001972.2,1.631449e-05
RPS3,24.617037
KLHL35,0.059804857
GDPD5,0.04144489
SERPINH1,5.310553
AP001922.5,0.0029039825
MAP6,0.019610306
MOGAT2,0.00038339043
AP001922.1,0.0
DGAT2,0.026951177
AP003031.1,4.0786224e-05
AP003031.2,0.0009217697
UVRAG,0.20528743
AP002340.1,0.0
WNT11,0.02434922
AP000785.1,8.157245e-06
AP000785.2,0.0002855035
THAP12,0.28663802
GVQW3,0.02222862
AP002360.3,0.0048535373
AP002360.2,0.0005302208
AP002360.1,0.03280737
EMSY,0.12412468
AP001189.5,0.0004894346
AP001189.6,0.0001468304
AP001189.3,5.7100715e-05
AP001189.1,0.00013867316
LRRC32,0.17234577
AP001189.4,1.631449e-05
AP003119.1,0.0
TSKU,0.3655344
AP003119.2,0.006672633
ACER3,0.14260706
AP002498.1,3.262898e-05
B3GNT6,0.00022024557
CAPN5,0.035686515
OMP,0.0
MYO7A,0.0017782837
GDPD4,0.00010604419
PAK1,0.18921137
AP003680.1,0.0021127323
CLNS1A,0.7747249
AQP11,0.01694284
RSF1,1.0871533
AAMDC,0.81843346
AP002812.2,0.0006770513
AP002812.3,0.00029366073
AP002812.5,0.00079125323
INTS4,0.08706266
KCTD14,0.078817666
AP003032.2,0.0007504668
NDUFC2-KCTD14,8.97297e-05
AP003032.1,0.0005628497
THRSP,0.0014275209
NDUFC2,2.1053085
ALG8,0.16948183
KCTD21-AS1,0.024854949
KCTD21,0.03766847
USP35,0.019985557
GAB2,0.045629106
AP003086.2,0.00013051591
AP003086.3,4.0786224e-05
AP003086.1,0.0020230024
NARS2,0.07248748
AP003110.1,2.4471736e-05
TENM4,0.24140376
AP002768.1,0.0
AP002957.1,0.00038339043
AP001547.1,0.0
AP001978.1,8.157245e-06
AP006295.1,0.0001876166
AP002759.1,7.341521e-05
MIR4300HG,0.0002284028
AP002802.1,0.0
AP000793.1,1.631449e-05
FAM181B,0.01707335
AP001646.3,0.0
PRCP,0.49308887
DDIAS,0.008858804
RAB30,0.09637734
RAB30-AS1,0.20327307
AP001767.3,4.0786224e-05
PCF11,0.33919704
PCF11-AS1,0.036795788
ANKRD42,0.08574978
AP000873.3,0.00017130212
CCDC90B,0.6624155
AP000446.1,0.0008646687
DLG2,0.05554721
AP002370.2,0.00012235866
AP001825.1,7.341521e-05
AP000857.2,0.0
TMEM126B,0.47693947
TMEM126A,0.42675486
CREBZF,0.4435883
CCDC89,0.020899156
SYTL2,0.53977007
CCDC83,9.788694e-05
AP003128.1,2.4471736e-05
PICALM,0.44522795
AP003097.2,2.4471736e-05
EED,0.15794054
HIKESHI,0.59274197
CCDC81,0.0033118392
AP001831.1,3.262898e-05
ME3,0.059143927
AP003059.1,0.0038746814
AP003059.2,1.631449e-05
PRSS23,1.7081668
AP000654.1,0.0022024624
AP001528.2,0.03898982
FZD4,0.079502605
AP001528.1,0.0054000723
TMEM135,0.06737348
AP000756.1,0.0
AP005436.3,0.0
AP005436.1,0.00013867316
AP005436.2,0.0
RAB38,0.027375275
CTSC,1.0035243
GRM5-AS1,0.00017130212
GRM5,0.0004894346
TYR,0.00011420142
NOX4,0.046485722
AP003400.1,5.7100715e-05
TRIM77,0.0
AP003122.2,2.4471736e-05
TRIM49,8.157245e-06
TRIM64B,0.0
TRIM64,0.0
TRIM49C,0.0
UBTFL1,1.631449e-05
NAALAD2,0.020083442
CHORDC1,0.3208621
AP003386.1,8.157245e-06
AP003028.1,0.0
FAT3,0.031592283
AP000722.1,8.157245e-06
AP003718.1,0.0
AP003171.3,8.157245e-06
AP003171.1,0.0
MTNR1B,8.157245e-06
SLC36A4,0.23542503
AP003969.1,8.157245e-06
DEUP1,0.010555556
SMCO4,0.4625929
CEP295,0.14247671
SCARNA9,0.00091361237
TAF1D,1.3405061
C11orf54,0.12768912
AP001273.2,4.0786224e-05
MED17,0.09904433
VSTM5,0.0034097244
HEPHL1,0.0006117932
PANX1,0.15437672
AP002784.1,5.7100715e-05
IZUMO1R,2.4471736e-05
GPR83,0.00023656005
MRE11,0.18284155
AP000786.1,0.0002039311
ANKRD49,0.24516341
C11orf97,0.00068520854
FUT4,0.05416038
PIWIL4,0.009315639
AP000943.3,0.00012235866
AP000943.1,4.894347e-05
AP000943.2,4.894347e-05
AMOTL1,0.3158537
AP002383.2,0.00013051591
CWC15,0.80781084
KDM4D,0.013867482
KDM4E,5.7100715e-05
KDM4F,0.0
SRSF8,0.2651627
ENDOD1,0.14821099
AP000787.1,0.0045680366
SESN3,0.4751062
AP001790.1,2.4471736e-05
AP000820.1,1.631449e-05
FAM76B,0.15896006
CEP57,0.40593132
MTMR2,0.16587637
MAML2,0.5112855
CCDC82,0.42589766
JRKL,0.15187237
JRKL-AS1,0.0
AP003781.1,0.0
AP003066.1,4.0786224e-05
LINC02553,0.0
AP003730.2,4.894347e-05
AP003715.1,0.0
CNTN5,0.0004731201
AP001351.1,0.0008972978
ARHGAP42,0.23949517
PGR,0.044707745
TRPC6,0.058542736
ANGPTL5,0.0053266627
CEP126,0.10638565
CFAP300,0.05729243
AP001527.1,0.00088098325
AP001527.2,0.021282494
YAP1,0.57407254
AP000942.2,0.00038339043
BIRC3,0.36395702
BIRC2,0.4975339
TMEM123,0.97485703
AP001830.1,0.006411595
AP001830.2,8.157245e-06
MMP7,0.24558195
MMP20,5.7100715e-05
AP000851.1,0.0008320393
AP000851.2,0.0002855035
MMP27,0.0008401968
MMP8,0.0012806897
MMP10,0.007211007
MMP1,0.37468168
MMP3,0.02644572
MMP12,0.00022024562
MMP13,0.8369337
DCUN1D5,0.5464079
DYNC2H1,0.24471508
AP002989.1,0.00023656005
PDGFD,0.2741781
AP003043.1,2.4471736e-05
DDI1,0.0002447173
LINC02552,4.894347e-05
CASP4,0.80499893
CASP5,0.0003997049
CASP1,0.21427687
CARD16,0.26645252
CARD17,8.157245e-06
CARD18,8.97297e-05
AP003181.1,8.157245e-06
GRIA4,0.0025450678
MSANTD4,0.1526635
KBTBD3,0.049935482
AASDHPPT,0.37674904
AP001001.1,0.0003997049
AP001001.2,0.0
GUCY1A2,0.24378292
AP000766.1,0.021698464
CWF19L2,0.38624966
ALKBH8,0.05102842
ELMOD1,0.006501321
SLN,0.014389387
SLC35F2,0.040335763
RAB39A,0.0011828026
CUL5,0.459281
AP002433.1,0.0072191795
ACAT1,0.31994867
NPAT,0.17791507
ATM,0.59363914
C11orf65,0.012431774
KDELC2,0.4484419
EXPH5,0.074714966
DDX10,0.2704641
AP003027.1,9.788694e-05
AP003123.1,0.0
AP003049.2,0.0
C11orf87,0.0084509365
AP002444.1,0.0
RDX,1.033623
ZC3H12C,0.065138854
AP000924.1,0.0
FDX1,0.4707658
ARHGAP20,0.2069938
AP003973.2,0.00071783765
LINC02550,0.020809432
C11orf53,0.0016967108
COLCA1,0.030703057
COLCA2,0.016877573
POU2AF1,0.0015498801
BTG4,8.1572456e-05
AP002008.1,4.0786224e-05
C11orf88,0.0011828014
LAYN,0.37976038
SIK2,0.13674286
PPP2R1B,0.10544716
AP001781.1,9.788694e-05
ALG9,0.04252959
AP001781.2,9.788694e-05
FDXACB1,0.018786415
C11orf1,0.20010075
CRYAB,0.9192288
HSPB2,0.05992725
HSPB2-C11orf52,0.0002284028
C11orf52,0.001835384
DIXDC1,0.2641928
DLAT,0.11029192
PIH1D2,0.01917797
NKAPD1,0.31237924
TIMM8B,1.3079659
SDHD,0.66830975
AP002884.3,0.00016314487
IL18,0.3778766
AP002884.2,3.262898e-05
TEX12,0.0011093871
BCO2,0.07780679
PTS,0.46429804
PLET1,4.0786224e-05
AP002884.4,0.0057182126
AP002884.1,0.075921655
AP003063.1,0.00015498763
AP003063.2,2.4471736e-05
AP003100.1,0.0
AP000802.1,0.001313319
NCAM1,0.11315657
NCAM1-AS1,4.0786224e-05
AP000880.1,0.0032710538
TTC12,0.04005821
ANKK1,0.00041601935
AP002840.1,0.0
DRD2,0.00027734626
TMPRSS5,0.0018435423
ZW10,0.07884127
AP003170.4,0.00079941045
CLDN25,0.0
USP28,0.14260678
AP003170.3,8.97297e-05
HTR3B,2.4471736e-05
HTR3A,0.0021453595
ZBTB16,0.08306821
AP002518.2,8.157245e-06
NNMT,10.825167
AP002518.1,0.0025940118
C11orf71,0.06002488
RBM7,0.41361505
AP002373.1,0.0004404911
REXO2,1.4318987
NXPE1,0.0002039311
NXPE4,0.00086466863
NXPE2,0.0012806901
CADM1,0.58572257
AP000462.3,0.0015743522
AP000462.1,0.00022024557
AP003174.1,1.631449e-05
AP000997.1,8.157245e-06
AP000997.2,2.4471736e-05
AP002991.1,8.157245e-06
LINC00900,0.011575244
AP000797.3,1.631449e-05
LINC02151,5.7100715e-05
AP000770.1,0.0
BUD13,0.09862006
AP006216.1,0.0002284028
ZPR1,0.2636143
APOA5,4.0786224e-05
APOA4,0.0
APOC3,6.525796e-05
APOA1,0.5116941
APOA1-AS,0.000505749
SIK3,0.21850033
AP000936.1,0.00094624155
PAFAH1B2,0.4539879
SIDT2,0.14459695
TAGLN,9.154994
PCSK7,0.6134042
RNF214,0.24738196
BACE1,0.519042
BACE1-AS,0.025442196
CEP164,0.30631915
AP000892.1,0.0002447173
DSCAML1,0.0053919195
AP001554.1,0.0004241766
FXYD2,0.0032221111
AP000757.2,8.157245e-06
FXYD6-FXYD2,0.0002447173
AP000757.1,0.0004894346
FXYD6,0.1737401
TMPRSS13,0.0013133186
IL10RA,0.00810017
SMIM35,0.0
TMPRSS4,0.011257068
SCN4B,0.011983089
SCN2B,0.016926516
JAML,0.0014193633
MPZL3,0.008475426
MPZL2,0.009486916
CD3E,0.0028387245
CD3D,0.013443205
CD3G,0.0025287503
UBE4A,0.32462144
AP001267.1,0.0035320811
ATP5MG,3.1929023
AP001267.2,0.0013214763
KMT2A,0.85067457
AP001267.3,0.0079859765
TTC36,0.001427521
TMEM25,0.08201403
IFT46,0.116800286
ARCN1,0.8811019
PHLDB1,0.5594815
AP000941.1,0.010335312
TREH,0.0026184833
AP002954.1,0.00012235866
DDX6,0.55170786
AP004609.3,0.020010032
CXCR5,0.0045435647
AP004609.1,0.0003262897
BCL9L,0.3240514
UPK2,0.004037827
FOXR1,0.00015498763
AP003392.4,0.008597787
CCDC84,0.1500701
AP003392.1,0.0032302677
RPS25,11.968482
TRAPPC4,0.5203795
SLC37A4,0.050212834
AP003392.3,0.00071783765
HYOU1,0.29119152
AP003392.5,0.00090545515
AP003392.6,0.007806513
VPS11,0.1196958
HMBS,0.11056114
H2AFX,0.25807068
