,Fibroblast
AL136985.2,0.0001468304
AL136985.1,0.0
AC105277.1,0.0072273347
LINC01358,0.082424
AL592431.2,4.0786224e-05
AL592431.1,2.4471736e-05
AC093424.1,0.0009870279
FGGY,0.09101885
AL035416.1,4.0786224e-05
HOOK1,0.031951215
CYP2J2,0.015523443
C1orf87,0.00012235866
AC097066.1,0.0
LINC01748,0.00068520854
AC099792.1,3.262898e-05
NFIA,0.7997651
NFIA-AS2,0.00046496282
AC099791.3,8.1572456e-05
TM2D1,0.50277025
AC099791.2,0.01981425
PATJ,0.10080681
L1TD1,0.012872258
KANK4,0.02103778
USP1,0.3520441
DOCK7,0.42584887
ANGPTL3,0.000668894
AC103923.1,0.002275878
ATG4C,0.095602214
AC099794.1,8.1572456e-05
LINC01739,0.0
AL162400.2,0.0
AC096543.1,3.262898e-05
AC096543.2,0.0
FOXD3-AS1,0.0005791642
FOXD3,0.00030997524
ALG6,0.06677812
ITGB3BP,0.23430838
EFCAB7,0.07094594
PGM1,0.7160698
ROR1,0.34524453
ROR1-AS1,0.056119315
AL445205.1,0.0006525794
UBE2U,0.016592056
CACHD1,0.09864506
RAVER2,0.025050715
JAK1,1.6001354
AL357078.3,0.0017864413
AL357078.1,0.0016559248
AK4,0.31688628
DNAJC6,0.005440861
AL139294.1,0.0
LEPROT,1.8260083
LEPR,0.107676685
AL513493.1,0.0
PDE4B,0.07844275
AL590783.1,0.00013867316
SGIP1,0.11598598
AL139147.1,0.009886654
TCTEX1D1,0.0020637882
INSL5,0.00021208831
WDR78,0.03574363
AL592161.1,0.0
MIER1,0.7100279
SLC35D1,0.09049657
C1orf141,0.00017130213
IL23R,9.788695e-05
IL12RB2,0.00046496282
SERBP1,3.5034666
LINC01702,0.0
GADD45A,1.1283151
GNG12,0.729033
GNG12-AS1,0.011542614
DIRAS3,0.079079516
WLS,0.4694365
RPE65,0.00045680557
DEPDC1,0.040744912
AL138789.1,4.894347e-05
DEPDC1-AS1,0.00035891868
AL035412.1,0.00016314487
AL033530.1,0.0007015231
AL691520.1,1.631449e-05
LINC01707,0.0
LINC01758,1.631449e-05
LRRC7,0.009046445
AL158840.1,0.0
LRRC40,0.11074023
SRSF11,1.7382139
AL353771.1,0.00015498763
ANKRD13C,0.16797285
HHLA3,0.083278395
AL158839.1,0.0004404911
CTH,0.029104441
AL354872.2,0.0018680141
LINC01788,0.001868014
AL513285.1,2.4471736e-05
PTGER3,0.8046374
AL031429.1,0.009943723
ZRANB2-AS1,0.0022350918
ZRANB2,1.5194154
NEGR1,0.21290141
AL354949.1,0.0001468304
AL583808.1,8.97297e-05
AL583808.2,8.157245e-06
LINC01360,0.0
LINC02238,1.631449e-05
LRRIQ3,0.00835306
FPGT,0.06901291
FPGT-TNNI3K,0.007627052
TNNI3K,0.0015906666
AC093158.1,0.0003997049
AC105271.1,0.0002610318
LRRC53,0.00013867316
ERICH3,0.0017293394
ERICH3-AS1,0.0
AC135803.1,0.0029121398
CRYZ,0.10725759
TYW3,0.32291716
AC133865.1,0.0
AC099786.3,8.157245e-06
AC099786.1,0.0
LHX8,4.894347e-05
AC099786.2,0.0
SLC44A5,0.005922148
AL357314.1,0.0
ACADM,0.42214623
RABGGTB,0.31312218
MSH4,0.0009625561
ASB17,8.157245e-06
AC092813.1,2.4471736e-05
AC092813.2,0.00017130212
ST6GALNAC3,0.029879333
AC104458.1,0.00068520854
LINC02567,0.0
ST6GALNAC5,0.046787605
AL035409.1,0.00022024557
PIGK,0.21785606
AK5,0.2075969
AC095030.1,0.00030997524
AC118549.1,0.22992748
USP33,0.47919858
MIGA1,0.28812248
NEXN-AS1,0.02066262
NEXN,0.8401928
FUBP1,0.5073628
DNAJB4,0.64404047
GIPC2,0.011591542
AC103591.3,0.04234291
PTGFR,0.056428377
IFI44L,1.144313
IFI44,0.58302945
ADGRL4,0.025075324
AL353651.2,0.0
AL353651.1,2.4471736e-05
AL353651.3,0.00012235866
AC099671.1,0.0
AC098657.2,2.4471736e-05
AL606519.1,0.0
AL136234.1,8.157245e-06
LINC01781,0.00013051591
AC093154.1,0.0
ADGRL2,0.3462525
AC117944.1,0.0008972978
AC093580.1,0.0
LINC01362,8.1572456e-05
LINC01361,0.0004975918
LINC01712,2.4471736e-05
LINC01725,0.027073473
AL035706.1,0.068116836
TTLL7,0.16801466
AC104454.2,8.97297e-05
AL359504.2,0.02465919
PRKACB,0.22100435
SAMD13,0.007578107
DNASE2B,0.00013051591
AL844170.1,2.4471736e-05
RPF1,0.22418544
GNG5,2.896456
SPATA1,0.012211524
CTBS,0.35524055
AL359762.2,8.157245e-06
LINC01555,7.341521e-05
SSX2IP,0.22219796
AC104169.1,0.0
LPAR3,0.013019062
MCOLN2,0.05415344
WDR63,0.014079573
MCOLN3,0.12959954
SYDE2,0.038141612
C1orf52,0.27388975
BCL10,0.30001524
AL078459.1,0.005383758
DDAH1,0.08081559
AL360219.1,0.00082388223
AC092807.3,0.125423
AC092807.2,0.0014193635
CYR61,3.627448
AC092807.1,0.0001876166
ZNHIT6,0.2953733
COL24A1,0.07820616
AL136382.1,0.004013352
ODF2L,1.2014128
CLCA2,0.014479259
CLCA1,8.157245e-06
CLCA4,4.894347e-05
AL356270.1,0.00013867316
AL049597.2,0.024104582
SH3GLB1,3.1833498
AL355981.1,0.00027734626
SELENOF,2.265946
HS2ST1,0.65498817
AL121989.1,0.000538378
AC093155.3,0.00040786213
LINC01140,0.017872788
AC099062.1,0.00084835413
LMO4,1.995627
LINC01364,8.97297e-05
PKN2-AS1,0.0033199964
PKN2,0.5612829
GTF2B,0.31399497
KYAT3,0.22965878
RBMXL1,0.1526311
GBP3,0.69329995
GBP1,2.012621
GBP2,1.1896102
GBP7,0.006134243
GBP4,0.34071258
AC099063.4,0.0034423533
GBP5,0.08920278
AC099063.1,4.894347e-05
GBP6,0.01266015
LRRC8B,0.02877817
LRRC8C-DT,0.006028198
LRRC8C,0.025491174
AC093423.3,0.0
AC099568.2,0.001541723
LRRC8D,0.065399855
AL391497.1,0.00013051591
ZNF326,0.45158216
AC092783.1,0.0
BARHL2,1.631449e-05
LINC01763,0.00045680557
AC091614.1,1.631449e-05
ZNF644,0.5344898
HFM1,0.008214385
CDC7,0.021804508
TGFBR3,0.111411184
BRDT,7.341521e-05
EPHX4,0.007382326
SETSIP,0.0004241766
BTBD8,0.0804237
AC104836.1,0.0006933659
C1orf146,0.0
GLMN,0.106099375
RPAP2,0.41587406
GFI1,0.0032547389
EVI5,0.54423785
RPL5,16.939848
FAM69A,0.09120647
MTF2,0.31504604
TMED5,0.5793869
CCDC18,0.06643634
DR1,0.39310125
FNBP1L,0.3916905
BCAR3,0.15370877
AL109613.1,0.0005139063
DNTTIP2,0.42319858
GCLM,0.22516626
ABCA4,0.004886168
AC093579.1,0.0
ARHGAP29,0.8729021
AC097059.1,0.0015417224
AC097059.2,0.00013051591
ABCD3,0.16271192
F3,0.42492622
AC093117.1,9.788694e-05
SLC44A3,0.049821373
CNN3,3.1414046
AC105942.1,0.033149876
ALG14,0.1809985
AC095033.1,0.00016314487
TMEM56,0.015368445
TMEM56-RWDD3,0.0042825365
AC092802.1,0.005212454
RWDD3,0.025531912
AC092802.2,2.4471736e-05
LINC01760,0.0
AL445218.1,0.0
LINC01761,1.631449e-05
AL356479.1,8.1572456e-05
AL683887.1,3.262898e-05
AC099566.1,0.0
LINC01787,4.0786224e-05
PTBP2,0.19470875
DPYD,0.32171053
DPYD-AS1,0.0010359716
DPYD-AS2,0.00016314487
MIR137HG,0.00079125323
BX005019.1,0.00031813246
LINC01776,0.0004241766
SNX7,0.48591152
PLPPR5,0.0025287536
AL445433.2,3.262898e-05
PLPPR4,0.077594966
LINC01708,3.262898e-05
PALMD,0.1139722
FRRS1,0.0645841
AGL,0.18766208
AC118553.1,0.0048290645
SLC35A3,0.2148139
AC118553.2,0.007300753
MFSD14A,0.006778678
AC093019.2,8.97297e-05
SASS6,0.0680345
TRMT13,0.19253932
LRRC39,0.0022514062
DBT,0.16130938
RTCA-AS1,0.006020039
RTCA,0.32367578
AC104457.2,0.0
CDC14A,0.057651326
AL589990.1,0.0
GPR88,0.0029039823
LINC01349,0.0003426042
VCAM1,2.3156137
EXTL2,0.40514812
AC104506.1,0.016200509
SLC30A7,0.38699278
DPH5,0.15896809
AC093157.2,0.0018109132
AC093157.1,0.07371098
AL109741.1,0.0004078622
S1PR1,0.0105473865
LINC01307,1.631449e-05
LINC01709,0.00016314487
OLFM3,0.0055877008
AC114485.1,0.0
AC099567.1,3.262898e-05
COL11A1,3.3720348
AC095032.2,8.157245e-06
RNPC3,0.18015817
AMY2B,0.0076433658
AMY2A,4.0786224e-05
AMY1A,5.7100715e-05
AMY1B,4.894347e-05
AMY1C,2.4471736e-05
LINC01676,0.0
LINC01677,0.0
AL355306.2,0.00029366073
PRMT6,0.076565675
NTNG1,0.09397268
VAV3,0.008149131
VAV3-AS1,8.157245e-06
AL390036.1,4.894347e-05
SLC25A24,0.40024653
AL359258.2,0.010669769
NBPF4,0.0
NBPF6,0.0
FAM102B,0.23067263
HENMT1,0.044805255
PRPF38B,0.71829486
FNDC7,0.00037523318
AL591719.2,0.0
STXBP3,0.30151564
AKNAD1,0.014055101
AL449266.1,0.013378042
SPATA42,0.00016314487
GPSM2,0.14421426
CLCC1,0.16223943
WDR47,0.07283826
TAF13,0.19461145
AL356488.3,0.033826996
TMEM167B,0.27496612
AL356488.2,0.005457175
C1orf194,0.0028958246
KIAA1324,0.008067529
SARS,0.7641675
CELSR2,0.019177949
PSRC1,0.02473268
MYBPHL,0.0002610318
SORT1,0.08509848
PSMA5,0.91723233
SYPL2,0.0036462813
ATXN7L2,0.011509985
CYB561D1,0.037929464
AMIGO1,0.0070070866
GPR61,0.00011420142
AL355310.3,8.157245e-06
GNAI3,0.88087565
GNAT2,0.0004404911
AMPD2,0.21672326
AL355310.2,0.00011420142
GSTM4,0.11752639
GSTM2,0.04821449
GSTM1,0.0078065135
AC000032.1,0.0016477675
GSTM5,0.03792159
AL158847.1,0.00010604419
GSTM3,0.7255486
EPS8L3,2.4471736e-05
LINC01768,1.631449e-05
AL450468.1,7.341521e-05
AL450468.2,4.0786224e-05
CSF1,0.32395524
AHCYL1,0.9758537
STRIP1,0.09960692
AL160006.1,0.017840153
ALX3,0.0051308796
LINC01397,8.157245e-06
UBL4B,0.0004894346
SLC6A17,0.0029039828
AL355990.1,8.157245e-06
AL355990.2,0.0
LINC02586,0.0023737655
KCNC4,0.10004892
RBM15-AS1,0.0008646687
RBM15,0.059086833
SLC16A4,0.26427785
AL355488.1,0.022399917
LAMTOR5,1.6198797
PROK1,0.005114581
AL358215.1,0.00074230955
AL358215.2,0.0
CYMP-AS1,4.0786224e-05
KCNA10,0.0
KCNA2,0.0014846218
AL365361.1,0.006419751
KCNA3,0.0033281546
CD53,0.0061587184
AL360270.1,0.00058732147
LRIF1,0.11895424
AL360270.3,0.0024063946
DRAM2,0.22886734
CEPT1,0.13741942
AL355816.1,0.00030997524
AL355816.2,0.0018435423
DENND2D,0.028484605
CHI3L2,0.49210593
CHIA,8.157245e-06
AL356387.1,0.0
PIFO,0.035140242
OVGP1,0.003001866
WDR77,0.13695487
ATP5PB,0.86686856
C1orf162,0.00811648
TMIGD3,0.0015090927
ADORA3,0.0007096802
RAP1A,0.56131595
LINC01160,0.00093808427
INKA2,0.0016396102
AL049557.1,8.157245e-06
DDX20,0.09423216
KCND3,0.060286466
KCND3-AS1,8.157245e-06
LINC01750,0.013818528
AL445426.1,0.00079941045
CTTNBP2NL,0.33051836
WNT2B,0.11193356
AL354760.1,0.0014193637
ST7L,0.12133523
CAPZA1,0.897875
MOV10,0.20565456
AL603832.1,0.0015743522
RHOC,2.0365646
AL603832.3,8.157245e-06
PPM1J,0.02282405
AL603832.2,0.00011420142
FAM19A3,0.09494434
LINC01356,0.00058732147
AL390729.1,0.00924222
SLC16A1,0.7637683
SLC16A1-AS1,0.44005784
AL357055.3,0.029349035
LRIG2,0.13681576
MAGI3,0.13590278
PHTF1,0.19491318
RSBN1,0.23267612
AL137856.1,0.00029366073
PTPN22,0.0103271315
AP4B1-AS1,0.0045109373
BCL2L15,0.0027326827
AP4B1,0.047716934
DCLRE1B,0.028696593
HIPK1-AS1,0.004290696
HIPK1,0.25075063
OLFML3,1.8041332
SYT6,0.0044783163
AL121999.1,0.0
TRIM33,0.3344335
BCAS2,0.45463228
DENND2C,0.069111004
AMPD1,4.0786224e-05
NRAS,0.21350941
CSDE1,1.967302
SIKE1,0.31567448
SYCP1,8.157245e-05
TSPAN2,0.08515524
LINC01765,0.00038339046
AL512638.2,0.005073787
NGF,0.054756526
VANGL1,0.10202982
CASQ2,0.00349946
NHLH2,0.0002284028
LINC01649,8.157245e-06
SLC22A15,0.018403014
AL365318.1,8.1572456e-05
MAB21L3,0.0011828026
LINC01779,0.00030997524
ATP1A1,1.3595897
LINC01762,0.00029366073
AL136376.1,1.631449e-05
AL390066.1,0.0011991172
CD58,0.14014423
IGSF3,0.054739747
C1orf137,0.0
CD2,0.0056937565
AL157904.1,0.0019985305
PTGFRN,0.70018435
CD101,0.006223973
AL445231.1,0.00060363597
TTF2,0.08796876
TRIM45,0.014332454
VTCN1,0.010000822
LINC01525,0.0
AL358072.1,0.0040133516
MAN1A2,0.55961096
AL157902.1,0.00016314487
TENT5C,0.031820595
GDAP2,0.09441137
WDR3,0.14134279
SPAG17,0.0548947
TBX15,0.011028677
AL139420.1,0.00037523318
AL139420.2,0.00015498763
WARS2,0.11755084
WARS2-IT1,0.005922148
AL359915.2,0.019479798
AL359915.1,0.00017945937
LINC01780,0.00021208831
HAO2,0.00031813246
HSD3B2,0.07476792
HSD3B1,0.009731603
ZNF697,0.08704656
PHGDH,0.59730786
HMGCS2,0.00010604419
REG4,8.157245e-06
ADAM30,0.00019577386
NOTCH2,0.6560753
AC245008.1,0.00021208831
SEC22B,0.75655735
NBPF26,0.03550709
PPIAL4A,1.631449e-05
LINC00623,0.107429
FCGR1B,0.0005628498
AC244453.3,1.631449e-05
AC244453.2,0.0005546925
AC244453.1,2.4471736e-05
FAM72B,0.0024308665
SRGAP2C,0.22076838
SRGAP2-AS1,0.00015498763
AC244021.1,0.0110531645
AC244021.2,0.0001876166
AL592494.1,0.00013051591
AL592494.3,0.002096418
LINC01691,0.0
AC239859.3,0.0
AC239800.2,0.0022106199
AC239800.3,0.069339156
AC239798.2,0.00024471732
AC246680.1,0.0
HIST2H3PS2,0.00064442214
FAM72C,0.0017538122
IGKV1OR1-1,0.00016314487
AC245595.1,0.42266127
PPIAL4E,0.0
AC246785.3,0.0004975918
NBPF15,0.073800705
LINC01632,0.00060363597
FP700111.1,0.0002447173
SRGAP2B,0.183258
FAM72D,0.0021943054
PPIAL4D,0.0
AC245014.3,0.016012881
AC245014.1,0.0005546925
NBPF20,0.019773465
GPR89A,0.048932288
PDZK1,0.0026674261
CD160,0.0062729176
RNF115,0.6129777
POLR3C,0.09031695
NUDT17,0.021078601
PIAS3,0.13628551
ANKRD35,0.054609146
ITGA10,0.05772536
AC243547.1,8.97297e-05
PEX11B,0.10710256
RBM8A,1.2509332
LIX1L-AS1,0.012211528
AC243547.3,2.4471736e-05
LIX1L,0.29366875
ANKRD34A,0.0061913426
AC243547.2,2.4471736e-05
POLR3GL,0.3856221
TXNIP,3.4351
HJV,0.000725995
LINC01719,0.0024063946
NBPF10,0.045987926
AC239799.1,2.4471736e-05
NOTCH2NL,0.09736414
AC239799.2,0.0045354078
AC243756.1,3.262898e-05
AC245407.2,0.0010441289
NBPF12,0.03547446
AC244394.2,0.00033444696
PRKAB2,0.1640576
AC242426.2,0.05112628
FMO5,0.019536901
CHD1L,0.16745906
LINC00624,0.007537316
BCL9,0.086850606
ACP6,0.046167385
AC241644.1,3.262898e-05
GJA5,0.018027712
AC241644.3,8.157245e-06
AC241644.2,1.631449e-05
GJA8,0.0001631449
GPR89B,0.025678724
AC239803.2,0.0011420163
AC239803.3,0.00068520854
NBPF11,0.03829652
AC239809.3,0.018068561
AC239803.1,0.001427521
LINC01731,0.001256218
AC245100.6,5.7100715e-05
AC245100.1,3.262898e-05
AC245100.7,0.0016151384
PPIAL4G,0.0010441288
NBPF14,0.18230337
NUDT4B,0.0032139537
PDE4DIP,0.59153855
AC239802.1,8.157245e-06
AC239802.2,0.0005791642
AC239804.1,0.000505749
NBPF9,0.076312825
AC245297.3,0.3382913
AC245297.2,0.016771533
NBPF19,0.08573336
FCGR1A,0.0019985281
HIST2H2BF,0.033574216
AC243772.2,0.00079941034
HIST2H3D,0.0005302208
HIST2H4A,0.0036136531
HIST2H3C,0.0
HIST2H2AA3,0.00011420142
AC239868.3,0.010743181
HIST2H2AA4,0.0042417534
HIST2H3A,0.0
HIST2H4B,0.0063381763
AC239868.2,0.010131381
HIST2H2BE,0.023313468
HIST2H2AC,0.116866305
HIST2H2AB,0.0028713543
BOLA1,0.13304769
SV2A,0.05338563
SF3B4,0.29998186
MTMR11,0.07404542
OTUD7B,0.17093362
VPS45,0.15873155
PLEKHO1,0.63208944
ANP32E,0.4691626
AC242988.1,0.00023656007
CA14,0.0004894346
APH1A,0.652812
C1orf54,0.1327472
CIART,0.026192622
MRPS21,1.3513585
PRPF3,0.16453882
RPRD2,0.23173814
TARS2,0.09158947
ECM1,1.2518193
FALEC,0.013320919
AL356356.1,0.0005220635
ADAMTSL4,0.059519567
MCL1,2.1090343
ENSA,0.5782159
GOLPH3L,0.17840517
HORMAD1,0.00082388235
CTSS,0.26023886
CTSK,5.798426
ARNT,0.2507586
CTXND2,0.00038339043
SETDB1,0.1033017
CERS2,0.33683944
AL590133.2,0.0003997049
AL590133.1,0.00013867316
ANXA9,0.0042988537
MINDY1,0.071149886
PRUNE1,0.07906134
BNIPL,0.0042743827
C1orf56,0.1981514
CDC42SE1,0.4371623
MLLT11,0.20573722
GABPB2,0.15065724
SEMA6C,0.040498707
TNFAIP8L2,0.00085651124
SCNM1,0.20661685
LYSMD1,0.034299895
TMOD4,6.525796e-05
VPS72,0.21263604
PIP5K1A,0.23133078
PSMD4,0.786142
AL391069.2,0.011273416
ZNF687,0.054788373
PI4KB,0.28973737
AL391069.4,0.0002610318
RFX5,0.0781561
AL391069.1,0.00019577386
AL391069.3,0.013843011
SELENBP1,0.55837727
PSMB4,0.91012174
POGZ,0.47390535
CGN,0.06696761
TUFT1,0.043549538
SNX27,0.30715078
AL391335.1,0.0008320396
AL589765.1,3.262898e-05
CELF3,3.262898e-05
RIIAD1,0.006150556
AL589765.7,0.00035891868
MRPL9,0.32174256
OAZ3,0.008891453
AL589765.4,0.0014030492
AL589765.5,9.788694e-05
TDRKH,0.00345051
TDRKH-AS1,0.0012317463
AL589765.6,8.1572456e-05
LINGO4,0.00029366073
RORC,0.024210634
C2CD4D,0.0016314528
AL450992.2,0.0005220635
THEM5,5.7100715e-05
THEM4,0.21297103
S100A10,14.985304
AL450992.1,0.0007912531
S100A11,13.695787
TCHHL1,8.157245e-06
TCHH,0.005897686
AL589986.1,0.0
RPTN,0.0
FLG-AS1,0.015841579
AL589986.2,0.0006281077
HRNR,0.0032139537
FLG,0.0026511077
FLG2,0.0030344967
CRNN,8.157245e-06
LCE5A,0.00025287454
CRCT1,2.4471736e-05
LCE3E,0.0
LCE3D,4.0786224e-05
LCE3A,0.005367465
LINC00302,0.0
LCE2D,0.0
LCE2C,0.0
KPRP,0.0
LCE1F,0.0
LCE1E,0.0
LCE1D,0.0
LCE1B,0.0
LCE1A,0.0
LCE6A,0.0
SMCP,3.262898e-05
IVL,0.0001468304
LINC01527,0.00021208831
SPRR5,0.0
SPRR4,0.0
SPRR1A,0.0
SPRR3,5.710071e-05
SPRR1B,1.631449e-05
SPRR2D,0.0005628497
SPRR2A,0.0031486992
SPRR2B,0.007602561
SPRR2E,0.0022024605
SPRR2F,0.087304376
SPRR2G,0.00015498763
AL161636.1,8.157245e-06
LELP1,8.157245e-06
PRR9,0.07076317
LOR,0.0006281077
PGLYRP3,0.0
PGLYRP4,0.00020393111
S100A9,0.1242475
S100A12,0.00094624155
S100A8,0.02395785
S100A7A,5.7100715e-05
S100A7,0.004453851
BX470102.1,0.0016722394
S100A6,41.827793
S100A5,0.010351624
S100A4,3.360083
S100A3,0.09231661
S100A2,0.14382522
S100A16,3.0566378
S100A14,0.037424285
S100A13,2.6535277
S100A1,0.086886756
AL162258.2,0.011836285
CHTOP,0.40568647
SNAPIN,0.26275665
ILF2,1.19597
NPR1,0.0495367
INTS3,0.22736645
AL513523.4,1.631449e-05
AL513523.3,4.894347e-05
SLC27A3,0.111042276
GATAD2B,0.20775875
AL358472.5,0.007056031
DENND4B,0.08030925
CRTC2,0.07977098
SLC39A1,0.9396365
AL358472.4,0.013304608
AL358472.3,0.0038338967
CREB3L4,0.05583247
JTB,2.0149183
AL358472.2,0.0060037225
RAB13,3.3809474
RPS27,45.029606
NUP210L,0.0011257016
TPM3,2.2618396
C1orf189,0.00018761662
C1orf43,0.7405068
UBAP2L,0.49111527
HAX1,0.6351225
AQP10,0.000538378
ATP8B2,0.17034638
IL6R-AS1,0.0010522861
IL6R,0.050180692
SHE,0.04808453
AL162591.2,0.0002284028
TDRD10,0.016249454
UBE2Q1,0.35900036
UBE2Q1-AS1,0.00011420142
CHRNB2,0.0006117932
AL592078.1,0.00012235866
ADAR,1.0737902
KCNN3,0.018239805
PMVK,0.4517701
AL451085.1,0.0036381253
PBXIP1,0.33697033
PYGO2,0.068441965
AL451085.2,0.02016502
SHC1,0.8273732
CKS1B,0.3335847
FLAD1,0.14241943
LENEP,0.00011420142
ZBTB7B,0.07947762
DCST2,0.0019088006
DCST1,0.0001468304
DCST1-AS1,0.0038583672
ADAM15,0.26213118
EFNA4,0.18809396
EFNA3,0.019895814
EFNA1,0.075636834
SLC50A1,0.30557767
DPM3,0.5207143
KRTCAP2,1.0937209
AL713999.1,0.0
TRIM46,0.02694298
MUC1,0.22615647
AC234582.1,0.010963435
THBS3,0.24339426
MTX1,0.44911924
AC234582.2,0.00023656005
GBA,0.17022382
FAM189B,0.10795093
SCAMP3,0.20795467
CLK2,0.09306567
HCN3,0.015662119
PKLR,0.00037523318
FDPS,0.6938759
RUSC1-AS1,0.012276784
RUSC1,0.19489662
ASH1L,0.87509173
ASH1L-AS1,0.01846012
AL353807.2,9.788694e-05
MSTO1,0.08871845
YY1AP1,0.17913856
DAP3,0.39378658
AL162734.1,8.157245e-06
GON4L,0.41029423
SYT11,0.093424916
RIT1,0.21359877
KHDC4,0.22881836
RXFP4,4.0786224e-05
ARHGEF2,0.24611832
AL355388.2,0.003939939
AL355388.1,0.00010604419
SSR2,4.0684056
UBQLN4,0.08331087
LAMTOR2,0.85799503
RAB25,0.017603513
MEX3A,0.18107277
LMNA,5.684165
SEMA4A,0.06705758
SLC25A44,0.07203096
PMF1-BGLAP,0.005587693
PMF1,0.483661
BGLAP,0.0049269507
PAQR6,0.0074720583
SMG5,0.10737172
TMEM79,0.021192778
GLMP,0.4335402
VHLL,8.97297e-05
CCT3,1.3887626
TSACC,0.0019495868
RHBG,0.0004241766
AL139130.1,8.157245e-06
C1orf61,0.0021453616
AL139412.1,0.0022595634
MEF2D,0.21987906
AL365181.1,0.00060363597
IQGAP3,0.015254203
TTC24,4.0786224e-05
NAXE,0.60530096
GPATCH4,0.28165555
AL365181.4,0.00019577387
HAPLN2,0.00086466863
AL365181.2,0.00030181799
BCAN,0.0022677204
AL365181.3,0.00035076146
AL590666.2,4.894347e-05
NES,0.24391921
AL590666.3,0.00044864832
CRABP2,1.0943162
AL590666.1,0.00013867316
ISG20L2,0.20016544
RRNAD1,0.083979756
MRPL24,0.24584946
HDGF,0.89414537
PRCC,0.2598773
SH2D2A,0.0055550677
NTRK1,0.004771969
INSRR,0.0036462815
PEAR1,0.01986317
LRRC71,0.0005302208
ARHGEF11,0.0852194
ETV3L,8.1572456e-05
ETV3,0.12890458
AL138900.3,0.0009136123
AL138900.2,1.631449e-05
FCRL5,0.00022024557
FCRL4,0.00037523318
FCRL3,0.00017130213
AL356276.1,0.0
FCRL2,0.00031813246
FCRL1,7.341521e-05
CD5L,1.631449e-05
KIRREL1,0.3249073
LINC01704,0.0004160194
CD1D,0.009951913
AL138899.1,0.00027734626
CD1A,4.0786224e-05
CD1C,0.00015498763
CD1B,2.4471736e-05
CD1E,0.00025287457
OR10T2,0.0
OR10K2,0.0
OR10K1,0.00091361237
AL365440.2,0.00013051591
OR6Y1,3.262898e-05
OR6P1,8.157245e-06
OR10Z1,0.00010604419
SPTA1,0.0015172509
OR6K2,0.0
OR6K3,8.157245e-06
OR6N1,8.97297e-05
OR6K6,0.0
OR6N2,8.157245e-06
MNDA,0.0044538523
PYHIN1,0.0025858544
IFI16,3.5189488
AIM2,0.02917004
CADM3,0.6767086
CADM3-AS1,0.008067557
ACKR1,0.089145266
FCER1A,0.00017945937
OR10J3,0.0
AL513323.1,0.00013051591
OR10J1,4.894347e-05
AL663023.1,8.157245e-06
OR10J5,0.0
APCS,1.631449e-05
CRP,8.97297e-05
DUSP23,0.64896894
FCRL6,0.001313319
SLAMF8,0.016461533
AL590560.1,0.0050329925
SNHG28,0.0
VSIG8,0.007268125
AL590560.2,0.02070341
CFAP45,0.0064197523
TAGLN2,2.945989
IGSF9,0.041200697
SLAMF9,0.00039154766
LINC01133,0.3698049
KCNJ10,0.00070968043
PIGM,0.11410081
AL121987.1,0.0009788706
KCNJ9,0.0004241766
IGSF8,0.16010211
ATP1A2,0.0060934587
ATP1A4,0.0001631449
CASQ1,0.00041601935
AL121987.2,0.0012154317
PEA15,0.57243466
DCAF8,0.18559813
AL139011.2,0.00068520854
AL139011.1,0.0022024626
PEX19,0.13853694
COPA,1.2413065
NCSTN,0.30895376
NHLH1,0.0025124392
VANGL2,0.07599465
SLAMF6,0.00031813252
AL138930.1,0.0
CD84,0.0035402433
SLAMF1,0.0018190694
AL121985.1,0.0008075678
CD48,0.005342988
SLAMF7,0.0018027555
LY9,0.000505749
CD244,0.0033281539
ITLN1,0.4823194
AL354714.3,0.00010604419
AL354714.1,6.525796e-05
ITLN2,0.015270487
F11R,0.08216974
AL591806.3,7.341521e-05
TSTD1,0.5053101
USF1,0.07957543
ARHGAP30,0.002928454
NECTIN4,0.0053266683
AL591806.1,0.00038339046
KLHDC9,0.014226397
PFDN2,1.1054459
NIT1,0.17138241
DEDD,0.10218442
UFC1,1.3496217
AL590714.1,0.00084835413
USP21,0.034365144
PPOX,0.07026903
B4GALT3,0.16519934
ADAMTS4,0.21318956
NDUFS2,0.8502053
FCER1G,0.030108277
APOA2,7.341521e-05
TOMM40L,0.032481067
NR1I3,0.0017538122
PCP4L1,0.0007749387
MPZ,0.0077820346
SDHC,0.7030783
CFAP126,0.0026918945
AL592295.4,0.006705261
AL592295.3,6.525796e-05
AL831711.1,8.1572456e-05
FCGR2A,0.045238048
HSPA6,0.08011136
FCGR3A,0.009625564
AL590385.1,0.0
FCGR3B,0.000538378
FCGR2B,0.004861704
AL451067.1,8.157245e-06
FCRLA,0.0005057491
FCRLB,0.020858373
DUSP12,0.17449781
AL359541.1,0.00442121
ATF6,0.33564904
OLFML2B,1.3289284
AL590408.1,8.1572456e-05
NOS1AP,0.033321224
AL512785.1,0.00016314487
C1orf226,0.01513188
SPATA46,4.894347e-05
SH2D1B,0.0004812773
UHMK1,0.29863644
AL596325.1,0.001166488
UAP1,0.6349707
DDR2,1.3368467
HSD17B7,0.16124713
CCDC190,0.0004975918
RGS4,0.37636873
RGS5,0.9918536
AL499616.1,0.00030181799
RGS5-1,0.011093957
AL592435.1,1.631449e-05
NUF2,0.041348442
PBX1,0.9956905
AL357568.1,0.0026674261
LMX1A,0.00029366073
AL390730.1,8.157245e-06
