,Dendritic.cell
PTPRD-AS2,0.0
AL162413.1,0.0
AL451129.1,0.0
AL589678.1,0.0
TYRP1,0.0
LURAP1L-AS1,0.0
LURAP1L,0.00026452506
MPDZ,0.0005290501
LINC01235,0.0
AL583785.1,0.0
LINC00583,0.0
AL360089.1,0.0
NFIB,0.00079357525
AL136366.1,0.0
AL159169.3,0.005555027
AL159169.2,0.026717052
ZDHHC21,0.5287802
CER1,0.0
FREM1,0.00026452506
AL512643.1,0.0
TTC39B,0.008464803
SNAPC3,0.2325165
PSIP1,0.60443383
CCDC171,0.020103913
C9orf92,0.0
BNC2,0.0013226253
AL449983.1,0.0
AL450003.1,0.0
BNC2-AS1,0.0
AL162725.2,0.0
CNTLN,0.16797356
SH3GL2,0.0005290501
ADAMTSL1,0.00026452506
SAXO1,0.0018516753
RRAGA,0.31478262
HAUS6,0.23992302
PLIN2,0.16876714
DENND4C,0.19045787
AL161909.2,0.0
AL391834.1,0.0023807255
AL391834.2,0.011903628
RPS6,32.308075
ACER2,0.0
SLC24A2,0.0
AL591222.1,0.0
MLLT3,0.064544015
FOCAD,0.056872815
FOCAD-AS1,0.0
HACD4,0.11215864
IFNB1,0.0
IFNW1,0.0
IFNA21,0.0
IFNA4,0.0
IFNA10,0.0
IFNA17,0.0
IFNA14,0.0
IFNA5,0.0
KLHL9,0.1801415
IFNA6,0.0
IFNA13,0.0
IFNA2,0.0
AL353732.1,0.0
IFNA8,0.0
IFNA1,0.0
IFNE,0.0010581003
MTAP,0.2782784
AL359922.1,0.0
AL359922.2,0.004232402
CDKN2A-DT,0.0
CDKN2A,0.006348602
CDKN2B-AS1,0.00079357525
CDKN2B,0.0015871504
AL157937.1,0.0
DMRTA1,0.00079357525
LINC01239,0.0
AL391117.1,0.00026452506
AC017067.1,0.0
AL445623.2,0.0
AL445623.1,0.0
ELAVL2,0.0
AL365204.1,0.0
AL365204.2,0.0
IZUMO3,0.0
TUSC1,0.10633911
LINC01241,0.0
AL353753.1,0.0
AL451137.1,0.0
AL356133.2,0.0
CAAP1,0.2706074
PLAA,0.14972153
IFT74,0.15765724
IFT74-AS1,0.00079357525
LRRC19,0.0018516753
AL355432.1,0.00026452506
TEK,0.0
EQTN,0.00026452506
MOB3B,0.028304208
AL163192.1,0.0
IFNK,0.0
C9orf72,0.20103882
AL360014.1,0.00026452506
LINGO2,0.0
LINC01242,0.0
LINC01243,0.0
ACO1,0.07962183
DDX58,0.084912464
TOPORS,0.62004024
SMIM27,0.1893996
NDUFB6,0.69966
TAF1L,0.0
AL589642.1,0.0
AL589642.2,0.0
TMEM215,0.0
AL157884.2,0.0
APTX,0.25764596
DNAJA1,4.418133
SMU1,0.78219074
B4GALT1,2.135017
B4GALT1-AS1,0.007142176
SPINK4,0.0005290501
BAG1,2.0318387
CHMP5,2.0527375
NFX1,0.8924948
AQP7,0.0010581003
AL356218.1,0.0
AQP3,0.10739716
NOL6,0.062163275
ANKRD18B,0.0021162003
CYP4F26P,0.0
TRBV20OR9-2,0.0
TRBV21OR9-2,0.0
TRBV24OR9-2,0.0
AL356489.3,0.0005290501
TRBV26OR9-2,0.00026452506
AL356489.2,0.0
AL356489.1,0.0
LINC01251,0.0013226253
PRSS3,0.0026452506
UBE2R2-AS1,0.0021162003
TRBV29OR9-2,0.0
UBE2R2,0.68378955
UBAP2,0.21161942
AL354989.1,0.0005290501
DCAF12,0.2885948
UBAP1,0.17643832
KIF24,0.0023807255
NUDT2,0.2113552
MYORG,0.0018516753
C9orf24,0.0026452506
FAM219A,0.043646656
DNAI1,0.0
ENHO,0.016929608
AL160270.1,0.0
CNTFR,0.0
CNTFR-AS1,0.0
RPP25L,0.21532272
DCTN3,0.8282168
ARID3C,0.0
SIGMAR1,0.10660361
GALT,0.19574825
IL11RA,0.03888523
CCL27,0.0
AL162231.1,0.029362304
AL162231.2,0.0029097756
CCL19,0.37800634
CCL21,0.0
FAM205A,0.0
FAM205C,0.0
PHF24,0.0
DNAJB5-DT,0.00026452506
DNAJB5,0.005819551
C9orf131,0.0013226253
VCP,1.2257915
FANCG,0.0251299
PIGO,0.089409344
AL353795.2,0.00026452506
STOML2,0.722673
FAM214B,0.088351235
UNC13B,0.0018516753
RUSC2,0.005025977
FAM166B,0.0005290501
TESK1,0.13437901
CD72,0.20156762
AL357874.2,0.0
AL357874.1,0.003174301
SIT1,0.69807565
RMRP,0.041001417
CCDC107,0.8583724
ARHGEF39,0.01005195
CA9,0.0013226253
TPM2,5.3492503
TLN1,2.0799913
CREB3,0.21400015
GBA2,0.15580568
RGP1,0.17114797
MSMP,0.010845526
AL133410.2,0.0
AL133410.1,0.0156069845
NPR2,0.016136037
SPAG8,0.011639101
HINT2,0.77875125
TMEM8B,0.64596325
FAM221B,0.10792623
OR13J1,0.0
HRCT1,0.0013226253
SPAAR,0.00026452506
RECK,0.06798281
GLIPR2,0.22802015
CCIN,0.0
CLTA,1.9469277
GNE,0.06692472
RNF38,0.185432
MELK,0.010316475
PAX5,0.0052905018
AL450267.1,0.0
AL161781.2,0.00079357525
LINC01400,0.0
AL512604.3,0.0
EBLN3P,0.61342645
AL512604.2,0.0
ZCCHC7,0.36795124
LINC01627,0.0
GRHPR,0.55708313
ZBTB5,0.04629188
POLR1E,0.11824285
AL513165.1,0.0
FBXO10,0.0097874245
AL513165.2,0.0
TOMM5,0.37403527
AL138752.2,0.00026452506
FRMPD1,0.0029097756
TRMT10B,0.1655929
EXOSC3,0.2674332
DCAF10,0.22696158
SLC25A51,0.05369853
SHB,0.0037033514
AL135785.1,0.0
ALDH1B1,0.010581001
IGFBPL1,0.0
FAM95C,0.0
ANKRD18A,0.0005290501
FAM201A,0.00026452506
AL591543.1,0.00026452506
FAM240B,0.0
CNTNAP3,0.00026452506
SPATA31A1,0.0
FAM74A1,0.0
BX005214.2,0.0
GLIDR,0.0068776514
ANKRD20A2,0.00079357525
FAM95B1,0.08067998
BMS1P14,0.0034388262
FP325318.1,0.0
IGKV1OR9-2,0.0
AL353626.1,0.0
BX255923.1,0.00026452506
BX255923.2,0.0015871505
FOXD4L6,0.00026452506
CBWD6,0.027775157
AL845472.1,0.0055550267
AL354718.2,0.0
AL591926.2,0.0
CNTNAP3B,0.0
SPATA31A6,0.0
FAM74A7,0.0
AL445584.2,0.0
BX088651.4,0.0026452506
BX088651.2,0.0
BX664718.1,0.0
AL591441.2,0.0
AL591441.1,0.0010581003
AL590491.2,0.0
SPATA31A7,0.0
BX005040.3,0.0
BX005040.1,0.0
BX088645.1,0.0
AL935212.2,0.0
AL935212.1,0.00079357525
FAM27C,0.0015871504
AL391987.4,0.0
AL391987.2,0.00026452506
AL391987.3,0.0
CR769775.2,0.0
AL590399.3,0.00026452506
AL590399.1,0.003174301
AL590399.5,0.0
LINC01189,0.0
BX005266.2,0.0015871504
LINC01410,0.11453945
AL512625.2,0.004761452
AL512625.3,0.010845526
AL512625.1,0.01243268
CR786580.1,0.0034388262
ANKRD20A4,0.015077934
IGKV1OR-2,0.0
FOXD4L5,0.00079357525
CBWD5,0.22643273
FOXD4L4,0.00026452506
IGKV1OR-3,0.0
AL136317.2,0.01349078
ANKRD20A3,0.017723186
AL513478.2,0.00026452506
ZNF658,0.023013698
AL353770.4,0.0
AL353770.3,0.0
BX664730.1,0.0
ANKRD20A1,0.0005290501
AL353608.2,0.00026452506
CBWD3,0.1333209
FOXD4L3,0.0018516754
AL353608.3,0.00026452506
AL353608.1,0.0
PGM5,0.00079357525
PGM5-AS1,0.0
AL161457.2,0.048143543
TMEM252,0.0
AL353616.2,0.0
LINC01506,0.0
PIP5K1B,0.04126594
FAM122A,0.22749075
AL354794.1,0.0
PRKACG,0.0013226253
FXN,0.11744924
AL358113.1,0.0037033514
TJP2,0.0037033514
BANCR,0.0
FAM189A2,0.0
APBA1,0.0084648
AL353693.1,0.0
AL162412.1,0.0
PTAR1,0.28965303
C9orf135-DT,0.0
C9orf135,0.00079357525
MAMDC2-AS1,0.0055550267
MAMDC2,0.00079357525
SMC5-AS1,0.017458664
SMC5,0.49121788
KLF9,0.23304576
TRPM3,0.0026452506
CEMIP2,0.053698555
ABHD17B,0.20183216
C9orf85,0.27298826
C9orf57,0.0
GDA,0.00026452506
AL135924.2,0.0
LINC01504,0.007406701
ZFAND5,0.7049519
TMC1,0.00026452506
LINC01474,0.00026452506
ALDH1A1,0.0066131265
ANXA1,0.6097278
RORB-AS1,0.0
RORB,0.0029097756
TRPM6,0.00079357525
C9orf40,0.05237592
C9orf41-AS1,0.0015871504
CARNMT1,0.093112715
NMRK1,0.3653064
OSTF1,1.1839986
AL353780.1,0.0
PCSK5,0.005025977
RFK,0.20818071
GCNT1,0.15025057
PRUNE2,0.0052905018
PCA3,0.00026452506
FOXB2,0.0
VPS13A-AS1,0.0
VPS13A,0.37800288
GNA14,0.00079357525
GNA14-AS1,0.0
GNAQ,0.8422368
CEP78,0.26029143
PSAT1,0.0021162003
AL512634.1,0.0
AL358975.1,0.0
TLE4,0.23225208
AL161912.2,0.0
AL161782.1,0.0
LINC01507,0.0
AL138749.1,0.0
TLE1,0.07724113
AL591368.1,0.0
SPATA31D4,0.0
AL158154.2,0.0005290501
SPATA31D1,0.0
AL162726.1,0.0
AL162726.4,0.00026452506
RASEF,0.01296173
AL137847.1,0.0
FRMD3,0.0029097756
AL137847.2,0.0
IDNK,0.10157757
UBQLN1,0.3655703
AL354920.1,0.007935751
GKAP1,0.06586663
AL354733.1,0.0
AL354733.2,0.0005290501
KIF27,0.059782572
C9orf64,0.085705966
HNRNPK,3.6581528
AL354733.3,0.11162965
RMI1,0.10713263
AL390838.1,0.0005290501
SLC28A3,0.00026452506
AL356134.1,0.0
NTRK2,0.0
AGTPBP1,0.15607016
AL157882.1,0.0
AL353743.2,0.00079357525
NAA35,0.15183772
GOLM1,0.0023807255
C9orf153,0.0015871504
ISCA1,0.33594453
TUT7,0.3957261
AL158828.1,0.0
AL353613.1,0.0
GAS1,0.021955596
GAS1RR,0.00026452506
AL513318.2,0.0
C9orf170,0.0
DAPK1,0.25658783
CTSL,0.09152556
AL772337.2,0.0
AL772337.1,0.0
SPATA31E1,0.0
AL353572.3,0.0
CDK20,0.0018516753
SPIN1,0.15977353
NXNL2,0.00026452506
AL592486.1,0.0
AL772202.1,0.0
C9orf47,0.0005290501
S1PR3,0.0021162003
SHC3,0.00026452506
CKS2,1.2205051
SECISBP2,0.71420896
SEMA4D,0.58194864
GADD45G,0.08914486
AL606807.1,0.0021162003
BX470209.1,0.0029097756
BX470209.2,0.0
AL161629.1,0.0
MIR4290HG,0.0
LINC01508,0.00026452506
LINC01501,0.0
DIRAS2,0.0
SYK,1.8165102
AL355607.1,0.0
AL355607.2,0.0
AL158071.3,0.0026452506
AL158071.1,0.0
AL158071.4,0.0018516753
LINC00484,0.003174301
AL158071.5,0.0015871504
AUH,0.06613112
NFIL3,0.089409366
AL353764.1,0.0
ROR2,0.0026452506
SPTLC1,0.3221887
AL136097.2,0.0
IARS,0.36160222
NOL8,0.56105167
CENPP,0.033859238
OGN,0.00079357525
OMD,0.0005290501
ASPN,0.00079357525
ECM2,0.0021162003
IPPK,0.03042041
BICD2,0.46899816
ZNF484,0.04126594
FGD3,0.17273502
SUSD3,0.08253167
AL451065.1,0.00026452506
CARD19,0.20421292
NINJ1,0.14628254
AL390760.1,0.0
WNK2,0.0
C9orf129,0.0
AL583839.2,0.0
AL583839.1,0.0026452506
FAM120AOS,0.26320103
FAM120A,0.7419839
PHF2,0.1325273
AL442224.1,0.0
BARX1,0.0
BARX1-DT,0.0
PTPDC1,0.02036844
AL158152.2,0.0026452506
AL158152.1,0.035446394
MIRLET7DHG,0.00079357525
ZNF169,0.057666387
NUTM2F,0.0
AL691447.2,0.016400563
MFSD14B,0.41820982
PCAT7,0.0013226253
FBP2,0.0
FBP1,0.4528633
C9orf3,0.07168612
AL353768.1,0.00026452506
FANCC,0.027246103
AL354893.2,0.00026452506
AL161729.3,0.0
PTCH1,0.0013226253
AL161729.2,0.0
AL161729.1,0.0
AL161729.4,0.0
AL392185.1,0.0
AL354861.2,0.0
LINC00476,0.09046745
AL354861.3,0.0
ERCC6L2,0.36345437
LINC00092,0.0010581003
AL449403.1,0.0
AL449403.2,0.0
HSD17B3,0.0
AL160269.1,0.00026452506
HSD17B3-AS1,0.0
SLC35D2,0.044440217
ZNF367,0.008464801
HABP4,0.013490781
CDC14B,0.0021162003
AAED1,0.1555411
AL589843.1,0.00026452506
ZNF510,0.06004709
ZNF782,0.03306566
MFSD14C,0.6266523
NUTM2G,0.00079357525
CTSV,0.041265942
AL590705.3,0.0
AL590705.1,0.0018516753
AL590705.2,0.0
CCDC180,0.005819551
TDRD7,0.09443536
TMOD1,0.0042324015
AL162385.1,0.0
TSTD2,0.15659918
NCBP1,0.18278673
AL162385.2,0.0005290501
XPA,0.5830061
AL445531.1,0.0
PTCSC2,0.0
FOXE1,0.0
TRMO,0.15210226
HEMGN,0.0021162003
ANP32B,2.0577652
AL354726.1,0.0005290501
NANS,0.7681713
TRIM14,0.9795236
CORO2A,0.01296173
TBC1D2,0.017458662
GABBR2,0.0
ANKS6,0.014284357
GALNT12,0.016136037
AL136084.2,0.0
COL15A1,0.0013226253
AL136084.3,0.0
TGFBR1,0.25526533
ALG2,0.7811324
SEC61B,11.870873
AL137067.1,0.0
AL162394.1,0.0
AL359710.1,0.00079357525
NR4A3,1.1631091
STX17-AS1,0.0010581003
STX17,0.256588
AL358937.1,0.0
ERP44,0.86763
INVS,0.05237592
TEX10,0.09919686
MSANTD3,0.04126594
MSANTD3-TMEFF1,0.0
TMEFF1,0.0
CAVIN4,0.0005290501
PLPPR1,0.0
BAAT,0.00026452506
MRPL50,0.28753677
ZNF189,0.07777017
ALDOB,0.0010581003
TMEM246-AS1,0.00026452506
TMEM246,0.0
RNF20,0.3121376
GRIN3A,0.0
PPP3R2,0.0
LINC00587,0.0
CYLC2,0.0
LINC01492,0.0
AL390962.1,0.0
AL590381.1,0.0
SMC2-AS1,0.00079357525
SMC2,0.3137248
OR13F1,0.0
AL450426.1,0.0
OR13C4,0.00026452506
OR13C3,0.0
OR13C8,0.0
OR13C5,0.0
OR13C2,0.0
OR13C9,0.0
OR13D1,0.0
NIPSNAP3A,0.36133802
NIPSNAP3B,0.052111387
ABCA1,0.088615805
AL359182.1,0.00026452506
AL359182.2,0.0
SLC44A1,0.24680097
FSD1L,0.0431176
AL158070.1,0.0013226253
FKTN,0.072479725
TAL2,0.0060840766
TMEM38B,0.3266862
LINC01505,0.0010581003
AL732323.1,0.00026452506
AL451140.1,0.0
AL512649.2,0.0
ZNF462,0.011639102
AL807761.4,0.00026452506
AL807761.3,0.0
RAD23B,0.39519665
LINC01509,0.0
KLF4,0.9065231
AL353742.1,0.0
AL358779.1,0.0
ACTL7B,0.0
ACTL7A,0.00026452506
ELP1,0.08782219
FAM206A,0.05978257
CTNNAL1,0.005819551
TMEM245,0.2811883
FRRS1L,0.0021162003
EPB41L4B,0.0
PTPN3,0.0
PALM2,0.00026452506
AL158829.1,0.0
PALM2-AKAP2,0.0
AKAP2,0.031213988
C9orf152,0.0
TXN,14.109849
TXNDC8,0.0005290501
SVEP1,0.0
AL592463.1,0.0005290501
MUSK,0.0
LPAR1,0.014019832
AL162414.1,0.00079357525
OR2K2,0.0
ECPAS,0.25579453
ZNF483,0.003174301
PTGR1,0.09787418
AL135787.1,0.0
DNAJC25,0.12326879
DNAJC25-GNG10,0.005819551
GNG10,0.024865376
C9orf84,0.0018516753
UGCG,9.667892
SUSD1,1.5815939
PTBP3,2.1358147
HSDL2,0.4827534
C9orf147,0.0055550267
KIAA1958,0.107926264
INIP,0.22272943
AL390067.1,0.0013226253
SNX30,0.07750567
SLC46A2,0.0018516753
AL139041.1,0.004761452
ZNF883,0.0015871504
ZFP37,0.0015871504
FAM225B,0.00026452506
FAM225A,0.00079357525
SLC31A2,0.09999044
FKBP15,0.4539208
SLC31A1,0.09126107
CDC26,0.4835466
PRPF4,0.3158405
RNF183,0.0
WDR31,0.005025977
BSPRY,0.2864791
HDHD3,0.14945693
ALAD,0.10713272
POLE3,0.64490473
C9orf43,0.008200276
RGS3,0.013755307
AL162727.2,0.0005290501
AL162727.1,0.0
AL157702.2,0.0
ZNF618,0.1401986
AMBP,0.0
KIF12,0.0
COL27A1,0.0010581003
ORM1,0.0
ORM2,0.00026452506
AKNA,1.3207592
AL138895.1,0.010316475
WHRN,0.011639102
ATP6V1G1,3.432781
TMEM268,0.450217
TEX53,0.0
TEX48,0.00026452506
TNFSF15,0.088615865
TNFSF8,0.071950674
TNC,0.0005290501
AL162425.1,0.0
DEC1,0.0
AL355601.1,0.0
AL691420.1,0.0
LINC00474,0.0
AL691426.1,0.0
PAPPA,0.0
PAPPA-AS2,0.0
AL137024.1,0.0
PAPPA-AS1,0.00026452506
ASTN2,0.0034388262
ASTN2-AS1,0.0
AL133284.1,0.0
TRIM32,0.040736895
AL161630.1,0.0
AL160272.2,0.0
TLR4,0.01296173
AL160272.1,0.0005290501
AL354754.1,0.0
BRINP1,0.0
AC006288.1,0.0
LINC01613,0.0
AL441989.1,0.0
CDK5RAP2,0.21638079
MEGF9,0.06507307
FBXW2,0.33806035
B3GNT10,0.0097874245
PSMD5,0.16876729
PHF19,0.11982994
TRAF1,0.2774857
C5,0.017194139
CNTRL,1.1347976
RAB14,0.9173608
GSN,1.8395264
AL513122.2,0.0
GSN-AS1,0.023278221
STOM,0.17061864
AL359644.1,0.023278221
DAB2IP,0.0013226253
AL357936.1,0.0
TTLL11,0.011110052
TTLL11-IT1,0.00026452506
NDUFA8,0.56396073
MORN5,0.0
LHX6,0.0
RBM18,0.22405188
MRRF,0.14284381
PTGS1,0.02222012
AL359636.3,0.0
AL359636.1,0.0010581003
AL359636.2,0.0
OR1J1,0.0
OR1J2,0.0
OR1J4,0.0
OR1N1,0.0
OR1N2,0.0
OR1L8,0.00026452506
AL162254.1,0.0
OR1Q1,0.00026452506
OR1B1,0.0
OR1L1,0.0
OR1L3,0.0
OR1L4,0.0
OR1L6,0.0
OR5C1,0.0
PDCL,0.24521361
OR1K1,0.0
RC3H2,0.46846887
ZBTB6,0.10104858
ZBTB26,0.038620703
RABGAP1,0.32562798
GPR21,0.00026452506
STRBP,1.0853311
CRB2,0.0055550267
DENND1A,0.05872448
AL445489.1,0.0
AL390774.2,0.0
LHX2,0.00079357525
AC006450.3,0.0
AC006450.2,0.0
NEK6,0.16453485
AL162724.2,0.0
PSMB7,0.9088949
ADGRD2,0.0
NR5A1,0.0060840766
AL354979.1,0.0005290501
NR6A1,0.011110052
MIR181A2HG,0.01825224
AL354928.1,0.0
OLFML2A,0.0034388262
WDR38,0.0
RPL35,18.862549
ARPC5L,1.067608
GOLGA1,0.18278684
SCAI,0.16850263
PPP6C,0.33091825
RABEPK,0.084647834
HSPA5,2.9407783
AL354710.2,0.00026452506
GAPVD1,0.32906643
MAPKAP1,0.4809015
AL162584.1,0.0
PBX3,0.68273234
AL589923.1,0.0
AL162391.1,0.0
MVB12B,0.032272086
AL356309.2,0.0
AL356309.1,0.0
AL161908.1,0.0
LMX1B,0.0
ZBTB43,0.20474195
ZBTB34,0.044704743
RALGPS1,0.10581006
ANGPTL2,0.0010581003
AL450263.1,0.0
GARNL3,0.014548883
SLC2A8,0.2380713
ZNF79,0.017987713
RPL12,22.231245
LRSAM1,0.112158686
FAM129B,0.009522899
STXBP1,0.021426545
AL162426.1,0.0021162003
PTRH1,0.10051949
CFAP157,0.0013226253
TTC16,0.0021162005
TOR2A,0.13358538
SH2D3C,0.65363413
CDK9,0.46079803
FPGS,0.24124566
ENG,0.12247515
AL162586.1,0.008729327
AK1,0.016929612
AL157935.2,0.0010581003
ST6GALNAC6,0.10157759
ST6GALNAC4,1.3461576
PIP5KL1,0.010581001
AL157935.1,0.007406702
DPM2,0.24574251
FAM102A,0.060311627
AL360268.2,0.0
NAIF1,0.037827123
SLC25A25,0.056343775
AL360268.1,0.0005290501
SLC25A25-AS1,0.042853083
PTGES2,0.46503058
AL590708.1,0.0021162003
LCN2,0.0029097756
C9orf16,1.1152225
CIZ1,0.21638085
DNM1,0.007935751
GOLGA2,0.48724997
SWI5,0.19945152
TRUB2,0.14363746
AL359091.4,0.0031743008
COQ4,0.4364621
SLC27A4,0.061105207
URM1,0.2494459
AL359091.1,0.0
CERCAM,0.013226256
ODF2,0.12459143
ODF2-AS1,0.00026452506
GLE1,0.13411447
AL356481.1,0.004232402
SPTAN1,0.41318426
AL356481.3,0.0
WDR34,0.053169474
HMGA1P4,0.022484647
SET,3.5642452
PKN3,0.021162018
ZDHHC12,0.6827307
AL441992.1,0.070363514
ZER1,0.15104423
TBC1D13,0.2822465
ENDOG,0.54174215
SPOUT1,0.17247048
KYAT1,0.038620695
LRRC8A,0.078034684
PHYHD1,0.08993841
AL672142.1,0.0
DOLK,0.044704743
NUP188,0.15659931
AL592211.1,0.005819551
SH3GLB2,0.363983
MIGA2,0.10951343
DOLPP1,0.050259743
CRAT,0.049730685
AL158151.2,0.0
PTPA,0.24389099
AL158151.4,0.0013226253
IER5L,0.068511866
AL158151.3,0.0005290501
AL158151.1,0.0013226253
AL161785.2,0.0
AL161785.3,0.0
AL161785.1,0.0013226253
C9orf106,0.0018516753
AL353803.5,0.0
LINC01503,0.005025977
AL353803.2,0.0005290501
AL353803.1,0.00026452506
AL353803.4,0.0
AL391056.1,0.0066131265
NTMT1,0.37958997
C9orf50,0.0
ASB6,0.070628025
AL590369.1,0.0
PRRX2,0.0013226253
PRRX2-AS1,0.0
PTGES,0.00026452506
TOR1B,0.14205013
TOR1A,0.35260874
C9orf78,0.8065263
USP20,0.0476145
FNBP1,1.7040746
AL158207.2,0.0021162003
AL136141.1,0.0023807255
GPR107,0.115333
AL360004.1,0.00026452506
NCS1,0.0018516753
HMCN2,0.0026452506
ASS1,0.0026452506
FUBP3,0.22854865
PRDM12,0.0
EXOSC2,0.10422288
ABL1,0.11374586
QRFP,0.0
FIBCD1,0.0
AL161733.1,0.0
LAMC3,0.0
AIF1L,0.00026452506
NUP214,0.31927934
AL157938.2,0.0021162003
AL157938.3,0.08835123
FAM78A,0.09152558
PLPP7,0.004232402
PRRC2B,0.5306311
AL358781.1,0.0068776514
POMT1,0.056872804
AL358781.2,0.0013226253
UCK1,0.09893235
PRRT1B,0.0
RAPGEF1,0.63405925
AL160271.1,0.0
MED27,0.19389665
NTNG2,0.041001417
SETX,1.5316006
TTF1,0.39281622
CFAP77,0.0
BARHL1,0.0
DDX31,0.053963076
GTF3C4,0.09708065
AK8,0.0010581003
SPACA9,0.011110052
TSC1,0.116920225
GFI1B,0.0013226253
GTF3C5,0.16797376
CEL,0.0013226253
RALGDS,0.2015677
GBGT1,0.102371186
OBP2B,0.0
ABO,0.00079357525
SURF6,0.28991774
MED22,0.099461384
RPL7A,30.809797
SURF1,0.72267324
SURF2,0.13940501
SURF4,0.5274573
STKLD1,0.0023807255
REXO4,0.33620906
ADAMTS13,0.0029097756
CACFD1,0.00899385
SLC2A6,0.5806263
MYMK,0.0
ADAMTSL2,0.0
FAM163B,0.0
AC002101.1,0.0
DBH,0.0
DBH-AS1,0.00026452506
SARDH,0.0055550267
VAV2,0.0841188
BRD3OS,0.032536615
BRD3,0.47428846
AL445931.1,0.0
BX649632.1,0.0010581003
WDR5,0.07486039
BX649601.1,0.00026452506
LINC02247,0.0
RXRA,0.08597048
AL669970.1,0.0
AL669970.3,0.0
AL669970.2,0.0
COL5A1,0.0010581003
COL5A1-AS1,0.0
FCN2,0.0
FCN1,0.08385446
AL353611.1,0.0
OLFM1,0.0021162005
AL390778.1,0.0
AL390778.2,0.0
PPP1R26-AS1,0.0
PPP1R26,0.0026452506
C9orf116,0.0005290501
MRPS2,0.15712836
AL161452.1,0.0
LCN1,0.0
OBP2A,0.0
PAEP,0.0
LINC01502,0.00079357525
AL354761.1,0.0
GLT6D1,0.0
LCN9,0.0
SOHLH1,0.0
KCNT1,0.0
CAMSAP1,0.06269233
AL355574.1,0.0
UBAC1,0.10766164
NACC2,0.0156069845
AL138781.1,0.0
TMEM250,0.14363746
AL138781.2,0.0005290501
LHX3,0.0
QSOX2,0.051846877
CCDC187,0.0
CR392000.2,0.00026452506
AC174065.1,0.0005290501
GPSM1,0.0029097756
DNLZ,0.020632967
CARD9,0.02089749
SNAPC4,0.06904088
ENTR1,0.18913521
PMPCA,0.19310313
INPP5E,0.039149746
SEC16A,0.49783084
C9orf163,0.0060840766
NOTCH1,0.19945164
AL592301.1,0.0
NALT1,0.0026452506
AL590226.2,0.0005290501
AL590226.1,0.0
EGFL7,0.024865376
AGPAT2,0.5491481
FAM69B,0.07009902
SNHG7,1.3604422
LCN10,0.0
AL355987.1,0.0
LCN6,0.0
LCN8,0.0021162005
LCN15,0.00079357525
TMEM141,0.97423285
AL355987.3,0.0005290501
CCDC183,0.28039488
CCDC183-AS1,0.0066131265
RABL6,0.6054911
AJM1,0.085970506
PHPT1,1.4882115
MAMDC4,0.024865376
EDF1,3.6682055
TRAF2,0.16188973
FBXW5,1.1813524
C8G,0.007142176
LCN12,0.086234994
PRR31,0.00079357525
PTGDS,21.783426
AL807752.7,0.0
LCNL1,0.60443586
PAXX,3.2335954
CLIC3,9.176428
ABCA2,0.2317231
C9orf139,0.3015565
FUT7,1.5146714
AL807752.6,0.0
NPDC1,0.19098668
ENTPD2,0.0013226253
AL807752.4,0.0
AL807752.2,0.0
SAPCD2,0.0055550267
AL807752.3,0.0
UAP1L1,0.029626835
MAN1B1-DT,0.07962187
MAN1B1,0.24759433
DPP7,1.7826443
GRIN1,0.06877638
LRRC26,0.86154854
AL929554.1,0.0005290501
TMEM210,0.120623484
ANAPC2,0.08967385
SSNA1,1.0043875
TPRN,0.053963054
TMEM203,0.29309174
NDOR1,0.026188005
BX255925.3,0.04602736
RNF208,0.012432679
CYSRT1,0.0010581003
RNF224,0.00026452506
SLC34A3,0.00026452506
TUBB4B,0.6710933
FAM166A,0.00026452506
STPG3-AS1,0.00026452506
STPG3,0.0
NELFB,0.27298802
TOR4A,0.024071798
NRARP,0.04100141
EXD3,0.03227209
NOXA1,0.0034388262
ENTPD8,0.0
NSMF,0.053434018
PNPLA7,0.0092583755
MRPL41,1.0192
DPH7,0.121681675
ZMYND19,0.087557636
ARRDC1,0.31160817
ARRDC1-AS1,0.103958376
EHMT1,0.45206857
AL772363.1,0.0
CACNA1B,0.0
AL954642.1,0.0
AC069287.1,0.0
LINC01001,0.02751063
AC069287.3,0.0
BET1L,0.20579992
SCGB1C1,0.0
ODF3,0.00026452506
AC069287.2,0.0039678765
RIC8A,0.21690999
SIRT3,0.03623997
PSMD13,0.8070545
NLRP6,0.0
AC136475.3,0.005025977
PGGHG,0.112952314
IFITM5,0.0052905013
IFITM2,1.7471926
AC136475.2,0.0
IFITM1,0.13914028
AC136475.1,0.0097874245
IFITM3,0.4660919
AC136475.4,0.0005290501
AC136475.8,0.0010581003
AC136475.7,0.00079357525
AC136475.5,0.02671705
AC136475.9,0.0021162003
B4GALNT4,0.0005290501
PKP3,0.0
SIGIRR,0.1767027
ANO9,0.027510626
PTDSS2,0.055285677
AC138230.1,0.004232402
RNH1,1.2511877
AC137894.1,0.0
HRAS,0.1603026
LRRC56,0.004232402
LMNTD2,0.030155884
AP006284.1,0.042588554
RASSF7,0.22272949
MIR210HG,0.059518058
PHRF1,0.18358032
IRF7,16.226538
CDHR5,0.081209004
SCT,3.4190176
DRD4,0.92662317
DEAF1,0.11401039
AC131934.1,0.0023807255
EPS8L2,0.44466263
TMEM80,0.22220013
AP006621.4,0.0
TALDO1,2.0463936
GATD1,0.16030265
AP006621.3,0.06851184
AP006621.2,0.00026452506
CEND1,0.0
SLC25A22,0.034652818
