,Plasma.cell
AL161729.1,0.0019045675
AL161729.4,5.7714187e-05
AL392185.1,0.0
AL354861.2,0.0
LINC00476,0.05754037
AL354861.3,0.0
ERCC6L2,0.08656933
LINC00092,0.00092342676
AL449403.1,0.00060599885
AL449403.2,0.00020199966
HSD17B3,8.657129e-05
AL160269.1,0.000115428375
HSD17B3-AS1,2.8857094e-05
SLC35D2,0.043978225
ZNF367,0.007185414
HABP4,0.021065805
CDC14B,0.02395156
AAED1,0.06798619
AL589843.1,0.00017314257
ZNF510,0.021412103
ZNF782,0.01122542
MFSD14C,0.08278927
NUTM2G,0.0003751422
CTSV,0.0036071406
AL590705.3,0.0
AL590705.1,0.0068679857
AL590705.2,0.0
CCDC180,0.017372057
TDRD7,0.02764531
TMOD1,0.0054539954
AL162385.1,2.8857094e-05
TSTD2,0.050009068
NCBP1,0.04048673
AL162385.2,5.7714187e-05
XPA,0.14814712
AL445531.1,0.0
PTCSC2,0.0
FOXE1,8.657129e-05
TRMO,0.044324502
HEMGN,0.00046171344
ANP32B,0.81290156
AL354726.1,0.000115428375
NANS,0.69155824
TRIM14,0.08431865
CORO2A,0.0089745475
TBC1D2,0.0066659898
GABBR2,0.00017314257
ANKS6,0.011485134
GALNT12,0.0053097107
AL136084.2,0.0
COL15A1,0.0022508528
AL136084.3,0.0
TGFBR1,0.048826084
ALG2,0.17027979
SEC61B,4.168747
AL137067.1,8.657129e-05
AL162394.1,2.8857094e-05
AL359710.1,5.7714187e-05
NR4A3,0.030357808
STX17-AS1,0.002914568
STX17,0.11646361
AL358937.1,0.00063485594
ERP44,0.4457654
INVS,0.014919176
TEX10,0.028626464
MSANTD3,0.034369104
MSANTD3-TMEFF1,0.000115428375
TMEFF1,5.7714187e-05
CAVIN4,0.0007214272
PLPPR1,0.0
BAAT,0.00023085675
MRPL50,0.12742896
ZNF189,0.02562529
ALDOB,0.00092342676
TMEM246-AS1,0.0
TMEM246,0.00060599885
RNF20,0.06686085
GRIN3A,0.0006925701
PPP3R2,8.657129e-05
LINC00587,0.0
CYLC2,0.0
LINC01492,5.7714187e-05
AL390962.1,0.0
AL590381.1,0.0
SMC2-AS1,0.0003751422
SMC2,0.16878206
OR13F1,0.0
AL450426.1,0.0
OR13C4,0.0
OR13C3,2.8857094e-05
OR13C8,0.0
OR13C5,0.0
OR13C2,0.0
OR13C9,0.0
OR13D1,0.0
NIPSNAP3A,0.030271323
NIPSNAP3B,0.0031742828
ABCA1,0.051884767
AL359182.1,0.000115428375
AL359182.2,0.00017314257
SLC44A1,0.40034622
FSD1L,0.009580547
AL158070.1,0.00034628515
FKTN,0.019853791
TAL2,0.0009522838
TMEM38B,0.048912525
LINC01505,8.657129e-05
AL732323.1,8.657129e-05
AL451140.1,0.0
AL512649.2,0.0
ZNF462,0.0020777099
AL807761.4,2.8857094e-05
AL807761.3,0.0
RAD23B,0.20378114
LINC01509,0.0
KLF4,0.04363197
AL353742.1,0.0
AL358779.1,0.0
ACTL7B,2.8857094e-05
ACTL7A,0.0
ELP1,0.034571104
FAM206A,0.015323177
CTNNAL1,0.07297854
TMEM245,0.075402156
FRRS1L,0.00020199966
EPB41L4B,0.00043285635
PTPN3,0.0012408546
PALM2,0.0004905705
AL158829.1,0.0
PALM2-AKAP2,0.0
AKAP2,0.037629988
C9orf152,5.7714187e-05
TXN,1.0410587
TXNDC8,0.0
SVEP1,0.0007214272
AL592463.1,0.00014428547
MUSK,0.0
LPAR1,0.0012985689
AL162414.1,0.00025971385
OR2K2,0.0
ECPAS,0.10122801
ZNF483,0.0029434247
PTGR1,0.008887979
AL135787.1,5.7714187e-05
DNAJC25,0.07427681
DNAJC25-GNG10,0.0008368555
GNG10,0.005915707
C9orf84,0.00014428547
UGCG,0.16269036
SUSD1,0.00787798
PTBP3,0.17922509
HSDL2,0.06357128
C9orf147,0.0014717113
KIAA1958,0.01448631
INIP,0.06406177
AL390067.1,0.00034628515
SNX30,0.03292623
SLC46A2,0.00040399932
AL139041.1,0.00057714176
ZNF883,0.0016737109
ZFP37,0.0036359983
FAM225B,0.0004039993
FAM225A,0.0009522838
SLC31A2,0.051827036
FKBP15,0.052231044
SLC31A1,0.07139118
CDC26,0.24856503
PRPF4,0.06934258
RNF183,0.00037514223
WDR31,0.0026548528
BSPRY,0.029405594
HDHD3,0.068823
ALAD,0.05635723
POLE3,0.17732134
C9orf43,0.0042708567
RGS3,0.018699491
AL162727.2,0.0
AL162727.1,2.8857094e-05
AL157702.2,2.8857094e-05
ZNF618,0.009378541
AMBP,5.7714187e-05
KIF12,0.00017314257
COL27A1,0.0015294255
ORM1,8.657129e-05
ORM2,0.0
AKNA,0.18291932
AL138895.1,0.004386286
WHRN,0.016968044
ATP6V1G1,0.8691439
TMEM268,0.03318596
TEX53,0.0
TEX48,0.00023085675
TNFSF15,0.0028568527
TNFSF8,0.032435603
TNC,0.0012119975
AL162425.1,0.0
DEC1,2.8857094e-05
AL355601.1,0.0
AL691420.1,0.0
LINC00474,0.0
AL691426.1,0.0
PAPPA,0.007098842
PAPPA-AS2,2.8857094e-05
AL137024.1,2.8857094e-05
PAPPA-AS1,0.0012697118
ASTN2,0.017458633
ASTN2-AS1,8.657129e-05
AL133284.1,0.0007214272
TRIM32,0.011917992
AL161630.1,2.8857094e-05
AL160272.2,0.0
TLR4,0.015871448
AL160272.1,0.001009998
AL354754.1,0.0
BRINP1,2.8857094e-05
AC006288.1,0.0
LINC01613,0.0
AL441989.1,0.0
CDK5RAP2,0.105095096
MEGF9,0.037456844
FBXW2,0.08850258
B3GNT10,0.0059157065
PSMD5,0.045132507
PHF19,0.121717766
TRAF1,0.03156987
C5,0.0050499984
CNTRL,0.199367
RAB14,0.21832429
GSN,0.10956819
AL513122.2,0.0
GSN-AS1,0.00092342676
STOM,0.066918775
AL359644.1,0.0017602821
DAB2IP,0.01165828
AL357936.1,0.0
TTLL11,0.0060022785
TTLL11-IT1,8.657129e-05
NDUFA8,0.26429173
MORN5,0.00031742803
LHX6,5.7714187e-05
RBM18,0.06302292
MRRF,0.04057325
PTGS1,0.016592894
AL359636.3,0.0
AL359636.1,0.0016448537
AL359636.2,2.8857094e-05
OR1J1,2.8857094e-05
OR1J2,5.7714187e-05
OR1J4,0.0
OR1N1,2.8857094e-05
OR1N2,5.7714187e-05
OR1L8,0.00014428547
AL162254.1,2.8857094e-05
OR1Q1,0.0
OR1B1,0.0
OR1L1,0.0
OR1L3,0.0
OR1L4,0.0
OR1L6,0.0
OR5C1,0.0
PDCL,0.068621024
OR1K1,0.0
RC3H2,0.08668466
ZBTB6,0.024153564
ZBTB26,0.008108835
RABGAP1,0.069486655
GPR21,2.8857094e-05
STRBP,0.23272336
CRB2,0.0024817092
DENND1A,0.03659113
AL445489.1,5.7714187e-05
AL390774.2,0.0
LHX2,0.00017314257
AC006450.3,0.0
AC006450.2,0.0
NEK6,0.033070497
AL162724.2,2.8857094e-05
PSMB7,0.41688138
ADGRD2,8.657129e-05
NR5A1,8.657129e-05
AL354979.1,0.0
NR6A1,0.00392457
MIR181A2HG,0.0008079984
AL354928.1,2.8857094e-05
OLFML2A,0.00057714176
WDR38,2.8857094e-05
RPL35,6.576248
ARPC5L,0.50584525
GOLGA1,0.08587672
SCAI,0.043314572
PPP6C,0.119695686
RABEPK,0.06423495
HSPA5,3.6486657
AL354710.2,0.0006925701
GAPVD1,0.11124101
MAPKAP1,0.1422031
AL162584.1,0.0
PBX3,0.019132352
AL589923.1,0.0
AL162391.1,0.0
MVB12B,0.007127699
AL356309.2,0.0
AL356309.1,0.0
AL161908.1,2.8857094e-05
LMX1B,0.0
ZBTB43,0.0831355
ZBTB34,0.008830259
RALGPS1,0.031367924
ANGPTL2,0.0008657125
AL450263.1,8.657129e-05
GARNL3,0.0011542834
SLC2A8,0.031050494
ZNF79,0.0058002784
RPL12,5.9349422
LRSAM1,0.018612927
FAM129B,0.008657121
STXBP1,0.0026259958
AL162426.1,0.0010677121
PTRH1,0.058319483
CFAP157,0.00046171344
TTC16,0.0037802833
TOR2A,0.08105781
SH2D3C,0.02602928
CDK9,0.0665434
FPGS,0.053962275
ENG,0.028712966
AL162586.1,0.0009522838
AK1,0.0065217013
AL157935.2,0.0005482847
ST6GALNAC6,0.017920343
ST6GALNAC4,0.5121921
PIP5KL1,0.0058291364
AL157935.1,0.0009522838
DPM2,0.22455719
FAM102A,0.08928184
AL360268.2,2.8857094e-05
NAIF1,0.012091143
SLC25A25,0.018959207
AL360268.1,0.0
SLC25A25-AS1,0.007906836
PTGES2,0.14938824
AL590708.1,0.0006925701
LCN2,0.027327716
C9orf16,0.55255944
CIZ1,0.07107368
DNM1,0.0024239954
GOLGA2,0.24253422
SWI5,0.07944189
TRUB2,0.06945777
AL359091.4,0.0011254263
COQ4,0.17431933
SLC27A4,0.019969227
URM1,0.09848674
AL359091.1,2.8857094e-05
CERCAM,0.08128884
ODF2,0.04530562
ODF2-AS1,2.8857094e-05
GLE1,0.040573258
AL356481.1,0.0013274258
SPTAN1,0.1446565
AL356481.3,5.7714187e-05
WDR34,0.05116341
HMGA1P4,0.006608274
SET,1.0767199
PKN3,0.0027991391
ZDHHC12,0.18828616
AL441992.1,0.047267802
ZER1,0.033387963
TBC1D13,0.02741446
ENDOG,0.08079813
SPOUT1,0.045132518
KYAT1,0.009263115
LRRC8A,0.030098189
PHYHD1,0.0062619885
AL672142.1,0.0
DOLK,0.031165926
NUP188,0.045132503
AL592211.1,0.0012985689
SH3GLB2,0.15746796
MIGA2,0.027645309
DOLPP1,0.02092152
CRAT,0.027501037
AL158151.2,0.0
PTPA,0.066716515
AL158151.4,0.00046171344
IER5L,0.036013894
AL158151.3,0.00031742803
AL158151.1,0.00031742803
AL161785.2,0.0
AL161785.3,2.8857094e-05
AL161785.1,0.00060599885
C9orf106,0.00066371297
AL353803.5,0.0
LINC01503,0.0048768558
AL353803.2,5.7714187e-05
AL353803.1,5.7714187e-05
AL353803.4,0.000115428375
AL391056.1,0.021123506
NTMT1,0.1976643
C9orf50,2.8857094e-05
ASB6,0.020344382
AL590369.1,5.7714187e-05
PRRX2,0.0015582824
PRRX2-AS1,0.0
PTGES,0.0009234269
TOR1B,0.0271836
TOR1A,0.12517819
C9orf78,0.22317243
USP20,0.020257803
FNBP1,0.4507886
AL158207.2,0.00034628515
AL136141.1,0.00060599885
GPR107,0.043112565
AL360004.1,0.00014428547
NCS1,0.003924568
HMCN2,0.00025971385
ASS1,0.0200846
FUBP3,0.0700061
PRDM12,0.00028857094
EXOSC2,0.03621595
ABL1,0.018410925
QRFP,0.000115428375
FIBCD1,0.00017314257
AL161733.1,0.0
LAMC3,0.000115428375
AIF1L,0.0035494268
NUP214,0.09291765
AL157938.2,0.0008945697
AL157938.3,0.025798436
FAM78A,0.06908262
PLPP7,0.006637131
PRRC2B,0.16851953
AL358781.1,0.003318569
POMT1,0.023028124
AL358781.2,0.00063485594
UCK1,0.029665342
PRRT1B,0.0
RAPGEF1,0.19120018
AL160271.1,0.0
MED27,0.039534442
NTNG2,0.008916831
SETX,0.24871029
TTF1,0.07765309
CFAP77,0.0
BARHL1,0.0
DDX31,0.018786076
GTF3C4,0.027068157
AK8,0.0010965691
SPACA9,0.0062331343
TSC1,0.06876527
GFI1B,0.00023085675
GTF3C5,0.04790262
CEL,0.00066371297
RALGDS,0.06712051
GBGT1,0.01188914
OBP2B,0.00023085675
ABO,0.0007791413
SURF6,0.06279211
MED22,0.029059337
RPL7A,11.197798
SURF1,0.38597506
SURF2,0.07318019
SURF4,0.40640554
STKLD1,0.0023085666
REXO4,0.1141844
ADAMTS13,0.0017314249
CACFD1,0.013909163
SLC2A6,0.053731497
MYMK,0.0
ADAMTSL2,0.00020199966
FAM163B,2.8857094e-05
AC002101.1,0.0
DBH,2.8857094e-05
DBH-AS1,0.0020488529
SARDH,0.0053674243
VAV2,0.016477473
BRD3OS,0.015265468
BRD3,0.051653814
AL445931.1,0.0
BX649632.1,0.0005194276
WDR5,0.051942453
BX649601.1,0.00014428547
LINC02247,0.0
RXRA,0.046315596
AL669970.1,0.0
AL669970.3,8.657129e-05
AL669970.2,0.0
COL5A1,0.004761425
COL5A1-AS1,0.0
FCN2,0.0
FCN1,0.024586296
AL353611.1,0.000115428375
OLFM1,0.0015582824
AL390778.1,0.0
AL390778.2,0.0
PPP1R26-AS1,0.00092342676
PPP1R26,0.011629425
C9orf116,0.012754858
MRPS2,0.11623346
AL161452.1,2.8857094e-05
LCN1,8.657129e-05
OBP2A,0.0012697118
PAEP,0.0050499937
LINC01502,0.00031742803
AL354761.1,0.0
GLT6D1,0.0
LCN9,0.0
SOHLH1,5.7714187e-05
KCNT1,5.7714187e-05
CAMSAP1,0.027529879
AL355574.1,0.00046171344
UBAC1,0.11216426
NACC2,0.011860283
AL138781.1,0.0013851401
TMEM250,0.039130483
AL138781.2,8.657129e-05
LHX3,2.8857094e-05
QSOX2,0.033445664
CCDC187,0.00017314257
CR392000.2,8.657129e-05
AC174065.1,0.00017314257
GPSM1,0.00092342676
DNLZ,0.010475122
CARD9,0.006983413
SNAPC4,0.023749549
ENTR1,0.07153542
PMPCA,0.094273776
INPP5E,0.01774721
SEC16A,0.11712752
C9orf163,0.0015582824
NOTCH1,0.03304163
AL592301.1,0.000115428375
NALT1,0.0006925701
AL590226.2,2.8857094e-05
AL590226.1,5.7714187e-05
EGFL7,0.0064351317
AGPAT2,0.07349759
FAM69B,0.0027991391
SNHG7,0.20052108
LCN10,0.00023085675
AL355987.1,0.0
LCN6,0.0
LCN8,0.0076471274
LCN15,0.00017314257
TMEM141,0.16491222
AL355987.3,2.8857094e-05
CCDC183,0.007935694
CCDC183-AS1,0.00057714176
RABL6,0.23990916
AJM1,0.012091147
PHPT1,1.2737281
MAMDC4,0.009753686
EDF1,1.7122346
TRAF2,0.042102616
FBXW5,0.22989573
C8G,0.00063485594
LCN12,0.0052808546
PRR31,0.0
PTGDS,0.013331991
AL807752.7,0.0
LCNL1,0.00063485594
PAXX,0.27035165
CLIC3,0.09193692
ABCA2,0.011658282
C9orf139,0.0066371327
FUT7,0.0068102754
AL807752.6,0.0
NPDC1,0.013332006
ENTPD2,0.00034628515
AL807752.4,0.0
AL807752.2,0.0
SAPCD2,0.014024573
AL807752.3,0.0
UAP1L1,0.027097026
MAN1B1-DT,0.018006913
MAN1B1,0.097880654
DPP7,1.0057786
GRIN1,0.000115428375
LRRC26,0.00043285635
AL929554.1,0.0
TMEM210,0.0
ANAPC2,0.028741885
SSNA1,0.36505583
TPRN,0.020719528
TMEM203,0.07756626
NDOR1,0.01007112
BX255925.3,0.011023413
RNF208,0.010936842
CYSRT1,0.001356283
RNF224,2.8857094e-05
SLC34A3,0.0
TUBB4B,0.41016302
FAM166A,0.00020199966
STPG3-AS1,0.0005194276
STPG3,0.00017314257
NELFB,0.086309604
TOR4A,0.028164752
NRARP,0.060657397
EXD3,0.020113518
NOXA1,0.0037225697
ENTPD8,0.00020199966
NSMF,0.012322005
PNPLA7,0.0067237006
MRPL41,0.4923674
DPH7,0.08694432
ZMYND19,0.038784236
ARRDC1,0.083279565
ARRDC1-AS1,0.060252767
EHMT1,0.60115784
AL772363.1,2.8857094e-05
CACNA1B,0.00028857094
AL954642.1,2.8857094e-05
AC069287.1,0.0
LINC01001,0.00758941
AC069287.3,0.0
BET1L,0.18032143
SCGB1C1,0.00017314257
ODF3,0.00017314257
AC069287.2,0.0038091415
RIC8A,0.095370315
SIRT3,0.026491014
PSMD13,0.3615651
NLRP6,0.00057714176
AC136475.3,0.0054539954
PGGHG,0.053442877
IFITM5,0.0
IFITM2,0.3156288
AC136475.2,0.00034628515
IFITM1,0.32740328
AC136475.1,0.0032319974
IFITM3,0.14370607
AC136475.4,0.00023085675
AC136475.8,0.00057714176
AC136475.7,0.00017314257
AC136475.5,0.005107712
AC136475.9,0.0032031392
B4GALNT4,0.0008657125
PKP3,0.0036359972
SIGIRR,0.1022671
ANO9,0.017256623
PTDSS2,0.03439797
AC138230.1,0.0015871396
RNH1,0.36938408
AC137894.1,5.7714187e-05
HRAS,0.09014773
LRRC56,0.004242
LMNTD2,0.010446266
AP006284.1,0.0026259958
RASSF7,0.049287654
MIR210HG,0.03667763
PHRF1,0.07346875
IRF7,0.5408207
CDHR5,0.000115428375
SCT,0.002019996
DRD4,0.0010388552
DEAF1,0.053183176
AC131934.1,0.0004039993
EPS8L2,0.05087474
TMEM80,0.08134627
AP006621.4,0.0
TALDO1,0.44498768
GATD1,0.03936133
AP006621.3,0.012754863
AP006621.2,0.0
CEND1,0.0018757104
SLC25A22,0.038668785
PANO1,0.0049345708
PIDD1,0.020690653
RPLP2,6.508394
PNPLA2,0.12650555
AP006621.1,0.00017314257
CRACR2B,0.10633557
CD151,0.088906616
POLR2L,1.2834259
TSPAN4,0.052663818
AP006623.1,0.00392457
CHID1,0.57590437
AP2A2,0.11562682
MUC6,2.8857094e-05
AC139749.1,0.0
MUC2,0.0
MUC5AC,0.0
MUC5B,0.00031742803
AC061979.1,0.0
TOLLIP,0.09987166
TOLLIP-AS1,0.0019045675
BRSK2,0.00014428547
MOB2,0.078200966
DUSP8,0.008974546
KRTAP5-AS1,0.0006925701
KRTAP5-1,0.0
KRTAP5-2,2.8857094e-05
KRTAP5-3,0.0
KRTAP5-4,0.0
KRTAP5-5,0.0
AP006285.2,0.0
FAM99A,0.0
FAM99B,0.0
AP006285.1,0.0
KRTAP5-6,0.0
IFITM10,0.00092342676
AC068580.4,0.0018468533
CTSD,0.5643944
AC068580.3,0.000115428375
AC068580.2,0.0
SYT8,0.0019045675
TNNI2,0.010705985
LSP1,0.7223851
PRR33,0.0013274258
LINC01150,2.8857094e-05
TNNT3,0.001009998
MRPL23,0.25026888
MRPL23-AS1,0.0
LINC01219,0.000115428375
IGF2,0.0
IGF2-1,0.0008079984
IGF2-AS,0.0
INS,0.0
TH,0.0
ASCL2,0.008685977
C11orf21,0.012177714
TSPAN32,0.023114692
CD81-AS1,0.0003751422
CD81,0.9907171
TSSC4,0.15599597
TRPM5,8.657129e-05
AC124057.1,0.0
KCNQ1,0.009984545
KCNQ1OT1,0.4479342
KCNQ1-AS1,0.000115428375
KCNQ1DN,5.7714187e-05
CDKN1C,0.052577443
SLC22A18AS,0.0012408546
SLC22A18,0.020171221
PHLDA2,0.007877981
NAP1L4,0.46680063
AC131971.1,0.0012408546
CARS,0.15614073
CARS-AS1,0.00057714176
OSBPL5,0.0024817095
AC108448.1,0.0
MRGPRG,0.0
MRGPRG-AS1,0.0
AC109309.1,0.0
MRGPRE,0.0
AC123788.1,0.0
ZNF195,0.046719544
AC127526.1,0.0
ART5,5.7714187e-05
ART1,2.8857094e-05
CHRNA10,0.0027414246
NUP98,0.084203176
PGAP2,0.034369107
RHOG,0.13625944
AC090587.1,0.008945687
STIM1,0.052836858
RRM1,0.071795635
RRM1-AS1,2.8857094e-05
AC015689.1,5.7714187e-05
SSU72P4,0.0
OR52B4,0.0
TRIM21,0.03589854
OR52K2,0.0
OR52K1,0.00014428547
C11orf40,0.0
OR52I2,5.7714187e-05
OR52I1,0.0014139971
TRIM68,0.008455119
OR51D1,0.0
OR51E1,2.8857094e-05
OR51E2,5.7714187e-05
MMP26,0.0
OR51F1,0.0
OR52R1,0.0
OR51F2,0.0
OR51S1,0.0
OR51T1,0.0
OR51A7,0.0
OR51G2,0.0
OR51G1,0.0
OR51A4,0.0
OR51L1,0.0
OR52E2,0.0
AC113331.1,0.0
OR52A5,0.0
OR52A1,0.00014428547
OR51V1,0.0
HBB,0.0055694245
HBD,0.040948335
BGLT3,0.0
HBG1,0.0
AC104389.5,0.0
HBG2,0.00054828473
AC104389.4,0.0026259958
HBE1,0.0
OR51B4,0.0
OR51B5,0.00020199966
OR51B2,0.0
OR51B6,0.0
OR51M1,0.0007791413
OR51Q1,0.0
OR51I1,0.000115428375
OR51I2,5.7714187e-05
OR52D1,0.0
UBQLN3,5.7714187e-05
UBQLNL,0.0008945697
OR52H1,0.00017314257
OR52B6,0.0
TRIM6,0.0008368555
TRIM6-TRIM34,0.0
TRIM34,0.00043285635
TRIM5,0.057540428
TRIM22,0.15149625
OR56B1,0.0008368555
OR52N4,0.00025971385
OR52N5,2.8857094e-05
OR52N1,0.0003751422
OR52N2,0.0
OR52E6,0.0
OR52E8,0.0
OR52E4,0.0
OR52E5,0.0
OR56A3,2.8857094e-05
OR56A5,0.0
OR52L1,0.0
OR56A4,5.7714187e-05
OR56A1,2.8857094e-05
OR56B4,0.0
OR52B2,0.0
OR52W1,0.0
AC022762.2,0.0005482847
C11orf42,0.0
FAM160A2,0.026923884
CNGA4,0.0
CCKBR,0.0
CAVIN3,0.0050499965
AC068733.3,0.0
AC068733.1,0.0
SMPD1,0.06729359
APBB1,0.007329699
HPX,0.00017314257
TRIM3,0.008512832
ARFIP2,0.12512067
TIMM10B,0.09040694
AC084337.2,0.00020199966
DNHD1,0.014082309
RRP8,0.060887683
AC091564.2,5.7714187e-05
ILK,0.104200274
TAF10,0.38046387
TPP1,0.14589661
AC091564.6,0.000115428375
DCHS1,0.0024528524
AC091564.4,2.8857094e-05
AC091564.5,0.0
MRPL17,0.16906823
OR2AG2,0.009465112
OR2AG1,0.0024239952
OR6A2,0.0043285713
AC087280.2,0.005540566
OR10A5,0.0
OR10A2,0.0031165683
OR10A4,0.0015871396
OR2D2,0.0003751422
OR2D3,0.00034628515
ZNF215,0.14410788
ZNF214,0.0011831404
NLRP14,0.0025971385
RBMXL2,0.0024817095
AC027804.1,0.0
SYT9,0.00014428547
AC107884.1,0.0054539954
OLFML1,0.0013274258
PPFIBP2,0.042622015
AC107884.2,5.7714187e-05
CYB5R2,0.003895713
OVCH2,2.8857094e-05
AC044810.3,0.0
AC104237.1,0.0
OR5P2,0.0
OR5P3,0.0
OR10A6,0.0
OR10A3,0.0
NLRP10,0.0
EIF3F,0.7086734
CASC23,0.0
TUB,0.00043285635
AC116456.1,0.0
RIC3,0.07941314
AC091013.1,0.0
LMO1,0.00014428547
STK33,0.008657119
TRIM66,0.029174747
AC091053.2,0.000115428375
RPL27A,4.773195
ST5,0.0034628545
AC091053.1,2.8857094e-05
AC026894.1,5.7714187e-05
AKIP1,0.039592165
C11orf16,0.0
ASCL3,0.0
TMEM9B,0.17293425
TMEM9B-AS1,0.0025971383
NRIP3,0.0024528527
AC079296.1,0.0
SCUBE2,0.00017314257
DENND5A,0.011023415
TMEM41B,0.14136621
IPO7,0.1449445
AC132192.1,0.009176542
AC132192.2,0.025480999
ZNF143,0.068043925
WEE1,0.03817819
SWAP70,0.12030249
AC026250.1,0.00894569
SBF2-AS1,0.019882662
SBF2,0.0352348
AC011092.2,0.00031742803
AC100763.1,0.0
AC080023.1,8.657129e-05
ADM,0.055203326
AMPD3,0.015467458
MTRNR2L8,0.41979936
RNF141,0.064696535
MRVI1-AS1,0.0009522838
LYVE1,0.005598279
MRVI1,0.0016737109
CTR9,0.15660237
EIF4G2,0.8280352
AC116535.1,0.00020199966
ZBED5,0.101401046
ZBED5-AS1,0.057020918
AC069360.1,2.8857094e-05
AC111188.1,0.0
KC877392.1,0.0
GALNT18,0.0008657125
CSNK2A3,0.00057714176
AC023946.1,0.0004905705
AC104031.1,2.8857094e-05
USP47,0.20704192
DKK3,0.0022797093
LINC02547,0.000115428375
AC124276.1,2.8857094e-05
AC124276.2,0.0
MICAL2,0.016477458
AC079329.1,5.7714187e-05
PARVA,0.0020777099
AC009806.1,0.0
TEAD1,0.0027125669
AC013549.2,0.0
AC013549.1,0.0
LINC00958,0.001009998
AC084859.1,2.8857094e-05
RASSF10,0.00020199966
ARNTL,0.031598773
BTBD10,0.03174307
PTH,0.0
FAR1,0.099467814
LINC02548,0.0
AC027779.1,0.0
LINC02545,0.0
AC022240.1,5.7714187e-05
SPON1,0.017429741
SPON1-AS1,2.8857094e-05
RRAS2,0.04715235
COPB1,0.429116
AC018523.2,2.8857094e-05
PSMA1,0.4809986
PDE3B,0.033763003
CYP2R1,0.030761922
CALCB,0.0008945697
CALCA,0.0
INSC,0.0021642812
AC073172.2,0.0
AC073172.1,0.0
AC087379.2,0.0
AC009869.1,0.0
SOX6,0.0017602821
AC103794.1,0.0
C11orf58,0.7269224
PLEKHA7,0.0054251393
RPS13,6.00671
PIK3C2A,0.1310358
NUCB2,1.623207
NCR3LG1,0.0010965691
AC124798.1,0.0007214272
KCNJ11,0.0022508525
ABCC8,5.7714187e-05
USH1C,0.0
OTOG,0.0
AC124301.1,0.0
AC124301.2,0.0
MYOD1,2.8857094e-05
KCNC1,0.009205399
SERGEF,0.033012804
TPH1,0.0015294255
SAAL1,0.0363025
MRGPRX3,0.0
AC090099.4,0.00060599885
MRGPRX4,8.657129e-05
SAA4,0.0
SAA2-SAA4,0.0
SAA2,0.0017314253
SAA1,0.004126564
HPS5,0.09597632
GTF2H1,0.07006371
LDHA,1.2493452
LDHC,0.0008657125
LDHAL6A,0.0008368555
TSG101,0.1911133
UEVLD,0.024817271
SPTY2D1OS,0.009667117
SPTY2D1,0.25361526
TMEM86A,0.005915709
IGSF22,0.0023085666
AC103974.1,5.7714187e-05
PTPN5,0.0
AC023078.5,0.0
MRGPRX2,0.0
ZDHHC13,0.036937412
CSRP3,0.0
AC009652.2,5.7714187e-05
E2F8,0.024211181
AC009652.1,0.000115428375
NAV2,0.021267803
NAV2-AS5,0.00023085675
NAV2-AS4,8.657129e-05
AC009549.1,0.000115428375
NAV2-AS3,0.0008079984
NAV2-AS2,8.657129e-05
NAV2-AS1,0.000115428375
DBX1,0.0
HTATIP2,0.08757928
PRMT3,0.02063294
SLC6A5,0.0
NELL1,0.0
AC090707.1,0.0
AC090857.2,0.0
AC107882.1,2.8857094e-05
ANO5,0.00049057056
AC107886.1,0.0
AC104009.1,0.0
SLC17A6,0.0
LINC01495,0.0
FANCF,0.04533445
GAS2,0.0027991387
SVIP,0.49381015
AC006299.1,0.00046171344
CCDC179,0.0
AC090092.1,2.8857094e-05
AC100768.2,0.0
AC100768.1,0.0
LUZP2,5.7714187e-05
AC090592.1,0.0
AC013799.1,0.0
AC099687.1,5.7714187e-05
AC021698.1,0.0
ANO3,0.0
MUC15,0.0005482847
SLC5A12,8.657129e-05
FIBIN,0.0007791413
BBOX1,0.0014717113
BBOX1-AS1,0.00023085675
CCDC34,0.034946144
LGR4,0.0029722825
AC100771.2,5.7714187e-05
LIN7C,0.07355525
BDNF-AS,0.0042708567
LINC00678,2.8857094e-05
BDNF,0.00031742803
AC090159.1,8.657129e-05
KIF18A,0.023258954
METTL15,0.06054133
AC013714.1,5.7714187e-05
AC100773.1,2.8857094e-05
AC090833.1,2.8857094e-05
AC090791.1,0.0
AC090124.1,0.0
AC110058.1,0.0
LINC02546,0.0
AC107973.1,0.0
LINC01616,0.0
KCNA4,0.0
AC124657.1,5.7714187e-05
FSHB,0.0
ARL14EP,0.23286724
MPPED2,0.0024239952
AL353699.1,0.0
AL136088.1,8.657129e-05
DCDC1,0.0004039993
AL137804.1,0.0
DNAJC24,0.09150361
IMMP1L,0.11155818
ELP4,0.07312245
AC131571.1,0.0004039993
PAX6,0.0014717113
AL035078.4,0.0
AL035078.1,2.8857094e-05
AL035078.3,0.0
RCN1,0.12745787
AL078612.1,0.00028857094
AL078612.2,0.0
WT1,0.004068854
EIF3M,0.39916375
CCDC73,0.0008368555
PRRG4,0.024009239
QSER1,0.09412947
DEPDC7,0.00060599885
TCP11L1,0.030386766
LINC00294,0.016679484
CSTF3,0.0692847
CSTF3-DT,0.0027991391
HIPK3,0.09254226
KIAA1549L,0.00025971385
AL049629.1,0.0
AL049629.2,0.00028857094
C11orf91,0.0
CD59,0.17668572
FBXO3,0.06766869
FBXO3-DT,0.0
AC113192.5,2.8857094e-05
AC113192.1,0.0
