,Plasma.cell
LMO2,0.026115756
AC132216.1,0.0
CAPRIN1,0.19169107
NAT10,0.04014042
ABTB2,0.0020777099
CAT,0.09886201
ELF5,0.0
AL137224.1,0.0
AC087783.1,0.0
EHF,0.006492846
APIP,0.09320616
PDHX,0.052259844
AL356215.1,0.0006637131
CD44,0.7936289
CD44-AS1,0.0004905705
SLC1A2,0.0014428545
AL133330.2,2.8857094e-05
AC090625.2,0.0
PAMR1,0.00023085675
AL135934.1,0.0
FJX1,0.0016737109
AL138812.1,0.0010965691
TRIM44,0.30070713
AC090692.1,0.0
LDLRAD3,0.0012408546
COMMD9,0.055491623
PRR5L,0.009667116
AC087277.1,0.0
AC009656.1,2.8857094e-05
TRAF6,0.023634126
RAG1,0.0007502843
RAG2,5.7714187e-05
C11orf74,0.005771424
AC021713.1,0.0
LINC01493,0.0
LRRC4C,0.0008079984
AC090138.1,2.8857094e-05
AC021006.2,0.0
AC079917.1,0.0
AC090458.1,0.0
API5,0.12693872
AC087276.2,0.000115428375
TTC17,0.20516571
AC087276.3,0.0
AC068205.1,5.7714187e-05
MIR670HG,0.0
HSD17B12,0.26062664
AC087521.2,0.0009811409
AC087521.4,0.00075028423
ALKBH3,0.06426374
ALKBH3-AS1,0.0012119976
C11orf96,0.006146562
AC087521.1,2.8857094e-05
ACCSL,0.0
ACCS,0.011946851
EXT2,0.03560998
ALX4,5.7714187e-05
CD82,0.07323836
AC010768.1,0.000115428375
AC010768.2,5.7714187e-05
AC104241.2,0.0
TSPAN18,0.0034917118
TP53I11,0.012091141
AC068858.1,0.0
PRDM11,0.003433998
AC103681.2,0.0
SYT13,5.7714187e-05
AC103681.1,0.0
AC103736.1,0.0031454258
AC018716.2,0.0
AC103855.3,0.0
CHST1,0.0012697118
AC087442.1,0.0
AC044839.4,0.0
AC044839.3,0.0
AC044839.1,0.00320314
SLC35C1,0.07788365
AC044839.5,2.8857094e-05
CRY2,0.030386781
MAPK8IP1,0.004357428
AC068385.1,5.7714187e-05
C11orf94,5.7714187e-05
PEX16,0.09992939
LARGE2,0.0045017144
PHF21A,0.100448884
AC024475.1,0.00014428547
AC024475.4,2.8857094e-05
AC024475.3,0.0
AC116021.1,0.0
LINC02489,0.0
CREB3L1,0.0007502843
DGKZ,0.113232456
MDK,0.11389662
CHRM4,2.8857094e-05
AMBRA1,0.014313167
HARBI1,0.018843794
ATG13,0.10596017
ARHGAP1,0.052375197
ZNF408,0.012293142
F2,0.00017314257
CKAP5,0.08247211
LRP4-AS1,0.0005194276
LRP4,0.000115428375
C11orf49,0.022999259
AC090589.2,0.00046171344
ARFGAP2,0.13871148
PACSIN3,0.014486309
DDB2,0.0788074
AC018410.2,0.0
ACP2,0.09865963
NR1H3,0.013216566
MADD,0.048681695
AC018410.1,0.000115428375
MYBPC3,0.00028857094
SPI1,0.10255558
AC090559.1,0.00014428547
SLC39A13,0.041352365
PSMC3,0.39512402
RAPSN,0.00060599885
CELF1,0.18095645
NDUFS3,0.30215088
PTPMT1,0.11124095
KBTBD4,0.020748377
KF459542.1,0.00014428547
FAM180B,0.00014428547
C1QTNF4,0.0008079984
MTCH2,0.155795
AGBL2,0.0008945697
FNBP4,0.30064982
NUP160,0.06960211
PTPRJ,0.05194249
PTPRJ-AS1,0.0
OR4B1,0.0
OR4X2,0.0
OR4X1,0.0
OR4S1,0.0
OR4C3,0.0
OR4C5,0.0
OR4A47,0.0
TRIM49B,0.0
FOLH1,5.7714187e-05
AC109635.2,2.8857094e-05
OR4C46,0.0
TRIM48,0.0
OR4C15,0.0
OR4P4,2.8857094e-05
OR4C6,0.0009811409
AP006437.1,0.0
OR5D16,0.0
TRIM51,0.0
OR10AG1,0.0
OR5AS1,0.00014428547
OR8J3,0.0
OR5T2,0.0
OR5T3,0.0
OR5T1,0.0
OR8H1,2.8857094e-05
OR8K3,0.0
OR5M8,0.0
OR5M11,0.0
OR5M1,0.0
OR9G4,0.0
AP001803.2,0.0
OR5AK2,0.0
LRRC55,0.0
APLNR,0.0004039993
TNKS1BP1,0.009349688
AP000781.1,0.001009998
SSRP1,0.16119152
P2RX3,2.8857094e-05
PRG2,5.7714187e-05
AP000781.2,0.0
SLC43A3,0.0348884
RTN4RL2,0.00043285635
AP002893.1,0.0
SLC43A1,0.020834947
TIMM10,0.18638222
SMTNL1,0.00023085675
UBE2L6,0.39731792
SERPING1,0.054077923
YPEL4,0.0008657125
CLP1,0.025654156
ZDHHC5,0.071391165
MED19,0.07124701
TMX2,0.17027988
TMX2-CTNND1,5.7714187e-05
SELENOH,0.5908807
AP001931.1,0.0
BTBD18,0.00043285635
CTNND1,0.029751875
OR9Q1,0.0
OR6Q1,0.0
AP004247.2,0.0
OR9I1,0.0
OR9Q2,0.0
OR1S1,0.0
OR10Q1,0.0
OR10W1,0.0
OR5B3,0.0
OR5B2,5.7714187e-05
OR5B12,2.8857094e-05
AP003557.1,0.000115428375
OR5B21,0.000115428375
LPXN,0.1499081
ZFP91,0.089570284
AP001350.1,0.00023085675
CNTF,0.00025971385
GLYAT,0.0
GLYATL2,2.8857094e-05
GLYATL1,0.000115428375
AP001652.1,0.0
AP001636.3,0.0010677121
GLYATL1B,0.00014428547
FAM111B,0.024932604
FAM111A-DT,0.009349685
FAM111A,0.13363364
DTX4,0.003462855
MPEG1,0.03855327
AP002358.1,0.00066371297
OR5AN1,0.001009998
OR5A2,0.0
OR5A1,0.0
OR4D10,0.0
OR4D9,0.0012697118
AP000442.1,0.00014428547
OSBP,0.1814179
AP000442.2,0.003982284
PATL1,0.040255856
OR10V1,0.0
STX3,0.01206228
AP000640.1,2.8857094e-05
MRPL16,0.16970302
GIF,0.0
TCN1,2.8857094e-05
AP002347.1,0.00014428547
AP000790.3,0.0
AP000790.4,0.0
AP000790.2,0.0
OOSP2,0.0
MS4A3,0.0
MS4A2,0.001644854
AP001257.1,0.00014428547
MS4A6A,0.1357416
MS4A4E,0.00028857094
MS4A4A,0.048739526
MS4A6E,0.0
MS4A7,0.11037678
MS4A14,0.0019334246
MS4A5,0.0
MS4A1,0.29356042
MS4A12,0.0
MS4A13,0.0
MS4A8,8.657129e-05
MS4A18,0.0
MS4A15,0.0
MS4A10,0.0
AP000777.1,2.8857094e-05
AP000777.2,0.0
AP000777.3,5.7714187e-05
CCDC86,0.013014569
PTGDR2,5.7714187e-05
ZP1,8.657129e-05
PRPF19,0.07167974
AP003721.4,0.0056271357
AP003721.3,8.657129e-05
TMEM109,0.16133496
AP003721.1,5.7714187e-05
TMEM132A,0.0047037145
SLC15A3,0.036677662
CD6,0.040948313
AP003721.2,0.00023085675
CD5,0.017400887
VPS37C,0.010215407
PGA3,0.00014428547
PGA4,2.8857094e-05
PGA5,0.0004039993
VWCE,0.0034339975
DDB1,0.1796872
TKFC,0.042824
CYB561A3,0.073844045
TMEM138,0.05459712
TMEM216,0.034195967
CPSF7,0.07081404
AP003108.2,0.012350862
SDHAF2,0.09081108
PPP1R32,0.0036359981
AP003108.1,0.0
LRRC10B,5.7714187e-05
SYT7,0.00034628515
AP003559.1,0.0
AP002754.1,0.0
DAGLA,0.00060599885
DKFZP434K028,2.8857094e-05
MYRF,0.001038855
TMEM258,2.9062667
FEN1,0.10881837
FADS2,0.011456279
FADS1,0.031800758
FADS3,0.03494623
RAB3IL1,0.0020199958
BEST1,0.011802563
FTH1,7.1702914
AP003733.3,5.7714187e-05
INCENP,0.028193526
SCGB1D1,0.0003751422
SCGB2A1,0.016823716
AP003306.1,0.0
SCGB1D2,0.0065505584
SCGB2A2,5.7714187e-05
SCGB1D4,5.7714187e-05
AP003306.2,0.00043285635
ASRGL1,0.04207375
AP003064.1,0.0
SCGB1A1,0.0005482847
AP003064.2,0.0
AHNAK,0.99881136
AP001363.1,0.0005482847
AP001363.2,0.00028857094
EEF1G,0.011023419
AP002990.1,0.00092342676
TUT1,0.03474426
MTA2,0.029665316
EML3,0.037918556
AP001458.1,0.0
ROM1,0.004559429
B3GAT3,0.1954706
GANAB,0.29389784
INTS5,0.044035938
C11orf98,0.017141199
LBHD1,0.009061118
CSKMT,0.05497228
UQCC3,0.14751276
UBXN1,0.39708516
LRRN4CL,0.0007214272
BSCL2,0.011571707
HNRNPUL2-BSCL2,0.00023085675
GNG3,0.0009811409
HNRNPUL2,0.084232144
TTC9C,0.07693145
ZBTB3,0.005165427
POLR2G,0.121023394
AP001160.2,0.0011542834
TAF6L,0.023172408
TMEM223,0.13611442
AP001160.3,0.004963427
TMEM179B,0.47280195
NXF1,0.04940313
STX5,0.21157199
AP001160.1,0.082616426
TEX54,0.0003751422
WDR74,0.30610663
SLC3A2,0.73589087
CHRM1,0.0
AP000438.1,0.0
SLC22A6,0.0
SLC22A8,0.0
SLC22A24,0.0
SLC22A10,0.0
SLC22A25,0.0
SLC22A9,2.8857094e-05
HRASLS5,5.7714187e-05
LGALS12,0.00043285635
RARRES3,0.35080385
HRASLS2,0.020719454
PLA2G16,0.1556503
AP000753.1,2.8857094e-05
ATL3,0.103969224
AP000753.2,0.0
RTN3,0.33822054
C11orf95,0.009551685
SPINDOC,0.019392075
MARK2,0.09684188
RCOR2,0.00066371297
NAA40,0.039534487
COX8A,0.9764509
AP000721.1,2.8857094e-05
OTUB1,0.1755603
MACROD1,0.047181174
AP000721.2,0.0
AP006333.2,0.0
FLRT1,8.657129e-05
AP006333.1,0.00066371297
STIP1,0.18739183
FERMT3,0.20851421
TRPT1,0.12483187
NUDT22,0.4125226
AP001453.1,0.0017602821
DNAJC4,0.4170533
VEGFB,0.2191898
FKBP2,4.1114674
PPP1R14B,0.4999312
AP001453.2,0.0022797093
AP001453.4,0.0012697118
PLCB3,0.010273123
BAD,0.14647353
GPR137,0.04383395
KCNK4,2.8857094e-05
CATSPERZ,0.00028857094
ESRRA,0.0837125
TRMT112,0.95650554
PRDX5,1.2030658
AP003774.4,0.025683
CCDC88B,0.10630644
RPS6KA4,0.024268987
AP003774.3,0.00031742803
AP003774.2,0.0
AP003774.1,8.657129e-05
AP005273.1,0.0
SLC22A11,0.0
SLC22A12,0.0
NRXN2,0.00034628515
AP001092.1,0.0
RASGRP2,0.05829091
PYGM,0.0022508525
SF1,0.40770432
AP001462.1,0.010792555
MAP4K2,0.052981157
MEN1,0.026404452
CDC42BPG,0.0021065671
EHD1,0.08074061
MIR194-2HG,0.00046171344
ATG2A,0.057049807
PPP2R5B,0.031569924
GPHA2,2.8857094e-05
MAJIN,0.00063485594
BATF2,0.0040399996
ARL2,0.10036222
ARL2-SNX15,0.0
SNX15,0.0010677121
SAC3D1,0.0540778
NAALADL1,0.011138845
CDCA5,0.027558606
ZFPL1,0.066168174
TMEM262,0.00063485594
VPS51,0.25023875
AP003068.1,0.0004905705
TM7SF2,0.11519404
ZNHIT2,0.03933249
AP003068.3,0.0
FAU,7.5316434
SYVN1,0.35100216
MRPL49,0.0730936
SPDYC,0.00023085675
AP003068.2,0.007820265
CAPN1,0.14999427
POLA2,0.027472124
CDC42EP2,0.001702568
DPF2,0.10168955
TIGD3,0.0041265693
AP000944.1,8.657129e-05
SLC25A45,0.19102676
FRMD8,0.03754344
NEAT1,10.331092
AP000769.3,2.8857094e-05
MALAT1,235.11475
AP000769.2,0.014342008
SCYL1,0.21145704
LTBP3,0.11227976
SSSCA1,0.30907643
FAM89B,0.37160677
EHBP1L1,0.124024116
KCNK7,0.0020488529
MAP3K11,0.08356826
PCNX3,0.04412252
SIPA1,0.1093654
RELA,0.085530415
KAT5,0.056588143
RNASEH2C,0.5690086
AP001266.2,0.0
AP5B1,0.028424466
OVOL1,0.0003751422
OVOL1-AS1,2.8857094e-05
AP001266.1,0.0
CFL1,1.7154089
SNX32,0.00057714176
MUS81,0.059387144
EFEMP2,0.007906838
CTSW,0.11851497
FIBP,0.20782147
CCDC85B,0.36635512
FOSL1,0.0030299968
C11orf68,0.05459707
DRAP1,0.7074039
TSGA10IP,0.00034628515
SART1,0.118743464
EIF1AD,0.05898315
BANF1,0.27150735
CST6,0.006348561
CATSPER1,0.0026837103
GAL3ST3,5.7714187e-05
SF3B2,0.48414445
AP006287.2,0.0008079985
PACS1,0.0799904
AP000759.1,0.0046748584
KLC2,0.026289023
AP001107.4,0.00023085675
AP001107.8,0.0
AP001107.7,0.00017314257
RAB1B,0.120503664
AP001107.1,0.0010965691
AP001107.2,0.0021065671
CNIH2,0.0012697118
YIF1A,0.49969673
TMEM151A,0.00014428547
AP001107.3,0.0
CD248,0.0022508528
RIN1,0.0015582824
AP001107.6,0.0
BRMS1,0.119176455
B4GAT1,0.046517484
AP001107.9,0.0030588538
SLC29A2,0.0030011395
NPAS4,0.0
MRPL11,0.17521499
PELI3,0.0071276985
AP002748.3,0.014284313
DPP3,0.053846903
AP002748.4,0.0
BBS1,0.005598281
ZDHHC24,0.10004487
ACTN3,0.00043285635
AP002748.1,0.0
CTSF,0.030011615
CCDC87,0.00020199966
CCS,0.24187009
RBM14,0.05676131
RBM14-RBM4,0.0023662806
RBM4,0.09369654
RBM4B,0.045709565
AP001157.1,0.030415632
SPTBN2,0.00836855
C11orf80,0.12330278
RCE1,0.037023988
PC,0.0023662806
LRFN4,0.0071854135
C11orf86,0.0
SYT12,0.0010965691
RHOD,0.009869117
KDM2A,0.24862275
GRK2,0.19904917
ANKRD13D,0.110635065
SSH3,0.0048768567
RAD9A,0.16144973
POLD4,0.030704215
AP003419.1,0.0
AP003419.2,0.0003751422
CLCF1,0.007849122
AP003419.3,0.00017314257
PPP1CA,0.57890767
TBC1D10C,0.19174913
CARNS1,0.007185414
RPS6KB2,0.3919778
RPS6KB2-AS1,0.002914568
CORO1B,0.20147356
PTPRCAP,0.0017314249
GPR152,0.0
CABP4,0.0042419992
TMEM134,0.31346077
AIP,0.27707466
PITPNM1,0.037514567
CDK2AP2,0.48694378
CABP2,0.0
GSTP1,2.9665992
C11orf72,0.0005482847
AP003385.3,0.0
NDUFV1,0.34837767
NUDT8,0.058492705
TBX10,8.657129e-05
ACY3,0.02222005
ALDH3B2,0.00092342676
AP003716.1,0.0014428542
UNC93B1,0.19122893
ALDH3B1,0.007762553
AC004923.4,0.00025971385
NDUFS8,0.6305661
TCIRG1,0.31415454
AP002807.1,0.012408577
CHKA,0.026808446
AP002992.1,0.00017314257
KMT5B,0.13715324
C11orf24,0.27479556
LRP5,0.0163909
PPP6R3,0.111067675
AP003096.1,0.000115428375
GAL,0.0008368556
TESMIN,0.003866855
CPT1A,0.07597932
AP000808.1,8.657129e-05
MRPL21,0.21289985
IGHMBP2,0.025221275
AP000808.2,0.0
MRGPRD,0.0
AP003071.3,0.0
MRGPRF,0.0005194276
MRGPRF-AS1,2.8857094e-05
TPCN2,0.031627655
AP003071.1,0.00020199966
AP003071.2,0.0
AP003071.5,2.8857094e-05
MYEOV,0.014284304
AP005233.2,0.0005194276
AP005233.1,0.0
AP000439.3,2.8857094e-05
AP000439.1,0.0
AP000439.4,0.0
AP000439.2,0.0
LINC01488,0.0
CCND1,0.024066914
ORAOV1,0.036677703
FGF19,0.0
FGF4,0.0
FGF3,2.8857094e-05
AP007216.2,0.0
AP003555.3,0.0
AP003555.2,5.7714187e-05
AP003555.1,0.0
LINC02584,0.0
ANO1,0.00028857094
ANO1-AS1,2.8857094e-05
FADD,0.041294638
AP000879.1,5.7714187e-05
PPFIA1,0.10619122
AP002336.2,0.00028857094
AP002336.3,5.7714187e-05
AP000487.2,0.00025971385
AP000487.1,0.0046748584
CTTN,0.022104656
SHANK2,0.0021931382
SHANK2-AS1,0.00028857094
SHANK2-AS2,0.0
SHANK2-AS3,0.0
DHCR7,0.024874996
AP002387.2,0.0434011
NADSYN1,0.05670353
KRTAP5-7,0.0
KRTAP5-8,0.00017314257
KRTAP5-9,5.7714187e-05
KRTAP5-10,5.7714187e-05
KRTAP5-11,2.8857094e-05
AP003498.1,0.0
FAM86C1,0.009234255
ZNF705E,0.00057714176
DEFB108B,0.0
AP002495.2,0.01910349
DEFB131B,0.0
RNF121,0.06400399
IL18BP,0.015611744
NUMA1,0.1399236
AP002490.1,0.004530572
LRTOMT,0.014717178
AP000812.5,0.0
LAMTOR1,0.3323333
ANAPC15,0.14598367
FOLR3,0.0037802819
AP000812.1,0.000115428375
FOLR1,0.021844838
FOLR2,0.027414368
INPPL1,0.049403094
PHOX2A,0.0013851401
CLPB,0.0793554
AP000593.3,5.7714187e-05
AP002892.2,0.0
AP002892.1,0.0
AP003785.1,2.8857094e-05
LINC01537,0.000115428375
PDE2A,0.0005482847
AP005019.1,0.00066371297
AP003065.1,2.8857094e-05
ARAP1,0.053154312
ARAP1-AS1,0.00017314257
ARAP1-AS2,0.0012119976
STARD10,0.05303896
ATG16L2,0.044526525
FCHSD2,0.3942008
AP002761.2,0.0012697118
AP002761.1,2.8857094e-05
P2RY2,0.0017314249
P2RY6,0.030242452
AP002761.3,5.7714187e-05
ARHGEF17,0.0020199958
RELT,0.051567357
AP000763.4,0.00034628515
FAM168A,0.01898807
AP000763.3,0.0015871396
PLEKHB1,0.0043862863
RAB6A,0.17512724
AP002993.1,0.0
AP002770.1,5.7714187e-05
MRPL48,0.09969887
COA4,0.226145
PAAF1,0.088156305
DNAJB13,0.0016448537
AP003717.1,0.00031742803
UCP2,0.32145697
UCP3,0.0021642812
C2CD3,0.021412099
PPME1,0.046834942
P4HA3,0.0030011393
P4HA3-AS1,0.0
PGM2L1,0.041958388
AP001372.1,0.0
KCNE3,0.004905713
AP001372.3,8.657129e-05
LIPT2,0.006233133
POLD3,0.04141006
CHRDL2,0.00023085675
RNF169,0.09583186
XRRA1,0.1800615
SPCS2,4.8891706
NEU3,0.040602144
OR2AT4,0.000115428375
AP001972.4,0.0
SLCO2B1,0.051221073
AP001972.3,2.8857094e-05
TPBGL,0.00025971385
AP001972.1,0.0
ARRB1,0.006954558
AP001972.2,0.0
RPS3,8.19166
KLHL35,0.0045305695
GDPD5,0.00969597
SERPINH1,0.01667947
AP001922.5,0.0
MAP6,0.00025971385
MOGAT2,2.8857094e-05
AP001922.1,0.0
DGAT2,0.005396282
AP003031.1,0.0
AP003031.2,0.00017314257
UVRAG,0.07528681
AP002340.1,0.0
WNT11,0.0016448537
AP000785.1,0.0
AP000785.2,0.0
THAP12,0.0939274
GVQW3,0.016304327
AP002360.3,0.001038855
AP002360.2,0.00020199966
AP002360.1,0.03208936
EMSY,0.065793075
AP001189.5,8.657129e-05
AP001189.6,0.0
AP001189.3,0.0
AP001189.1,2.8857094e-05
LRRC32,0.001356283
AP001189.4,0.0
AP003119.1,0.0
TSKU,0.0008657125
AP003119.2,2.8857094e-05
ACER3,0.036013942
AP002498.1,2.8857094e-05
B3GNT6,2.8857094e-05
CAPN5,0.0013851401
OMP,0.0
MYO7A,0.013736012
GDPD4,0.0
PAK1,0.09528374
AP003680.1,0.0017314249
CLNS1A,0.21292831
AQP11,0.0041265707
RSF1,0.36825845
AAMDC,0.03803398
AP002812.2,0.000115428375
AP002812.3,0.000115428375
AP002812.5,0.00075028423
INTS4,0.04216031
KCTD14,0.0030011393
AP003032.2,5.7714187e-05
NDUFC2-KCTD14,2.8857094e-05
AP003032.1,5.7714187e-05
THRSP,0.00023085675
NDUFC2,0.85617423
ALG8,0.104373515
KCTD21-AS1,0.006377419
KCTD21,0.007589409
USP35,0.004242
GAB2,0.019190073
AP003086.2,2.8857094e-05
AP003086.3,0.00017314257
AP003086.1,0.004299714
NARS2,0.0392459
AP003110.1,0.0
TENM4,0.0014139971
AP002768.1,0.0
AP002957.1,0.0
AP001547.1,0.0
AP001978.1,0.0
AP006295.1,0.0
AP002759.1,0.0
MIR4300HG,5.7714187e-05
AP002802.1,0.0
AP000793.1,0.0
FAM181B,2.8857094e-05
AP001646.3,2.8857094e-05
PRCP,0.23405051
DDIAS,0.018006897
RAB30,0.6109707
RAB30-AS1,0.18014817
AP001767.3,0.0013274258
PCF11,0.22839515
PCF11-AS1,0.011629421
ANKRD42,0.01676604
AP000873.3,8.657129e-05
CCDC90B,0.19824067
AP000446.1,0.00057714176
DLG2,0.0028568534
AP002370.2,0.0
AP001825.1,0.0
AP000857.2,0.0
TMEM126B,0.11695432
TMEM126A,0.18349563
CREBZF,0.2590685
CCDC89,0.00020199966
SYTL2,0.018295467
CCDC83,0.0
AP003128.1,0.0
PICALM,0.112539485
AP003097.2,0.00023085675
EED,0.07730684
HIKESHI,0.22074834
CCDC81,0.00060599885
AP001831.1,0.0
ME3,0.0008368555
AP003059.1,5.7714187e-05
AP003059.2,0.0
PRSS23,0.0055982824
AP000654.1,2.8857094e-05
AP001528.2,0.00028857094
FZD4,0.001009998
AP001528.1,8.657129e-05
TMEM135,0.025538728
AP000756.1,0.0
AP005436.3,0.0
AP005436.1,2.8857094e-05
AP005436.2,0.0
RAB38,0.0036359981
CTSC,0.5340962
GRM5-AS1,2.8857094e-05
GRM5,0.0
TYR,0.0
NOX4,0.00034628515
AP003400.1,0.0
TRIM77,0.0
AP003122.2,0.0
TRIM49,0.0
TRIM64B,0.0
TRIM64,0.0
TRIM49C,0.0
UBTFL1,0.0
NAALAD2,0.00046171344
CHORDC1,0.12543833
AP003386.1,0.0
AP003028.1,0.0
FAT3,5.7714187e-05
AP000722.1,0.0
AP003718.1,0.0
AP003171.3,0.0
AP003171.1,0.0
MTNR1B,0.0
SLC36A4,0.057713542
AP003969.1,0.0
DEUP1,2.8857094e-05
SMCO4,0.07895144
CEP295,0.0706411
SCARNA9,0.00028857094
TAF1D,0.42132455
C11orf54,0.08296235
AP001273.2,2.8857094e-05
MED17,0.04141006
VSTM5,0.00014428547
HEPHL1,5.7714187e-05
PANX1,0.01691034
AP002784.1,5.7714187e-05
IZUMO1R,0.0
GPR83,0.00017314257
MRE11,0.09271554
AP000786.1,0.00014428547
ANKRD49,0.15160978
C11orf97,0.0
FUT4,0.0050211414
PIWIL4,0.00092342676
AP000943.3,0.0
AP000943.1,0.0
AP000943.2,0.0
AMOTL1,0.0069257026
AP002383.2,5.7714187e-05
CWC15,0.3250616
KDM4D,0.0023662806
KDM4E,2.8857094e-05
KDM4F,0.0
SRSF8,0.14820516
ENDOD1,0.025394412
AP000787.1,0.0028857107
SESN3,0.051278822
AP001790.1,0.0
AP000820.1,0.0
FAM76B,0.07652767
CEP57,0.20092486
MTMR2,0.020026937
MAML2,0.057511542
CCDC82,0.12125403
JRKL,0.023836121
JRKL-AS1,0.0
AP003781.1,0.0
AP003066.1,0.0
LINC02553,0.0
AP003730.2,0.0
AP003715.1,0.0
CNTN5,8.657129e-05
AP001351.1,8.657129e-05
ARHGAP42,0.017025752
PGR,0.00017314257
TRPC6,0.00025971385
ANGPTL5,0.0
CEP126,0.009291976
CFAP300,0.001009998
AP001527.1,0.0
AP001527.2,0.000115428375
YAP1,0.004126568
AP000942.2,0.0
BIRC3,1.02553
BIRC2,0.16274822
TMEM123,0.32119521
AP001830.1,0.0020199958
AP001830.2,0.0
MMP7,0.03393601
MMP20,5.7714187e-05
AP000851.1,0.00060599885
AP000851.2,0.00017314257
MMP27,0.0
MMP8,0.0
MMP10,2.8857094e-05
MMP1,0.00017314257
MMP3,0.000115428375
MMP12,0.0010099983
MMP13,0.0007502844
DCUN1D5,0.16540325
DYNC2H1,0.0030011395
AP002989.1,2.8857094e-05
PDGFD,0.018151201
AP003043.1,0.0
DDI1,0.0
LINC02552,0.0
CASP4,0.3601207
CASP5,0.0008079984
CASP1,0.1394624
CARD16,0.17835955
CARD17,0.0014139971
CARD18,2.8857094e-05
AP003181.1,0.0
GRIA4,0.00020199966
MSANTD4,0.044843946
KBTBD3,0.04181405
AASDHPPT,0.15746784
AP001001.1,0.00031742803
AP001001.2,0.0
GUCY1A2,0.0004905705
AP000766.1,0.018930363
CWF19L2,0.21033095
ALKBH8,0.016362049
ELMOD1,0.00023085675
SLN,0.00020199966
SLC35F2,0.07843198
RAB39A,0.0024239954
CUL5,0.15937223
AP002433.1,0.003318569
ACAT1,0.21010074
NPAT,0.16799986
ATM,0.6799907
C11orf65,0.010099978
KDELC2,0.03647569
EXPH5,0.0033474255
DDX10,0.08278938
AP003027.1,2.8857094e-05
AP003123.1,0.0
AP003049.2,0.0
C11orf87,0.0
AP002444.1,0.0
RDX,0.3550419
ZC3H12C,0.0066948435
AP000924.1,0.0
FDX1,0.43523276
ARHGAP20,0.0014717113
AP003973.2,0.0
LINC02550,0.0003751422
C11orf53,0.00014428547
COLCA1,0.017314333
COLCA2,0.019738324
POU2AF1,0.88516104
BTG4,0.0
AP002008.1,8.657129e-05
C11orf88,8.657129e-05
LAYN,0.018151151
SIK2,0.020719526
PPP2R1B,0.030906199
AP001781.1,0.00014428547
ALG9,0.049951322
AP001781.2,0.00028857094
FDXACB1,0.022854973
C11orf1,0.13250768
CRYAB,0.011975702
HSPB2,0.00020199966
HSPB2-C11orf52,0.0
C11orf52,0.0
DIXDC1,0.008051124
DLAT,0.055953316
PIH1D2,0.0012408546
NKAPD1,0.07098723
TIMM8B,0.46103153
SDHD,0.22556722
AP002884.3,5.7714187e-05
IL18,0.04040003
AP002884.2,2.8857094e-05
TEX12,0.0009522838
BCO2,0.007820266
PTS,0.10950957
PLET1,2.8857094e-05
AP002884.4,0.0019911388
AP002884.1,0.005425139
AP003063.1,0.0
AP003063.2,0.0
AP003100.1,0.0
AP000802.1,0.00014428547
NCAM1,0.003982282
NCAM1-AS1,0.0
AP000880.1,0.00075028423
TTC12,0.014890318
ANKK1,0.0005194276
AP002840.1,0.0
DRD2,2.8857094e-05
TMPRSS5,0.0012119976
ZW10,0.029751895
AP003170.4,0.00046171344
CLDN25,0.0
USP28,0.08581915
AP003170.3,8.657129e-05
HTR3B,0.0
HTR3A,0.0018757103
ZBTB16,0.014197718
AP002518.2,0.0
NNMT,0.04207369
AP002518.1,0.000115428375
C11orf71,0.046690665
RBM7,0.07387269
AP002373.1,2.8857094e-05
REXO2,0.38666916
NXPE1,0.00031742803
NXPE4,0.0039245696
NXPE2,8.657129e-05
CADM1,0.6787458
AP000462.3,0.0017314249
AP000462.1,0.00014428547
AP003174.1,0.0
AP000997.1,0.0
AP000997.2,0.0
AP002991.1,0.0
LINC00900,0.0016159967
AP000797.3,2.8857094e-05
LINC02151,0.0
AP000770.1,0.0
BUD13,0.033647664
AP006216.1,0.00014428547
ZPR1,0.08905091
APOA5,0.0
APOA4,0.0
APOC3,0.0
APOA1,0.006839129
APOA1-AS,0.000115428375
SIK3,0.10076618
AP000936.1,0.00028857094
PAFAH1B2,0.109365284
SIDT2,0.04850858
TAGLN,0.031771827
PCSK7,0.26890987
RNF214,0.07583498
BACE1,0.003462854
BACE1-AS,0.0053385687
CEP164,0.05246183
AP000892.1,2.8857094e-05
DSCAML1,0.00046171344
AP001554.1,0.0
FXYD2,0.0009811409
AP000757.2,0.0
FXYD6-FXYD2,2.8857094e-05
AP000757.1,0.0
FXYD6,0.0022797093
TMPRSS13,0.0014717113
IL10RA,0.349936
SMIM35,0.00057714176
TMPRSS4,0.003087709
SCN4B,5.7714187e-05
SCN2B,8.657129e-05
JAML,0.037023854
MPZL3,0.01414002
MPZL2,0.0029145668
CD3E,0.1699086
CD3D,0.2834027
CD3G,0.16396415
UBE4A,0.12918927
AP001267.1,0.0039534275
ATP5MG,2.0564969
AP001267.2,0.0034051393
KMT2A,0.46221372
AP001267.3,0.0038091417
TTC36,0.0005194276
TMEM25,0.01708349
IFT46,0.02250869
ARCN1,0.36205488
PHLDB1,0.0027414246
AP000941.1,0.000115428375
TREH,8.657129e-05
AP002954.1,0.00046171344
DDX6,0.3646799
AP004609.3,0.0140823135
CXCR5,0.01578488
AP004609.1,0.00086571247
BCL9L,0.027327849
UPK2,0.00043285635
FOXR1,2.8857094e-05
AP003392.4,0.0062908474
CCDC84,0.08743488
AP003392.1,0.0025682813
RPS25,5.577012
