,Cancer.cell.4
AL139424.3,0.009145667
AL139424.2,0.0062713143
PGD,0.3496244
AL139424.1,0.0013065242
CENPS-CORT,0.007055229
CENPS,0.103738055
CORT,0.0013065242
DFFA,0.5495188
AL354956.1,0.0031356574
PEX14,0.17559665
CASZ1,0.18317439
AL139423.1,0.0026130483
C1orf127,0.0002613048
TARDBP,0.47922987
AL109811.4,0.0005226096
MASP2,0.0005226096
AL109811.3,0.013065244
SRM,0.8487206
EXOSC10,0.24405785
AL109811.1,0.010190887
AL109811.2,0.012542634
MTOR,0.18291315
MTOR-AS1,0.0
ANGPTL7,0.011758717
UBIAD1,0.12986866
AL031291.1,0.0
DISP3,0.0023517434
LINC01647,0.0
AL031731.1,0.0026130483
FBXO2,0.3739251
FBXO44,0.13195917
FBXO6,0.11732596
MAD2L2,0.3099062
DRAXIN,0.0075778384
AGTRAP,0.82729375
C1orf167,0.03945706
AL953897.1,0.0002613048
MTHFR,0.27463067
CLCN6,0.08623055
NPPA-AS1,0.0049647912
NPPA,0.0
NPPB,0.024562655
KIAA2013,0.4037133
PLOD1,0.24196768
MFN2,0.19702375
MIIP,0.25450972
TNFRSF8,0.01646221
TNFRSF1B,0.040502276
VPS13D,0.49203286
AC243836.1,0.0002613048
DHRS3,1.0818131
AC254633.1,0.031356614
AADACL4,0.0
AADACL3,0.0002613048
C1orf158,0.008884362
PRAMEF12,0.0
PRAMEF1,0.0
PRAMEF11,0.0
HNRNPCL1,0.0
PRAMEF4,0.0
PRAMEF6,0.0
PRAMEF27,0.0
HNRNPCL3,0.0
HNRNPCL2,0.0
HNRNPCL4,0.0
PRAMEF9,0.0002613048
PRAMEF13,0.0
PRAMEF18,0.0
PRAMEF5,0.0
PRAMEF8,0.0
PRAMEF15,0.0
AC243961.1,0.0
PRAMEF14,0.0
PRAMEF19,0.0
PRAMEF17,0.0
LRRC38,0.0015678289
AL354712.1,0.0
PDPN,0.2929216
AL359771.1,0.0
PRDM2,0.5218211
KAZN,0.83905566
AL357873.1,0.0002613048
KAZN-AS1,0.0
TMEM51-AS1,0.010452193
TMEM51,0.074471794
C1orf195,0.0
FHAD1,0.05696442
AL031283.2,0.0013065242
AL031283.3,0.0002613048
AL031283.1,0.0018291338
EFHD2,0.4732189
CTRC,0.0013065242
CELA2A,0.0005226096
CELA2B,0.0002613048
CASP9,0.081526995
DNAJC16,0.2001593
AL121992.3,0.0002613048
AGMAT,0.024562674
AL121992.1,0.0120200245
DDI2,0.25215837
AL121992.2,0.0010452193
PLEKHM2,0.2772432
AL450998.3,0.0002613048
SLC25A34,0.007839143
SLC25A34-AS1,0.0005226096
TMEM82,0.0005226096
FBLIM1,0.2913539
UQCRHL,0.12830086
AL450998.2,0.18317439
SPEN,0.67703927
ZBTB17,0.09642146
SRARP,0.0002613048
HSPB7,0.030572696
CLCNKA,0.0062713143
CLCNKB,0.007839143
FAM131C,0.03187922
EPHA2,0.18631014
AL451042.2,0.0075778384
AL451042.1,0.0039195716
ARHGEF19-AS1,0.0
ARHGEF19,0.12307469
CPLANE2,0.01620091
FBXO42,0.1518183
SZRD1,0.52312785
SPATA21,0.0018291338
NECAP2,0.3598143
LINC01772,0.011236108
AL137802.2,0.04468311
AL137802.1,0.0002613048
LINC01783,0.0
NBPF1,0.09511493
AL137798.1,0.0
AL137798.2,0.0
AL021920.1,0.0
AL021920.3,0.0
CROCC,0.115496814
BX284668.1,0.0
BX284668.2,0.0
BX284668.5,0.10452193
BX284668.6,0.008100447
MFAP2,0.6634523
AL049569.1,0.0
ATP13A2,0.1447631
SDHB,0.8534249
PADI2,0.051215712
AL590644.1,0.0005226096
AL590644.3,0.00078391447
PADI1,0.003658267
PADI3,0.0026130483
PADI4,0.0005226096
PADI6,0.0
AC004824.1,0.0002613048
RCC2,0.5084957
ARHGEF10L,0.0577483
AL136529.1,0.0
ACTL8,0.007839143
AL357509.1,0.0
IGSF21,0.0
IGSF21-AS1,0.0
AL591896.1,0.0
KLHDC7A,0.0044421814
PAX7,0.0
AL080251.1,0.0
ALDH4A1,0.040502273
IFFO2,0.01881396
UBR4,0.3903873
AL035413.1,0.02874356
EMC1,0.20329477
MRTO4,0.59524775
AKR7A3,0.009406972
AKR7A2,0.85055
PQLC2,0.07421043
CAPZB,1.6580048
AL031727.2,0.0
MINOS1,1.2336322
NBL1,1.2919078
MINOS1-NBL1,0.0
HTR6,0.0
TMCO4,0.17455143
RNF186,0.0010452193
AL391883.1,0.0
OTUD3,0.07969785
PLA2G2E,0.0
PLA2G2A,1.0695245
PLA2G5,0.0033969625
PLA2G2D,0.0
PLA2G2F,0.0
Z98257.1,0.0033969625
PLA2G2C,0.00078391447
UBXN10-AS1,0.030050084
UBXN10,0.064280905
LINC01757,0.0
Z98257.2,0.0
VWA5B1,0.0010452193
AL020998.1,0.0
LINC01141,0.0
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.0
CAMK2N1,0.2856056
MUL1,0.14685364
FAM43B,0.0036582677
CDA,0.04050227
PINK1,0.39012522
PINK1-AS,0.007839143
DDOST,1.5247306
KIF17,0.007055229
SH2D5,0.0005226096
AL663074.1,0.0
HP1BP3,1.5524303
EIF4G3,0.48759142
ECE1,0.27854988
AL031005.1,0.0005226096
AL031728.1,0.0010452193
AL592309.2,0.0
NBPF3,0.022472234
ALPL,0.11157723
AL359815.1,0.0
RAP1GAP,0.2127016
USP48,0.67155206
LDLRAD2,0.009406972
HSPG2,0.7300858
CELA3B,0.0002613048
CELA3A,0.0
LINC01635,0.0002613048
CDC42,2.9342449
AL031281.2,0.0020904385
WNT4,0.10295412
ZBTB40,0.094069734
EPHA8,0.00078391447
C1QA,0.010452194
C1QC,0.00601001
C1QB,0.0120200245
EPHB2,0.27332398
AL512444.1,0.0002613048
LACTBL1,0.0
TEX46,0.0015678289
KDM1A,0.6388886
AL031428.1,0.0
LUZP1,0.37706026
HTR1D,0.0
LINC01355,0.091717914
AL109936.6,0.0020904385
HNRNPR,1.6851768
ZNF436,0.0580096
ZNF436-AS1,0.052783534
AL109936.2,0.0020904385
TCEA3,0.6245152
ASAP3,0.085446626
E2F2,0.016200904
AL021154.1,0.0013065242
ID3,0.6043953
MDS2,0.0010452193
RPL11,33.295708
ELOA,0.2508516
ELOA-AS1,0.059316114
PITHD1,0.5077107
LYPLA2,0.5137208
GALE,0.38542226
HMGCL,0.3357747
FUCA1,0.33708137
CNR2,0.0
AL590609.3,0.0
PNRC2,0.8521187
SRSF10,1.4400661
AL591178.1,0.0005226096
MYOM3,0.0052260957
AL591178.2,0.0
IL22RA1,0.0062713143
IFNLR1,0.032140527
AL590683.1,0.0020904385
AL138902.1,0.0002613048
GRHL3,0.021949617
STPG1,0.08178833
NIPAL3,0.30206704
RCAN3,0.2244603
AL445686.2,0.023517454
NCMAP,0.01672352
SRRM1,1.8741026
AL445648.1,0.0
CLIC4,0.4672097
RUNX3,0.036060095
AL445471.1,0.0
AL445471.2,0.0
AL050344.1,0.0
AL031432.1,0.0010452193
SYF2,1.4750818
AL031432.5,0.0013065242
RSRP1,1.6258576
AL031432.3,0.003658267
RHD,0.0044421814
TMEM50A,1.5197688
RHCE,0.014633076
MACO1,0.30467996
LDLRAP1,0.102431506
AL606491.1,0.0041808765
MAN1C1,0.020643096
AL031280.1,0.0020904385
SELENON,0.22393769
AL020996.1,0.018552655
MTFR1L,0.26470053
AUNIP,0.03135661
AL033528.2,0.0010452193
PAQR7,0.12098425
STMN1,2.370586
PAFAH2,0.07029084
EXTL1,0.0052260957
SLC30A2,0.03449227
TRIM63,0.0005226096
PDIK1L,0.069506966
FAM110D,0.0075778384
C1orf232,0.0005226096
AL391650.1,0.0015678289
ZNF593,0.8887006
CNKSR1,0.16645105
CATSPER4,0.0005226096
CEP85,0.031356614
SH3BGRL3,2.475645
UBXN11,0.13849173
CD52,0.00601001
CRYBG2,0.020120485
ZNF683,0.0005226096
LIN28A,0.00078391447
DHDDS,0.1980686
AL513365.2,0.0002613048
HMGN2,4.0468826
RPS6KA1,0.10321547
AL512408.1,0.0041808765
ARID1A,0.6300024
PIGV,0.08623051
ZDHHC18,0.07943658
SFN,0.31042877
AL034380.1,0.0
GPN2,0.14215007
GPATCH3,0.0582709
NUDC,1.5338788
NR0B2,0.0015678289
KDF1,0.14659233
TRNP1,0.1933655
TENT5B,0.048080068
SLC9A1,0.075255655
AL590640.1,0.0
WDTC1,0.13483348
TMEM222,0.24876124
SYTL1,0.1374464
MAP3K6,0.07551696
FCN3,0.0047034863
CD164L2,0.024562674
GPR3,0.0028743527
WASF2,1.7567768
FO393419.2,0.0
BX293535.1,0.0010452193
AHDC1,0.33969474
FGR,0.0010452193
LINC02574,0.0015678289
IFI6,3.613877
AL445490.1,0.0005226096
FAM76A,0.21322434
STX12,0.28246936
PPP1R8,0.17638068
THEMIS2,0.13352676
RPA2,0.3689601
SMPDL3B,0.3216653
AL512288.1,0.0
XKR8,0.05957741
EYA3,0.14188866
PTAFR,0.048341386
DNAJC8,1.0196147
ATP5IF1,2.3157084
AL353622.1,0.041024875
AL353622.2,0.0005226096
SESN2,0.08152703
MED18,0.059054818
PHACTR4,0.8325177
RCC1,0.21740511
TRNAU1AP,0.32506138
SNHG12,0.30572528
TAF12,0.37105006
RAB42,0.06558744
LINC01715,0.0041808765
AL360012.1,0.046250947
GMEB1,0.16984804
YTHDF2,0.9636963
OPRD1,0.0002613048
AL009181.1,0.0015678289
EPB41,0.32061952
TMEM200B,0.01280394
AL357500.1,0.0
SRSF4,0.9480155
MECR,0.24980637
AL590729.1,0.0002613048
PTPRU,0.1413661
LINC01756,0.0005226096
AC092265.1,0.0002613048
AL645944.2,0.0
LINC01648,0.0
AL137076.1,0.0
MATN1,0.0026130483
MATN1-AS1,0.01881396
LAPTM5,0.012281328
AL137027.1,0.0
LINC01778,0.0031356574
AL445235.1,0.0
SDC3,0.21426937
PUM1,1.1327615
NKAIN1,0.00078391447
SNRNP40,0.38228628
ZCCHC17,0.5699011
AL451070.1,0.0
FABP3,0.1118384
SERINC2,0.42723134
AC114488.1,0.0
TINAGL1,0.26653004
HCRTR1,0.0
PEF1,0.45466653
AC114488.2,0.0010452193
AC114488.3,0.0013065242
COL16A1,0.20329462
ADGRB2,0.03527619
AL354919.2,0.0
SPOCD1,0.008623057
AL354919.1,0.0
AL136115.2,0.0044421814
PTP4A2,1.9786264
AL136115.1,0.0002613048
AL136115.3,0.0
KHDRBS1,1.4729899
AL445248.1,0.006793924
TMEM39B,0.13039123
KPNA6,0.5377615
TXLNA,0.38934192
CCDC28B,0.14005956
AL049795.1,0.008623057
IQCC,0.03370836
DCDC2B,0.0013065242
TMEM234,0.17977756
EIF3I,1.5506005
FAM167B,0.022472225
LCK,0.0052260957
HDAC1,0.6357512
MARCKSL1,3.4212978
AL109945.1,0.0
TSSK3,0.01228133
FAM229A,0.06428088
BSDC1,0.3752318
AL033529.1,0.0
ZBTB8B,0.018030042
ZBTB8A,0.10556715
ZBTB8OS,0.5354089
RBBP4,0.93181455
SYNC,0.21949567
AC114489.1,0.00078391447
KIAA1522,0.5419425
YARS,0.29867008
S100PBP,0.20120426
FNDC5,0.010452193
HPCA,0.0073165335
TMEM54,0.2795955
RNF19B,0.10608979
AL020995.1,0.0002613048
AK2,0.7418425
AZIN2,0.025869204
TRIM62,0.025869202
AL662907.3,0.0039195716
ZNF362,0.13300432
AL513327.3,0.0013065242
A3GALT2,0.0
AL513327.1,0.0075778384
PHC2,0.4442146
AL513327.2,0.0005226096
ZSCAN20,0.022472234
CSMD2,0.032140523
HMGB4,0.0
CSMD2-AS1,0.0
C1orf94,0.0015678289
SMIM12,0.47452497
GJB5,0.0041808765
GJB4,0.0020904385
AL121988.1,0.0002613048
GJB3,0.056180492
GJA4,0.049647912
AL122010.1,0.0
DLGAP3,0.016723517
AC114490.3,0.021949623
AC114490.2,0.0028743527
TMEM35B,0.0015678289
ZMYM6,0.08936621
ZMYM1,0.15443136
AL590434.1,0.0010452193
SFPQ,2.647841
ZMYM4,0.5766944
ZMYM4-AS1,0.0005226096
KIAA0319L,0.34753376
NCDN,0.08910495
AC004865.2,0.0028743527
TFAP2E,0.0028743527
PSMB2,1.7458034
C1orf216,0.07264262
CLSPN,0.081788346
AL354864.1,0.0
AGO4,0.10974813
AGO1,0.20930454
AL139286.2,0.0028743527
AGO3,0.43663788
AL138787.2,0.0
TEKT2,0.038934443
ADPRHL2,0.5111077
COL8A2,0.084662676
TRAPPC3,0.97780997
MAP7D1,0.38489926
THRAP3,1.613317
SH3D21,0.033969667
EVA1B,0.5471688
AL591845.1,0.028482253
STK40,0.14920524
LSM10,0.47922906
OSCP1,0.11706474
MRPS15,1.2059318
CSF3R,0.01907526
AL596257.1,0.0
AC117945.2,0.0
AC117945.1,0.0
GRIK3,0.019075258
AL031430.1,0.0
AL353604.1,0.0
LINC01137,0.039979663
ZC3H12A,0.15129553
MEAF6,0.9326004
SNIP1,0.18265188
DNALI1,0.31121272
GNL2,0.48680663
RSPO1,0.09798932
C1orf109,0.17664203
CDCA8,0.07290393
EPHA10,0.0052260957
MANEAL,0.01437177
AL929472.3,0.0
YRDC,0.26626858
C1orf122,1.4489492
MTF1,0.15025042
AL929472.2,0.0005226096
INPP5B,0.054612655
SF3A3,0.5861018
FHL3,0.15260223
UTP11,0.34857824
POU3F1,0.0041808765
AL139158.2,0.0
AL139158.3,0.0
LINC01685,0.0002613048
AL354702.2,0.0
RRAGC,0.3140866
AL139260.1,0.013326551
MYCBP,0.20643036
AL139260.3,0.0015678289
GJA9,0.0
RHBDL2,0.09955713
AKIRIN1,0.86048096
NDUFS5,5.076419
MACF1,1.4949332
AL442071.1,0.0
BMP8A,0.0002613048
PABPC4,1.3337108
AL365277.1,0.0
HEYL,0.010190887
AL035404.2,0.0
NT5C1A,0.0
HPCAL4,0.0020904385
PPIE,0.44212425
BMP8B,0.0075778384
OXCT2,0.0026130483
AL033527.3,0.0026130483
AL033527.5,0.0031356574
AL033527.4,0.0
TRIT1,0.17298368
MYCL,0.14606951
AL033527.2,0.0013065242
MFSD2A,0.08361747
CAP1,1.2169055
PPT1,0.4784454
RLF,0.26287153
TMCO2,0.00078391447
AL050341.2,0.11000939
ZMPSTE24,0.43323988
COL9A2,0.2756761
SMAP2,0.14058214
AL031985.4,0.00078391447
ZFP69B,0.026653117
ZFP69,0.016723517
AL603839.3,0.0054874006
EXO5,0.03266314
AL603839.1,0.0
AL603839.2,0.00078391447
ZNF684,0.046512242
RIMS3,0.0120200245
AL031289.1,0.0
NFYC-AS1,0.022994842
NFYC,0.3036346
KCNQ4,0.011758719
CITED4,1.0653473
AC119677.1,0.0005226096
CTPS1,0.16540603
SLFNL1-AS1,0.009145667
SLFNL1,0.0015678289
SCMH1,0.123336054
AC093151.3,0.0026130483
FOXO6,0.040502265
AC093151.2,0.0010452193
EDN2,0.13875282
HIVEP3,0.058532204
AL445933.2,0.0
GUCA2B,0.0002613048
GUCA2A,0.0005226096
FOXJ3,0.22837974
RIMKLA,0.030834002
ZMYND12,0.018291349
PPCS,1.024061
CCDC30,0.19467166
PPIH,0.36138263
AC098484.2,0.0023517434
YBX1,12.341609
CLDN19,0.0023517434
P3H1,0.15939596
C1orf50,0.050954405
AC098484.3,0.0005226096
AC098484.1,0.0002613048
TMEM269,0.0013065242
SVBP,0.42775312
ERMAP,0.06637134
AL512353.1,0.0065326192
ZNF691,0.065587394
SLC2A1,0.72120094
SLC2A1-AS1,0.05017051
AC099795.1,0.0
FAM183A,0.027959635
EBNA1BP2,1.0541099
CFAP57,0.03135659
TMEM125,0.3963968
C1orf210,0.15051168
TIE1,0.024562668
MPL,0.0
AL139289.2,0.05252223
CDC20,0.19859152
ELOVL1,0.5273087
MED8,0.5367155
AL139289.1,0.0
SZT2,0.16984792
SZT2-AS1,0.0010452193
HYI,0.32453886
PTPRF,1.7991029
AL451062.3,0.0026130483
KDM4A,0.14162746
KDM4A-AS1,0.024040066
ST3GAL3,0.058270913
AL451062.1,0.0002613048
ARTN,0.035537492
AL357079.1,0.0075778384
IPO13,0.087537095
DPH2,0.15364735
ATP6V0B,3.1830099
B4GALT2,0.23909308
CCDC24,0.15652175
SLC6A9,0.054612674
AL139220.2,0.0357988
KLF17,0.0015678289
DMAP1,0.3671306
ERI3,0.741582
RNF220,0.2555552
TMEM53,0.10948677
ARMH1,0.015678298
KIF2C,0.075778335
AL592166.1,0.0023517434
RPS8,47.22304
BEST4,0.015416991
PLK3,0.3880363
TCTEX1D4,0.030572692
BTBD19,0.053044833
PTCH2,0.03815053
EIF2B3,0.19232015
HECTD3,0.08544665
UROD,0.37000537
ZSWIM5,0.0033969625
LINC01144,0.00601001
HPDL,0.02769833
MUTYH,0.06820045
TOE1,0.100079775
TESK2,0.034492277
CCDC163,0.013326551
MMACHC,0.057225697
PRDX1,4.906298
AKR1A1,1.0643029
NASP,1.2325814
CCDC17,0.008623057
GPBP1L1,0.5152887
TMEM69,0.20094305
IPP,0.18421982
MAST2,0.08283351
PIK3R3,0.14711478
AL358075.4,0.0
AL358075.1,0.0002613048
AL358075.2,0.0023517434
TSPAN1,0.5881933
POMGNT1,0.3012831
LURAP1,0.0075778384
RAD54L,0.019075261
LRRC41,0.67312
UQCRH,10.274436
NSUN4,0.1559991
FAAH,0.10426068
DMBX1,0.0047034863
AL136373.1,0.0005226096
MKNK1-AS1,0.0026130483
KNCN,0.0
MKNK1,0.22785716
MOB3C,0.066371314
ATPAF1,0.47034547
TEX38,0.0015678289
EFCAB14-AS1,0.0002613048
EFCAB14,0.6378423
CYP4B1,0.28926402
CYP4A11,0.0010452193
CYP4X1,0.12751691
CYP4Z1,0.009406972
CYP4A22-AS1,0.0062713143
CYP4A22,0.00078391447
LINC00853,0.022994846
PDZK1IP1,1.7000746
TAL1,0.0026130483
AL135960.1,0.0
STIL,0.049386594
CMPK1,0.6720741
LINC01389,0.0010452193
FOXE3,0.0002613048
FOXD2-AS1,0.003658267
FOXD2,0.0028743527
LINC01738,0.0
TRABD2B,0.005748705
AL691459.1,0.0
AC096541.1,0.0
AL356289.1,0.0005226096
AL356289.2,0.0
AL109659.1,0.0
SLC5A9,0.0
AL109659.2,0.0005226096
SPATA6,0.16540596
AGBL4,0.010713497
BEND5,0.080220476
AC099788.1,0.0
AL590432.1,0.0
ELAVL4,0.0005226096
AL592182.2,0.0
AL592182.1,0.0
AL596275.2,0.0
DMRTA2,0.00078391447
FAF1,0.35119104
AL049637.1,0.0002613048
CDKN2C,0.23334487
C1orf185,0.0002613048
LINC01562,0.0020904385
RNF11,0.29657987
AL162430.2,0.0
TTC39A,0.07865271
TTC39A-AS1,0.0041808765
EPS15,0.31774497
AC104170.2,0.0013065242
AC104170.1,0.0
OSBPL9,0.44238532
NRDC,0.8474148
AL050343.1,0.0047034863
AL050343.2,0.0010452193
RAB3B,0.018030046
TXNDC12,0.73034626
KTI12,0.08727571
AL445685.1,0.0
TXNDC12-AS1,0.0
BTF3L4,1.2061974
ZFYVE9,0.13509484
CC2D1B,0.087275796
AL513218.1,0.00078391447
ORC1,0.015416991
PRPF38A,0.4988269
TUT4,0.5991676
AL591167.1,0.0010452193
GPX7,0.21113378
SHISAL2A,0.0013065242
COA7,0.18082272
ZYG11B,0.33446845
ZYG11A,0.010974803
AC099677.4,0.0
ECHDC2,0.51711786
SCP2,1.3551425
PODN,0.076039605
AL445183.1,0.0
SLC1A7,0.0005226096
AL445183.2,0.0
CPT2,0.2012043
AL606760.2,0.0033969625
C1orf123,0.45518944
AL606760.3,0.007839143
MAGOH,0.90542316
AL606760.1,0.021949625
LRP8,0.13378808
AL355483.4,0.0002613048
AL355483.2,0.0
AL355483.3,0.0
LINC01771,0.0018291338
AC119428.1,0.0
AC119428.2,0.0031356574
DMRTB1,0.0
GLIS1,0.009668277
NDC1,0.12908474
YIPF1,0.14371786
DIO1,0.0005226096
HSPB11,0.6009972
LRRC42,0.34204563
LDLRAD1,0.042592682
TMEM59,3.7670264
TCEANC2,0.08440139
AL357673.1,0.0005226096
CDCP2,0.0
AL357673.2,0.0015678289
CYB5RL,0.046250943
MRPL37,0.5584036
SSBP3,0.6882745
SSBP3-AS1,0.0013065242
AL161644.1,0.0
AL035415.1,0.0
AC099796.1,0.0
ACOT11,0.22942488
FAM151A,0.0002613048
MROH7,0.016984822
MROH7-TTC4,0.0
TTC4,0.10217022
PARS2,0.053567436
TTC22,0.10661246
AC096536.2,0.0
LEXM,0.0039195716
DHCR24,0.9775428
AC096536.3,0.0005226096
AC096536.1,0.015939603
TMEM61,0.053044852
AL590440.1,0.0002613048
BSND,0.0026130483
PCSK9,0.0023517434
USP24,0.16775756
MIR4422HG,0.0002613048
AL603840.1,0.0005226096
LINC01753,0.0
LINC01755,0.0
AL353681.1,0.0
AC119674.1,0.0054874006
AC119674.2,0.0054874006
LINC01767,0.0013065242
PLPP3,0.14580818
PRKAA2,0.19859122
FYB2,0.033708353
AL360295.1,0.0
C8A,0.0002613048
C8B,0.0
AL161740.1,0.0
DAB1,0.01724613
AL390243.1,0.0
DAB1-AS1,0.0002613048
AL445193.2,0.0002613048
OMA1,0.19780754
TACSTD2,2.60498
MYSM1,0.26652977
AL136985.3,0.0062713143
JUN,10.518782
LINC01135,0.00078391447
AL136985.2,0.0013065242
AL136985.1,0.0
AC105277.1,0.011497414
LINC01358,0.02534659
AL592431.2,0.0
AL592431.1,0.0
AC093424.1,0.0005226096
FGGY,0.17585792
AL035416.1,0.0
HOOK1,0.41364276
CYP2J2,0.023256145
C1orf87,0.0033969625
AC097066.1,0.0
LINC01748,0.033969652
AC099792.1,0.0
NFIA,1.3938136
NFIA-AS2,0.00078391447
AC099791.3,0.0031356574
TM2D1,0.64567995
AC099791.2,0.05069312
PATJ,0.7219834
L1TD1,0.011758719
KANK4,0.014633075
USP1,0.6665856
DOCK7,0.35066944
ANGPTL3,0.0
AC103923.1,0.0047034863
ATG4C,0.09433103
AC099794.1,0.0
LINC01739,0.0
AL162400.2,0.0
AC096543.1,0.0
AC096543.2,0.0002613048
FOXD3-AS1,0.02769834
FOXD3,0.007055229
ALG6,0.11941644
ITGB3BP,0.27959484
EFCAB7,0.083878785
PGM1,0.4389887
ROR1,0.13927554
ROR1-AS1,0.009145668
AL445205.1,0.010452191
UBE2U,0.0028743527
CACHD1,0.1175873
RAVER2,0.053306125
JAK1,0.94958794
AL357078.3,0.0039195716
AL357078.1,0.0023517434
AK4,0.38777384
DNAJC6,0.015155687
