,Cancer.cell.5
AL139424.2,0.0049491483
PGD,0.41573173
AL139424.1,0.0024745741
CENPS-CORT,0.015259875
CENPS,0.12785316
CORT,0.0024745741
DFFA,0.4912071
AL354956.1,0.0057740067
PEX14,0.12290402
CASZ1,0.1427008
AL139423.1,0.003299432
C1orf127,0.0012372871
TARDBP,0.5192526
AL109811.4,0.0
MASP2,0.000412429
AL109811.3,0.0049491483
SRM,0.65329295
EXOSC10,0.2049783
AL109811.1,0.010310726
AL109811.2,0.011960442
MTOR,0.17734523
MTOR-AS1,0.000412429
ANGPTL7,0.0020621452
UBIAD1,0.110943414
AL031291.1,0.0
DISP3,0.023920884
LINC01647,0.0
AL031731.1,0.009898297
FBXO2,0.6932973
FBXO44,0.08867224
FBXO6,0.059802216
MAD2L2,0.2107523
DRAXIN,0.0037118616
AGTRAP,0.49368203
C1orf167,0.04784177
AL953897.1,0.0
MTHFR,0.17074636
CLCN6,0.05732764
NPPA-AS1,0.0045367195
NPPA,0.0
NPPB,0.000824858
KIAA2013,0.29860094
PLOD1,0.15672354
MFN2,0.13074024
MIIP,0.17610797
TNFRSF8,0.000412429
TNFRSF1B,0.023920884
VPS13D,0.19466743
AC243836.1,0.0
DHRS3,0.29158884
AC254633.1,0.010310726
AADACL4,0.0
AADACL3,0.003299432
C1orf158,0.058564927
PRAMEF12,0.0
PRAMEF1,0.0
PRAMEF11,0.0
HNRNPCL1,0.0
PRAMEF4,0.0
PRAMEF6,0.0
PRAMEF27,0.0
HNRNPCL3,0.0
HNRNPCL2,0.0
HNRNPCL4,0.0
PRAMEF9,0.0
PRAMEF13,0.0
PRAMEF18,0.0
PRAMEF5,0.0
PRAMEF8,0.0
PRAMEF15,0.0
AC243961.1,0.0
PRAMEF14,0.0
PRAMEF19,0.0
PRAMEF17,0.0
LRRC38,0.0041242903
AL354712.1,0.000412429
PDPN,0.028870033
AL359771.1,0.0
PRDM2,0.35139227
KAZN,0.42604262
AL357873.1,0.0
KAZN-AS1,0.0
TMEM51-AS1,0.00866101
TMEM51,0.04495477
C1orf195,0.0
FHAD1,0.19755436
AL031283.2,0.0041242903
AL031283.3,0.0028870034
AL031283.1,0.008248581
EFHD2,0.27467948
CTRC,0.0
CELA2A,0.0
CELA2B,0.0
CASP9,0.070112936
DNAJC16,0.24457195
AL121992.3,0.001649716
AGMAT,0.031757038
AL121992.1,0.023920884
DDI2,0.19466743
AL121992.2,0.0
PLEKHM2,0.18435664
AL450998.3,0.0
SLC25A34,0.010310726
SLC25A34-AS1,0.0012372871
TMEM82,0.0045367195
FBLIM1,0.15466139
UQCRHL,0.14600025
AL450998.2,0.2709677
SPEN,0.7015489
ZBTB17,0.07753666
SRARP,0.0
HSPB7,0.000412429
CLCNKA,0.007836153
CLCNKB,0.009073439
FAM131C,0.018146878
EPHA2,0.11259312
AL451042.2,0.0024745741
AL451042.1,0.0012372871
ARHGEF19-AS1,0.0
ARHGEF19,0.1311527
CPLANE2,0.013197728
FBXO42,0.11589259
SZRD1,0.37696326
SPATA21,0.001649716
NECAP2,0.17569548
LINC01772,0.01773445
AL137802.2,0.047429338
AL137802.1,0.0
LINC01783,0.0
NBPF1,0.06763837
AL137798.1,0.0
AL137798.2,0.0
AL021920.1,0.0
AL021920.3,0.0
CROCC,0.1472376
BX284668.1,0.0
BX284668.2,0.000412429
BX284668.5,0.120016955
BX284668.6,0.00866101
MFAP2,0.78568316
AL049569.1,0.0
ATP13A2,0.113418
SDHB,0.50522983
PADI2,0.025158172
AL590644.1,0.000412429
AL590644.3,0.000412429
PADI1,0.000412429
PADI3,0.0
PADI4,0.000412429
PADI6,0.0
AC004824.1,0.0
RCC2,0.4425401
ARHGEF10L,0.027632745
AL136529.1,0.0
ACTL8,0.0028870034
AL357509.1,0.0
IGSF21,0.0
IGSF21-AS1,0.0
AL591896.1,0.0
KLHDC7A,0.000412429
PAX7,0.0
AL080251.1,0.0
ALDH4A1,0.045367196
IFFO2,0.013610158
UBR4,0.31922254
AL035413.1,0.037943475
EMC1,0.16373506
MRTO4,0.5448234
AKR7A3,0.00866101
AKR7A2,0.69948655
PQLC2,0.064751364
CAPZB,0.98901474
AL031727.2,0.0
MINOS1,0.8417755
NBL1,0.15424895
MINOS1-NBL1,0.0
HTR6,0.0
TMCO4,0.11011855
RNF186,0.001649716
AL391883.1,0.0
OTUD3,0.07959881
PLA2G2E,0.0
PLA2G2A,0.016497161
PLA2G5,0.000824858
PLA2G2D,0.000412429
PLA2G2F,0.0
Z98257.1,0.000412429
PLA2G2C,0.000412429
UBXN10-AS1,0.06557622
UBXN10,0.13816403
LINC01757,0.0
Z98257.2,0.0
VWA5B1,0.0057740067
AL020998.1,0.0
LINC01141,0.0
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.0
CAMK2N1,0.11589259
MUL1,0.096095964
FAM43B,0.01773445
CDA,0.0738248
PINK1,0.19466741
PINK1-AS,0.007836153
DDOST,1.5990049
KIF17,0.021858739
SH2D5,0.001649716
AL663074.1,0.0
HP1BP3,1.1506883
EIF4G3,0.45862493
ECE1,0.14847484
AL031005.1,0.0028870034
AL031728.1,0.0
AL592309.2,0.0
NBPF3,0.023508456
ALPL,0.2940636
AL359815.1,0.0
RAP1GAP,0.084960386
USP48,0.5204901
LDLRAD2,0.011135584
HSPG2,0.37490103
CELA3B,0.0
CELA3A,0.000412429
LINC01635,0.0028870034
CDC42,1.8241911
AL031281.2,0.000824858
WNT4,0.037943475
ZBTB40,0.071350224
EPHA8,0.000824858
C1QA,0.000412429
C1QC,0.0
C1QB,0.000412429
EPHB2,0.19879179
AL512444.1,0.0
LACTBL1,0.0
TEX46,0.0020621452
KDM1A,0.68092704
AL031428.1,0.0
LUZP1,0.20167875
HTR1D,0.000412429
LINC01355,0.10310726
AL109936.6,0.0028870034
HNRNPR,1.838214
ZNF436,0.03134461
ZNF436-AS1,0.0639265
AL109936.2,0.0049491483
TCEA3,0.57658076
ASAP3,0.049903914
E2F2,0.012372872
AL021154.1,0.000824858
ID3,0.107643984
MDS2,0.0
RPL11,32.336838
ELOA,0.2091026
ELOA-AS1,0.08825981
PITHD1,0.4433649
LYPLA2,0.5328634
GALE,0.28622735
HMGCL,0.29406422
FUCA1,0.18518144
CNR2,0.001649716
AL590609.3,0.0
PNRC2,0.65700597
SRSF10,1.170074
AL591178.1,0.000824858
MYOM3,0.0012372871
AL591178.2,0.0
IL22RA1,0.0037118616
IFNLR1,0.023096027
AL590683.1,0.000824858
AL138902.1,0.0
GRHL3,0.0024745741
STPG1,0.09980783
NIPAL3,0.17115876
RCAN3,0.16126032
AL445686.2,0.016909592
NCMAP,0.010723155
SRRM1,1.6493219
AL445648.1,0.0
CLIC4,0.15837315
RUNX3,0.045367196
AL445471.1,0.0
AL445471.2,0.0
AL050344.1,0.0
AL031432.1,0.0041242903
SYF2,1.7375822
AL031432.5,0.000412429
RSRP1,1.0533538
AL031432.3,0.0012372871
RHD,0.0020621452
TMEM50A,0.92838585
RHCE,0.018971737
MACO1,0.1971421
LDLRAP1,0.05526549
AL606491.1,0.003299432
MAN1C1,0.0041242903
AL031280.1,0.001649716
SELENON,0.1690966
AL020996.1,0.022271167
MTFR1L,0.20044145
AUNIP,0.040418047
AL033528.2,0.0020621452
PAQR7,0.08537281
STMN1,2.4172404
PAFAH2,0.05567792
EXTL1,0.0020621452
SLC30A2,0.07918637
TRIM63,0.0012372871
PDIK1L,0.05732764
FAM110D,0.0028870034
C1orf232,0.0020621452
AL391650.1,0.0020621452
ZNF593,0.72299457
CNKSR1,0.11877966
CATSPER4,0.0012372871
CEP85,0.033819184
SH3BGRL3,1.3362808
UBXN11,0.19590478
CD52,0.0037118616
CRYBG2,0.040005617
ZNF683,0.0
LIN28A,0.0041242903
DHDDS,0.13940132
AL513365.2,0.0
HMGN2,3.756398
RPS6KA1,0.049903914
AL512408.1,0.0037118616
ARID1A,0.5637948
PIGV,0.0610395
ZDHHC18,0.06268922
SFN,0.1418758
AL034380.1,0.0
GPN2,0.106406696
GPATCH3,0.037118614
NUDC,1.4117576
NR0B2,0.000412429
KDF1,0.09527111
TRNP1,0.13816395
TENT5B,0.014022587
SLC9A1,0.050316345
AL590640.1,0.0
WDTC1,0.08825981
TMEM222,0.14063871
SYTL1,0.098982975
MAP3K6,0.049903914
FCN3,0.001649716
CD164L2,0.037943475
GPR3,0.003299432
WASF2,0.9997368
FO393419.2,0.0
BX293535.1,0.0024745741
AHDC1,0.21941328
FGR,0.000412429
LINC02574,0.000412429
IFI6,2.118646
AL445490.1,0.000412429
FAM76A,0.14476302
STX12,0.109706126
PPP1R8,0.14063868
THEMIS2,0.04784177
RPA2,0.2689054
SMPDL3B,0.20869014
AL512288.1,0.000412429
XKR8,0.039593186
EYA3,0.1517744
PTAFR,0.035056468
DNAJC8,0.94818354
ATP5IF1,2.264653
AL353622.1,0.066813506
AL353622.2,0.000824858
SESN2,0.05526549
MED18,0.070112936
PHACTR4,0.84796166
RCC1,0.15094945
TRNAU1AP,0.20002903
SNHG12,0.22766213
TAF12,0.28086588
RAB42,0.010723155
LINC01715,0.0053615775
AL360012.1,0.0709378
GMEB1,0.15094948
YTHDF2,0.7089725
OPRD1,0.000824858
AL009181.1,0.0028870034
EPB41,0.23797281
TMEM200B,0.011960442
AL357500.1,0.0
SRSF4,0.79310846
MECR,0.19714214
AL590729.1,0.0
PTPRU,0.20044136
LINC01756,0.0
AC092265.1,0.0
AL645944.2,0.0
LINC01648,0.0
AL137076.1,0.0
MATN1,0.018559307
MATN1-AS1,0.015672306
LAPTM5,0.0024745741
AL137027.1,0.0
LINC01778,0.0020621452
AL445235.1,0.0
SDC3,0.15136194
PUM1,1.0731508
NKAIN1,0.0012372871
SNRNP40,0.3596408
ZCCHC17,0.49945596
AL451070.1,0.000412429
FABP3,0.16579704
SERINC2,0.17858243
AC114488.1,0.0
TINAGL1,0.05155363
HCRTR1,0.0
PEF1,0.31056145
AC114488.2,0.000824858
AC114488.3,0.000824858
COL16A1,0.07176266
ADGRB2,0.043717477
AL354919.2,0.0
SPOCD1,0.0012372871
AL354919.1,0.0012372871
AL136115.2,0.0012372871
PTP4A2,1.4806354
AL136115.1,0.000412429
AL136115.3,0.000412429
KHDRBS1,1.6225137
AL445248.1,0.0053615775
TMEM39B,0.12620346
KPNA6,0.5439988
TXLNA,0.34726775
CCDC28B,0.11424287
AL049795.1,0.006598864
IQCC,0.049079057
DCDC2B,0.0045367195
TMEM234,0.13568945
EIF3I,1.3684546
FAM167B,0.003299432
LCK,0.0020621452
HDAC1,0.68958807
MARCKSL1,3.670601
AL109945.1,0.0
TSSK3,0.011960442
FAM229A,0.051966056
BSDC1,0.31674802
AL033529.1,0.0
ZBTB8B,0.037943475
ZBTB8A,0.09857055
ZBTB8OS,0.4532633
RBBP4,1.3465934
SYNC,0.32004708
AC114489.1,0.0024745741
KIAA1522,0.32087198
YARS,0.19961658
S100PBP,0.21817616
FNDC5,0.032994322
HPCA,0.0070112934
TMEM54,0.17280829
RNF19B,0.08825981
AL020995.1,0.000824858
AK2,0.67474043
AZIN2,0.023096027
TRIM62,0.023096027
AL662907.3,0.010310726
ZNF362,0.15878579
AL513327.3,0.000824858
A3GALT2,0.0
AL513327.1,0.0053615775
PHC2,0.25240797
AL513327.2,0.000412429
ZSCAN20,0.023096027
CSMD2,0.037943475
HMGB4,0.0
CSMD2-AS1,0.0
C1orf94,0.001649716
SMIM12,0.36459005
GJB5,0.0037118616
GJB4,0.008248581
AL121988.1,0.0
GJB3,0.032169465
GJA4,0.058564927
AL122010.1,0.0
DLGAP3,0.021033881
AC114490.3,0.022683598
AC114490.2,0.0049491483
TMEM35B,0.003299432
ZMYM6,0.09568354
ZMYM1,0.16291
AL590434.1,0.0020621452
SFPQ,2.6548057
ZMYM4,0.6545315
ZMYM4-AS1,0.000824858
KIAA0319L,0.34768033
NCDN,0.08207338
AC004865.2,0.0045367195
TFAP2E,0.0037118616
PSMB2,1.7297453
C1orf216,0.107643984
CLSPN,0.14847459
AL354864.1,0.001649716
AGO4,0.09444625
AGO1,0.2425098
AL139286.2,0.0053615775
AGO3,0.58111775
AL138787.2,0.0
TEKT2,0.2033285
ADPRHL2,0.3955226
COL8A2,0.028457604
TRAPPC3,0.84837544
MAP7D1,0.19507991
THRAP3,1.5033208
SH3D21,0.04495477
EVA1B,0.7811445
AL591845.1,0.041242905
STK40,0.13981372
LSM10,0.43305397
OSCP1,0.19013073
MRPS15,1.0830473
CSF3R,0.028870033
AL596257.1,0.000412429
AC117945.2,0.0
AC117945.1,0.000412429
GRIK3,0.007423723
AL031430.1,0.0
AL353604.1,0.0
LINC01137,0.032581896
ZC3H12A,0.06928808
MEAF6,1.2476121
SNIP1,0.28705266
DNALI1,0.8170288
GNL2,0.54399914
RSPO1,0.19095545
C1orf109,0.19054303
CDCA8,0.037531044
EPHA10,0.001649716
MANEAL,0.023508456
AL929472.3,0.0
YRDC,0.29447612
C1orf122,1.0682006
MTF1,0.17981985
AL929472.2,0.0012372871
INPP5B,0.04660448
SF3A3,0.6520571
FHL3,0.08537281
UTP11,0.5943154
POU3F1,0.0041242903
AL139158.2,0.0012372871
AL139158.3,0.0
LINC01685,0.0
AL354702.2,0.0
RRAGC,0.22106312
AL139260.1,0.016909592
MYCBP,0.37984988
AL139260.3,0.0020621452
GJA9,0.0
RHBDL2,0.054853063
AKIRIN1,1.1222305
NDUFS5,5.1768003
MACF1,1.2022419
AL442071.1,0.000824858
BMP8A,0.0
PABPC4,2.980599
AL365277.1,0.0
HEYL,0.0049491483
AL035404.2,0.000412429
NT5C1A,0.0
HPCAL4,0.0053615775
PPIE,0.4846084
BMP8B,0.012372872
OXCT2,0.006186436
AL033527.3,0.0024745741
AL033527.5,0.0045367195
AL033527.4,0.000412429
TRIT1,0.29901326
MYCL,0.6800989
AL033527.2,0.003299432
MFSD2A,0.094858676
CAP1,0.9498329
PPT1,0.96096677
RLF,0.3584036
TMCO2,0.000412429
AL050341.2,0.19178043
ZMPSTE24,0.41201997
COL9A2,0.8479599
SMAP2,0.1554863
AL031985.4,0.000824858
ZFP69B,0.05072877
ZFP69,0.011135584
AL603839.3,0.0070112934
EXO5,0.04660448
AL603839.1,0.0
AL603839.2,0.000412429
ZNF684,0.052790914
RIMS3,0.011960442
AL031289.1,0.0
NFYC-AS1,0.036706187
NFYC,0.50110584
KCNQ4,0.01773445
CITED4,1.2451342
AC119677.1,0.0012372871
CTPS1,0.1971419
SLFNL1-AS1,0.011135584
SLFNL1,0.0049491483
SCMH1,0.16249762
AC093151.3,0.000824858
FOXO6,0.053203348
AC093151.2,0.000412429
EDN2,0.123316355
HIVEP3,0.07341237
AL445933.2,0.0
GUCA2B,0.000824858
GUCA2A,0.0
FOXJ3,0.34025666
RIMKLA,0.07588695
ZMYND12,0.050316345
PPCS,1.1242934
CCDC30,0.4520259
PPIH,0.46728575
AC098484.2,0.007836153
YBX1,12.79312
CLDN19,0.030107321
P3H1,0.09857055
C1orf50,0.063514076
AC098484.3,0.000412429
AC098484.1,0.0
TMEM269,0.001649716
SVBP,0.54441136
ERMAP,0.09527111
AL512353.1,0.021033881
ZNF691,0.09692082
SLC2A1,0.6165863
SLC2A1-AS1,0.08001123
AC099795.1,0.0
FAM183A,0.35592875
EBNA1BP2,1.2055426
CFAP57,0.07836152
TMEM125,0.29695126
C1orf210,0.2045656
TIE1,0.014847446
MPL,0.000824858
AL139289.2,0.08001123
CDC20,0.0866101
ELOVL1,0.37407616
MED8,0.5807057
AL139289.1,0.003299432
SZT2,0.20992756
SZT2-AS1,0.0049491483
HYI,0.37407613
PTPRF,2.0662754
AL451062.3,0.0070112934
KDM4A,0.18518153
KDM4A-AS1,0.029694892
ST3GAL3,0.070112936
AL451062.1,0.0024745741
ARTN,0.10599427
AL357079.1,0.011548013
IPO13,0.100220256
DPH2,0.24910875
ATP6V0B,2.8738143
B4GALT2,0.20291601
CCDC24,0.20456593
SLC6A9,0.06640108
AL139220.2,0.028045174
KLF17,0.000412429
DMAP1,0.38273746
ERI3,0.8124931
RNF220,0.40913248
TMEM53,0.13321479
ARMH1,0.04784177
KIF2C,0.041655336
AL592166.1,0.0028870034
RPS8,66.46696
BEST4,0.042067762
PLK3,0.33324492
TCTEX1D4,0.13857636
BTBD19,0.075474516
PTCH2,0.2128143
EIF2B3,0.20539066
HECTD3,0.057740066
UROD,0.35592923
ZSWIM5,0.009073439
LINC01144,0.014022587
HPDL,0.106406696
MUTYH,0.16332257
TOE1,0.12991536
TESK2,0.07506209
CCDC163,0.016909592
MMACHC,0.08619767
PRDX1,5.157
AKR1A1,1.0319086
NASP,1.7726344
CCDC17,0.012785301
GPBP1L1,0.5794679
TMEM69,0.28870225
IPP,0.24168487
MAST2,0.08825981
PIK3R3,0.16785927
AL358075.4,0.0
AL358075.1,0.000412429
AL358075.2,0.030932179
TSPAN1,1.3610226
POMGNT1,0.40954593
LURAP1,0.01732202
RAD54L,0.030107321
LRRC41,1.0554157
UQCRH,13.354035
NSUN4,0.23384877
FAAH,0.084135525
DMBX1,0.012785301
AL136373.1,0.000824858
MKNK1-AS1,0.013197728
KNCN,0.007836153
MKNK1,0.27220505
MOB3C,0.028457604
ATPAF1,0.64504516
TEX38,0.0024745741
EFCAB14-AS1,0.0012372871
EFCAB14,0.7807361
CYP4B1,0.50069195
CYP4A11,0.0028870034
CYP4X1,0.22353776
CYP4Z1,0.019796593
CYP4A22-AS1,0.014435017
CYP4A22,0.0020621452
LINC00853,0.023920884
PDZK1IP1,1.0405619
TAL1,0.0
AL135960.1,0.0
STIL,0.07506209
CMPK1,0.5873046
LINC01389,0.0037118616
FOXE3,0.0012372871
FOXD2-AS1,0.013610158
FOXD2,0.01732202
LINC01738,0.0
TRABD2B,0.0037118616
AL691459.1,0.0
AC096541.1,0.000412429
AL356289.1,0.000412429
AL356289.2,0.0
AL109659.1,0.0012372871
SLC5A9,0.0057740067
AL109659.2,0.0012372871
SPATA6,0.27220488
AGBL4,0.026395457
BEND5,0.0709378
AC099788.1,0.000824858
AL590432.1,0.0
ELAVL4,0.0
AL592182.2,0.0
AL592182.1,0.0
AL596275.2,0.0
DMRTA2,0.0045367195
FAF1,0.28664026
AL049637.1,0.000412429
CDKN2C,0.0709378
C1orf185,0.0
LINC01562,0.001649716
RNF11,0.21322694
AL162430.2,0.0
TTC39A,0.03464404
TTC39A-AS1,0.0012372871
EPS15,0.22518744
AC104170.2,0.000824858
AC104170.1,0.000824858
OSBPL9,0.39634764
NRDC,0.8430131
AL050343.1,0.006598864
AL050343.2,0.000412429
RAB3B,0.016497161
TXNDC12,0.69165015
KTI12,0.08702253
AL445685.1,0.0
TXNDC12-AS1,0.000412429
BTF3L4,1.3197874
ZFYVE9,0.14929986
CC2D1B,0.058564927
AL513218.1,0.000412429
ORC1,0.011960442
PRPF38A,0.47017345
TUT4,0.63762105
AL591167.1,0.001649716
GPX7,0.103519686
SHISAL2A,0.0020621452
COA7,0.13527702
ZYG11B,0.23384869
ZYG11A,0.0045367195
AC099677.4,0.0
ECHDC2,0.32870826
SCP2,1.130891
PODN,0.009073439
AL445183.1,0.0
SLC1A7,0.0
AL445183.2,0.0
CPT2,0.15094934
AL606760.2,0.0024745741
C1orf123,0.26189414
AL606760.3,0.007836153
MAGOH,0.81579214
AL606760.1,0.03134461
LRP8,0.09403382
AL355483.4,0.0
AL355483.2,0.0
AL355483.3,0.0
LINC01771,0.0012372871
AC119428.1,0.0
AC119428.2,0.001649716
DMRTB1,0.0
GLIS1,0.028870033
NDC1,0.10310726
YIPF1,0.08702253
DIO1,0.0024745741
HSPB11,0.427692
LRRC42,0.21900092
LDLRAD1,0.054853063
TMEM59,1.3511298
TCEANC2,0.07588695
AL357673.1,0.0
CDCP2,0.0
AL357673.2,0.000412429
CYB5RL,0.035056468
MRPL37,0.3674768
SSBP3,0.6458696
SSBP3-AS1,0.0012372871
AL161644.1,0.0
AL035415.1,0.0
AC099796.1,0.0
ACOT11,0.16579714
FAM151A,0.000412429
MROH7,0.011548013
MROH7-TTC4,0.0
TTC4,0.10063269
PARS2,0.06516379
TTC22,0.042067762
AC096536.2,0.0
LEXM,0.000824858
DHCR24,0.5130653
AC096536.3,0.000824858
AC096536.1,0.007836153
TMEM61,0.012785301
AL590440.1,0.0
BSND,0.001649716
PCSK9,0.0012372871
USP24,0.11176827
MIR4422HG,0.000824858
AL603840.1,0.0020621452
LINC01753,0.0
LINC01755,0.0
AL353681.1,0.0
AC119674.1,0.006598864
AC119674.2,0.0053615775
LINC01767,0.0020621452
PLPP3,0.28787678
PRKAA2,0.21240182
FYB2,0.032169465
AL360295.1,0.0
C8A,0.0
C8B,0.0
AL161740.1,0.000412429
DAB1,0.0049491483
AL390243.1,0.0
DAB1-AS1,0.000412429
AL445193.2,0.0
OMA1,0.14105104
TACSTD2,0.76877004
MYSM1,0.18270689
AL136985.3,0.0057740067
JUN,6.5724425
LINC01135,0.000412429
AL136985.2,0.000824858
AL136985.1,0.000412429
AC105277.1,0.009073439
LINC01358,0.0053615775
AL592431.2,0.0
AL592431.1,0.0
AC093424.1,0.003299432
FGGY,0.084960386
AL035416.1,0.0
HOOK1,0.36046535
CYP2J2,0.008248581
C1orf87,0.020209024
AC097066.1,0.0
LINC01748,0.021858739
AC099792.1,0.000412429
NFIA,0.969216
NFIA-AS2,0.000824858
AC099791.3,0.0
TM2D1,0.41325715
AC099791.2,0.027632745
PATJ,0.4359412
L1TD1,0.0028870034
KANK4,0.028870033
USP1,0.56709427
DOCK7,0.24374685
ANGPTL3,0.0
AC103923.1,0.011548013
ATG4C,0.06433893
AC099794.1,0.0
LINC01739,0.0
AL162400.2,0.0
AC096543.1,0.0
AC096543.2,0.000412429
FOXD3-AS1,0.016909592
FOXD3,0.000824858
ALG6,0.092796534
ITGB3BP,0.35304213
EFCAB7,0.09733325
PGM1,0.19466728
ROR1,0.10723155
ROR1-AS1,0.0028870034
AL445205.1,0.008248581
UBE2U,0.0012372871
CACHD1,0.09114682
RAVER2,0.049079057
JAK1,0.42274347
AL357078.3,0.000824858
AL357078.1,0.0
AK4,0.1752829
DNAJC6,0.009485869
AL139294.1,0.0
LEPROT,0.6174122
LEPR,0.05691521
AL513493.1,0.0
PDE4B,0.010310726
AL590783.1,0.0
SGIP1,0.003299432
AL139147.1,0.000412429
TCTEX1D1,0.0024745741
INSL5,0.000412429
WDR78,0.17734519
AL592161.1,0.0
MIER1,0.42191836
SLC35D1,0.043717477
