,Endothelial.cell
LINC00604,0.0
AC093277.1,9.893328e-05
TTC33,0.10754177
PTGER4,0.028294919
PRKAA1,0.7253773
RPL37,25.397577
CARD6,0.3240024
C7,0.64237463
MROH2B,0.0004946664
C6,0.026118387
PLCXD3,0.11041024
OXCT1,0.14701675
C5orf51,0.13366055
FBXO4,0.12673515
AC108099.1,0.0
GHR,0.04837868
CCDC152,0.007914662
SELENOP,0.9342295
AC008945.1,0.00019786655
AC008875.1,0.0069253296
AC025171.3,0.03373633
AC025171.5,0.0074199964
ANXA2R,0.22468068
AC025171.2,0.051346734
AC025171.4,0.01869839
ZNF131,0.41253978
NIM1K,0.0012861326
AC114947.2,9.893328e-05
HMGCS1,0.20894994
CCL28,0.025425855
TMEM267,0.104178
C5orf34,0.016719725
AC114956.2,0.00029679984
AC114956.1,0.0032647983
PAIP1,0.7301253
NNT-AS1,0.2555459
NNT,0.3027332
FGF10,0.0003957331
FGF10-AS1,0.0003957331
LINC02224,0.0
AC093292.1,0.0
MRPS30-DT,0.04709251
AC093297.1,0.0
MRPS30,0.25069824
AC093297.2,0.036011837
AC114954.1,0.0
HCN1,0.0
AC122694.1,0.0
EMB,0.027305586
AC112187.3,9.893328e-05
PARP8,0.027701318
AC022441.1,0.0
AC022441.2,0.0
AC008808.2,0.0
LINC02106,9.893328e-05
AC008808.1,0.0
AC010478.1,0.0005935997
ISL1,0.004550931
AC091860.2,0.0
LINC02118,0.0
AC022126.1,0.0003957331
ITGA1,2.486056
PELO,0.4089806
AC025180.1,0.0004946664
ITGA2,1.050755
AC008966.2,0.0022754655
MOCS2,0.46655646
AC008966.1,0.013454926
FST,0.009200796
NDUFS4,0.7478345
LINC02105,0.00029679984
AC025175.1,0.029680002
ARL15,0.85013604
LINC01033,0.00019786655
HSPB3,9.893328e-05
SNX18,0.212017
AC112198.3,9.893328e-05
ESM1,4.2433233
GZMK,0.00751893
AC034238.3,0.0
AC034238.2,0.0
GZMA,0.011476262
CDC20B,0.0012861326
GPX8,0.613182
MCIDAS,0.0
CCNO,0.0056391973
AC026704.1,0.0003957331
DHX29,0.6620572
MTREX,0.3933484
PLPP1,2.121291
SLC38A9,0.118622474
DDX4,0.0
IL31RA,0.005738131
IL6ST,3.169432
AC008914.1,0.020083457
AC008892.1,0.0003957331
AC016596.1,0.011773061
ANKRD55,0.007617863
AC034245.1,0.0
LINC01948,0.000692533
C5orf67,9.893328e-05
AC008940.1,0.0
MAP3K1,0.2495112
AC008937.2,9.893328e-05
AC008937.1,0.0
SETD9,0.070639044
MIER3,0.10002268
AC008937.3,0.0024733322
AC016644.1,0.0
GPBP1,1.0099989
AC025470.2,0.0
ACTBL2,0.0
AC008780.1,0.0
AC008780.2,9.893328e-05
AC106822.1,0.0
LINC02225,0.0
LINC02101,0.0005935997
PLK2,1.2992685
GAPT,0.0024733322
LINC02108,0.00029679984
RAB3C,0.15255675
AC016642.1,0.0003957331
AC008852.1,0.0
PDE4D,0.35674664
AC092343.1,0.0
AC034234.1,0.0
PART1,0.020083457
DEPDC1B,0.014345326
ELOVL7,0.09952769
AC104113.1,0.004550931
ERCC8,0.07311244
AC022445.1,9.893328e-05
NDUFAF2,0.49712983
SMIM15,0.31025144
SMIM15-AS1,0.0003957331
LINC02057,9.893328e-05
ZSWIM6,0.3146047
AC026746.1,0.00019786655
C5orf64-AS1,0.0
AC026434.1,0.0
KIF2A,0.40799034
DIMT1,0.27552855
IPO11,0.98012483
LRRC70,0.031460833
HTR1A,9.893328e-05
RNF180,0.13217653
RGS7BP,0.061240166
SHISAL2B,0.0
SREK1IP1,0.7093474
CWC27,0.34665623
AC092354.2,0.0028690654
AC092354.1,0.004451998
ADAMTS6,1.0724221
AC025176.1,0.0007914662
CENPK,0.1087286
PPWD1,0.2945216
TRIM23,0.18916309
TRAPPC13,0.14098178
SHLD3,0.02473332
SGTB,0.1263394
NLN,0.1417732
AC010359.1,0.0049466644
ERBIN,0.9902178
SREK1,1.0436317
AC025442.1,9.893328e-05
LINC02065,0.00019786655
AC113378.1,0.0
LINC02229,0.0
MAST4,1.2285258
MAST4-AS1,0.0060349307
CD180,0.0034626648
AC010420.1,0.0
AC112206.2,9.893328e-05
LINC02242,0.0008903995
AC106798.1,9.893328e-05
AC024581.1,0.00019786655
LINC02219,0.0
PIK3R1,0.46556848
AC024579.1,0.0
AC010280.2,0.00019786655
AC010280.3,0.0
AC010280.1,0.0
AC093523.1,9.893328e-05
AC093248.1,0.0
LINC02198,0.0
AC010273.2,0.0003957331
SLC30A5,0.33072895
AC010273.1,0.002770132
CCNB1,0.13346168
CENPH,0.07637713
MRPS36,0.49722868
CDK7,0.11001515
CCDC125,0.07825701
AK6,0.3091633
TAF9,0.45438772
RAD17,0.18668973
MARVELD2,0.027899187
AC145146.1,0.0
OCLN,0.056095615
GTF2H2C,0.079246394
SERF1B,0.0062327967
SMN2,0.022952523
AC146944.4,0.018104792
SERF1A,0.02255679
SMN1,0.0424426
NAIP,0.20202461
GTF2H2,0.2203276
LINC02197,0.00722213
AC145141.2,0.0
AC145141.1,0.0
BDP1,0.99081075
MCCC2,0.2588102
CARTPT,0.0
MAP1B,2.38821
MRPS27,0.2508963
PTCD2,0.08419309
ZNF366,0.40413278
LINC02056,0.0
AC063979.2,0.0
AC035140.1,9.893328e-05
TNPO1,0.94946516
AC008972.1,0.005738131
AC008972.2,0.007123196
FCHO2,1.0045615
TMEM171,0.0034626648
TMEM174,0.0
AC116345.1,0.0
FOXD1,0.0023743988
FOXD1-AS1,0.0
LINC01385,0.0
AC099522.2,0.007914662
BTF3,6.525819
ANKRA2,0.17095909
UTP15,0.09725256
ARHGEF28,0.33785427
AC091868.2,0.000692533
AC093283.1,0.0
LINC02122,0.0003957331
AC106732.1,0.0
LINC01333,0.0
LINC01332,0.0
LINC01331,0.0
ENC1,0.1998478
HEXB,0.64336056
GFM2,0.122085184
NSA2,1.6846706
FAM169A,0.007123196
AC010501.1,0.00019786655
AC116337.3,0.0
GCNT4,0.008607196
LINC01336,0.0016818658
ANKRD31,0.00029679984
AC008897.2,9.893328e-05
HMGCR,0.24782974
COL4A3BP,0.5665841
AC008897.3,0.0009893328
POLK,0.5633199
AC010245.1,0.004254131
AC010245.2,0.01899519
ANKDD1B,0.0033637316
POC5,0.07835596
AC026774.1,0.0
SV2C,0.0031658649
AC113404.1,0.0
IQGAP2,0.34388965
AC026725.1,0.00029679984
F2RL2,0.0032647983
AC025188.1,0.0004946664
F2R,1.5055232
F2RL1,0.012465593
S100Z,0.00019786655
CRHBP,0.04016708
AGGF1,0.15404119
AC008581.2,9.893328e-05
ZBED3,0.23061666
AC008581.1,0.0014839992
ZBED3-AS1,0.059459366
AC022414.1,0.0
PDE8B,0.005738131
WDR41,0.1669027
OTP,0.0
TBCA,1.6222334
AC108482.1,9.893328e-05
AP3B1,0.56381303
SCAMP1-AS1,0.11733631
SCAMP1,0.46012408
LHFPL2,0.21706258
ARSB,0.098241895
DMGDH,0.016126126
BHMT2,0.021171723
BHMT,0.0019786656
JMY,0.29353297
HOMER1,0.12257981
TENT2,0.31945127
CMYA5,0.0077167964
AC008496.2,0.00019786655
LINC01455,0.0
MTX3,0.1007152
THBS4,0.01355386
AC012636.1,0.0018797325
SERINC5,0.4756576
AC010260.1,0.0005935997
SPZ1,0.0
ZFYVE16,0.83658403
AC008771.1,0.05569985
FAM151B,0.02047919
ANKRD34B,0.00029679984
LINC01337,0.0007914662
DHFR,0.194505
AC008434.1,0.00029679984
MSH3,0.24397135
RASGRF2-AS1,0.020380257
RASGRF2,0.3906801
AC026427.1,0.000692533
CKMT2-AS1,0.06628591
CKMT2,0.026711987
ZCCHC9,0.2540618
ACOT12,0.0
SSBP2,0.10388108
AC026726.1,0.0004946664
ATG10,0.13138509
ATG10-AS1,0.0
RPS23,24.641678
ATP6AP1L,0.028888524
AC026782.1,0.0
AC026782.2,0.0
AC008885.2,0.0003957331
LINC01338,0.0
AC108174.1,0.00019786655
AC027338.2,9.893328e-05
AC027338.1,9.893328e-05
AC104118.1,0.0047487975
TMEM167A,1.022372
XRCC4,0.13613392
VCAN,2.1051884
VCAN-AS1,0.00019786655
HAPLN1,2.7384646
EDIL3,0.5501627
AC113383.1,0.007024263
AC114928.1,0.0
AC117522.2,0.0
AC010486.1,0.0
AC010486.2,0.0
AC010486.3,0.0
AC010595.1,0.0
AC026414.1,0.0
AC016550.1,0.0
AC016550.2,0.0
AC016550.3,0.0
COX7C,3.9076197
LINC02059,0.0
AC008539.1,0.0
AC109492.1,0.0
LINC01949,0.0004946664
RASA1,0.33379555
CCNH,0.3556579
AC018754.1,0.000692533
LINC02144,0.0
TMEM161B,0.14830297
TMEM161B-AS1,0.12881276
LINC02060,0.0004946664
AC091826.2,0.0
LINC00461,0.011575194
MEF2C-AS2,0.0004946664
AC008525.1,0.0
MEF2C,3.4691691
MEF2C-AS1,0.034231007
AC074131.1,0.0
LINC02161,0.0
AC008448.1,0.0
AC113167.1,0.0
AC099554.1,0.0
CETN3,0.16106558
MBLAC2,0.070045434
POLR3G,0.04719146
LYSMD3,0.23704688
ADGRV1,0.011970927
AC093281.1,0.0
AC093281.2,0.0
AC123595.1,0.0011871994
LUCAT1,0.0064306636
AC123595.2,0.0
AC008799.2,0.0
ARRDC3,1.3218229
ARRDC3-AS1,0.0077167964
AC114316.2,0.0
AC114316.1,0.0
AC124854.1,0.0
AC026780.1,0.0
AC026780.2,0.0
AC008517.1,0.0
LINC02058,9.893328e-05
AC012625.1,0.00029679984
NR2F1-AS1,0.06213059
NR2F1,0.25772262
FAM172A,0.37850964
POU5F2,0.10813537
AC108102.1,0.001385066
KIAA0825,0.037396926
SLF1,0.17422386
MCTP1,1.2448444
AC008534.1,0.0005935997
AC012312.1,0.0004946664
FAM81B,0.0021765323
TTC37,0.91454786
ARSK,0.06875926
GPR150,0.0009893328
RFESD,0.01958879
SPATA9,0.0009893328
AC008840.1,0.00019786655
RHOBTB3,0.24535622
GLRX,0.5355168
AC008592.4,0.0
AC008592.5,9.893328e-05
LINC01554,0.0011871994
ELL2,0.15305167
AC104123.1,0.0009893328
AC008592.2,0.0
MIR583HG,9.893328e-05
AC099509.1,9.893328e-05
AC099509.2,9.893328e-05
PCSK1,0.019489858
CAST,2.531768
AC020900.1,0.00019786655
ERAP1,0.19044922
AC008906.1,0.011080528
AC008906.2,0.0011871994
AC009126.1,0.009299729
ERAP2,0.6157579
LNPEP,0.5077156
LIX1-AS1,0.0005935997
LIX1,0.0015829324
RIOK2,0.18382058
AC008883.2,0.0
LINC01340,0.00019786655
LINC02234,0.00019786655
RGMB,0.10437586
RGMB-AS1,0.014642127
AC008522.1,0.012663459
CHD1,0.81581
LINC02062,0.0077167964
LINC02113,0.0
AC113385.1,0.0
AC021086.1,0.0023743988
FAM174A,0.27889222
AC027315.1,0.0
ST8SIA4,0.6658156
AC008948.1,0.0
SLCO4C1,0.00029679984
SLCO6A1,0.0003957331
AC094108.1,0.0
LINC00492,0.0
AC099487.1,0.0003957331
LINC00491,0.0014839992
PAM,0.87328947
GIN1,0.0744975
PPIP5K2,0.41283655
AC011362.1,0.0
C5orf30,0.05639241
AC010406.1,0.0
LINC02115,0.0
NUDT12,0.069155
LINC02163,0.0
AC099520.1,0.0
AC099520.2,0.0
AC091987.1,0.0
LINC01950,0.0
EFNA5,0.043827582
AC024587.2,0.0
FBXL17,0.18075359
LINC01023,0.023348255
FER,0.25356713
AC008871.1,0.0
AC008467.1,0.022952523
PJA2,1.0723214
AC091917.3,9.893328e-05
AC091917.2,0.0
AC012603.1,0.0018797325
MAN2A1,0.3555599
LINC01848,0.0
TMEM232,0.0023743988
SLC25A46,0.29125735
AC010395.1,9.893328e-05
TSLP,0.02908639
AC008572.1,0.0
WDR36,0.3281568
CAMK4,0.0056391973
AC010468.2,0.0
AC010275.1,0.0
STARD4,0.8904037
STARD4-AS1,0.28650844
NREP,2.105356
NREP-AS1,0.0
EPB41L4A,0.61605185
EPB41L4A-AS1,0.42638975
AC010261.1,0.000692533
AC010261.2,0.0004946664
AC104126.1,0.0004946664
EPB41L4A-DT,0.08656755
LINC02200,0.0
APC,0.7116258
SRP19,0.6529553
REEP5,1.6151145
DCP2,0.5285911
MCC,0.28106865
AC079465.1,0.0005935997
TSSK1B,0.0
YTHDC2,0.3772245
AC106789.1,0.0
KCNN2,0.10694798
AC010230.1,0.0
TRIM36,0.001385066
AC008494.2,0.0
PGGT1B,0.3116368
AC008494.3,0.0049466644
CCDC112,0.18431522
FEM1C,0.23922305
TMED7-TICAM2,0.0003957331
TICAM2,0.0065295966
AC010226.1,0.022655722
TMED7,0.4797145
AC008549.2,0.012762394
AC008549.1,0.0
CDO1,0.036011796
ATG12,0.61328125
AP3S1,0.6338611
LVRN,0.0031658649
ARL14EPL,9.893328e-05
AC034236.3,0.0004946664
AC034236.2,0.020677058
COMMD10,0.3602084
AC018752.1,9.893328e-05
SEMA6A,0.5655965
SEMA6A-AS1,0.020677058
SEMA6A-AS2,0.0003957331
LINC02214,0.0
AC010267.1,0.0
AC093534.2,0.0
LINC00992,0.000692533
LINC02147,0.016719725
LINC02148,0.0015829324
LINC02208,0.0008903995
LINC02216,0.0
LINC02215,0.0
AC093206.1,0.00019786655
DTWD2,0.026909852
AC008629.1,0.000692533
DMXL1,0.23437567
TNFAIP8,0.1046725
HSD17B4,0.4541882
FAM170A,9.893328e-05
AC008574.1,0.0
AC113418.1,0.0
PRR16,0.004451998
AC114284.1,0.0005935997
AC008568.1,0.00029679984
FTMT,0.0
SRFBP1,0.49188513
LOX,0.3747591
AC010255.1,0.0003957331
ZNF474,0.0015829324
AC010255.3,0.0
AC010255.2,0.0
AC113349.2,0.0011871994
SNCAIP,0.076179296
AC113349.1,0.0023743988
AC119150.1,0.0
AC022101.1,0.0004946664
LINC02201,0.0
SNX2,0.58993226
SNX24,0.080334656
PPIC,1.4309117
AC106786.2,0.0007914662
AC106786.1,9.893328e-05
PRDM6,0.004451998
CEP120,0.09636211
CSNK1G3,0.49950308
LINC01170,0.000692533
AC025465.2,0.0
AC025465.4,0.0
AC025465.1,9.893328e-05
ZNF608,0.3075808
AC112196.1,9.893328e-05
LINC02240,9.893328e-05
AC109464.1,0.0
AC109464.2,0.0
AC109471.1,0.0
AC010235.1,0.0
GRAMD2B,0.10308961
AC093535.1,0.0005935997
ALDH7A1,0.37376165
PHAX,0.47427467
TEX43,0.0
LMNB1-DT,0.00019786655
LMNB1,0.14197063
MARCH3,0.19796818
C5orf63,0.046696804
AC011416.3,0.0040562646
MEGF10,0.0036605317
AC010424.2,0.0
PRRC1,0.432228
AC010424.3,0.0
CTXN3,0.0
CCDC192,0.00019786655
AC068658.1,0.00019786655
LINC01184,0.24812607
SLC12A2,0.83153385
FBN2,0.007024263
SLC27A6,0.0005935997
ISOC1,0.09369087
ADAMTS19-AS1,0.0
ADAMTS19,0.00019786655
AC008591.1,0.0
KIAA1024L,0.0008903995
CHSY3,0.051841386
HINT1,4.2944613
LYRM7,0.19124068
CDC42SE2,0.35981265
RAPGEF6,0.08419314
FNIP1,0.35941714
MEIKIN,0.0
AC026398.1,0.0
AC034228.3,0.0
ACSL6,0.002077599
AC034228.1,0.0
IL3,0.0
CSF2,0.0005935997
AC063976.1,0.0
P4HA2-AS1,0.0
P4HA2,0.2137978
PDLIM4,0.22210819
SLC22A4,0.051445678
SLC22A5,0.02107279
AC116366.3,0.029284263
AC116366.2,0.0
AC116366.1,0.014642127
IRF1,0.98744905
IL5,9.893328e-05
RAD50,0.04907123
TH2LCRR,9.893328e-05
IL13,0.00029679984
IL4,9.893328e-05
AC004039.1,0.0005935997
KIF3A,0.20796071
CCNI2,0.0026711987
SEPT8,0.45310098
SOWAHA,9.893328e-05
AC004775.1,0.0004946664
SHROOM1,0.24792832
GDF9,0.0018797325
UQCRQ,2.4481604
LEAP2,0.053424373
AFF4,1.0362153
AC010240.3,0.0014839992
ZCCHC10,0.38563228
HSPA4,0.7076673
AC113410.2,0.0
AC010307.2,0.0
FSTL4,0.0007914662
AC010307.3,0.0
AC010307.4,0.0
AC010608.1,0.0
WSPAR,0.0
C5orf15,0.24961005
VDAC1,1.3972905
AC008608.2,0.039474547
TCF7,0.10882791
SKP1,4.284164
AC104109.3,9.893328e-05
PPP2CA,0.5815218
AC104109.2,0.0010882661
CDKL3,0.034033135
UBE2B,1.3120246
AC109454.2,0.010585861
CDKN2AIPNL,0.28314635
AC109454.3,9.893328e-05
AC005355.1,0.0
LINC01843,0.0004946664
JADE2,0.1533486
SAR1B,0.6092246
SEC24A,0.19193327
CAMLG,0.9169211
DDX46,1.4933474
C5orf24,1.1294026
TXNDC15,0.47407544
PCBD2,0.10427694
CATSPER3,0.002770132
PITX1,0.0068263966
C5orf66,0.006727463
AC008406.3,9.893328e-05
C5orf66-AS1,0.00029679984
AC008406.2,0.0
C5orf66-AS2,0.0
H2AFY,1.4993856
AC026691.1,0.0030669319
DCANP1,0.0
TIFAB,0.0004946664
AC022092.1,0.0
NEUROG1,0.0
AC034206.1,0.0
CXCL14,0.020380257
SLC25A48,0.0004946664
IL9,0.0
AC002428.2,0.0
AC002428.1,0.0
LECT2,0.0
TGFBI,0.08983196
SMAD5-AS1,0.008013597
SMAD5,0.96063966
SMIM32,0.0
TRPC7,0.0
TRPC7-AS1,0.0
TRPC7-AS2,0.0
AC063980.1,0.0
AC112178.1,0.0
AC109439.2,0.0
SPOCK1,0.048378598
KLHL3,0.29224756
HNRNPA0,1.4563472
AC106791.2,9.893328e-05
AC106791.1,0.010091195
MYOT,0.0010882661
PKD2L2,0.0031658649
FAM13B,0.2256701
AC113382.1,0.0005935997
AC113382.2,0.00029679984
WNT8A,0.0
NME5,0.028591719
BRD8,0.3559554
KIF20A,0.044618998
CDC23,0.19163649
GFRA3,0.0008903995
CDC25C,0.010684795
FAM53C,0.31450555
AC104116.1,0.00029679984
KDM3B,0.2392231
REEP2,0.0028690654
EGR1,1.5862621
ETF1,0.53264797
HSPA9,0.8329248
CTNNA1,2.2976696
AC034243.1,0.0019786656
LRRTM2,0.036902223
SIL1,0.5604502
AC011405.1,0.005935997
MATR3,0.0047487975
SNHG4,0.0050455974
MATR3-1,0.14820398
PAIP2,1.4340862
AC135457.1,0.0010882661
SLC23A1,0.0019786656
MZB1,0.0064306636
PROB1,0.039771363
SPATA24,0.031460833
DNAJC18,0.21765628
AC142391.1,0.0005935997
ECSCR,2.9278972
SMIM33,0.0038583982
TMEM173,1.3472346
UBE2D2,1.2628539
AC113361.1,0.0005935997
CXXC5,0.59013253
CXXC5-AS1,0.0
AC008667.1,0.00019786655
PSD2-AS1,0.0
AC008667.3,0.0
AC008667.4,0.000692533
PSD2,0.0010882661
NRG2,0.037495848
AC008667.2,9.893328e-05
MALINC1,0.010091195
PURA,0.8916923
IGIP,0.11149917
CYSTM1,0.698965
PFDN1,0.9747838
HBEGF,0.87684953
AC008438.2,0.0
SLC4A9,0.000692533
AC008438.1,0.0005935997
ANKHD1,0.10259504
ANKHD1-EIF4EBP3,0.015235726
SRA1,0.43410692
EIF4EBP3,0.0028690654
APBB3,0.05480946
SLC35A4,0.30827323
CD14,0.14404792
NDUFA2,1.1209962
TMCO6,0.05916258
IK,1.258295
WDR55,0.22062445
DND1,0.01652186
HARS,0.45112216
HARS2,0.12426175
ZMAT2,0.63465387
PCDHA1,9.893328e-05
AC005609.5,9.893328e-05
PCDHA2,0.00029679984
PCDHA3,0.0025722652
PCDHA4,0.0054413304
PCDHA5,0.0031658649
PCDHA6,0.0011871994
PCDHA7,0.0016818658
PCDHA8,0.00019786655
PCDHA9,0.0038583982
AC005609.2,0.0
PCDHA10,0.008903996
AC005609.4,9.893328e-05
PCDHA11,0.0004946664
PCDHA12,0.0018797325
AC005609.3,0.00019786655
AC005609.1,0.0
PCDHA13,0.0009893328
PCDHAC1,0.0010882661
AC010223.1,0.0
PCDHAC2,0.0003957331
AC244517.5,0.00019786655
PCDHB1,0.00029679984
AC244517.9,0.0
PCDHB2,0.08379723
AC244517.2,0.00019786655
PCDHB3,0.032648038
AC244517.1,0.012069861
PCDHB4,0.08824927
PCDHB5,0.045113824
AC244517.11,9.893328e-05
PCDHB6,0.022655722
AC244517.12,0.00019786655
PCDHB7,0.03690221
PCDHB8,0.0012861326
PCDHB16,0.07479422
AC244517.6,0.0005935997
AC244517.4,9.893328e-05
PCDHB9,0.022457855
AC244517.7,9.893328e-05
PCDHB10,0.10576082
PCDHB11,0.046004187
PCDHB12,0.040562827
PCDHB13,0.046993595
PCDHB14,0.09082171
PCDHB15,0.06549429
TAF7,0.76999694
SLC25A2,0.00019786655
AC005618.1,0.0028690654
PCDHGA1,0.0040562646
PCDHGA2,0.0064306636
PCDHGA3,0.005540264
PCDHGB1,0.0015829324
AC005618.3,0.0
PCDHGA4,0.0024733322
PCDHGB2,0.0031658649
PCDHGA5,0.029086392
PCDHGB3,0.0019786656
PCDHGA6,0.04323406
PCDHGA7,0.0077167964
PCDHGB4,0.0033637316
PCDHGA8,0.01988559
PCDHGB5,0.0069253296
PCDHGA9,0.015433593
PCDHGB6,0.0336374
PCDHGA10,0.08627069
PCDHGB7,0.05283075
PCDHGA11,0.009200796
AC005618.2,0.0
PCDHGA12,0.047982916
PCDHGC3,0.051445667
PCDHGC4,0.0010882661
PCDHGC5,0.0003957331
DIAPH1,0.67808646
AC008781.2,0.0018797325
AC008781.1,0.0007914662
HDAC3,0.25574338
RELL2,0.03957349
FCHSD1,0.038683068
ARAP3,0.52126974
AC005753.1,0.0074199964
PCDH1,0.6255506
DELE1,0.53808916
PCDH12,1.301346
AC005740.4,0.0049466644
RNF14,0.2073671
AC005740.3,0.0
GNPDA1,0.20637771
NDFIP1,1.0777643
SPRY4,0.92502546
SPRY4-AS1,0.0053423974
FGF1,0.0063317297
AC005592.1,0.0003957331
LINC01844,9.893328e-05
ARHGAP26,0.33379608
ARHGAP26-AS1,0.0019786656
NR3C1,0.93858135
AC016598.1,9.893328e-05
AC016598.2,0.0
HMHB1,0.03462674
YIPF5,0.63910484
KCTD16,0.011674128
AC132803.1,0.0
AC137770.1,0.0003957331
AC008700.1,0.0
PRELID2,0.07627828
GRXCR2,0.0
SH3RF2,0.009398662
PLAC8L1,0.0023743988
AC091887.1,0.0
LARS,0.9738981
AC091959.3,0.020083457
RBM27,0.17165159
AC011396.2,0.0
POU4F3,0.0003957331
AC011396.1,0.0
TCERG1,0.47338402
GPR151,0.00019786655
AC008728.1,0.0
PPP2R2B,0.0054413304
STK32A-AS1,0.0
STK32A,0.0008903995
DPYSL3,0.8179785
AC011373.1,0.0
JAKMIP2-AS1,0.00019786655
JAKMIP2,0.0010882661
SPINK1,0.005738131
SCGB3A2,0.0005935997
C5orf46,0.0009893328
AC011352.1,0.0
AC011352.3,0.0
SPINK5,0.19499941
SPINK14,0.0
SPINK6,0.0
MARCOL,0.0
SPINK13,0.0
AC091948.1,0.0047487975
SPINK7,9.893328e-05
SPINK9,0.0007914662
FBXO38,0.17531219
AC114939.1,0.004451998
HTR4,0.0009893328
ADRB2,0.0957682
SH3TC2,0.023348255
AC116312.1,0.0007914662
SH3TC2-DT,0.01355386
ABLIM3,0.20855401
AC012613.1,9.893328e-05
AC012613.2,0.0022754655
AFAP1L1,1.3192527
GRPEL2,0.4361875
GRPEL2-AS1,0.0
PCYOX1L,0.064801864
IL17B,0.0032647983
AC131025.1,0.0005935997
CARMN,0.08864463
AC131025.2,0.000692533
CSNK1A1,2.9690468
ARHGEF37,0.07875166
PPARGC1B,0.051445633
PDE6A,0.009200796
SLC26A2,0.55580044
TIGD6,0.03967243
HMGXB3,0.42134562
CSF1R,0.016323991
PDGFRB,0.14384931
CDX1,0.0005935997
SLC6A7,9.893328e-05
CAMK2A,0.00019786655
ARSI,0.0011871994
TCOF1,0.29877615
CD74,8.137814
RPS14,23.803783
NDST1-AS1,0.0040562646
NDST1,0.9158301
SYNPO,1.602276
AC011383.1,0.0
MYOZ3,0.021171723
AC008453.1,0.0
RBM22,0.4896091
DCTN4,0.26019502
SMIM3,0.09003
IRGM,0.00019786655
ZNF300,0.04768614
GPX3,0.23477079
TNIP1,0.5383874
ANXA6,0.5841967
AC008641.1,0.0
CCDC69,0.6169456
GM2A,0.13702436
SLC36A3,0.0
SLC36A2,0.00029679984
SLC36A1,0.043728746
FAT2,0.001780799
AC011337.1,0.0022754655
AC011374.1,0.0
SPARC,36.90797
CLMAT3,0.000692533
AC011374.2,0.007123196
ATOX1,2.5817118
AC091982.1,0.0
AC091982.3,0.0026711987
G3BP1,1.4052022
GLRA1,9.893328e-05
LINC01933,0.0005935997
NMUR2,0.0074199964
LINC01470,9.893328e-05
GRIA1,0.00029679984
AC091962.1,0.0
FAM114A2,0.32044104
MFAP3,0.14117962
GALNT10,0.41986132
SAP30L-AS1,0.004451998
SAP30L,0.30213916
HAND1,0.00019786655
AC026688.2,0.0
LARP1,0.837079
FAXDC2,0.12406387
CNOT8,0.41540992
GEMIN5,0.1550305
MRPL22,0.53828543
KIF4B,0.007123196
SGCD,0.016027194
AC025434.1,0.0
PPP1R2B,0.00029679984
TIMD4,0.0005935997
HAVCR1,0.00019786655
HAVCR2,0.0141474595
AC011377.1,0.0
MED7,0.15987836
ITK,0.002077599
FAM71B,0.0
AC010609.1,0.0
AC009185.1,0.0
CYFIP2,0.019489858
FNDC9,0.00019786655
AC008676.1,0.001780799
ADAM19,0.12069989
NIPAL4,0.00029679984
AC106801.1,0.0003957331
SOX30,0.0004946664
C5orf52,9.893328e-05
THG1L,0.07657512
LSM11,0.05668922
CLINT1,0.8727934
AC025437.5,0.0
AC025437.4,9.893328e-05
AC025437.3,0.0
AC025437.2,9.893328e-05
AC025437.1,0.0
LINC02227,0.00029679984
AC091979.1,0.0
AC091979.2,0.0
AC091939.1,0.0
EBF1,0.49228194
AC136424.2,0.0011871994
AC136424.1,9.893328e-05
LINC02202,0.022062123
RNF145,1.1730297
AC134043.1,0.0005935997
LINC01932,0.00029679984
UBLCP1,0.41857514
AC008691.1,0.0005935997
IL12B,0.0005935997
LINC01845,0.0
AC008703.1,0.0
LINC01847,9.893328e-05
ADRA1B,0.0010882661
TTC1,0.6014098
PWWP2A,0.24050911
FABP6,0.0015829324
AC008609.1,0.00029679984
CCNJL,0.060250863
C1QTNF2,0.009002929
ZBED8,0.02503012
SLU7,0.4998001
PTTG1,0.23803462
MIR3142HG,0.007617863
ATP10B,0.0018797325
AC008456.1,0.0
AC011363.1,9.893328e-05
LINC02159,0.0015829324
GABRB2,0.0046498645
GABRA6,0.0
AC091944.1,0.0
GABRA1,0.0
LINC01202,0.0
GABRG2,0.00019786655
AC113414.1,0.00029679984
CCNG1,0.44934198
NUDCD2,0.54135287
HMMR,0.08439035
HMMR-AS1,0.0
MAT2B,0.42668718
AC008662.1,0.0
AC109466.1,9.893328e-05
LINC02143,0.0
LINC01938,0.0
AC008415.1,0.0
AC114321.1,0.0
LINC01947,0.0
AC091819.1,0.0
TENM2,0.007123196
AC091820.2,0.0
AC091820.1,0.0
AC008708.2,0.00019786655
AC008464.1,0.0
AC008705.1,0.0
AC011369.1,0.0
AC008637.1,0.0077167964
WWC1,0.01681866
RARS,0.47407556
FBLL1,0.0010882661
PANK3,0.45280394
AC011365.2,0.0
SLIT3,0.035912827
AC011365.1,0.0
AC011389.2,0.0
AC011389.1,9.893328e-05
SPDL1,0.13049455
DOCK2,0.009200796
AC008680.1,0.0
FAM196B,0.0008903995
FOXI1,0.0
LINC01187,0.0005935997
C5orf58,0.00019786655
LCP2,0.21280831
AC034199.1,0.00019786655
LINC01366,0.00019786655
KCNIP1,0.004550931
KCNMB1,0.031065086
AC027306.1,9.893328e-05
AC008619.1,0.0
AC027312.1,0.0
