,Myeloid.cell
AC090541.1,1.3982365e-05
INTS10,0.35452637
LPL,0.21322377
AC100802.1,1.8643153e-05
SLC18A1,0.0019668564
ATP6V1B2,1.9859482
LZTS1,0.0014028995
LZTS1-AS1,3.7286307e-05
AC023403.1,0.0
AC018541.1,0.0
AC015468.4,1.8643153e-05
AC015468.3,0.0001724491
AC015468.1,7.457261e-05
AC015468.2,1.3982365e-05
LINC02153,2.3303943e-05
AC103719.1,0.0004520968
AC021355.1,0.0
GFRA2,0.023168068
DOK2,0.8349242
XPO7,0.18147725
NPM2,0.008724794
FGF17,0.00020973537
DMTN,0.0030761266
FAM160B2,0.11455729
NUDT18,0.114361554
HR,0.00073640543
REEP4,0.33739877
LGI3,0.0001071981
SFTPC,4.1947096e-05
BMP1,0.05931079
PHYHIP,0.0004614184
POLR3D,0.14190589
AC105206.2,1.3982365e-05
PIWIL2,0.001561367
SLC39A14,0.024924997
PPP3CC,0.10142845
AC037459.2,0.022394286
SORBS3,0.22603406
AC037459.4,0.00020507458
PDLIM2,0.28091305
AC037459.1,0.0
C8orf58,0.037037816
CCAR2,0.12774621
AC037459.3,0.014275542
BIN3,0.13659784
EGR3,0.5758235
PEBP4,0.007102905
AC037441.1,0.0
AC107959.1,0.0041667316
RHOBTB2,0.07215998
TNFRSF10B,0.26731223
AC107959.2,0.0002656649
AC107959.3,3.7286307e-05
AC107959.4,0.0020600725
AC107959.5,0.0
TNFRSF10C,0.012737546
TNFRSF10D,0.07535718
TNFRSF10A-AS1,0.00016312752
TNFRSF10A,0.102514386
AC100861.2,0.0010346967
CHMP7,0.15736426
R3HCC1,0.21267276
LOXL2,0.0038870964
ENTPD4,0.20838381
AC104561.1,4.6607885e-05
AC104561.3,0.0
SLC25A37,0.9192128
NKX3-1,0.008365954
AC012574.1,0.0
AC012574.2,0.0
STC1,0.013679268
AC023202.1,0.00012584124
ADAM28,0.8693101
AC120193.1,0.0036261005
ADAMDEC1,0.60297906
ADAM7,4.6607884e-06
AC024958.1,4.6607884e-06
AF106564.1,6.059025e-05
NEFM,0.00041014943
NEFL,0.0003961672
AC107373.2,0.0
AC107373.1,0.0
DOCK5,0.51018703
GNRH1,0.006441097
AC091185.1,0.00021439616
KCTD9,0.1468141
CDCA2,0.05876135
AC009623.1,0.0
AC009623.2,0.0
AC090103.1,0.0
EBF2,0.0002563433
PPP2R2A,0.47539085
BNIP3L,2.3743467
PNMA2,0.0016126357
DPYSL2,1.5538923
ADRA1A,0.0002656649
AC090150.2,0.0
AC090150.1,0.0
STMN4,4.1947096e-05
TRIM35,0.036492538
PTK2B,0.49205202
CHRNA2,6.525103e-05
EPHX2,0.0054577263
CLU,0.060029205
SCARA3,0.0013889171
CCDC25,0.36289278
AC013643.2,2.796473e-05
ESCO2,0.10018476
PBK,0.023144849
SCARA5,0.00016312754
AC069113.2,0.0
NUGGC,0.0018643186
ELP3,0.17082953
AC021678.2,0.0
PNOC,0.004437051
ZNF395,0.15382957
FBXO16,0.001416882
AC025871.1,1.8643153e-05
FZD3,0.01429424
EXTL3,0.082967855
EXTL3-AS1,0.0013656133
INTS9,0.06305319
INTS9-AS1,0.0005080264
HMBOX1,0.23906244
KIF13B,0.2702051
AC108449.3,0.00012584124
AC108449.1,0.00078301353
DUSP4,0.31918696
AC084026.2,0.0005126872
AC084026.1,6.991182e-05
LINC00589,0.00024236094
LINC02099,0.014359568
AC131254.1,0.0002889689
AC131254.3,0.0
AC131254.2,4.6607884e-06
LINC02209,0.0
SARAF,3.1826959
AC044849.1,0.053932518
LEPROTL1,0.81982505
MBOAT4,0.0010113925
AC026979.2,0.06033615
DCTN6,0.40194145
AC026979.1,0.00035888088
AC026979.3,0.0034023824
RBPMS-AS1,0.0002703257
RBPMS,0.004604829
GTF2E2,0.26016733
AC102945.1,7.457261e-05
SMIM18,3.262552e-05
GSR,0.20066397
UBXN8,0.08047448
PPP2CB,0.4392835
TEX15,0.00010253733
PURG,0.00013516282
WRN,0.104350656
AC009563.1,1.8643153e-05
AC068672.2,0.0
AC068672.1,0.0
NRG1,0.030503925
AC090204.1,0.09170651
AC067838.1,0.0028663904
FUT10,0.03156163
TTI2,0.08160231
MAK16,0.115419574
RNF122,0.033775438
DUSP26,4.1947096e-05
AF279873.3,4.1947096e-05
AF279873.4,0.0
AC087855.2,0.0
AC090993.1,0.0
UNC5D,4.6607884e-06
AC100818.1,0.0
AC124290.1,0.0
AC090809.1,9.321577e-06
KCNU1,0.0
AC092818.1,0.0
AC091182.2,5.592946e-05
LINC01605,0.000111858884
AC124067.3,0.0
AC124067.4,6.059025e-05
AC137579.2,4.6607884e-06
AC137579.1,0.00014914517
ZNF703,0.07719349
AC138356.3,2.796473e-05
AC138356.1,0.0035235633
ERLIN2,0.19818187
PLPBP,0.40110347
ADGRA2,0.0053924685
BRF2,0.0538066
RAB11FIP1,0.5604637
GOT1L1,3.7286307e-05
ADRB3,0.0034396686
EIF4EBP1,1.0193158
AP006545.2,0.00041014966
ASH2L,0.22693135
AC084024.1,0.00016778831
STAR,0.00058726
AC084024.3,0.00019575302
LSM1,0.44012362
BAG4,0.23289411
DDHD2,0.096329786
PLPP5,0.23132168
NSD3,0.74487877
AC087362.2,0.00032159447
AC087362.1,0.00021439616
AC087623.3,0.011320742
LETM2,0.018306961
AC087623.1,7.457261e-05
AC087623.4,0.00048006157
FGFR1,0.056687064
AC087623.2,6.991182e-05
C8orf86,0.00012584124
AC069120.1,3.7286307e-05
AC016813.1,1.8643153e-05
TACC1,1.4753593
AC067817.2,0.0035142414
PLEKHA2,0.70314854
AC108863.1,0.0372289
HTRA4,0.04473719
TM2D2,0.5291968
ADAM9,1.1074563
ADAM32,0.0062546767
ADAM18,0.0
ADAM2,0.0
IDO1,0.3035678
AC007991.3,3.262552e-05
AC007991.4,0.00036820245
IDO2,0.008021079
AC087518.1,0.0
AC022733.1,0.0
TCIM,0.0057001356
AC022733.2,0.0
AC105999.2,4.6607884e-06
AC010857.1,0.0
ZMAT4,4.6607885e-05
AC048387.1,0.0
SFRP1,0.00059192063
AC016868.1,0.0
GOLGA7,0.46049464
GINS4,0.073213376
AC009630.1,0.0008063175
AC009630.2,0.018060017
GPAT4,0.35938704
AC009630.3,0.00034955927
NKX6-3,1.3982365e-05
ANK1,0.003588814
AC113133.1,0.0008669078
AC027702.1,0.0027964786
KAT6A,0.4722507
AC103724.4,0.0008669078
AC103724.3,0.0009414807
AP3M2,0.07861494
PLAT,0.015687771
AC083973.1,0.012290137
IKBKB,0.39447743
POLB,0.13688602
DKK4,8.389417e-05
VDAC3,0.73463553
SLC20A2,0.13549088
AC090739.1,0.008254066
SMIM19,0.47403902
CHRNB3,4.6607884e-06
AC103843.1,9.321577e-06
CHRNA6,0.050134145
THAP1,0.14224625
RNF170,0.22092466
HOOK3,0.9890831
AC110275.1,9.321577e-06
FNTA,0.60475695
POMK,0.009857304
HGSNAT,0.5261675
LINC00293,9.321577e-06
AC091163.1,3.7286307e-05
AC120036.4,1.8643153e-05
IGLV8OR8-1,0.0
SPIDR,0.17924829
CEBPD,6.4673896
PRKDC,1.0068761
MCM4,0.177081
UBE2V2,0.57497394
AC026904.2,0.00088555104
AC026904.3,4.6607884e-06
AC022915.2,0.0
AC026904.1,4.6607884e-06
AC026904.4,4.6607884e-06
AC022915.1,9.321577e-06
AC022915.3,0.0
EFCAB1,0.00022837854
SNAI2,0.004082841
PPDPFL,0.0
AC022568.1,9.321577e-06
AC090155.2,0.0
AC090155.1,0.0
AC113145.1,0.0
AC023762.1,0.0
SNTG1,0.00019109224
AC012413.1,0.0
PXDNL,0.00015380594
AC090186.1,0.0021486275
PCMTD1,0.56698054
AC064807.1,0.015496612
AC064807.4,0.002050751
AC064807.2,0.00036354165
AC064807.3,0.0
ST18,0.062251642
AC021915.2,0.0005919208
AC021915.1,4.6607885e-05
AC103831.1,0.00029829048
ALKAL1,1.3982365e-05
RB1CC1,0.66233057
NPBWR1,0.0
AC009646.2,2.3303943e-05
OPRK1,7.923338e-05
AC131902.2,4.6607884e-06
AC131902.1,0.0
AC022034.4,0.0
AC022034.2,5.1268675e-05
ATP6V1H,0.43052503
RGS20,0.00042413204
AC113194.1,0.0
TCEA1,1.1390749
AC100821.2,0.0025587778
LYPLA1,0.8336633
MRPL15,0.46495298
SOX17,0.0066089192
RP1,0.000517348
XKR4,0.0014867942
AC022679.2,0.0
AC022679.1,0.0
AC090200.1,0.0
TMEM68,0.112287596
TGS1,0.30325812
LYN,2.5494
RPS20,6.831538
CERNA3,9.7876524e-05
MOS,0.0
PLAG1,0.015394098
CHCHD7,0.57565325
AC107952.2,0.0016266181
SDR16C5,0.00011651971
PENK,0.0008529251
AC012349.1,0.0002703257
LINC00968,0.015086489
AC013644.1,0.0002470217
IMPAD1,0.37749535
LINC01606,4.1947096e-05
AC025674.2,0.000111858884
LINC00588,4.6607884e-06
AC068075.1,0.0
AC090796.1,0.000540652
AC104051.1,9.321577e-06
AC104051.2,0.00039616722
AC012103.1,7.457261e-05
LINC01602,7.923338e-05
FAM110B,0.100314625
AC104350.1,8.855496e-05
AC027698.1,0.00015846673
UBXN2B,0.3321691
CYP7A1,0.000121180456
SDCBP,4.937166
NSMAF,0.35540986
TOX,0.022562169
AC090152.1,0.012723614
AC087664.2,0.0
AC021393.1,4.6607884e-06
CA8,0.0012351108
LINC01301,0.0025680992
RAB2A,1.362943
AC068389.4,0.00058726
AC068389.1,0.0002563433
AC068389.2,0.0
AC068389.3,1.3982365e-05
CHD7,0.17624919
AC113143.1,1.3982365e-05
AC022182.1,0.00037752403
AC022182.2,0.02233371
CLVS1,0.0004614184
AC023866.2,0.0
AC023866.1,0.0
ASPH,1.0399776
AC091173.1,0.0008109783
AC025524.2,0.002181253
AC025524.1,0.0
LINC02155,7.923338e-05
NKAIN3,5.592946e-05
AC018861.2,0.0
AC120042.3,4.6607885e-05
AC120042.1,0.00020041381
GGH,0.14367417
AC120042.2,9.321577e-06
TTPA,6.059025e-05
YTHDF3-AS1,0.022790423
YTHDF3,0.4113398
AC011978.2,0.016899457
AC011124.1,0.0
AC011124.2,4.6607884e-06
AC018953.1,0.0
AC022639.1,9.321577e-06
AC069133.1,0.0
LINC01289,8.855496e-05
MIR124-2HG,0.0
AC090136.3,6.059025e-05
BHLHE22,0.000377524
CYP7B1,0.0028803728
AC104232.1,1.3982365e-05
LINC00251,0.0
LINC01299,0.000121180456
AC100814.1,0.005448391
ARMC1,0.29506668
MTFR1,0.07184308
AC055822.1,0.0061195204
PDE7A,0.24397296
AC100812.1,0.0011605383
DNAJC5B,0.059390157
AC084082.1,0.0010813046
TRIM55,0.00016778833
CRH,9.321577e-06
LINC00967,0.0
RRS1-AS1,0.0047260015
RRS1,0.13010539
ADHFE1,0.012099049
VXN,0.0009974102
MYBL1,0.02643513
VCPIP1,0.36375877
SGK3,0.70835745
C8orf44,0.039410073
MCMDC2,0.008370586
TCF24,3.7286307e-05
PPP1R42,7.457261e-05
COPS5,0.5392309
CSPP1,0.13224716
ARFGEF1,0.44132745
AC021321.1,0.003411704
CPA6,0.0060496116
AC022874.1,8.389417e-05
PREX2,0.0057467
AC011853.2,2.3303943e-05
C8orf34-AS1,2.796473e-05
C8orf34,0.0002843081
AC083967.1,0.00033557683
LINC01592,0.0
AC021785.1,0.0
LINC01603,0.0
SULF1,0.0036540653
SLCO5A1,0.00987142
AC091047.1,4.6607884e-06
AC079089.1,0.0006571719
PRDM14,9.321577e-06
NCOA2,0.2925227
AC022730.3,4.6607884e-06
AC022730.4,0.001440186
TRAM1,1.3104031
LACTB2-AS1,0.0024748833
LACTB2,0.18399583
XKR9,0.00096478465
AC022858.1,4.6607884e-06
EYA1,6.525103e-05
AC009446.1,9.321577e-06
AC104012.1,0.0
MSC-AS1,0.0077507515
MSC,0.008557043
TRPA1,0.00021439616
AC078906.1,4.1947096e-05
AC011131.1,0.0
KCNB2,2.3303943e-05
AC090735.1,4.6607884e-06
AC022893.2,2.796473e-05
TERF1,0.3346914
AC022893.3,9.321577e-06
AC022893.1,0.0048751407
SBSPON,0.0012071462
C8orf89,0.00032625525
RPL7,7.449152
RDH10,0.027702767
RDH10-AS1,3.7286307e-05
AC111149.2,0.0
AC111149.1,0.0
STAU2-AS1,0.00035888088
STAU2,0.1754255
AC027018.1,0.00032625528
AC022826.2,4.1947096e-05
UBE2W,0.45885608
ELOC,1.0790462
TMEM70,0.790231
LY96,1.8698394
AC087672.2,0.014373407
AC087672.1,0.00047074002
AC087627.1,0.0012630759
JPH1,0.00018643147
GDAP1,0.06510853
AC103952.1,4.6607884e-06
MIR2052HG,0.00012118047
AC115837.2,0.0
AC011632.1,6.525103e-05
PI15,0.00019109226
AC011632.2,0.0
CRISPLD1,0.0006897975
AC100782.1,4.6607884e-06
AC022274.1,0.00041481043
CASC9,0.00022371775
HNF4G,9.321577e-06
AC067773.1,0.0
LINC01109,0.0
LINC01111,4.6607884e-06
ZFHX4-AS1,8.389417e-05
ZFHX4,0.0015147589
AC023200.1,9.321577e-06
PEX2,0.296814
AC062004.1,0.0
AC084706.1,0.0
PKIA-AS1,0.00015380594
PKIA,0.008626945
ZC2HC1A,0.10383335
IL7,0.03716835
AC083837.1,0.009046422
AC138646.1,0.0
STMN2,2.3303943e-05
HEY1,0.0041713975
LINC01607,9.7876524e-05
AC036214.1,0.00053133036
MRPS28,0.19182327
AC036214.3,0.0001724491
AC009686.2,0.0005359912
TPD52,0.16428268
AC009686.1,0.0006292072
AC034114.2,0.00027032572
AC009812.1,0.011460557
ZBTB10,0.14580294
AC009812.3,0.002390989
AC009812.4,0.0050149574
ZNF704,0.014238316
PAG1,0.78516597
AC022778.1,0.00013516282
AC079209.2,0.0008715687
AC079209.1,0.016563896
AC009902.3,0.0013003622
AC009902.2,0.0051314714
FABP5,5.40716
AC018616.1,4.6607884e-06
PMP2,2.796473e-05
FABP9,0.0
FABP4,0.13218345
AC023644.1,0.0
FABP12,0.0
IMPA1,0.19800596
SLC10A5,0.00033557686
ZFAND1,0.16258128
CHMP4C,0.0031600206
AC132219.1,1.8643153e-05
SNX16,0.06631562
LINC02235,4.6607885e-05
AC027701.1,0.0
AC060765.1,0.0
AC105031.2,0.0
LINC01419,0.0007783527
AC015522.1,1.3982365e-05
RALYL,1.8643153e-05
LRRCC1,0.13324277
AC011773.4,0.00061056396
E2F5,0.0073126345
AC011773.1,3.262552e-05
C8orf59,1.0993111
CA13,0.010952545
AC011773.3,0.00039150644
AC011773.2,0.0
CA1,0.00027498658
CA3,0.0005592952
CA3-AS1,0.0044836504
CA2,0.20505476
AC093331.2,1.3982365e-05
AC100801.1,3.262552e-05
ATP6V0D2,0.012956851
PSKH2,2.3303943e-05
AC023194.3,2.3303943e-05
AC084128.1,0.0
SLC7A13,4.6607884e-06
WWP1,0.28168252
RMDN1,0.39812782
CPNE3,0.59465444
CNGB3,0.0007643703
AC090572.3,4.6607884e-06
AC090572.2,0.0
CNBD1,4.6607884e-06
AF121898.1,0.00012584124
DCAF4L2,1.8643153e-05
AC037450.1,1.3982365e-05
MMP16,0.00024236094
AC090568.2,5.592946e-05
AC090578.1,0.0
AF117829.1,0.115713164
RIPK2,0.5325194
OSGIN2,0.17066412
NBN,0.52548045
DECR1,0.66767824
CALB1,0.00052200875
LINC00534,0.0
AB015752.1,9.321577e-06
LINC01030,0.0008016567
TMEM64,0.047347054
AC106038.1,0.00022371773
NECAB1,0.00029829046
AC103770.1,3.7286307e-05
C8orf88,0.0035841535
PIP4P2,0.2199837
AC087439.1,0.0
OTUD6B-AS1,0.36076486
OTUD6B,0.16180082
LRRC69,0.019593263
SLC26A7,0.000838943
AC103409.1,0.0
RUNX1T1,0.0010859653
AF181450.1,0.0
AC022695.2,0.0
AC091096.1,4.6607884e-06
AC091096.2,0.0
AC104211.2,3.262552e-05
AC104211.4,0.0
AC104211.3,4.6607884e-06
AC117834.1,3.262552e-05
TRIQK,0.11911781
C8orf87,9.321577e-06
LINC00535,0.00014914515
AC016885.1,4.6607884e-06
AC016885.2,0.0
FAM92A,0.060089115
AC120053.1,0.011903301
AC010834.3,0.0002796473
RBM12B,0.19592166
AC010834.1,6.991182e-05
AC010834.2,0.0007224231
TMEM67,0.021821026
AC084346.1,0.0
PDP1,0.25370443
AC084346.2,0.003290523
AP003351.1,0.0
CDH17,0.000778352
GEM,0.07173189
RAD54B,0.010710214
FSBP,0.0008995335
VIRMA,0.28949872
AC023632.5,3.7286307e-05
AC023632.2,0.002232522
AC108860.2,0.000424132
ESRP1,0.002437597
DPY19L4,0.10524548
AP003692.1,0.00019109223
INTS8,0.15268508
CCNE2,0.055620022
AC087752.4,0.0021206627
NDUFAF6,0.10802786
TP53INP1,0.18047118
MIR3150BHG,0.00041947124
AC068189.1,0.00040548886
PLEKHF2,0.2778525
C8orf37-AS1,0.0016872084
LINC01298,0.0
C8orf37,0.013348085
AC083836.1,0.0024049715
AC012339.1,0.0
AP003465.2,0.0
GDF6,7.457261e-05
UQCRB,4.4190207
AP003465.1,0.00033557686
MTERF3,0.08176078
PTDSS1,0.29628974
AP003548.1,2.796473e-05
SDC2,0.1728604
CPQ,0.43094733
AP003117.2,1.8643153e-05
AP003115.1,4.6607884e-06
TSPYL5,0.051606823
MTDH,3.3458524
LAPTM4B,0.04147025
MATN2,0.0016545828
RPL30,17.129381
AP003352.1,0.0020600725
ERICH5,0.0021626097
RIDA,0.115144566
POP1,0.049654063
NIPAL2,0.10047769
AP003438.1,5.1268675e-05
STK3,0.18594646
KCNS2,6.991182e-05
AP003355.2,1.3982365e-05
AP003467.1,5.592946e-05
AC016877.3,1.8643153e-05
OSR2,0.0029642673
AC016877.1,0.00019109224
AC104986.2,0.017463384
VPS13B,0.17434826
AC107909.2,1.8643153e-05
AC018442.2,9.7876524e-05
COX6C,3.2423031
RGS22,0.00016312754
FBXO43,0.0067347423
POLR2K,0.6239726
SPAG1,0.025666025
RNF19A,0.4886423
AP001574.1,4.6607884e-06
AP003472.1,8.855496e-05
AP003472.2,3.7286307e-05
AP000424.1,2.3303943e-05
AP000424.2,1.3982365e-05
ANKRD46,0.060592405
SNX31,8.389417e-05
PABPC1,6.7141914
YWHAZ,2.9231014
AC018781.1,0.00016312754
AP003469.2,7.457261e-05
AP003469.3,9.321575e-05
AP003469.4,0.0095637
ZNF706,1.6377689
AP001330.5,0.0037985446
AP001330.2,9.321577e-06
AP001330.1,1.8643153e-05
AP001208.1,0.0
AP001208.2,0.0
AP001207.3,3.262552e-05
GRHL2,0.00052200875
NCALD,0.010011155
AP000426.1,3.7286307e-05
RRM2B,0.2921632
UBR5-AS1,0.042220395
UBR5,0.4712251
AP002907.1,0.0014262038
AP002852.1,0.0060030227
ODF1,0.0001071981
KLF10,0.4881178
GASAL1,0.0137349265
AZIN1,0.5790762
AP003696.1,0.004544238
AZIN1-AS1,0.009498443
AP003354.1,0.00029829048
AP003354.2,0.055619754
AP003550.1,0.000111858884
ATP6V1C1,0.64052474
LINC01181,7.923338e-05
BAALC-AS2,5.592946e-05
BAALC,0.0050569098
BAALC-AS1,0.0004847224
AC025370.1,3.262552e-05
FZD6,0.0053784912
CTHRC1,0.013017276
AC012213.3,0.0019808388
SLC25A32,0.12987328
DCAF13,0.2923763
AC012213.2,0.00033091608
AC012213.4,3.7286307e-05
AC012213.1,5.1268675e-05
RIMS2,0.0016359397
DPYS,0.0035608497
DCSTAMP,0.010854745
LRP12,0.10669504
ZFPM2,0.0007457271
AC021546.1,3.262552e-05
AC103853.1,9.321577e-06
AC090802.1,0.0
AC027031.1,0.0
AC027031.2,0.015664425
OXR1,0.37449473
AC090579.1,0.0004754008
ABRA,0.0002796473
ANGPT1,0.0028057997
RSPO2,0.00041481038
EIF3E,2.1978722
AC087620.1,0.00013050203
EMC2,0.34956345
TMEM74,6.059025e-05
AC104248.1,3.262552e-05
TRHR,0.0
NUDCD1,0.13905822
AC021237.1,2.3303943e-05
ENY2,1.7820524
PKHD1L1,0.0005639559
EBAG9,0.32668504
SYBU,0.00059658155
AC079061.1,0.0
KCNV1,4.1947096e-05
AC027451.1,0.0
AC073023.1,0.0
AC025366.1,0.0
AP005357.1,0.0
LINC01608,4.6607884e-06
LINC01609,5.592946e-05
LINC02237,0.0
CSMD3,0.0002563433
AC103993.1,0.0
AC064802.1,0.0
TRPS1,0.7662105
AF178030.1,0.00072242314
LINC00536,4.1947096e-05
AC105177.1,4.6607884e-06
EIF3H,1.7101041
UTP23,0.22186129
RAD21,0.9501979
RAD21-AS1,0.0019854996
AARD,0.0007783526
SLC30A8,0.0001817707
MED30,0.2235686
EXT1,0.09006604
SAMD12,0.006119536
AC023590.1,0.020954177
SAMD12-AS1,0.00012118047
TNFRSF11B,0.019910455
COLEC10,7.923338e-05
AC107953.2,0.0
MAL2,0.014741791
MAL2-AS1,2.796473e-05
NOV,0.007788098
AC021733.1,0.0
ENPP2,0.2209614
TAF2,0.18050063
DSCC1,0.02764219
AP005717.1,0.00073174475
DEPTOR,0.08172818
AC091563.1,0.0066368426
COL14A1,0.0010253749
MRPL13,0.5548808
MTBP,0.02012924
SNTB1,0.14979923
AC104958.1,0.0012024854
AC104958.2,0.0012490933
AC068413.1,3.262552e-05
HAS2,0.0004987047
HAS2-AS1,0.00021905694
AC104233.1,0.0
AC104036.1,0.0
AC037486.1,0.0
SMILR,0.0
AC108136.1,2.3303943e-05
LINC01151,3.7286307e-05
AC100872.1,2.3303943e-05
AC016405.3,0.004162071
AC016405.2,0.0003029513
ZHX2,0.040365495
AC104316.2,0.0002563433
AC104316.1,3.7286307e-05
DERL1,0.6273139
TBC1D31,0.065812305
FAM83A,0.0008482644
AC068228.1,9.321577e-06
FAM83A-AS1,6.991182e-05
C8orf76,0.20219006
ZHX1-C8orf76,0.015394077
ZHX1,0.29741588
ATAD2,0.2596786
WDYHV1,0.068315
FBXO32,0.047002245
AC090193.2,0.0
AC090193.1,0.0
KLHL38,1.8643153e-05
ANXA13,0.00018643144
FAM91A1,0.59070325
FER1L6,0.00066183275
AC090753.1,4.6607884e-06
FER1L6-AS1,0.0
AC100871.2,0.0
FER1L6-AS2,3.7286307e-05
AC090921.1,0.002829104
AC090192.2,0.0033138269
TMEM65,0.2648956
TRMT12,0.04534764
RNF139-AS1,0.04458336
RNF139,0.23969324
TATDN1,0.28899673
AC090198.1,0.009284059
NDUFB9,0.9387343
MTSS1,0.7855899
AC090922.1,0.0012817191
AC100858.3,0.0061148712
LINC00964,0.0005080264
ZNF572,0.007102905
AC009908.1,7.923338e-05
SQLE,0.18000357
WASHC5,0.24511455
WASHC5-AS1,2.3303943e-05
NSMCE2,0.2523864
AC084083.1,0.00020973537
TRIB1,0.607799
AC091114.1,1.8643153e-05
AC016074.1,0.0
LINC00861,0.014219708
AC024681.2,0.0
AC087667.1,0.0
AC084116.1,4.6607884e-06
AC084116.3,4.6607884e-06
FAM84B,0.008790055
PCAT1,0.0035934753
PRNCR1,0.007708778
CASC8,0.0006758151
POU5F1B,0.0003076121
CCAT2,0.0
CASC11,0.0015147589
MYC,0.25272453
PVT1,0.07173124
CCDC26,0.0041713947
AC011257.1,4.6607884e-06
AC103718.1,0.00031227287
GSDMC,0.001137234
AC022973.4,0.00019109223
FAM49B,2.9866388
AC022973.3,0.0011838422
AC022973.2,0.00067115435
ASAP1,0.7750062
AC090987.1,1.3982365e-05
ADCY8,8.855497e-05
AC103726.2,0.0
AC087341.1,0.0
AC104257.1,1.3982365e-05
EFR3A,0.78210264
OC90,0.000116519666
AC100868.1,2.796473e-05
HHLA1,0.0002703257
KCNQ3,0.15366764
HPYR1,1.3982365e-05
LRRC6,0.019658523
TMEM71,0.10282209
PHF20L1,0.6901051
AF230666.1,0.00058726
TG,0.0020787155
SLA,2.0428715
WISP1,0.0015706882
NDRG1,0.7284125
ST3GAL1,0.45199943
AC103706.1,0.016013956
AC090821.1,0.0
AC110741.1,0.0018270323
AC105180.1,0.00032625528
ZFAT,0.033738133
ZFAT-AS1,5.592946e-05
AC087045.2,0.0009321591
AC083843.3,0.029455077
AC083843.2,0.0014168822
AC083843.1,0.000116519666
AC103764.1,1.3982365e-05
LINC01591,0.0
AC040914.1,0.0
KHDRBS3,0.040272456
AC079098.1,0.0
AC013546.1,0.0
LINC02055,0.00012118047
AC046195.1,0.00020507461
AC046195.2,4.6607884e-06
AC079015.1,0.028308604
FAM135B,0.018498123
COL22A1,0.0028570676
AC027541.1,0.0
AC087354.1,0.00020507461
KCNK9,0.0001351628
TRAPPC9,0.0929788
AC021744.1,0.0
AC107375.1,0.021354966
CHRAC1,0.27070338
AGO2,0.33663252
ERICD,0.0025634386
PTK2,0.15065
AC100860.1,0.0
DENND3,0.70238674
AC040970.1,0.05492984
SLC45A4,0.08833223
AC011676.1,0.0008249607
AC011676.2,0.00060590316
AC011676.3,6.059025e-05
AC011676.4,9.321577e-06
LINC01300,0.0
GPR20,0.0008995333
AC100803.1,0.00014448438
PTP4A3,0.013748998
AC100803.3,0.00082029984
AC138647.1,4.6607884e-06
AC104417.2,0.0
LINC00051,0.0
TSNARE1,0.015254258
AC134682.1,0.0010346967
ADGRB1,0.0035934749
ARC,0.0040875073
AP006547.1,0.0
AC108002.3,0.0
JRK,0.056523733
PSCA,0.0022185394
LY6K,0.009167593
AC108002.1,0.00095546304
THEM6,0.07126982
AC108002.2,4.6607884e-06
SLURP1,0.00032159447
LYPD2,0.11646651
AC083841.1,9.787655e-05
LYNX1-SLURP2,0.00010253731
SLURP2,5.1268675e-05
LYNX1,0.035131685
LY6D,0.0001211805
AC083841.2,8.389417e-05
GML,0.00016778831
CYP11B1,0.0
CYP11B2,0.0
LY6E-DT,0.004716681
LY6E,4.509961
LY6L,0.0
LY6H,0.00010253731
GPIHBP1,0.00020041384
ZFP41,0.018647172
GLI4,0.10402437
MINCR,0.030214744
ZNF696,0.015771585
AC138696.2,0.006259333
TOP1MT,0.09555613
RHPN1-AS1,0.0016685652
RHPN1,0.021876954
AC105118.1,2.3303943e-05
MAFA-AS1,0.000121180456
MAFA,0.0021206625
ZC3H3,0.08187729
AC067930.4,0.010411917
AC067930.1,0.0014122213
GSDMD,0.70422703
MROH6,0.043091927
AC067930.5,0.00023303932
NAPRT,0.42895332
AC067930.2,0.00036820245
EEF1D,4.44074
TIGD5,0.061645716
PYCR3,0.02307472
TSTA3,0.3816007
AC067930.3,0.00039616725
ZNF623,0.059292115
ZNF707,0.025251213
CCDC166,4.6607884e-06
AC105219.3,0.0
MAPK15,0.0015100979
AC105219.2,4.6607884e-06
FAM83H,0.023256484
IQANK1,0.0013329877
AC105219.4,4.6607885e-05
SCRIB,0.1028173
PUF60,0.6324696
NRBP2,0.053899813
EPPK1,0.0021672705
PLEC,1.0014775
PARP10,0.3548033
GRINA,1.6077272
SPATC1,0.00651101
OPLAH,0.03851989
AC109322.1,0.007508372
EXOSC4,0.21523847
GPAA1,0.5012713
CYC1,0.8147034
SHARPIN,0.38833034
MAF1,0.7625653
WDR97,0.0073033078
HGH1,0.06490815
MROH1,0.21424806
BOP1,0.15593141
SCX,0.011749561
HSF1,0.31407344
DGAT1,0.25076172
SCRT1,1.3982365e-05
TMEM249,0.00048938324
AC233992.2,8.389417e-05
SLC52A2,0.31295532
FBXL6,0.09448883
ADCK5,0.061883382
CPSF1,0.1309603
AC233992.3,0.0008715687
SLC39A4,0.13062377
VPS28,1.7003386
TONSL,0.03566301
TONSL-AS1,4.6607884e-06
CYHR1,0.30990028
AC084125.1,8.389417e-05
KIFC2,0.04016507
FOXH1,0.00065717194
PPP1R16A,0.061170354
GPT,0.002959606
MFSD3,0.07231845
RECQL4,0.026085509
AC084125.4,2.3303943e-05
LRRC14,0.08418428
LRRC24,0.0066321814
C8orf82,0.17886707
ARHGAP39,0.001994821
