P1_Normal,P1_Tumor,P10_Normal,P10_Tumor,P2_Normal,P2_Tumor,P3_Normal,P3_Tumor,P4_Normal,P4_Tumor,P5_Normal,P5_Tumor,P6_Normal,P6_Tumor,P7_Normal,P7_Tumor,P8_Normal,P8_Tumor,P9_Normal,P9_Tumor
SLC25A35,0.014857927,0.0109646525,0.013271371,0.014340514,0.02217549,0.024528855,0.012489317,0,0.013105107,0.0193619,0.011447844,0.02708544,0.015553279,0.023578644,0.016894724,0.021699503,0.014121,0.0241733,0.01261728,0.022330368
RANGRF,0.19315304,0.18466783,0.22366165,0.32116085,0.2738817,0.31060696,0.21439993,0.33846673,0.2533654,0.26050556,0.17796193,0.2487584,0.23253427,0.29244068,0.17739461,0.29920274,0.17146929,0.20733254,0.158123,0.28077692
ARHGEF15,0.006603523,0.012695913,0.0027323412,0.004669005,0.0066238474,0.006614523,0.0104077635,0.00914775,0.008736737,0.0039603887,0.010407131,0.00071277475,0.0017848026,0.0009824435,0.0016894724,0.0008345962,0.012103715,0.002789227,0.0026455587,0.0010982148
AC135178.1,0.009905285,0.0034625216,0.0031226757,0.0033350033,0.012671709,0.004134077,0.0062446585,0.00914775,0.0043683685,0.0030803022,0.0031221393,0.009266073,0.0012748591,0.0065496233,0.0012671043,0.0047989283,0.012103715,0.002789227,0.0038665857,0.0032946446
KRBA2,0.004127202,0.005193782,0.0046840133,0.0066700066,0.013247695,0.0027560513,0.012489317,0.00914775,0.017473474,0.0061606043,0.0031221393,0.010691622,0.0020397743,0.0081870295,0.003801313,0.007302717,0.0060518575,0.0018594847,0.0036630812,0.008053576
RP11-849F2.7,0.015683368,0.0077906735,0.005074348,0.0033350033,0.0014399668,0.0008268154,0,0.0548865,0.039315317,0.0013201296,0.011447844,0.005702198,0.0030596615,0.002292368,0.0021118405,0.0031297358,0.018155571,0.0018594847,0.0036630812,0.0036607161
RPL26,38.363167,38.023678,29.845362,27.461086,38.141556,38.806026,40.294697,29.135584,31.797358,18.453651,37.557255,35.29162,33.77025,30.449198,32.50925,32.282806,32.579166,26.461395,35.175957,27.458666
NDEL1,0.7007989,0.2568037,0.37355006,0.25512776,0.32744846,0.24914703,0.4392076,0.22869375,0.9523044,0.26578608,1.0989931,0.18532144,0.8625696,0.27737656,0.66354024,0.21678637,1.1599393,0.20361358,0.89480937,0.32653588
MYH10,0.088322125,0.087428674,0.07533455,0.15707867,0.07257433,0.06394039,0.049957268,0.00914775,0.11357759,0.03608354,0.05619851,0.012117172,0.030596616,0.06287638,0.034211818,0.03985197,0.036311142,0.011156908,0.054335706,0.060035747
NTN1,0.0049526426,0.0028854348,0.0046840133,0.065366074,0.0057598674,0.0063389177,0.016652422,0.00914775,0.0043683685,0.0035203455,0.0062442785,0.012829946,0.008414069,0.0075320667,0.0029565769,0.0031297358,0.008069143,0.01952459,0.0028490631,0.0051250025
STX8,0.29550767,0.31335822,0.2900185,0.39019543,0.37669536,0.32080436,0.3830057,0.585456,0.23589191,0.47832695,0.32262105,0.34427023,0.42095843,0.40050945,0.3919576,0.43878895,0.3227657,0.3672482,0.30769882,0.36387518
USP43,0.020636009,0.04097317,0.023420066,0.024012024,0.02044753,0.014607072,0.0104077635,0,0.026210213,0.0052805184,0.018732836,0.007127748,0.020397745,0.011461841,0.02238551,0.008971909,0.03832843,0.002789227,0.023403017,0.00915179
GAS7,0.13784854,0.039819,0.10499996,0.055694558,0.07257433,0.035828665,0.116566956,0.04573875,0.16599801,0.16105582,0.17588052,0.07127748,0.12901573,0.049449656,0.063355215,0.029836815,0.12103715,0.094833724,0.14143564,0.08236612
AC000003.2,0.010730726,0.0034625216,0.010929365,0.01867602,0.0071998346,0.0099217845,0.008326211,0.02744325,0.013105107,0.0074807345,0.0062442785,0.006414973,0.0015298307,0.0052396986,0.008869731,0.011475698,0.02420743,0.017665105,0.006715649,0.025625013
MYH3,0.010730726,0.0034625216,0.0039033443,0.0010005011,0.016703617,0.0060633123,0,0.0182955,0.017473474,0.0026402592,0.0041628527,0.005702198,0.016573166,0.006222142,0.0118263075,0.003338385,0.016138285,0.002789227,0.011192747,0.0025625012
CTC-297N7.8,0.028064974,0.018466782,0.012490703,0.007003507,0.01612763,0.011575416,0.016652422,0,0.013105107,0.011001079,0.01977355,0.021383245,0.011983675,0.017356502,0.0118263075,0.013770837,0.018155571,0.008367681,0.010989244,0.008053576
SCO1,0.14857927,0.20803984,0.20726758,0.1927632,0.15839636,0.18934071,0.07701745,0.17380723,0.2096817,0.17293698,0.14153698,0.1553849,0.14558889,0.19190396,0.17232618,0.1781863,0.155331,0.13481264,0.16015805,0.21378583
ADPRM,0.069336995,0.10099021,0.0679182,0.06770057,0.08380607,0.062837966,0.02289708,0.10062525,0.12231432,0.086248465,0.08429776,0.086245745,0.082355894,0.06844356,0.07856047,0.08325097,0.040345713,0.064152226,0.11498005,0.079803616
TMEM220,0.15270647,0.18091676,0.05230482,0.053360052,0.098205745,0.07882307,0.05203882,0.00914775,0.0698939,0.06468635,0.01977355,0.02209602,0.017593054,0.029473303,0.035056554,0.05946498,0.034293856,0.02789227,0.011803262,0.012080363
CTC-297N7.5,0.0049526426,0.006925043,0.0023420067,0.0013340013,0.0066238474,0.004134077,0,0,0.008736737,0.008360821,0.0020814263,0.002851099,0.0012748591,0.0016374058,0.0004223681,0.0012518943,0.0020172857,0.00092974235,0.0026455587,0.0014642865
LINC00675,0.04044658,0.0023083477,0.008587358,0.0023345025,0.007487828,0.0013780256,0.029141739,0,0.013105107,0.0017601728,0.026017828,0,0.0053544077,0.0013099246,0.036323655,0.0010432453,0.04841486,0,0.028897641,0.00073214323
RP11-680C21.1,0.0024763213,0.0023083477,0.00039033446,0.0023345025,0.00086398015,0.002204841,0,0,0,0.0004400432,0.0010407132,0.00071277475,0.00076491537,0.0013099246,0.0016894724,0.0010432453,0,0,0.0010175225,0
DNAH9,0.014857927,0.010099021,0.0058550164,0.005669506,0.013535689,0.004685287,0.0041631055,0,0.03494695,0.0004400432,0.007284992,0.0021383243,0.020397745,0.007859548,0.0118263075,0.005007577,0.016138285,0.00092974235,0.020146947,0.0047589308
ZNF18,0.04374834,0.04443569,0.039033443,0.044022046,0.05615871,0.040238347,0.008326211,0.064034246,0.06552553,0.04268419,0.041628525,0.041340936,0.05532888,0.04781225,0.034634184,0.05237091,0.020172857,0.03254098,0.043956976,0.043928593
MAP2K4,0.18159689,0.12955602,0.23263933,0.20810421,0.15436447,0.14910237,0.124893166,0.109773,0.3625746,0.17557722,0.31325465,0.20741747,0.16037726,0.17978714,0.2014696,0.11433968,0.17550386,0.0966932,0.2167323,0.19438402
ARHGAP44,0.009079845,0.006059413,0.0058550164,0.0110055115,0.010367762,0.004134077,0.0062446585,0,0.008736737,0.0026402592,0.0041628527,0.0042766486,0.008414069,0.012116802,0.008447362,0.0083459625,0.0060518575,0.009297423,0.006919153,0.0036607161
ELAC2,0.22204347,0.27729028,0.31734192,0.2958148,0.21714701,0.28828296,0.08742522,0.182955,0.1965766,0.1975794,0.24977115,0.19672583,0.25446185,0.29899028,0.21245116,0.27750325,0.15331373,0.14318033,0.17155431,0.23684834
HS3ST3A1,0.0033017616,0.010099021,0.02810408,0.016008018,0.0040319073,0.008543759,0,0,0.013105107,0.0004400432,0.008325705,0,0.012238646,0.0081870295,0.013093411,0.0018778415,0.0060518575,0.005578454,0.002035045,0.0296518
COX10,0.07098787,0.08136925,0.13388471,0.08671009,0.07084637,0.076067016,0.033304844,0.0914775,0.07426227,0.071287,0.12800771,0.061298635,0.09739923,0.0677886,0.095032826,0.07177527,0.056484,0.049276344,0.093205065,0.08602683
AC005224.2,0.0008254404,0.0023083477,0.004293679,0.0023345025,0.0034559206,0.0033072615,0,0,0.008736737,0.0026402592,0.0031221393,0.004989424,0.0022947462,0.0016374058,0.004646049,0.0031297358,0,0.0018594847,0.0026455587,0.0025625012
HS3ST3B1,0.018985128,0.011253195,0.04996281,0.05902956,0.02131151,0.052916184,0.14779024,0.37505776,0.0043683685,0.014961469,0.029139968,0.10050125,0.038500745,0.038642775,0.036323655,0.01961301,0.05850129,0.14318033,0.018722415,0.066991106
RP11-214O1.2,0.0024763213,0.0014427174,0.0062453514,0.005002505,0.0011519735,0.0107486,0.0041631055,0.064034246,0,0.0022002158,0.0020814263,0.01781937,0.0005099436,0.0042572552,0.0025342086,0.003755683,0.0040345713,0.010227165,0.001628036,0.010250005
RP11-214O1.3,0.0016508808,0.004328152,0.0074163545,0.012006012,0.008639802,0.066145234,0.0707728,0.02744325,0.008736737,0.013201296,0.009366418,0.03421319,0.011218759,0.014736651,0.012248675,0.025872482,0.022190142,0.09297423,0.006715649,0.03184823
PMP22,0.5109476,0.34567508,0.1643308,0.5766221,0.34328812,0.2519031,0.3434562,0.064034246,0.35820624,1.2382815,0.10823416,0.26657778,0.22106054,0.120185584,0.14529462,0.13374405,0.38328427,0.94089925,0.2077781,0.4297681
TEKT3,0.0024763213,0.0011541739,0.0007806689,0.0013340013,0.0017279603,0.00027560513,0,0.00914775,0,0.0008800864,0.0010407132,0,0.0030596615,0.0009824435,0,0.00020864906,0,0.00092974235,0.001628036,0.00073214323
TVP23C-CDRT4,0.0016508808,0.00057708693,0,0,0.00057598675,0,0,0.00914775,0,0.0004400432,0,0,0.0002549718,0.0006549623,0,0,0,0,0.0002035045,0.0014642865
TVP23C,0.023112332,0.025680367,0.03708177,0.039019544,0.024191445,0.015433886,0.024978634,0.0914775,0.06552553,0.013201296,0.024977114,0.018532146,0.013768476,0.023251161,0.01562762,0.01523138,0.034293856,0.016735362,0.015059333,0.022330368
RP11-385D13.3,0.028890416,0.026257455,0.04723047,0.024679026,0.04089506,0.019843569,0.031223292,0.0914775,0.026210213,0.025082462,0.021854976,0.03563874,0.016063225,0.015064133,0.030410504,0.01961301,0.020172857,0.021384073,0.012413775,0.019401796
CDRT1.1,0.0033017616,0.0028854348,0.0023420067,0.00066700066,0.00057598675,0.0008268154,0.0020815528,0,0,0.0004400432,0.0020814263,0,0.0012748591,0.002292368,0,0.0016691925,0.010086428,0,0.0014245316,0.00073214323
RP11-385D13.1,0.0016508808,0.0014427174,0.0023420067,0.00066700066,0.00028799337,0.0008268154,0,0,0,0,0.0031221393,0.0021383243,0.0025497181,0,0.0008447362,0.0014605434,0.036311142,0.00092974235,0.0018315406,0.0014642865
TRIM16,0.33265248,0.45445594,0.6424905,0.30148432,0.23356265,0.2915902,0.10615919,0.073182,0.33199602,0.13025278,0.49537942,0.11974616,0.4900558,0.38806516,0.42152336,0.21407394,0.225936,0.03533021,0.4784391,0.33825016
ZNF286A,0.023112332,0.016446978,0.017955385,0.028681029,0.016703617,0.015158283,0.0145708695,0.04573875,0.082999006,0.017161684,0.032262105,0.015681045,0.011728703,0.0225962,0.019006565,0.010015154,0.02420743,0.007437939,0.010989244,0.01354465
AC015922.6,0.004127202,0.00057708693,0.00039033446,0.00033350033,0.00028799337,0,0,0.00914775,0,0.0004400432,0.0031221393,0.00071277475,0.0005099436,0.0009824435,0.0004223681,0.0004172981,0.0060518575,0.00092974235,0.0002035045,0.0014642865
ADORA2B,0.11803798,0.13532688,0.22600365,0.16641666,0.15350048,0.13311727,0.068691246,0.04573875,0.19220823,0.029482894,0.1665141,0.032074865,0.1698112,0.0972619,0.21751957,0.10202939,0.110950716,0.023243558,0.16931576,0.0889554
ZSWIM7,0.29798397,0.27123085,0.27245343,0.2898118,0.36258367,0.3442308,0.2810096,0.34761447,0.37131137,0.53025204,0.29764396,0.3129081,0.38934195,0.40705907,0.3286024,0.3611715,0.29452372,0.364459,0.34677172,0.36277696
TTC19,0.56047404,0.41405988,0.64405185,0.47924,0.49448463,0.4040371,0.5620192,0.77755874,0.93046254,0.43652287,0.5786365,0.39701554,0.39342147,0.32944605,0.55287987,0.3563726,0.7806896,0.2659063,0.5466131,0.35106266
NCOR1,0.719784,0.7228013,0.7369514,0.6703357,0.8288449,0.7088564,0.5828348,1.0885822,0.899884,0.71331,0.8169598,0.63579506,0.54385483,0.6006004,0.7775797,0.6979311,0.8432254,0.5755105,0.5759178,0.72518784
PIGL,0.06273347,0.056843065,0.10226762,0.067033574,0.04953486,0.056223445,0.027060185,0.13721626,0.117945954,0.051045008,0.123844855,0.063436955,0.05099436,0.06516875,0.04857233,0.05508335,0.030259287,0.033470724,0.047620054,0.055276815
CENPV,0.030541295,0.012118826,0.027713746,0.027347028,0.038879108,0.022875223,0.024978634,0.02744325,0.013105107,0.028602809,0.032262105,0.043479264,0.015553279,0.0065496233,0.02449735,0.010015154,0.014121,0.013946135,0.024624046,0.017937507
UBB,5.258055,6.052488,7.322674,9.170259,9.503205,7.588787,8.288743,10.254627,10.152089,11.020441,6.3212914,6.852617,9.181535,8.345202,7.7821326,7.7915816,11.413803,8.750735,8.203673,6.9414496
RP11-138I1.4,0.005778083,0.0034625216,0.0015613378,0.0016675016,0.009503782,0.0033072615,0.0020815528,0.08232975,0.013105107,0.0035203455,0.011447844,0.010691622,0.0030596615,0.0042572552,0.005068417,0.010223804,0.014121,0.0065081962,0.0034595765,0.0073214322
TRPV2,0.047050104,0.040107545,0.0589405,0.06870107,0.11980525,0.22379136,0.1977475,0.17380723,0.039315317,0.5619352,0.01977355,0.30150372,0.060683288,0.18306197,0.068846,0.303793,0.23198785,0.38305384,0.043142956,0.2859019
FAM211A,0.3582411,0.1898616,0.075724885,0.052359555,0.21657102,0.14717314,0.21439993,0.24698924,0.23152356,0.029482894,0.25289327,0.11475674,0.11473731,0.094314575,0.14444989,0.08679801,0.13112357,0.089255266,0.11660808,0.06589289
ZNF287,0.028064974,0.020486586,0.023420066,0.02968153,0.051550813,0.033623826,0.008326211,0.04573875,0.06552553,0.033443283,0.023936402,0.02209602,0.026517065,0.03176567,0.018584196,0.021699503,0.016138285,0.011156908,0.024420543,0.033678588
ZNF624,0.023937771,0.012984456,0.031226754,0.021344021,0.027647365,0.021772806,0.018733975,0.064034246,0.03494695,0.029482894,0.029139968,0.03991539,0.016828138,0.028818343,0.013515779,0.020030309,0.012103715,0.013946135,0.02075746,0.025625013
CCDC144A,0.031366736,0.0199095,0.062843844,0.06303157,0.0786222,0.048782106,0.0353864,0.10062525,0.03494695,0.019801944,0.0718092,0.06414973,0.028556842,0.08121533,0.012248675,0.015857328,0.050432146,0.06694145,0.012820784,0.015008937
MPRIP,0.3087147,0.16244997,0.21507429,0.16808417,0.19669947,0.12981002,0.13321938,0.292728,0.26210213,0.132453,0.26225972,0.10905454,0.1708311,0.096279465,0.17190382,0.090136394,0.18155572,0.11900702,0.14570923,0.11531256
MPRIP-AS1,0.025588652,0.018466782,0.023420066,0.014674015,0.020159537,0.01019739,0.0353864,0.12806849,0.026210213,0.012321209,0.030180681,0.01354272,0.014278421,0.012116802,0.035478923,0.013144891,0.010086428,0.013946135,0.021571478,0.013178579
PLD6,0.060257148,0.018466782,0.01756505,0.011339012,0.039743084,0.016536308,0.016652422,0.08232975,0.08736738,0.011001079,0.0718092,0.009266073,0.021927575,0.010479397,0.02449735,0.011684347,0.02420743,0.023243558,0.025438065,0.018669652
FLCN,0.14115031,0.05453472,0.08704458,0.052359555,0.12815705,0.08957167,0.16236112,0.11892075,0.1266827,0.061606046,0.19149122,0.053458106,0.062213115,0.05075958,0.14064857,0.071983926,0.15936558,0.10692037,0.049044587,0.057107173
RP11-45M22.5,0.0033017616,0.0020198042,0.004293679,0.0020010022,0.00086398015,0.0013780256,0.0020815528,0,0.0043683685,0.0035203455,0.008325705,0.0021383243,0.0010198872,0.0016374058,0.0029565769,0.0025037886,0.008069143,0.0018594847,0.001628036,0.0010982148
COPS3,0.53901255,0.59468806,0.65224886,0.6980162,0.8081094,0.9739885,0.32680377,0.51227397,0.42810014,0.47744685,0.5141123,0.49110183,0.58337545,0.66314936,0.6521364,0.80538535,0.4639757,0.44999528,0.54010093,0.6527056
NT5M,0.025588652,0.01413863,0.01405204,0.0053360052,0.035423186,0.023150831,0,0.00914775,0.0043683685,0.029482894,0.007284992,0.005702198,0.016318195,0.005894661,0.015205252,0.00667677,0.016138285,0.0046487115,0.008343685,0.005857146
MED9,0.07098787,0.06578791,0.076895885,0.04068704,0.10540558,0.08350835,0.016652422,0.0548865,0.06552553,0.03608354,0.06868707,0.064862505,0.05813357,0.060256533,0.03083287,0.05028442,0.034293856,0.031611238,0.051283136,0.0490536
RASD1,0.2682681,0.17370315,0.36535305,0.32082734,0.35509583,0.3023388,0.27892807,0.36591,0.35820624,0.05456536,0.2945218,0.106203444,0.19148381,0.32911855,0.13600253,0.11600888,0.20979771,0.18780795,0.24949653,0.17205366
PEMT,0.2509339,0.20486586,0.3196839,0.21143922,0.45819747,0.36765724,0.158198,0.109773,0.23589191,0.2222218,0.32678393,0.15182103,0.30749598,0.21057038,0.22892351,0.18548901,0.15331373,0.11249882,0.22934958,0.17058937
RAI1,0.20470922,0.094065174,0.11202598,0.054694057,0.11462137,0.0644916,0.056201924,0.04573875,0.1397878,0.03960389,0.14153698,0.039202616,0.08439566,0.050104618,0.073069684,0.043816302,0.10086429,0.028822012,0.08791395,0.050517883
SMCR5,0.15683368,0.094065174,0.04723047,0.064365566,0.11634933,0.094532564,0.1810951,0.146364,0.17036638,0.044884406,0.099908456,0.087671295,0.026262095,0.034058042,0.1419157,0.09159693,0.13515814,0.06508196,0.03703782,0.05637503
SREBF1,0.45481768,0.36558455,0.4043865,0.2641323,0.27676165,0.34753805,0.1457087,0.11892075,0.21841845,0.14829455,0.4121224,0.18033202,0.30953574,0.3215865,0.37379578,0.3019152,0.34092128,0.18594846,0.38584453,0.27931264
TOM1L2,0.61577857,0.23602855,0.2584014,0.08270808,0.3214006,0.10858842,0.07285435,0.0548865,0.6334135,0.10120993,0.5599036,0.11546951,0.47526744,0.17421997,0.21667483,0.07553095,0.24005699,0.03904918,0.29386052,0.09920541
LRRC48,0.015683368,0.012695913,0.009368027,0.00967151,0.025055423,0.008268154,0.008326211,0,0.021841845,0.004840475,0.0062442785,0.011404396,0.010198873,0.007859548,0.011403939,0.006050823,0.012103715,0.002789227,0.0073261624,0.0069553605
ATPAF2,0.1469284,0.14109775,0.25098506,0.18175769,0.27157775,0.31005576,0.2685203,0.15551175,0.17910312,0.336193,0.1821248,0.2459073,0.19760315,0.26689714,0.1934446,0.37661153,0.26628172,0.28171194,0.17277533,0.27784833
GID4,0.08089316,0.04241589,0.09680294,0.070702076,0.07228634,0.050160132,0.049957268,0.04573875,0.08736738,0.05368527,0.17692122,0.057021983,0.07241199,0.064186305,0.072224945,0.055292,0.07665686,0.04090866,0.060644343,0.058571458
DRG2,0.2369014,0.28104132,0.28845716,0.2871438,0.24709833,0.28993657,0.16027956,0.28358024,0.24026029,0.22750233,0.18004337,0.2259496,0.24426298,0.29473305,0.20062485,0.272287,0.21584958,0.21384074,0.20960964,0.24087512
MYO15A,0.008254404,0.005193782,0.0081970235,0.0040020044,0.004607894,0.004685287,0,0.0182955,0.008736737,0.0030803022,0.0031221393,0.0021383243,0.003824577,0.003929774,0.0016894724,0.0014605434,0.016138285,0.0046487115,0.0028490631,0.0047589308
RP11-258F1.1,0.0016508808,0.0017312608,0.0039033443,0.003001503,0.002303947,0.0019292358,0.008326211,0,0.0043683685,0.0022002158,0.0062442785,0.005702198,0.00076491537,0.001964887,0.0029565769,0.003338385,0.014121,0.0037189694,0.0026455587,0.0021964295
ALKBH5,0.39373505,0.325477,0.35286233,0.37018538,0.4046307,0.34312838,0.3705164,0.41164875,0.3625746,0.23894344,0.395471,0.26657778,0.30341643,0.29145825,0.41772208,0.343645,0.38530156,0.3449344,0.25397363,0.3195805
LLGL1,0.1428012,0.08512032,0.09836428,0.06936807,0.07660624,0.049884524,0.024978634,0.04573875,0.117945954,0.029042851,0.08013491,0.04205371,0.07037222,0.06091149,0.073069684,0.046111442,0.060518574,0.01952459,0.045788515,0.06076789
FLII,0.50764585,0.33269063,0.3852601,0.34250486,0.4132705,0.42415628,0.40173966,0.329319,0.3625746,0.3515945,0.3892267,0.38988778,0.30163163,0.39199495,0.36027998,0.49303773,0.39942256,0.46301168,0.24725798,0.46491095
MIEF2,0.056955386,0.032893956,0.041765783,0.028014028,0.05875065,0.028938537,0.018733975,0.02744325,0.11357759,0.020241987,0.05099494,0.033500414,0.031106558,0.040607665,0.025342088,0.035887636,0.018155571,0.018594846,0.023199514,0.03148216
TOP3A,0.0775914,0.065499365,0.058159832,0.043021545,0.06479851,0.062011153,0.05412037,0.08232975,0.08736738,0.044444364,0.08013491,0.05488366,0.057113685,0.061566457,0.056597326,0.061134174,0.09682972,0.0548548,0.04843407,0.07394646
SMCR8,0.0016508808,0.0014427174,0.0019516721,0.0036685038,0.0011519735,0.002204841,0.0020815528,0,0.013105107,0.004840475,0.0062442785,0.002851099,0.0012748591,0.0013099246,0.0021118405,0.0025037886,0.0040345713,0.0037189694,0.001221027,0.004392859
SHMT1,0.25175932,0.23920253,0.18228619,0.20410222,0.33407232,0.18686026,0.06036503,0.0548865,0.28394398,0.06292618,0.13008913,0.0762669,0.20780203,0.16013828,0.18668671,0.20572798,0.11700258,0.05113583,0.19149774,0.12592864
EVPLL,0.014032487,0.008079217,0.011319699,0.016341519,0.022751478,0.004409682,0.0041631055,0,0.06552553,0.0017601728,0.0062442785,0.0021383243,0.010198873,0.010479397,0.0067578894,0.009389207,0.010086428,0,0.009971721,0.018669652
RP1-37N7.3,0.0049526426,0.003751065,0.0039033443,0.003001503,0.006047861,0.0035828666,0,0,0.021841845,0.0004400432,0.0041628527,0.0014255495,0.0033146332,0.001964887,0.005068417,0.0025037886,0.010086428,0.0046487115,0.0044770995,0.0036607161
LGALS9C,0.0033017616,0.024237651,0.00702602,0.015674517,0.008927795,0.004134077,0,0.0182955,0.013105107,0.0030803022,0.0020814263,0.012117172,0.01147373,0.011134359,0.0054907855,0.011058399,0.020172857,0.0018594847,0.003256072,0.014276793
FAM106A,0.0024763213,0.002596891,0.00039033446,0.0023345025,0.003743914,0.0038584715,0.0020815528,0,0,0.0013201296,0.0052035656,0.0021383243,0.0015298307,0.003929774,0.0016894724,0.0031297358,0.0040345713,0.005578454,0.000814018,0.0021964295
