MGH100,MGH101,MGH102,MGH104,MGH105,MGH106,MGH110,MGH113,MGH115,MGH121,MGH122,MGH124,MGH125,MGH128,MGH129,MGH136,MGH143,MGH151,MGH152,MGH66,BT1160,BT1187,BT749,BT771,BT786,BT830,BT920
PCDHA4,16.039568,0.003,10.294014,0.004704225,14.231026,9.83,1.638106,2.4797692,14.919999,41.604275,15.249672,19.991322,20.263006,2.9236956,4.3522396,38.60982,1.0827737,3.7841105,7.7686024,0.8183027,6.4241524,0,27.00356,44.13244,13.9335785,0.7064634,10.844068
PCDHA5,2.5322487,0,3.9042006,0.15149295,5.48399,0.0073,0.49203342,2.2772307,9.322848,3.1659596,3.9558241,7.903136,2.8043108,0.2590761,5.5703125,11.867706,0.5679562,15.215951,7.7478166,1.3219954,6.2807016,0,2.3514848,2.120143,3.419599,0,0.10192534
PCDHA6,0.82583725,1.2171499,13.7621565,0.3917183,0.33055204,0.114499986,14.649164,0.28065386,0.012,30.258821,1.029707,3.0195131,1.659198,1.5486957,1.7454168,0.2909957,1.1866424,9.150185,1.2240611,0.9336927,0.98742276,0,30.719667,3.3442905,14.822934,0.3975944,0.041661233
PCDHA7,1.7000477,0.17655002,3.1519332,0.26566195,0.6975079,0.14324999,2.2068243,0.37126923,2.984424,3.4691918,1.4299268,3.0032434,2.209925,1.0370653,4.739063,5.591688,1.0100365,15.737669,2.2672925,11.381858,6.3107433,0.1811455,3.2252522,3.4638054,14.050681,0.4983908,0.2936895
PCDHA8,6.1969852,0.076799996,3.6562083,0.23771828,4.453123,1.69435,0.88768804,2.0028076,0.4571515,2.2824917,0.57619053,8.352946,3.1035838,4.1303263,4.7678647,3.4145887,0.42229927,3.2676687,5.3499994,1.2358943,4.243649,0,3.280534,4.1506658,2.7417452,0.19245225,0.5123682
PCDHA9,7.061004,5.2399497,3.308959,2.3966196,4.2489276,3.10335,3.4860165,3.5310767,3.0610304,7.759259,8.266336,13.742216,8.511805,4.124402,7.1508856,9.5300865,2.1354015,7.00135,10.526987,3.0535777,16.967588,2.143887,4.738589,20.976536,10.605495,1.6024944,6.210581
PCDHAC1,1.4734448,0.0049,3.9527137,0.8724789,1.2462461,0.72999996,3.062758,3.9896927,3.3886666,2.248451,3.0509155,3.7338376,1.9298998,2.2445107,0.7530208,4.031472,0.8913138,1.844233,2.512009,0.7926834,4.4522147,0,2.8751755,3.4606838,4.38701,0.8488101,3.186224
PCDHAC2,2.710861,5.7094994,4.089182,2.2575774,2.8336592,1.4503499,3.5476322,3.162846,1.5020605,1.0673064,4.313113,4.521378,3.5094235,4.715109,0.32333335,1.451775,1.6711679,0.041349694,0.6268122,1.6976604,2.1927006,0.71456397,1.4473665,3.39716,0.11104104,4.5633307,1.2438552
PCDHB1,3.374976,0,0,0.3308169,0.6899527,1.8576499,0.41637883,0.03126923,3.2883635,0.99693596,0.12630036,0.59029734,0.4885965,0.02125,0.8176042,0.32294372,0.804927,5.2022696,0.107554585,0.7511009,0,0,0.64017296,0.07229986,0.0055188974,0,0
PCDHB10,37.395115,12.16665,29.389887,23.898758,26.011814,35.896946,33.355183,6.768692,21.180302,12.634512,45.119118,120.23635,102.44797,31.288044,14.685834,26.264286,8.265218,11.488589,34.96808,50.367477,31.286926,0.10424504,50.828323,13.66625,23.637833,4.480637,57.759285
PCDHB11,7.15244,0.2563,14.327845,26.537945,26.259512,7.8522997,5.0964627,1.751923,1.9784847,6.022761,8.460732,78.27941,25.789724,7.3469024,6.701198,3.8637228,3.711679,12.386318,54.763012,13.252636,2.0827816,0.21580303,3.72047,6.897077,2.357302,1.6887896,5.22065
PCDHB12,68.140045,3.4729002,18.615465,26.763689,32.335873,7.7976503,22.523563,9.452539,4.837757,15.664176,34.331352,67.90254,43.890476,11.015761,11.6432295,28.932774,5.297335,11.191533,50.2755,21.761099,12.389221,0.9232812,3.6015992,6.7809353,39.495384,4.3753834,12.773713
PCDHB13,10.717654,3.3802,10.424981,46.496815,32.279716,5.6297994,13.725514,2.405077,5.1227274,5.132795,21.83432,49.2467,19.81787,6.100109,5.2222395,7.5709953,2.7043428,10.886624,16.367641,13.595021,6.6643796,0.002009142,3.461206,9.712311,9.39511,5.2402925,6.9088373
PCDHB14,15.883826,2.22225,11.012454,25.023832,19.310902,7.5837007,11.850279,15.8260765,79.79298,7.758081,17.590952,39.09384,28.821703,9.118859,3.210052,13.406925,5.411131,15.405336,26.08642,21.701994,11.499243,0.011552653,8.092983,7.2217984,6.168559,13.620832,13.344617
PCDHB15,4.2993293,1.12775,7.4886994,9.906308,7.4611993,2.2890499,49.588047,2.8156922,7.566909,4.651851,3.9475822,32.973297,3.5002005,5.351142,6.677969,1.7010822,1.6520804,20.459448,13.139737,3.548853,6.262413,0,37.06486,4.542312,42.589005,5.0239086,15.912063
PCDHB16,45.317654,3.0065,46.345314,24.492956,34.125175,8.46855,27.457575,14.081693,9.60303,4.7035017,45.716705,70.69514,142.78258,19.166306,7.4258857,40.571255,63.63365,37.41742,53.615944,32.61713,19.443537,0.17269655,16.180603,44.764694,32.94848,9.347859,10.002453
PCDHB17,8.189092,0.0134,2.5935688,8.447943,6.469938,2.6145499,6.066741,4.5983844,3.961939,0.9916498,16.304836,15.42835,3.0188222,0.3808696,1.346823,1.4050217,1.0402555,2.9618404,0.97379917,8.63172,7.718589,0,1.1472383,1.1910009,0.16024165,0.7049149,0.84353536
PCDHB18,18.201435,2.5700998,3.8690708,6.1804786,4.002571,2.1171,23.944012,1.9305385,3.0632727,4.63734,1.9638462,33.93454,5.59634,1.9149456,1.1842188,1.2010822,0.9083576,0.17987728,6.0508738,4.5437846,27.259903,0,2.042876,3.9647052,15.126453,3.7486002,10.1686
PCDHB19P,7.0455503,3.8949502,15.688774,10.326985,8.797113,1.97665,7.8755713,3.7258074,9.063637,7.409057,6.465458,15.45973,20.837091,6.2383695,4.2126045,2.0896537,4.0461683,5.7380977,9.49428,7.085023,13.664239,0.24379054,2.0773432,5.1629434,4.5211086,2.0431194,2.393353
PCDHB2,49.008472,0.091749996,1.2296654,35.116028,37.846676,68.624596,25.249386,0.7933461,1.024303,184.48013,47.624504,65.37165,153.15073,3.5285327,1.3198957,87.59221,61.307667,42.743984,60.499126,13.099747,9.454974,0,103.039764,90.00697,50.881153,0.94607073,0.6251452
PCDHB3,5.3982296,0.0054,10.118104,10.231154,6.983296,6.34595,5.078328,0.07880769,0.832303,5.623131,15.333334,79.62601,12.450701,0.53657603,59.031403,35.371822,32.62763,2.195092,4.6344543,41.25798,2.478778,0,3.4375873,4.8942223,38.203476,2.365499,63.94169
PCDHB4,2.5779428,0.017849999,4.784052,4.0082536,4.595174,6.2274494,15.083982,59.222736,0.5501818,10.864038,38.932667,22.99487,19.609776,11.310327,6.427969,11.15736,7.0964603,42.502636,5.134804,9.95133,21.50226,0.9010784,4.211719,8.744077,5.0375686,22.687843,4.7760196
PCDHB5,10.204257,50.35755,60.923717,46.665127,3.7350001,3.5016,2.1252925,0.9527308,1.0664849,6.263232,4.471795,10.363676,10.7225065,61.28729,91.90001,5.784762,2.053759,124.0322,4.1731877,8.349678,53.17577,0.82516176,12.156137,14.401498,78.51784,13.68266,3.2324882
PCDHB6,2.5813878,2.30005,2.1711524,21.220167,24.936878,1.78165,1.4953481,28.7275,3.8779998,6.258788,3.8171792,13.517136,5.6847878,1.2654891,4.599948,3.404632,2.2551098,1.6725767,2.8039303,11.295527,1.8551812,0,3.1071465,2.3322732,3.4977193,0.9806716,5.9591265
PCDHB7,68.67766,0.6056001,15.31435,59.948845,40.050034,52.861202,41.52855,10.902808,43.599155,7.8841076,11.225971,75.20356,174.63116,21.452177,50.66,41.746754,0.8104015,16.058466,66.30678,115.95671,17.233578,0.3244774,1.3642933,3.1058652,7.290981,108.45343,7.8525076
PCDHB8,30.1088,0.1173,12.552082,53.088898,21.319637,11.894349,61.04526,1.6764616,33.942963,5.464646,59.218098,104.580894,96.1883,8.304023,22.748592,11.218573,1.7121534,22.813189,22.53402,44.822384,14.744837,0,1.6394155,1.5533693,3.5783167,12.402255,37.173775
PCDHB9,33.989998,14.5655,45.29974,24.437634,18.771893,31.148048,20.92978,10.995038,13.447454,52.5039,26.143957,53.9923,99.52391,44.580658,44.065052,18.057663,16.874342,44.082516,30.915676,54.73926,20.498592,2.7508142,10.426867,10.967668,5.4634337,6.921224,23.14069
PCDHGA1,18.14507,0,13.462527,39.61994,13.621388,3.1924496,18.691004,1.3789614,9.377756,11.702794,12.5785,10.876811,21.03772,10.254565,6.312604,1.0887878,0.014890511,10.2977915,43.14773,19.121927,4.6384373,1.1630251,4.277577,2.3397284,3.12691,7.063018,2.868288
PCDHGA10,10.72799,1.2223,6.5271,67.61507,7.809196,9.617998,14.818022,0.9864615,6.1650906,5.5463295,9.378022,15.703919,21.778698,8.674239,8.557032,3.1570132,57.444523,21.964846,11.490524,40.22202,4.009274,0.96488714,1.8998829,5.760086,37.076263,63.826866,3.2289088
PCDHGA11,6.4716744,0.44825,5.380149,10.736506,6.6569242,2.957,12.575265,1.5452693,5.577818,11.700303,8.154396,8.289811,10.642531,89.19636,8.237968,2.399957,2.1067882,6.0011044,123.105194,3.992706,2.2572877,2.3781986,1.4469639,55.640835,15.423273,4.6315784,35.141197
PCDHGA12,6.678899,76.29447,6.124461,14.139605,6.9525876,3.7881002,16.674232,0.8420385,6.4903636,14.899965,7.6783886,15.6190815,13.567168,13.39962,8.638386,55.820385,4.3737593,18.165213,12.635371,8.106077,6.9732165,1.9918549,2.006536,6.0211387,8.195618,11.542765,7.890366
PCDHGA2,7.9375596,0,4.9494047,54.007404,10.03347,3.9663,16.429386,0.8060385,9.823212,6.302727,5.1941395,9.316054,16.768394,10.129293,10.599948,1.1112987,1.723686,4.3089566,14.482969,15.260389,1.2554448,0.16995461,2.1370447,5.703736,4.0094957,11.31285,30.031898
PCDHGA3,9.775023,0,3.6528623,20.64307,8.546925,3.04515,11.27794,0.085384615,3.9189699,4.170842,6.6114655,10.795217,17.300825,4.266576,6.761303,2.2940693,0.11233577,4.1859503,9.288604,11.841216,0.95131874,0.56433743,2.7098732,1.768351,1.8477902,2.7416182,1.7991581
PCDHGA4,8.9518175,0,9.070817,107.45468,8.300741,18.753849,17.955265,1.0328077,9.092909,14.406835,7.180037,7.2580543,15.783484,6.319511,9.494896,1.8151515,4.165328,8.019325,13.798604,11.436536,10.160443,0,2.5988204,5.686803,11.388598,41.014847,4.4347134
PCDHGA5,6.5299516,1.3553,4.365093,11.724845,4.77399,4.6885495,8.892814,0.40296155,13.024303,9.997644,9.618352,12.531595,13.206515,3.4292934,7.109062,3.1652813,1.5371898,12.1155205,11.12821,3.6831648,7.391249,0,3.4020557,7.649256,3.6223125,2.4680305,2.8757212
PCDHGA6,4.372679,1.4469,8.012454,11.380845,7.7835803,6.64385,13.108664,2.168654,4.9620605,7.5970373,3.5457509,9.809486,10.320251,1.9948369,5.6344275,0.9745455,0.7817519,4.8397546,8.692052,3.9029126,5.9675307,0.061371896,2.2936952,5.3069506,3.2739663,26.755775,4.266529
PCDHGA7,17.821865,6.2357497,27.967398,55.22907,26.616467,27.110897,34.414204,1.3104615,51.274418,37.820038,19.123077,32.837246,44.721104,9.723696,22.143803,13.571992,3.9821534,38.53626,54.24542,15.04688,21.769117,0.73818326,18.88185,13.784068,9.442781,4.678203,8.9270315
PCDHGA8,7.1806216,0.00205,8.461747,15.141238,11.495174,8.066999,8.548079,0.41846153,8.511151,10.233839,6.7445064,12.112568,14.96832,2.6728802,6.54073,3.877143,1.1568613,16.040613,7.4382095,7.96867,6.7313824,1.8760931,2.9241197,10.617916,3.167241,3.265356,2.9932218
PCDHGA9,9.074497,0.00495,26.075426,71.195625,54.958458,6.9274497,12.322257,56.20254,4.6606665,5.6242085,8.456044,14.047946,43.041557,81.23647,5.526042,3.2012987,1.9240146,6.1405516,6.773013,7.7885313,3.6446183,1.7721014,2.7947123,2.3638992,30.253662,3.2707646,111.724625
PCDHGB1,23.969809,0.025799999,26.469332,7.360309,8.117824,4.4420996,4.936936,4.3038077,3.7948484,136.67726,3.1051285,1.8166217,6.9925313,12.36587,0.5725,4.681688,8.755912,18.675152,19.099607,7.4167657,20.213453,0.1745615,6.756577,2.5938168,35.942677,2.6125185,15.632996
PCDHGB2,18.954689,72.453896,84.755615,58.763523,24.187557,137.99529,58.765984,1.477,130.49156,36.442963,76.68176,102.34116,154.82071,6.63087,114.12115,88.429825,4.527007,158.07742,30.980131,17.265,95.827255,1.0953587,18.275366,134.91588,11.526094,56.408592,13.510789
PCDHGB3,8.591101,2.1049,7.9173975,26.425522,26.09978,3.41215,17.533428,1.6489617,7.945878,9.642694,4.668059,15.098515,10.723082,7.2763596,5.418906,7.6493506,1.1531751,8.447852,13.565983,6.037225,6.070675,0,1.9830998,4.9220824,5.2807307,7.8221006,5.0302424
PCDHGB4,2.8109088,0.2415,2.3801856,65.936646,9.070064,3.28945,8.741699,0.09773077,5.231151,4.234074,6.6300364,8.251784,7.468972,1.4111958,6.431563,2.3346753,1.9646715,4.312331,5.903275,3.5115135,5.4474287,0.7285179,1.1280055,9.6268835,2.2023206,6.454575,19.261452
PCDHGB5,15.255739,0,7.9163566,8.610507,9.903629,9.055949,8.762702,5.5199227,5.9378796,9.050807,6.559488,7.982514,11.821754,1.7292391,8.819324,2.9964502,0.43124086,70.96803,8.043145,5.386009,6.2995706,0.1221875,3.1915407,5.8147144,35.086376,29.82331,4.7507925
PCDHGB6,83.435356,0,8.453531,10.467915,6.4652214,3.77685,6.267605,43.66869,3.5339997,4.205488,79.32704,6.131433,15.465464,93.84831,3.5994277,10.788701,2.4778101,6.719509,10.505547,85.736145,2.0964835,1.0591338,1.3086783,7.7706904,72.40768,10.415713,3.4693317
PCDHGB7,20.383348,9.7659,16.10487,63.89183,26.348076,13.53645,30.715515,9.754962,70.813156,199.17613,21.280989,159.69081,36.156166,27.739351,15.694166,11.403116,7.486059,26.191658,58.88669,17.148417,16.07616,5.060516,8.996856,8.395106,136.47115,163.7682,32.226032
PCDHGB8P,4.4551196,0.447,3.7298512,9.665802,7.1622553,3.6508496,7.737799,2.698,3.8209693,9.406566,4.1947255,5.3841624,8.147293,4.915435,6.3583336,1.8149352,1.6502918,6.3866253,11.322534,6.607087,4.1415477,2.4013531,1.9781094,6.362283,6.1555643,6.7714996,4.128469
PCDHGC3,510.58347,482.33374,135.27467,328.53775,203.75291,238.8165,76.45087,430.6349,297.93744,519.1694,159.13576,244.1663,436.2603,80.37767,537.40564,406.4994,413.4817,477.45737,115.44516,609.7044,5.031061,6.245746,917.3484,300.46957,460.42966,173.99318,421.48288
PCDHGC4,20.719616,15.664599,27.091673,22.250393,22.10724,7.5869503,121.81278,52.22339,32.01818,16.419426,21.184029,64.42065,133.1386,45.914894,41.650257,100.246445,33.504997,63.149384,16.933931,47.53612,3.007643,0.57776546,420.45438,27.64201,38.962894,15.166182,51.90656
PCDHGC5,18.727942,11.3427,4.629963,15.956308,15.4233465,7.6795,16.338718,17.878386,28.271456,9.772559,9.056191,14.276702,18.317392,9.03826,17.906406,17.167404,16.286203,11.418711,12.832489,56.376377,8.204867,1.9233885,82.31851,20.641384,17.810804,8.981859,13.065387
PCDP1,0.25177032,0.19309999,0.089888476,1.4736055,2.5097318,1.6691002,1.7539275,0.7278077,0.45854548,0.9786195,0.073772885,6.2958117,0.08568922,6.666304,5.8667192,0.59450215,0.5937591,0.47398773,7.6128817,3.0432339,0.114866704,0,0.2805778,1.2723302,0.581697,1.4598637,1.9030268
PCED1A,46.536938,73.610954,31.564869,50.901234,35.109352,27.057999,14.156017,25.246695,30.533695,40.627476,24.63868,31.538622,19.249249,50.686737,55.790836,22.902813,62.943134,32.82583,48.425545,36.80236,22.060295,28.200928,36.728752,44.489204,37.101658,26.225378,22.048954
PCED1B,0.09784689,14.394401,3.805948,0.17808451,2.4066243,10.6777,0.6470473,1.0995386,0.4993333,0.023501683,1.3252382,1.0896486,4.5808015,0.75994563,0.06578125,0.023809524,0,0,1.6970743,1.0838301,0,26.609404,0,0.48564574,0.21636547,0,1.2853242
PCED1B-AS1,1.2220575,2.85595,6.476468,1.0046197,5.089653,11.24915,0.7733983,4.759615,0.94127274,0.62168354,1.8504395,3.0801625,4.9045362,1.7253262,1.4808854,1.638052,0.46908757,0.97104293,1.6364193,1.3859404,1.1637572,23.305157,0.5584894,1.6011997,1.1031953,0.590182,2.4203613
PCF11,27.251003,37.350098,56.146317,26.116114,25.45505,22.419899,30.008911,27.419195,30.881151,40.252293,42.28487,28.914839,41.029724,25.789783,20.176615,25.333551,17.322773,40.521347,31.469696,31.359333,14.42119,23.388721,27.063564,32.041283,14.369828,32.170094,19.356766
PCGEM1,0.82545453,0,0,0.010394366,0.010678234,0.058099996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15866973,0,0.08730498,0.031009262,0.15664,0,0,0.020099547
PCGF1,33.076508,21.304,15.348363,31.350931,25.454037,32.245647,21.744179,18.407267,45.511696,23.08249,17.269855,18.456758,28.01857,30.29174,46.238075,27.144587,22.048103,20.42411,23.765545,30.238026,26.4153,24.500372,20.752876,27.390528,25.528105,16.264692,16.091032
PCGF2,3.2888994,3.2496998,2.1723049,0.9541407,1.7179968,0.39345,5.880919,2.2615383,1.1159393,1.8359594,2.5280952,5.50073,4.317569,3.2121196,1.2167189,3.8605196,2.2561314,0.6288343,2.4749784,2.796422,4.651089,0.8216006,8.207983,4.597091,7.134336,3.7654104,5.125118
PCGF3,34.829853,22.3076,38.94052,23.076479,27.475473,31.331297,23.952173,41.065384,25.903212,30.84687,30.644356,32.38938,35.78421,40.899456,41.53292,39.28853,18.633686,21.019693,27.53227,34.42752,17.663197,17.649652,34.21623,37.497578,19.424644,22.09042,24.030277
PCGF5,41.656456,21.154652,32.2084,47.87335,55.159824,40.16045,34.50446,16.982079,30.834665,20.582457,39.923004,29.980839,11.390801,71.6782,24.958439,18.070002,23.80449,38.68454,65.178215,41.65282,13.238919,62.973106,17.782343,37.46812,40.20545,38.399994,117.8206
PCGF6,28.36593,12.912649,24.136246,30.470364,15.1303005,18.23805,47.503784,26.24954,25.05212,26.135588,25.130001,33.18254,30.211153,68.4581,16.458282,36.91489,15.959197,28.791595,34.606373,17.352179,36.170914,18.528803,32.290535,24.5331,40.868362,20.215788,38.51306
PCID2,64.215836,22.90415,58.66052,38.06048,61.835457,89.4439,102.990105,88.941734,71.360725,82.969025,62.9597,73.14162,79.69948,77.768265,65.47375,74.009125,87.350365,98.91227,123.344986,58.862137,85.01046,39.536278,68.41698,84.03296,59.46925,61.09843,57.041367
PCIF1,103.59459,145.00986,84.28854,101.043884,62.69463,68.7756,53.671085,80.32057,93.928535,135.4598,73.230515,69.27667,108.196465,74.24044,123.81156,78.34895,146.12242,142.13184,73.29254,76.13089,84.99717,68.622284,71.490715,103.0841,93.97129,48.489906,86.170074
PCK1,0.61334926,0.0488,0.7473606,0.43056336,0.56096214,0.0476,0.181922,0.015999999,0.03557576,0.07171717,7.734908,0.41859463,0.23739348,7.654131,0.23953125,0.2625974,0.037518248,0.044539876,3.692926,0.2145413,1.1110562,0.10794511,0.065678045,0.71032923,0.05660393,0.053408645,0.016445393
PCK2,3.2,42.97935,10.867397,8.207127,11.689983,21.368797,1.6485237,15.050769,24.962002,14.282727,8.9222355,3.6180542,8.757018,14.818696,13.983542,4.3156276,12.34168,7.691656,18.037249,13.3791065,1.2892325,40.86595,1.786261,7.4622273,15.608438,22.777206,4.515528
PCLO,0.002966507,0,0.6528996,0.01169014,0.31397477,0.00875,0.46384403,0.14942308,0.28575757,0.012558922,6.364286,9.125298,2.8047366,8.182119,0.005729167,0.6,0.007007299,0.04368098,1.1425328,0.0025458715,0.044121142,0.015022765,2.7424166,1.6044126,1.008957,0.65036476,0.034053113
PCM1,55.728943,53.228603,67.67698,45.497604,43.23617,48.2888,35.948467,52.47727,45.595882,57.751614,50.688427,60.82468,60.39138,34.294186,48.274014,20.896103,38.636456,48.472763,59.69074,40.22484,42.386826,32.22461,42.038612,69.72962,32.65854,45.607292,42.611485
PCMT1,323.82483,141.80615,272.09,404.98993,221.23502,250.67029,369.66632,202.55331,270.67346,271.2147,295.25702,392.8613,305.48932,149.90553,248.97519,381.81924,282.19226,341.82126,193.08629,275.3843,353.0763,101.0057,205.70952,238.17477,323.49707,266.23804,249.28488
PCMTD1,24.24512,35.161648,72.30208,16.33797,30.992224,34.994,25.979387,32.97381,42.701332,28.354578,25.825605,32.596977,27.061707,31.874842,25.151718,11.919133,23.254417,36.94969,24.426723,19.529587,19.632137,36.556175,15.700208,24.197485,12.241683,53.210438,24.11773
PCMTD2,154.84474,237.53174,110.716644,97.52351,95.010376,94.94305,122.10209,278.8135,109.754776,560.75574,70.51641,91.07591,121.12167,66.32886,272.69992,71.935455,381.73096,159.72403,74.994446,173.86589,170.24771,41.35577,139.27316,125.6257,142.16434,53.808624,112.101974
PCNA,467.70157,189.50795,189.12985,756.519,168.02019,126.375946,162.62021,199.89076,182.47508,398.07523,285.18753,439.27475,351.76315,813.88983,260.5437,369.82047,444.57812,328.87115,880.5371,241.14058,479.84918,144.36133,247.59497,122.90074,301.0057,132.01784,201.69302
PCNA-AS1,0.3888038,0.0166,1.7918959,0.74405634,0.40996847,0.9795,0.84958214,1.3556924,0.027090907,0,0.74593407,0.07045946,0.13992482,0.13815218,0.43468753,1.9182684,1.313467,0,8.962139,0.09369265,1.1959687,0.6321893,0,0.4871185,0.48225987,0.42208767,1.0872294
PCNAP1,0,0.015299999,0.22535315,0.02025352,1.5601894,0,0,0.078346156,0,0,0.073003665,0,0.109373435,0,0.064739585,0,0,0,0,0,0.020746434,0,0,0.2633825,0,0,0
PCNP,311.4219,245.9043,310.07965,345.39902,286.68103,351.11978,336.01706,240.30646,273.6379,333.6015,288.21283,283.43396,298.57028,123.22533,250.92934,359.66934,248.11996,200.77673,214.73291,189.10716,264.01477,152.4273,170.6334,213.69316,260.1402,168.86914,219.68459
PCNT,14.359856,14.2997,15.156283,11.871239,8.441562,13.215099,14.431254,20.967499,10.623574,12.835016,11.047509,16.352488,8.405138,11.817499,13.284272,9.938528,8.024562,12.0075445,12.285196,12.003715,8.480668,6.577346,10.73239,7.7352605,7.880328,6.66647,10.841712
PCNX,6.3162675,1.9248,14.367173,8.290563,9.506878,15.278249,5.2268243,7.6141534,3.7447271,13.550302,8.775751,7.5178924,11.428746,5.546576,14.462187,9.996148,6.736314,9.407238,9.151965,10.151376,3.9358938,5.262934,11.570381,12.609907,7.70112,12.343984,9.625358
PCNXL2,9.708994,7.4302998,6.3251305,8.519915,11.813359,12.7485,12.242925,14.289615,8.009697,8.131851,4.661685,8.356243,9.866642,3.781685,12.924322,7.184762,7.3310213,9.221716,10.853799,6.603761,3.3505,15.119927,13.179678,16.643093,6.4517694,6.234115,6.0225034
PCNXL3,18.164017,5.7640495,6.423903,9.500929,7.961135,5.6804,7.3050694,8.355346,11.017212,9.972256,7.716301,8.67446,8.543608,12.437064,7.0956254,6.4805193,8.47,11.4428215,10.007162,11.275986,8.2821245,6.895881,8.175426,8.393374,10.535296,9.327853,9.26794
PCNXL4,65.51923,19.500547,93.40724,77.74363,57.454056,50.58315,39.05933,48.75746,34.662903,90.83617,66.20015,53.68506,77.5316,57.249134,89.18479,75.65524,64.93463,63.97662,65.358955,67.09131,37.440296,33.908405,57.490463,71.73271,55.92432,77.00872,60.67149
PCOLCE,9.111865,13.181149,10.378067,6.070704,9.090522,68.28749,1.7518942,6.4036536,2.6236362,10.867475,24.196375,3.921811,4.4172935,19.093204,22.228281,16.247272,12.289599,3.4949079,1.698559,50.268757,0.24713811,1.6273167,1.3201623,114.38525,1.356555,114.90637,42.31383
PCOLCE-AS1,0.020956937,0,0.8509294,0.13650703,0.23668772,0.14784999,0,0,0,0.08828283,0.16307692,0.4117838,0.5560652,0.036086958,0.22927083,0.15991342,0.08412408,0,0.023187773,0.30561927,0,0,0,1.0712892,0,0.26141378,0.19737847
PCOLCE2,46.67392,2.1331,13.913938,1.9704788,27.82131,42.30205,8.437994,76.65108,2.3796363,90.8003,10.422564,5.557244,14.884836,0,1.8530729,47.09897,8.0973,4.7830057,3.5272052,0.34740824,2.0228171,0,8.550085,35.481174,1.7270206,0.9605764,0.595015
PCP2,0,0,0.37342006,0.2809014,0.2961041,0,0.28746518,0.21742308,0.1310303,0.16282827,0.46289378,0.48905402,0.5955138,0.13086957,0.14614584,0.12601732,0.06229927,0,0,0.2003211,0.122657955,1.0025848,0.1934351,0.15702417,0.06749989,0,0
PCP4,81.98234,0,26.217695,2.8525631,10.206845,6.1718497,5.1960163,1.9154615,4.366121,6.9862957,19.695532,53.76305,43.45271,35.16304,0,60.609528,0,1.5276072,16.774498,2.8798163,164.66943,0,99.343605,2.8299735,11.025978,43.89112,176.66434
PCP4L1,0,0,0,0.011859154,0.6152681,0,1.3213371,0.6081538,0,0.016262626,1.9563737,1.4092432,1.1145865,3.6103263,0,13.429221,0.15065692,0,5.7075114,0.26518348,0.81595105,1.9342563,1.5710462,0.20608158,0.023915123,0,0.1561835
PCSK1,0.23717701,14.913,7.1771746,0.35447884,33.90524,8.0376,0.97440106,7.409115,0.05539394,20.245655,9.561722,4.2344055,4.429724,26.49989,2.0100522,16.610607,2.2166424,0,35.253323,0.77580273,0.95187914,0.0753459,0.5644766,57.861286,0.39627525,0.41204482,0.026976619
PCSK1N,30.958612,33.49825,47.870148,0,28.763014,0.72615,86.2371,183.69426,7.751817,73.11891,63.058388,128.5711,40.75734,43.114456,1.3404688,124.15269,69.25028,16.992086,144.50052,34.851902,112.89086,4.1479254,32.423573,193.96678,149.24437,124.96788,128.18
PCSK2,14.905025,0.0092,37.393234,0.1049014,0.88570976,0.2601,6.1848464,1.642423,0,0,27.203156,2.2393243,61.239048,247.0751,3.8170314,15.585758,14.434125,9.639387,21.97332,0,4.113121,0,8.587274,14.283226,1.4952763,0.09331553,0
PCSK4,1.2687559,0.44465,0.788959,1.4366761,0.60985804,0.72865003,0.3904178,2.4474616,1.2645454,1.0853199,0.13699631,1.3790542,0.64581454,3.2338045,1.20375,0.26930735,1.3783576,0.15325153,0.51825327,1.2335091,0.26551682,0.24492952,0.9584022,0.3807443,0.7082451,1.5342208,0.17085889
PCSK5,12.795694,1.38495,3.9391818,20.909662,14.572665,21.029352,0.45818943,4.6326537,24.725332,7.5623574,6.8380585,0.9056756,4.5981956,1.768587,14.058124,1.2815151,5.7103653,2.1290183,15.438473,12.487728,0.97068995,3.0361335,0.3272227,7.7947392,1.47984,8.1233635,2.6200488
PCSK6,2.4875119,0.11175,4.564907,0.119690135,2.009432,0,25.245485,6.703846,0.8691515,1.2575759,12.526484,0.21237838,9.50822,12.638697,0.7775521,0.63982683,0.06671533,15.801289,0.04563319,0.1721789,0.50683314,0.14858602,2.051205,5.698401,3.6667514,0.0026363758,1.6785803
PCSK7,21.575262,18.8335,23.348883,11.097267,19.850094,57.332,32.120083,29.34504,18.725454,23.32717,28.033665,23.429516,38.281784,24.010872,20.24849,26.741863,16.85708,29.546377,17.966026,26.402775,41.08468,18.54976,23.380272,23.019552,27.77147,30.05487,15.887393
PCSK9,0,0,0.04163569,0.032647885,0.25271297,0.031199997,0.08005571,0.0045384616,0.1841818,0.04225589,0,0.27502704,0.0075689224,0.020869564,0.0066145835,0.026926406,0.009270073,0.2195092,0,0.05444954,0,0,0.03962339,0.1482865,0,0.0652256,0.21627612
PCTP,10.3800955,15.6761,18.017433,5.4312115,19.391386,5.5937996,16.337381,14.906654,7.181515,12.338485,7.178498,15.613108,9.09797,9.171195,7.5150003,7.3727713,8.659743,3.3119018,13.011877,8.317889,13.703605,38.912018,5.266291,11.660333,4.811789,9.987744,10.279693
