MGH100,MGH101,MGH102,MGH104,MGH105,MGH106,MGH110,MGH113,MGH115,MGH121,MGH122,MGH124,MGH125,MGH128,MGH129,MGH136,MGH143,MGH151,MGH152,MGH66,BT1160,BT1187,BT749,BT771,BT786,BT830,BT920
PCYOX1,51.79091,39.1728,47.588215,63.155407,36.19513,37.5961,22.488218,29.955307,42.644115,53.252014,25.8663,57.27911,42.337444,28.681793,40.684795,40.010822,46.858467,56.88,42.001266,31.004517,43.90473,26.591667,27.791853,47.9771,39.072758,65.0284,46.082367
PCYOX1L,18.213732,21.548851,37.91487,23.455973,19.167587,12.981449,22.871586,43.498653,15.758788,24.856094,19.255093,18.405,18.06401,25.513966,20.931353,24.781342,22.104197,22.87546,10.866682,16.744316,20.601744,33.09975,20.155704,17.280506,22.684725,29.162743,15.53836
PCYT1A,36.05918,26.57335,18.855988,22.375322,18.724796,17.590502,27.76496,23.554846,11.347455,13.583299,16.28022,19.074541,23.42173,27.52152,20.746977,18.398136,18.993177,28.321224,25.114277,22.878576,15.864735,16.544767,11.037426,19.669203,18.617683,21.48453,19.53349
PCYT1B,9.37464,13.11115,6.694647,9.580846,5.9653625,3.7867,7.447298,9.764615,3.9662423,7.2135005,6.55326,30.658081,16.81772,21.424618,4.382813,6.7390904,3.3757665,14.123312,96.29769,2.544289,18.997375,1.2355118,5.7444677,9.896662,11.4576235,3.1635041,4.9523425
PCYT2,7.3852625,9.4625,4.928402,8.63662,8.119842,10.970349,5.3316436,7.2368073,13.664908,4.4558587,5.7491207,6.7860546,6.6904006,2.997826,11.828957,4.215281,9.923395,5.900797,4.743755,8.767476,4.5683804,6.2863035,2.0320768,6.6152096,6.380657,10.378816,4.3699584
PDAP1,83.04305,49.43715,53.694237,69.83645,43.848434,59.73325,44.120277,61.76558,28.590181,63.92377,50.024433,60.529545,83.228096,97.79994,60.293022,74.10927,43.34807,60.05417,61.45895,68.836006,47.836895,26.713825,75.928024,81.507706,66.49897,61.336067,53.555992
PDC,2.826842,0.041999996,6.829889,2.0124507,1.2733124,1.69885,1.2606406,4.253808,7.0166063,7.154343,4.3794503,6.0051622,0.19012532,8.83962,1.4704688,1.3634632,0.30372262,2.7860737,1.3779476,1.8360319,5.9852443,1.7907481,2.8076413,1.8500578,1.2531984,1.8106532,2.9034643
PDCD1,0.48,0,7.684461,0.3016338,3.612066,53.787403,0.077298045,1.8336923,0.044545453,0.30794615,4.601868,1.0675406,5.676842,0.15076087,0.10119792,0,0.16248176,0.06380368,0.09331878,0.029862383,0,6.865807,0.25000167,0.047021315,0.062687874,0,0.06661372
PDCD10,58.242733,99.4718,97.90111,88.80217,72.40564,82.43445,91.111084,59.078697,73.45461,85.86181,72.58905,65.88165,65.16494,74.84326,56.518074,91.45533,88.23619,105.37722,73.63717,67.22,60.21528,85.586136,41.711643,66.70246,101.40539,79.854744,94.79215
PDCD11,11.852584,7.1795006,9.472639,7.82169,8.918627,6.4114995,16.723955,6.811616,10.055212,6.2380137,9.707876,7.9219465,10.499701,16.502283,5.230157,17.159826,7.435146,8.058895,12.62179,6.616742,12.795309,6.382513,22.664482,19.09116,12.877195,12.9718075,13.54748
PDCD1LG2,1.0576555,0,10.57223,2.9121127,9.454559,10.03695,0.06479108,0.48176923,1.4771515,5.227441,2.005055,0.81027025,1.025639,0.6488587,1.5187501,0.7382251,0.8094891,2.132822,1.4813536,1.2297248,0,30.37692,0.13215004,1.7212553,0.091133505,8.367847,1.3063245
PDCD2,78.04148,5.6420503,31.08167,106.18728,45.70129,51.22715,30.771643,22.71958,40.626366,57.268818,57.30447,87.627144,67.621956,22.543972,70.94203,78.66415,63.423027,26.479631,45.93585,75.57594,30.056824,32.378933,46.433334,48.95615,89.28089,75.855515,56.393127
PDCD2L,31.42421,15.24765,24.57788,35.080864,40.89156,37.13205,32.93576,25.083345,42.7023,28.076195,25.22403,25.093082,37.954536,53.75788,31.178593,49.125587,26.406021,40.397175,23.633142,34.170296,19.652939,15.15685,24.469538,25.696535,27.868212,14.187436,26.787867
PDCD4,19.357607,56.028503,84.75691,12.774648,60.898075,148.6097,42.86791,33.522465,50.351936,29.34182,35.47205,37.949192,43.615063,81.79375,20.47193,37.784065,17.539673,29.690247,58.352364,20.481077,47.421825,128.3674,51.98191,51.91133,13.029927,138.58351,31.170273
PDCD5,257.70703,291.30786,171.48792,411.85977,312.83237,309.50583,324.7781,302.0534,359.29944,290.1083,255.89737,259.24518,166.91356,430.45648,313.83298,616.6815,301.79224,173.21545,184.88348,292.90527,176.36647,82.828766,209.5338,181.75133,416.39355,197.89656,288.255
PDCD6,138.94771,270.64053,236.6002,316.41754,271.15244,269.85696,313.96207,279.72006,293.55017,275.68762,242.37964,297.1071,253.7832,400.5453,270.57883,309.71954,213.50066,280.77933,281.9415,228.24738,161.71489,196.80579,143.95612,212.72516,242.4346,271.99603,302.88998
PDCD6IP,126.917114,90.84264,114.87765,105.963806,121.32828,100.86045,113.85013,132.18715,93.12477,102.5269,127.93542,115.64692,81.24539,42.701683,107.99589,102.73741,97.108315,92.20963,94.494934,94.56525,81.71344,115.80308,64.40947,150.72464,78.120415,104.22631,65.68954
PDCD7,11.3783245,2.6795998,11.854834,14.734027,10.458014,15.084999,11.631727,14.286615,11.333817,15.249428,13.065311,8.941812,17.940777,18.713642,12.474062,10.208181,9.912007,11.987609,22.073055,13.95078,17.202436,7.4713817,9.47074,20.661812,9.42365,15.587562,10.632525
PDCL,24.885023,20.9541,58.34431,28.066223,30.330755,34.094097,41.185207,21.114845,34.434605,59.71828,45.516304,64.16916,46.2586,41.196686,40.999012,40.86095,32.336567,36.16773,62.167465,35.118626,63.87603,33.53142,33.3812,41.389187,39.267807,29.119244,44.46676
PDCL2,0.089138746,0,0,0.73692954,0.32458988,0.48845,0.25058496,0,0.8424849,0.70942754,0.25336996,0.42805406,1.0983208,0,0.7429167,0.3347619,0.6768978,0.4726994,6.025284,0.3501605,0,0,0.059999682,0.73733854,0.39140937,0,0
PDCL3,77.86455,79.78349,79.94268,79.898476,57.0283,67.513245,72.520195,62.39427,31.840906,59.998783,73.41641,65.32108,103.478615,64.68456,59.867916,83.81912,81.530396,92.856865,84.775154,63.569515,103.26468,52.730045,67.56477,71.67091,104.15364,56.708595,101.42913
PDCL3P4,5.1474156,0.16770001,7.265762,4.4753804,7.5396852,1.06215,5.3660164,9.918193,5.6307273,3.742121,8.359122,8.357487,3.2815034,6.049674,2.9609897,10.608743,4.214671,5.1863804,4.895939,7.308647,2.9630914,0.47452497,1.7211053,9.174161,5.3165426,6.655603,3.5934799
PDDC1,32.298946,16.88715,25.696209,25.30456,25.72732,27.6407,23.624569,21.355154,25.114664,23.21808,21.303772,34.956814,30.609798,39.59674,30.969063,30.240217,20.68489,32.35454,33.094803,24.435709,27.704538,21.538603,16.332834,24.060867,17.371569,21.513788,34.5489
PDE10A,4.0515785,0,5.8021564,0.009295775,0.60626185,0,2.7472143,1.7383845,1.4894545,2.5371716,1.2762271,7.1332707,4.485639,0.14891306,0.03666667,5.211688,1.8820804,2.8493252,1.5617031,0.0010091743,0.35460156,0,7.7116923,1.5686475,4.077754,3.49152,2.316085
PDE11A,1.8687559,1.4424498,1.9913011,1.5000844,1.4136436,1.7970498,1.4049025,0.63496155,1.5955151,1.0999999,1.2249451,1.4798107,3.2988222,1.5676632,1.1427604,1.7610822,0.92175186,1.6454601,2.055939,0.77506876,1.2108911,0.56529385,1.0573716,2.0404794,1.2085685,1.3467727,0.95209193
PDE12,42.965115,15.345049,42.992973,42.79989,34.584797,30.75655,30.936935,32.634155,42.437874,40.460403,32.70865,40.98173,38.17298,26.402666,30.154013,52.57173,23.096714,47.520485,43.29266,35.870342,42.320107,25.281172,33.921978,46.944824,45.86008,25.519524,23.182692
PDE1A,0.15334928,0.00205,2.770186,0.013464789,3.8664513,0.12194999,3.092312,0.9989231,1.748121,7.005219,7.0961533,12.659567,7.196466,17.14451,0.40645835,4.0278354,3.319562,27.769693,0,2.28883,4.6499662,0.011735024,4.9193287,7.483881,0,38.297478,0.8608775
PDE1B,0.47516742,0.0427,7.7785497,0.0076619717,1.8176817,2.6746998,1.6594708,1.7226154,1.0564848,0,1.87011,1.6592162,1.0532331,0,0.19963542,0.29155844,0.1129562,0,0.7955022,0.09928899,1.0580124,6.8908916,0.36678854,0.45502257,0.014150971,0,1.280335
PDE1C,11.155645,1.1363,3.4784017,2.2817461,17.36918,11.142849,19.458248,22.328384,9.497333,5.779731,11.91011,5.607054,7.379373,17.59913,25.2988,8.850347,2.3958032,34.142513,18.337814,9.822363,1.2135854,0.34689277,42.480736,13.667582,9.737675,1.8610914,8.653935
PDE2A,1.5114831,1.91485,14.399367,2.2749577,6.7003155,2.7733498,4.6864066,3.4392307,13.966061,3.612559,42.775715,7.1611085,8.932756,1.8921196,9.721718,18.996796,0.7891605,0.9069938,2.8160698,1.8164908,3.8236768,0.049543343,0.89321387,1.1574397,0.36773053,3.1854446,0.030432
PDE3A,3.2275593,0.0030999999,1.4327137,0.016056338,1.3240851,1.1905,0.3191365,0.78,2.803879,6.74505,4.3662276,1.1786486,0.034461148,1.0763043,2.5018754,0.008874458,2.3188324,0.043374233,17.826027,2.288165,0,0.13305393,0.057127528,5.069421,0.0059433538,5.9869995,0.0053820577
PDE3B,5.207369,3.2953,6.7884755,0,6.074968,4.0988503,4.2530365,7.044538,0.38909087,0.21363635,3.5180953,4.225378,5.813909,2.5183153,0.8945312,4.739351,2.5739782,1.309264,1.8435371,0.3111009,1.5190763,4.427761,4.9633317,0.9242759,2.0993109,16.625443,2.759789
PDE4A,6.63756,7.1668997,8.364275,3.6687043,11.2401905,3.15715,1.1099166,13.716767,11.269272,5.221583,6.5602565,4.8119464,0.78466165,4.633261,5.7459893,6.561083,7.2697444,0.2929448,14.000831,5.4140363,1.855395,4.473197,1.0455582,0.87451607,0.879334,1.4763598,0.9872507
PDE4B,105.95531,172.77045,141.35922,201.31847,127.35492,132.2487,397.78278,155.35889,209.63733,198.45366,99.19803,80.389465,82.03844,52.413914,133.12585,169.83203,200.64145,126.413864,25.288254,193.98053,90.317154,49.27747,361.49234,90.84237,91.30596,58.613655,120.968506
PDE4C,16.821577,10.714049,12.082416,9.206535,12.11765,11.798501,7.1813927,7.873346,9.596243,9.729258,15.312198,14.214216,16.363258,16.452501,13.544637,13.472728,7.7866426,11.498835,14.186027,6.242454,12.342768,9.1691,7.1654773,21.372873,6.591743,7.344044,11.683298
PDE4D,26.321863,14.374851,24.973196,0.6562816,9.543692,29.08685,3.715014,15.631693,13.10206,12.551919,17.322674,56.518864,27.502605,20.950706,12.914688,25.848139,15.9754,12.385153,16.943537,22.452202,26.817657,2.9025462,38.998688,23.946524,21.747135,6.108548,13.5654545
PDE4DIP,126.99728,75.20354,82.12755,30.01631,102.02155,80.66639,90.543365,191.17235,273.8887,52.57626,68.622345,162.4512,66.936966,181.85832,74.100204,57.63143,45.902622,66.368774,96.49892,46.054195,107.452545,45.31022,53.509113,51.064137,10.881021,51.50451,40.040848
PDE5A,4.005694,3.0112002,3.9811156,2.1715212,3.574937,1.2711,2.2286072,3.318346,2.3974543,2.2526262,11.669889,5.8758655,3.4827068,3.48712,2.1539066,3.318398,2.3508394,5.409509,1.4035372,2.334266,3.3192608,1.7096293,1.1844178,2.5402186,2.6543825,2.1514513,2.9070954
PDE6A,8.180047,7.2118998,8.3507805,5.3758593,5.886057,6.1068006,4.713956,7.4224615,5.8158183,5.6860266,7.1842494,10.744514,10.711854,9.525163,8.380625,8.962121,4.962555,8.678957,9.156681,3.873807,8.224734,5.89264,4.682286,6.8168416,5.428715,4.5417643,7.244465
PDE6B,3.774067,11.404651,10.058998,5.69076,10.834684,4.8923006,6.5587463,6.8158846,2.8498788,2.4445791,11.6937,5.626946,4.293985,27.449347,6.6281247,6.8406053,4.7881026,19.248343,4.0331883,4.919656,2.5352283,6.007423,3.5731814,7.986595,2.194917,2.4457858,3.5227096
PDE6C,0.04167464,0.217,0,0.007014084,0.04345426,0.07574999,0.108495824,0.112692304,0.011818182,0.004915825,0.05113553,0.037594594,0,0.010380435,0.0234375,0.122857146,0,0.06503067,0.09262009,0.045963302,0.037492536,0.16087045,0.058422346,0.109144166,0.022311412,0.18568155,0.24359515
PDE6D,111.42263,60.9071,69.78539,90.42152,62.88832,47.71435,122.43011,85.517494,46.19988,83.88515,79.85567,109.742165,148.56575,91.02615,82.74418,130.97412,81.50182,156.03079,74.779045,67.01623,104.49972,25.170588,95.64622,64.55825,82.22191,54.921013,57.40728
PDE6G,0,2.23505,2.3306692,0.5492676,1.5635805,0,0.32345402,0.59353846,0.4384242,0,3.2362635,0.35145947,1.3792732,0,0,0,0.28762776,0,1.1364192,0.15626146,1.0003254,1.7626872,0.12801626,0.6167899,0.119666785,4.2885194,0
PDE6H,0,0,0,0,0.0701735,0,1.024234,0,0,0,0,0,0,0,0,0,0,0,0,0.041032106,0,0,0,0.60062855,0,2.3877103,0
PDE7A,7.098373,4.1164503,12.968214,3.8715775,4.5356154,12.74845,6.4872985,7.890577,3.4056966,5.3241076,10.391465,10.675567,11.812681,4.639239,2.9389582,9.402944,3.8836129,6.4228835,5.342751,3.3619723,8.242033,5.678461,7.914923,6.207743,4.6998878,4.781609,5.683416
PDE7B,12.789712,1.7556999,1.5181785,1.069662,3.3422713,4.5214496,0.61671305,8.115001,15.006,19.226936,4.827509,5.5524592,13.119801,1.8669566,6.006928,12.847186,2.7695255,16.08816,6.2892575,11.075963,2.9309707,3.4545987,26.487654,8.549098,19.794914,22.10694,14.603139
PDE8A,11.02555,13.543999,7.6672125,14.320393,15.218676,7.1816998,10.600807,8.552423,27.89018,12.087675,10.447802,4.1639194,9.5182705,14.76288,18.785368,5.708009,11.49657,22.865704,9.98498,9.175734,5.117297,12.608617,3.567435,12.457927,6.6907835,12.108584,5.790703
PDE8B,8.490239,10.7449,7.244275,4.321887,4.120742,2.0219,4.385738,10.759923,14.6443615,12.350639,3.6433337,5.7194595,5.3496737,4.4288588,12.83625,3.1504328,9.552555,4.0406137,2.479651,7.537408,1.279276,1.8051466,1.9736905,6.0808063,0.4669879,6.9719386,4.063028
PDE9A,0.5289952,4.495,1.5241264,1.3738309,1.3181388,0.20060003,0.29356545,1.7272692,0.71284854,0.9178451,2.313663,1.8191352,4.0390472,0.7235326,1.3110938,2.0209522,0.39313865,6.8673005,1.6962883,0.52252287,1.8977094,0.18055241,2.7979977,1.1354572,2.4983482,3.9633055,3.8284175
PDF,6.5876074,4.7995996,3.4343863,8.435577,4.8322873,4.0177,4.7506685,6.636462,2.6466665,7.8424916,2.7139194,8.164568,4.6970177,4.6753263,2.1258855,10.346797,4.14,1.9149692,2.7138429,7.5070634,5.23223,0.06561595,6.8375854,5.2063937,7.1099443,3.7778432,7.794638
PDGFA,30.91928,130.98184,18.829666,86.45594,53.2159,52.3783,11.062674,35.215733,72.90763,53.89219,20.894726,11.816053,9.99168,37.544678,103.3949,8.336364,66.62116,66.94177,18.67747,80.717064,5.5310855,1.7077394,12.083201,51.47866,17.90866,219.63014,16.554474
PDGFB,0,12.705299,18.82197,0.032169014,12.60847,2.4294,0.27462393,3.5628462,6.8063035,0,5.295055,6.474973,6.25817,0,0.9539584,0,0.015401459,0,0.27087337,0,0.576861,24.811024,0,1.4004292,0.0051886914,4.842273,5.185407
PDGFC,28.66775,43.725704,6.973122,24.77304,20.03656,55.22665,14.363954,35.739994,23.548786,45.784912,19.076008,15.182,10.5167675,1.895924,50.063072,27.644413,57.096603,12.5954,13.882445,70.04953,1.0317187,5.2750006,20.625774,20.460564,8.043621,83.74265,99.35464
PDGFD,0.552201,12.465949,0.015947955,25.002363,12.647744,27.986649,0.7205292,0,9.288484,16.35249,2.3682053,0.21110812,2.7010777,2.7575543,22.192135,0,52.914524,1.5482821,0.05694323,24.051239,0.0061492557,0.87839395,0.008864159,5.5344615,0.85364825,84.62571,20.404533
PDGFRA,167.1205,56.008648,43.318623,49.46479,18.543186,6.3995996,911.17084,31.954153,5.2359996,60.945793,54.70817,74.47351,916.4503,5.252337,21.673908,169.27043,143.17082,1835.77,37.54061,101.72224,198.15923,0.018995663,407.12643,45.71976,809.8797,2.6798356,37.533424
PDGFRB,4.861675,0.57255,0.29349443,4.403832,5.492161,8.849899,0.32353762,0.5523846,18.993452,0.6911447,0.7300733,0.33078378,0.24706767,0.5240761,8.873542,0.021471862,4.413723,0.7765644,1.3779474,3.5697248,1.5619102,0.7848418,0.47338262,19.951096,0.016037606,251.73944,5.1455436
PDGFRL,1.35622,4.18245,0.1794052,0.8366196,5.354353,1.63525,0.42774373,4.9614615,0.4470303,1.4675083,1.5421247,2.3454864,1.3331329,0.14744565,7.8864584,0.57619053,2.0707297,2.132822,3.8659823,13.580461,0.4749723,0.4803331,0.8366559,1.6027927,0.023160366,0.035863444,5.865265
PDHA1,68.57091,79.03425,86.19769,68.20186,48.1729,53.775803,67.719,64.02146,106.32357,63.85687,65.73945,72.02197,72.0273,41.235435,69.687546,76.55671,93.03931,72.319626,32.348907,72.58715,90.02203,33.84482,50.27959,75.32532,73.549934,44.97021,55.932312
PDHA2,0.016842104,0,0,0,0,0,0,0.097538464,0,0,0,0.1201892,0,0,0,0,0.34540147,0,0,0.3033486,0,0,0,0,0,0,0
PDHB,200.88272,152.59744,132.1487,205.1023,146.54802,140.53688,193.22176,252.42012,135.21739,171.36253,142.46494,186.00957,172.35736,95.489624,201.93376,299.5271,221.29845,271.01205,134.49017,209.22826,234.14754,142.64012,138.44543,116.19855,207.5352,241.91516,262.6381
PDHX,54.43861,47.39265,44.803387,52.8458,40.890602,30.502352,42.625237,50.750504,41.59042,41.040676,44.842823,57.40611,35.631332,30.803318,40.332237,45.36593,31.733574,44.862576,28.472403,39.181625,39.289227,26.237904,30.824713,24.279394,35.194183,50.632343,40.053707
PDIA2,1.060287,0,1.8811523,0.012338028,5.245694,0,17.804653,2.9558465,0.6560606,2.1517172,9.195201,1.8843784,4.098797,2.362011,3.0739584,3.57684,1.5714598,22.784294,0.05838428,0.28094035,2.5108335,0,2.895417,7.0832744,2.6065736,4.08641,1.1595757
PDIA3,369.23672,433.04736,193.98875,380.04114,254.41556,401.3559,269.48193,245.70757,247.34746,403.71652,325.1414,235.22327,246.60306,364.5205,203.56561,311.50363,355.0417,270.41647,182.82777,257.8471,282.74634,346.86926,244.42383,297.8071,327.19247,384.54208,594.4904
PDIA3P,3.223014,0.30295,3.2525651,2.761831,1.2287382,3.8131497,4.924568,5.4916534,2.735515,0.8629629,2.4280221,3.308027,2.9844613,6.4750547,2.3505728,0.2709524,3.0332482,1.9450921,3.900873,0.8169495,1.6196164,4.2391777,3.080729,2.697449,1.2000029,7.4443502,1.7850158
PDIA4,237.96774,273.23743,90.71144,174.44159,158.05,231.5689,87.34758,221.44211,97.476654,232.79793,133.66557,132.23767,150.89285,217.96538,273.14917,152.94882,154.2078,164.9997,150.26862,174.3362,111.71732,66.62011,229.87448,165.88513,116.75442,212.58759,220.17007
PDIA5,5.3181815,1.3797,4.3116727,5.5970974,10.203201,4.3368,3.599554,4.8645387,10.333454,10.860404,7.0774727,6.007108,1.2104261,11.485815,14.3384905,5.421861,5.777737,1.1065644,22.375025,6.179977,9.957336,3.5371315,1.2120062,16.532976,4.5651093,2.9738774,13.859201
PDIA6,481.55328,755.1654,220.93655,495.28848,300.07315,298.357,260.525,385.98828,238.37302,449.42087,225.17552,286.62265,261.65634,226.85838,403.7667,308.23224,499.5025,315.16547,134.7951,301.07242,338.39017,224.39023,289.04224,263.7375,433.12698,380.47913,527.10986
PDIK1L,31.012632,14.556551,24.531559,23.64572,14.215883,15.05475,29.79841,37.688114,16.47885,42.64677,20.084724,31.726301,33.434708,34.645542,22.543335,33.167446,21.136312,36.195763,40.358864,14.871512,41.49146,13.771895,12.658555,23.96409,12.48943,16.904818,12.268149
PDILT,0,0,0.088921934,0.0034366196,0.018690852,0,0,0,0,0,0,0,0,0,0,0,0.008941606,0,0.022969434,0,0,0,0,0.02460187,0,0,0
PDK1,55.610813,22.433502,53.62755,20.895576,20.826561,13.643849,27.899578,33.454807,25.541212,36.352592,28.370808,31.910975,23.70476,41.825,12.762448,57.40723,13.963212,17.441717,10.430176,14.228715,15.405703,13.080421,12.976177,45.824,4.0358076,13.237047,9.403805
PDK2,58.38842,52.90305,30.10658,47.318478,45.58568,50.082645,55.000862,29.058657,42.801514,33.008858,38.327217,34.630318,26.204338,40.191143,62.92459,33.406235,45.380875,52.100185,29.249212,52.03871,23.637218,29.130678,17.135166,44.925117,33.188805,70.80086,34.16059
PDK3,36.878372,35.892597,27.106133,42.72946,31.808723,50.457848,10.527911,20.717808,32.76527,27.60532,36.346153,40.255676,26.956793,29.611523,15.848908,26.725368,17.747189,22.943068,212.7065,16.049082,31.022762,35.4056,14.16943,42.657063,35.80601,33.086617,27.218287
PDK4,11.882152,55.3522,400.35413,0.053999998,501.66757,11.654449,18.869246,14.61973,19.388666,9.629495,142.33769,37.988544,177.70981,23.529621,4.8804684,3.5269263,0.5867883,79.55221,41.86956,0.16919725,0.04289564,76.999344,0.3702164,8.643707,1.9145323,4.448632,8.700467
PDLIM1,25.978563,0.18685,0,29.982225,9.3516245,9.037701,67.58885,38.584877,18.250544,0.20690235,0.5811721,9.16865,18.628523,74.30185,0.14072916,23.052208,20.940914,0.06208589,53.647564,0.2440596,167.9552,0.18420735,29.70036,27.729364,6.363792,25.391779,158.36191
PDLIM2,32.294693,16.988848,25.387693,36.557632,18.472288,50.287846,24.594849,30.21623,17.393332,17.608181,10.248351,13.631865,15.572631,8.067283,30.762293,4.4358444,20.500875,19.711473,20.741789,26.47344,25.398104,12.629315,21.440752,19.12048,35.586246,46.841274,68.957405
PDLIM3,62.217274,47.715946,17.612785,50.007492,31.489513,15.7979,27.67025,50.518616,21.29703,24.683739,45.020657,16.698675,31.879272,23.519566,40.25417,30.063894,2.872993,35.278465,169.11737,15.535135,43.970127,0.8250942,11.405979,14.781708,3.6657693,103.79259,12.8263
PDLIM4,89.683014,93.21361,0.94107807,79.12981,66.383446,19.609148,0.22158775,36.57731,36.142487,12.926229,22.633518,2.143946,10.091478,0,39.46104,0,0.5792336,7.3047853,70.102234,0.7016514,0,12.351359,207.26195,104.92817,227.80942,55.721786,239.23528
PDLIM5,107.521805,141.9765,41.699512,254.88191,81.020584,77.13709,90.75262,111.42408,59.23309,137.39313,49.08667,144.1705,88.34692,45.063698,153.53134,83.41602,107.83605,172.38342,41.15598,136.58316,127.75293,38.27938,73.556305,74.37718,76.98409,197.0119,95.064926
PDLIM7,40.741623,74.84025,19.674274,64.08994,26.92377,18.62095,37.0215,83.43073,21.108545,19.117107,28.989197,49.03046,16.525412,35.705544,25.841877,73.313416,70.51901,22.468403,28.67917,34.977566,33.617798,46.60131,73.22741,75.19544,106.18476,21.226147,171.9919
PDP1,28.47459,5.6284003,108.15341,13.047239,19.966845,26.537298,22.642561,27.820538,24.577637,20.283165,36.194363,63.122646,47.689926,55.15973,22.074688,32.518356,34.22277,23.6054,34.45594,17.36477,29.170893,34.570118,19.237389,42.13209,29.155727,30.312408,135.55002
