S9,S8,S4,S6,S11,S5,S3,S7,S2
SGK2,4.37715080558547e-12,15.9210125934571,1.19699922754182e-22,275.237110458543,1.17491606670719e-11,1.87589030298918e-22,29.5253733291995,52.6866694827615,0.000819344999612733
WIPF3,9.15331166870877,25.3770299734205,47.6889592378213,35.5791983399163,0.0110464485904223,770.937388414757,87.6315522042241,1.06364193898725e-06,2.96035520580532e-13
DGCR5,1.36105142986338e-07,162.5689246182,0.191380282061631,17.9882374165104,0.688192277334004,0.000118654123447652,242.118744732848,0.00199728326308967,1.12019498360488
FTCD,1.3724330888081e-06,70.0804440556938,2.13528682501403e-05,163.199644870789,1.03998405848876,9.38157660822427,5.08567488876833e-08,0.0278473254095212,0.00750981999666351
BTBD17,5.3140478585235e-22,124.522121332984,6.0832612338467e-06,300.400116782304,87.7655743571512,6.75552511337053e-13,1.11476174004055e-13,0.148280683295737,0.02800839823201
CCR5,1.28420050137173e-05,0.264604058633489,1.8565418890042e-12,8.51127722821678,53.221568351583,61.7032388932978,1.71426857035847e-05,4.71835101333203e-19,0.076507842838218
AOAH,8.39932345011595e-21,0.00771633362615156,25.1146746386084,15.3615684055269,171.127320864677,48.1153163890758,1.65277216557347,4.59073394250722e-22,63.2411990358321
EPHX3,30.8590232094059,1.53896741670862e-12,17.3978462964673,61.5816322026608,8.87495808491787e-22,2.26433258198195e-09,7.81369168315106e-09,276.172750662378,477.177795733836
LCN10,0.000779783096260557,27.2501076220073,151.825614076509,240.086706871331,2.04210654318669e-22,2.99072302307906e-11,4.79290325857757e-08,42.6184087551956,5.32407683931156e-07
PLD5,8.96525604373378e-28,2.03056195989382e-08,2.83265226961041e-33,4.19607491881364e-21,8.17425129597776e-30,3.0569353777057e-18,134.523553935592,3.95578878279562e-10,67.8491975192989
CUBN,338.420808904537,82.4904528009771,0.373162760807023,106.503765557301,133.072729246145,1.56209375698996,26.7327004175557,12.580431859887,66.6460262802177
C2orf39,1.71419227362771e-29,1.01794513822379e-14,3.77180751176008e-21,5.76292639494022e-08,9.83974460224994e-14,9.20169314797395e-19,72.3752224419363,220.177749339812,26.7643096983804
INMT,0.232423070001728,3.87223165457881,91.543534216318,21.7042325894815,12.6764607994461,53.1441673536291,18.6228617033349,0.00165172887902287,9.65446152011814
SULT2B1,1.12702611800137e-21,86.186039887231,6.20100779206743e-24,17.1509670768814,134.833861925466,1.536664597735e-18,21.1114043295366,266.406020217837,264.254536472548
C1orf70,617.056555215795,190.53690390446,70.1732392332895,15.7410561552257,8.94268975512663,1.43977160110505e-11,0.000356576379011022,1.1966593281822e-05,0.0502550194828449
APOM,91.3617000420333,141.351362618817,28.4257954094282,177.926538619669,59.9493086797137,18.3411370275911,4.38637005140462e-07,0.443455769489018,98.3996403717211
UPK1A,2.61668303503517e-13,5.10164399557939e-13,3.21767567029214e-16,120.101226376304,5.79740682278367e-14,1.02868279150758e-25,144.835275652931,2.01361127903801,0.0114642284575391
PXDNL,1.03284907073595e-27,0.0469309529244675,34.5740570404658,9.63942058816463e-09,11.7972961180035,65.690463173526,35.32555762602,58.8645540319387,70.2572979296624
COL4A4,2.6663126547376e-17,2.25493637497269e-12,173.481923714354,175.44648756374,2.14552809123077e-11,47.8276947548866,40.4108560891575,8.20328481371845e-14,4.58969544176258
ZNF365,19.7375815251597,1.82079201813192e-15,3.40758962537042e-05,8.89377256035987,408.441232730697,49.2065880954484,1.62859499584302e-10,8.95407215588241e-07,4.05589032848279e-20
CYP2B6,1.15656741411651e-06,3.41584946543199,2.03936288471541e-30,157.714890126658,7.02729069374419e-13,3.51408960514018e-46,1.03118905001797e-07,5.11456730337196e-17,5.50039955017626e-38
ELAVL2,332.953826211091,7.12121169426435e-19,3.80296831346372,89.6873995226728,118.352793003435,116.255257595509,41.0510757360268,2.39021012254428,1.46890258599957e-17
IL20RB,25.9500595788578,7.454544968393e-06,161.468662968502,34.238412173721,106.894682536248,84.843591620713,37.8639472228001,7.79049365013307,853.760118936408
C10orf71,14.9143385537764,9.43894131911059e-09,126.900136597209,4.15945913198943,5.34337848407279e-06,712.746902516143,0.278633100888103,1.71636680577174e-19,9.69162985511708e-20
SKAP1,3.74333331901979e-05,19.4482675703637,59.3604945395262,194.895377271051,4.25444153095879e-08,4.27361791817729e-12,0.000635216473328721,101.935583335809,0.0617700716904945
DHRS9,1.47087351331515e-25,1.44849507819805e-20,7.05123706116984e-12,2.43407084471505e-21,1.19230371931584e-14,12.3270684546711,1.46896150939971e-15,450.026922431969,103.620182264292
APC2,3.18747596153719e-08,2.48843156757713e-14,0.000857773592991558,1.11477019663035e-12,5.00984569613696e-25,0.00177905734480679,218.674598233685,2.69020445808145e-15,0.000390829271036435
CCDC96,2.63267379495375,61.6125393344641,0.00470468070839823,21.1250782618565,106.857631562715,0.000234855234961726,137.948982387406,118.810559290477,81.2904360696737
AGXT,173.712651058621,8.19835533139051e-05,313.864094262215,7.59986000255062e-15,1.10267468655098e-16,118.734167186595,2.58178959813295,6.66040460653042e-15,9.92259870557413e-26
AGPAT9,0.000188143855210756,4.52157158251017e-10,62.6900236947573,25.7585333559157,0.000538386089187453,676.765433594796,10.532090886878,281.384815821589,37.7139355784516
NTNG2,12.8618616158397,102.1527582974,2.98177726766288e-21,1.51082240584918e-06,207.179201444098,8.23430210115774e-19,58.5703461537904,7.34898035817507e-09,0.060510579536815
IL6,0.526276371932683,1.18624730066162e-16,332.505802896217,1.02750425023489e-15,59.7079027486544,3.29185976149456e-26,5.48168786723659,92.7717187924998,0.457563358161504
MFSD4,1.11510363632481e-06,0.000115046887426994,6.51953789099771,22.9114907510344,224.811840682962,2.64704464493229,173.569432699543,95.9175070734324,1.45447976932918
ZAP70,1.76357039776923e-15,9.91519438485726,180.321474688529,59.1602362004689,7.9200320850851e-09,173.071483269379,7.03948882891167e-15,2.68149745967373e-19,2.13029392073435e-09
CR2,3.15646537095572e-14,0.00140959551636188,0.0726798534047507,122.254052220543,20.3083955480451,2.4679173415098,41.4085522410435,63.6393550650527,22.0335120400045
FAM57B,87.8339371776183,4.71470997729161,78.2050834613801,0.0225831277812673,71.5335400257486,41.5797059534924,214.558378822045,2.38565062859265e-25,4.44857115086986e-21
CACNA2D3,70.6320601769231,5.94312021739614e-05,0.337102407257958,147.554187488029,104.676595297961,34.6349666127463,107.356422633249,103.405063150529,5.22621845525976e-07
MST1P2,26.1585948056611,241.542968145681,133.394833846107,159.62539181096,42.4252380941935,6.74394656590314e-24,0.000585999294335442,37.7448949700745,1.16789865532821e-07
PCDHAC2,0.000184009225206947,8.0407352914208e-20,101.591495570925,66.7806931584995,229.59798244666,79.9285776590364,236.491560782792,0.230002315618889,1.59391155774359e-15
PLEK2,61.9056226905562,3.12742294790796,1.75422926850369e-07,0.00211088866218453,23.0525087424239,2.11280422785127e-05,0.360414642192038,510.814724817132,233.874602129594
PAPPA,7.94225963779203e-16,3.19127086096598e-06,65.3790929377156,112.539709306818,2.48942320286423,245.71222843027,112.207108963717,29.1094484696399,0.0018124798376158
LPPR1,1.74010712636446e-05,1.23466490252165e-14,0.0190620857109684,125.460727924314,34.2265132146224,10.8980687027454,65.436532217118,2.10231761179105e-17,1.53299951648168e-21
ANGPTL6,6.20089354704746e-05,18.0816025449675,72.1499603379174,53.4991378734851,230.347023775276,6.48592397995616e-16,1.2498512340173e-18,1.37665744664825e-22,1.545543869306e-07
FGA,2.00367790895344e-08,5.97986045752448,9.2817257498632e-15,85.4291677359322,72.8312453587981,1.39377597433186e-27,2.42957405044507e-14,7.61397895062795e-12,2.72024318916912e-13
LTK,29.3028770499558,103.968251909774,255.089477223588,20.3479037828239,40.1877089315651,61.884796423455,193.364628463396,1.69810115908168e-17,5.36470291900782e-05
RNF180,5.72281155392973e-06,1.71872786267182e-05,6.20543828403762e-14,0.000881025363376153,8.83403707257275e-06,4.00461431964399,129.213725141223,160.121397254165,286.49051324185
FAM83E,1.38296292374887e-20,0.00127522384243,2.10977443998614e-20,72.0231332157955,63.3351997829724,5.96662801709183e-26,28.6049884762673,301.833254193054,185.361926345235
FAM166B,2.96299027764276e-26,0.00293935841646207,2.15908365023191e-25,8.00719897905569e-08,0.0707820544386085,7.375538069471e-16,129.407882307924,0.00294253533878613,67.4589065577981
POU2AF1,0.00453525026310055,10.3233965591575,128.498900239817,9.49400165333833e-11,2.58305581868321e-06,20.4239099221277,1.37130433672416e-24,3.24470817228466e-28,3.47542537701493e-25
SHANK1,10.3353514209272,7.02473124230414e-12,10.2880243730326,19.0809645815174,1.28676654528787e-07,131.461450704028,223.623653949485,2.61589953333212e-26,1.5805293856166e-23
PLCH2,7.89836839496046e-10,2.36766160155081,92.3151994839144,230.666729930009,0.0342141592021059,1.16103049171053,4.19119628805491e-11,227.362638725064,17.4855348358892
P2RX5,35.867023752231,134.262457415353,358.596825832486,2.45049178345891e-05,2.43534196460677e-11,293.672399871052,140.117943577421,0.0128973203010262,1.46041307156652e-13
CACNA1I,2.55029388300452e-07,0.00636558321742551,306.936443971671,107.427486345594,85.5785237130672,179.012001271332,5.36554198413521e-13,45.9901743755098,2.77160092564825e-18
SSPO,98.9552574306006,37.9565036966258,264.790165932066,141.253502181123,0.0512881497709495,1.07843064804823e-07,82.0532110735987,0.971266151357559,6.99046863693492e-10
DGKG,2.64741538232074e-05,6.33397038480738e-12,22.0051046408489,51.716802570721,25.7761750052788,11.9238452451788,50.0901653357673,98.3049849689542,15.199805801108
PDZRN4,287.238958925816,4.32983915554004e-07,34.8313913624004,155.634682210297,64.5785612597098,0.00447526960956836,75.8818605733917,5.341761310789e-10,9.05708932905924e-17
LILRB5,9.31247675302865e-12,51.1273501273894,72.7055235636742,3.33921295663263e-10,309.203312967573,6.30983526881714,0.428811914777737,2.77738618755223e-20,39.1921595267822
GRP,24.3217605142241,90.1022091486719,9.6060632546521e-20,1.82628866914659,216.917011741896,3.3153710168494e-39,3.31114346829479e-08,104.165295414661,92.4109491190223
TTC25,9.03772502393839,0.707691484293082,2.10295512330941,91.7336995321582,6.07132629560701,19.4772867458484,144.099553825578,66.8251106308426,56.0099992520179
CAMK2N2,304.046809521977,199.485489585836,0.0028037908543709,0.235772937709108,197.423515590911,2.6950191344247e-18,69.6132368758466,4.76959595150513e-11,43.4488802038262
IL1B,6.10370249686816e-05,3.25838718642165e-13,27.4996171472512,5.22970078847227,43.9057837590862,1.02298509068052e-14,111.666573795472,127.645974140844,75.6730942771419
PTPRH,8.28068088190149e-21,114.496370929304,1.45611244809089e-08,19.1996623190994,79.5323296302069,2.0667645560339e-13,0.000349989957188791,146.280006308839,0.000123492110332252
C16orf79,191.694877303635,128.256730959976,1.04808732259618,232.776893214905,1.65627477858996e-15,0.000116300114879541,0.000269101047476963,113.922530169935,62.7975899884745
ZNF585B,0.0151166208655441,7.22168368133695e-06,210.869832796071,97.9337332684977,89.323281129115,196.624099667306,106.267644121754,6.28012898195328e-08,3.41195591418172
CXCL6,4.49530698759937,1.37204945034277,31.9537565355307,54.6844705564025,0.00108653762720885,56.9938120534571,56.3507018768666,301.222075572421,204.373571367001
CD79B,2.95178643144087e-05,200.82228786698,0.000431614773531819,0.0329915981679951,245.787902714429,40.9495077164754,4.78312359427516e-07,2.27122209934261e-18,101.19284780158
SLC30A2,6.98528482002186e-23,2.76453720599911e-06,111.501648784078,6.33934044316128e-10,3.10087107310251e-05,99.8700167949676,0.00424541659861835,241.865143079217,12.513857355621
CACNA1D,6.4573240218354e-17,2.18509054735629e-06,1.31676385885594e-05,85.6836114784189,35.5780727512163,40.3734825526546,173.016262570806,174.879908675014,0.20550518415239
CASS4,0.0982958064570451,4.51721321968413e-20,339.123254275285,37.2454102277157,38.4735167783756,285.131399431745,12.0462409575884,1.15138534810694e-21,2.53088899373528e-05
KIRREL3,2.78772365072726e-13,2.01319763184595e-11,0.0237668464138121,219.194375115163,193.836686477758,0.0345983999131877,53.8612044036247,97.0054568321952,12.3851484492009
C14orf105,4.7500018659714e-22,9.73133510859934e-16,1.43346332442619e-31,246.275674124632,1.87397228130343e-24,1.91661214927032e-36,3.48062817519129e-06,3.23161688411382,7.18963012707088e-28
ZNF382,0.00701146664453558,0.0006434453404807,292.111499660784,119.256140495444,52.9909662306965,260.684190764082,106.374056970423,0.00104959394383659,0.000333894499912904
C13orf18,1.67314861892848,6.95245846199737e-06,0.183912620050909,154.384940644405,122.381809229873,179.665408104273,69.886564129931,15.3274655124234,58.7454830613524
CDHR1,1.06042135829479e-18,1.87910818985225e-07,1.35693879129642e-06,32.2215430248088,36.0572175515797,3.94446812309869e-05,246.887209273563,3.42127246978246e-17,88.8322544033391
BCAN,156.874207567928,113.996362695385,36.3087016789948,11.907476579135,12.7176925516938,1.12721992876773,137.096335274787,8.75234302992244e-22,3.95012706689564e-11
CXCL2,0.36434298956309,1.20729006267558e-12,89.749832198999,12.2254076461841,60.5254870535809,6.2823632292323e-28,41.9330278401324,202.942680608254,5.05175036905194
ZC3HAV1L,0.000237467002255897,2.67978405377309e-20,78.6397319573203,1.65547073019822,1.8029076396961e-13,68.9240352905877,276.486252327529,0.0144167372816769,9.5029902473796e-25
FOXN4,23.3019071681376,82.5124122064022,85.7405409114634,35.0063849782592,6.79261713871946e-06,0.00082603562222607,290.102256306212,1.60206661991735e-21,4.75533742096188e-16
SDR42E1,4.49364378871659e-21,83.5186560774484,18.5496031448966,223.836044895331,46.8527182393362,2.39767483056706e-12,22.3736111987513,136.13778954559,147.363589428168
ENHO,0.0252618828984623,253.650006018114,91.1812285231481,65.7407605298753,223.937343907285,21.1980641941337,76.7292591563979,1.02159219836987e-17,129.409933961247
BATF,1.1802327624045e-08,70.2567760010002,1.60480052112801e-18,16.9080538647932,76.0224048733156,5.12879769088053e-15,1.25063078969439e-16,7.18430242505136e-20,36.3717944012187
LIMS3-LOC440895,0.908425464239712,70.5027812048056,27.2796654493442,136.042088510804,1.89551085902862,11.4127231991153,57.2227550353995,264.776960093102,144.712957772583
PRR4,46.1685343399277,47.1361373317523,0.591615870969932,211.899105889585,8.15388057917412e-06,5.70500426604883,5.47056014239162e-05,138.581324907669,0.127715557220484
WNT2,33.9245180936726,1.0119642643601e-17,85.4622050744922,31.8923210054106,0.000784083307860017,87.5767835015384,29.3681896612421,197.291763728796,206.063592199572
NFE2,1.29388890701263,46.8869076505957,1.06832793851311,188.003137662042,26.3709561323679,1.20423362128985e-19,53.0099317814798,154.878140693435,88.0684271986506
STX1B,178.437989803408,1.01080972801645,105.194163461976,69.7113131705772,88.6211174651018,25.5435088656196,206.200196823872,5.5543001486256e-24,5.33483908708226e-19
TRIM36,143.707277039795,0.0210572245080564,139.267109316396,29.2712752831133,35.8375814422762,152.687663294874,140.893274111144,0.0131224159461201,290.694258911367
CST7,73.542125473729,31.6212661709808,1.74059764582192e-13,0.00016392347805982,33.1844498743088,0.00705166632922255,8.35127139888594e-09,0.00330877109564655,50.3899837100016
PCDHA11,7.0654676108446e-14,1.38404406207008e-18,7.54796195883007e-07,151.570537556009,1.89553275121384e-11,180.096607578856,70.5020599794744,6.80798879803073,1.1508642247692e-12
C8orf34,4.33418271665656e-22,28.6167812263952,6.32655245427535e-13,3.15694297648388e-17,1.95202668496294,2.10239193027573e-19,195.42989398827,9.503042248997e-06,185.44490967671
TRIM58,42.8206631075611,2.19086994927964e-09,53.6459215253185,208.39097372574,22.244781966119,2.64353819851448,152.536972268286,1.00049545975382e-06,0.00700524713169756
MYCT1,0.00630047633849046,67.3071427414973,0.206820049104021,36.3400294829639,265.070051417292,92.1130445195906,73.1732183053614,0.068713648620981,12.9382690148604
SIDT1,0.0116401353453861,0.00400854146378334,52.2529473478649,52.4205505646407,96.3075458235936,30.2210221334046,78.5132289077195,90.8700062845126,79.25127780698
DDX43,2.2774480007138e-08,0.00445419620726516,114.211447643703,92.1464610330331,4.87568589689817e-16,265.598027516167,37.314423475423,85.4726828191201,1.49452544353845e-20
RIMS2,49.260148557447,6.29019718346055e-17,17.5273415619262,1.84768562524439e-09,205.932603336415,80.0471749221795,90.7985059630413,95.0442544520446,31.7719402463671
CCDC85A,48.7863203506685,6.53461881393444e-05,7.17427286231215e-11,136.427313666409,275.011112553889,68.8737742687773,75.5480006244062,1.81541057690376e-17,6.59601720654712e-13
FAM113B,41.370595557719,62.2415919768122,5.21405863908938e-06,5.68354810780677,70.5036041036617,40.4826168402186,0.000133923313435735,2.65279808376783,78.7340623725769
SDCBP2,151.824969840689,93.3351500115788,31.7262006186769,0.00878183899233171,133.599492135431,0.000415060266580216,8.10349954847666,538.779319228789,273.388840960019
RTN4RL2,290.50182203627,21.0295998806426,314.397543343328,40.5890635826103,174.021894458765,331.009296063246,53.8125876997546,3.19338488132571e-17,2.5056054019737e-05
FGF12,51.3154263032033,42.3751392302709,5.54832232196419,124.273761957496,379.998584669056,6.52076413189051,0.241850323186318,3.32691491494149e-11,0.952182171874928
OVOL2,6.58533249943137e-16,1.94139967384887,1.36728571925005e-26,23.2116786261549,24.558540250027,2.00975073485924e-24,83.8130427304117,342.710092967286,497.099197597534
SIX3,386.35767080234,2.20983012374208e-06,1.74326552206201e-11,10.1296183645067,68.3846879815126,1.83037594154848e-06,44.6673522380372,0.481158647197553,5.66831936780277e-10
CCBE1,43.9601922995033,154.630129108722,0.203674320198,47.0700215695117,129.093924283878,18.3451247566983,59.7078031692049,1.18958997747551e-05,3.73767417796999
LHX2,57.0112598167578,0.321142323305969,172.033886603347,0.200484550517456,121.755809601389,0.00917195640874694,183.526516035473,1.2192612648587e-17,40.6965174498752
PROC,30.7688982385119,87.2218377505172,63.7834230420579,76.3897288509276,169.583511925983,2.10342828818886e-12,6.14066021801121e-17,55.0232016875898,16.8803228336453
RAD54L2,0.542632284844193,7.9028343698214e-21,76.1950531628231,80.4002267382988,50.5716997755933,217.898158516731,250.964320035145,61.535306015812,1.46043346639314e-09
C11orf52,2.83315051208159e-18,66.6277947610172,9.41679924232592,16.3546482711685,18.0991560206619,66.0410050205556,76.4736336326785,221.729039012614,621.741360749342
KCNJ4,194.666430851647,36.6951354448896,0.00051140623397786,142.92666431468,196.22773372367,171.427905816296,3.26508558606127,1.45025677313474e-21,0.0106572049258903
KLK7,1.09715365330895e-08,38.4534754353051,1.3468748008809e-09,66.4910478123968,2.89810425658345,5.86937960980573e-26,72.3173794057921,189.036552193531,266.454995859319
PCDHB8,0.000166809819783276,9.23689373478697e-16,4.18949826903284e-05,52.3276366740474,224.74313705369,230.271548614534,149.750105498536,139.656587723157,2.09861230911843e-08
DLG2,61.596652024351,2.76628863199219e-14,166.704284700641,65.921637295479,156.629580419374,474.807896154587,28.789585347461,50.7976380146728,0.187209685373388
LOC644172,70.5496597400784,109.153419252332,73.5235601309883,130.412196992649,0.209685497821284,17.8562699838238,0.992716118333251,36.471713025667,113.244830349792
RIPK3,2.49449206785721e-14,0.833173916210267,3.37135217354863e-06,24.4196034713969,268.786732694321,4.54849653675984e-08,30.3588594159763,92.879365514211,226.693166302676
CARD6,8.5263343245872e-06,0.49909931275367,6.6075071116964e-05,0.313702795332651,158.658937144443,51.9497944602254,38.7619581490871,72.5892208090939,43.0732983633334
MFSD2B,204.464368403709,166.900700529513,0.000233543330087706,129.014992240717,2.86056459847761e-14,0.00350060183682786,2.17486653917989e-09,0.808600831802317,226.31834478834
LYPLAL1,355.324152512403,9.44892168884713,79.4084352441703,122.106272647608,0.00556170245827822,47.5138969287281,23.7722467161358,82.3092631154575,32.3376175146982
SGPP2,2.56645038478984e-09,1.40175410680181e-15,15.5190288637269,70.1024761349963,6.17338402405794e-15,7.24125029219808e-11,6.57080424230269,355.099094807828,145.04175641942
C10orf11,0.0465796250933099,297.154782089663,16.3709830413071,18.9437440683279,22.2851307467332,6.11830156290556,0.0054796527313748,72.2173071622678,177.558911031949
SYS1-DBNDD2,136.473946648781,31.5079828756208,84.9603367503417,121.837662961886,0.191493319800425,5.39711666517743e-14,118.427629682125,0.0476997963476495,9.24655890715079e-10
PTGER2,3.11120278952997e-22,68.8821567959741,7.44623250155006e-07,8.9041837983791,130.784309952209,0.0255133325532175,62.2080161729164,95.1797790803484,30.114431176148
TMEM63C,51.2345400078725,0.154496918333873,123.54421706245,121.702738429213,224.608393232178,149.392882413653,151.8977301815,0.301718530016478,0.00356241491579402
CSTA,7.05026920399647e-08,2.12916821398983,117.039725668796,0.013307466271416,249.328173064333,29.3418145581022,0.267191298543142,85.6405856838993,170.00516174828
GRAMD1C,0.00505851553105838,4.78510143081352e-07,0.000173419299554162,98.6429349287819,137.997308018926,4.84446621002148e-08,221.59074823458,130.454056940358,28.6174091358048
PDE6G,217.25285011208,133.929278950068,0.66687677443585,183.624343460894,0.0544340772567911,1.00950379913137,9.73734679984137e-13,86.5448063749488,27.3277269753683
FAM26E,508.475741350142,36.0080845199481,52.1895069357674,0.013830062977442,103.616684185711,71.3629038879602,4.94198422298127e-06,3.5860260421373e-07,0.607332586816732
FOXD2,0.00562647588314753,229.339475603928,14.9921808696538,42.1305943162466,84.6203643985591,0.05362511148931,85.228123241402,3.9661545709774e-19,4.27512394460015e-25
RFPL1S,237.027559205747,1.76281102113445e-09,8.62506982329419,61.8501997556515,112.725560737652,410.52559220289,84.5641954262014,4.92955691917378e-25,1.51050851652699e-15
SCG2,189.481683163306,35.4577102526137,108.95894939543,88.7851509932454,40.6882716576696,0.00192691654401842,113.725387459779,163.510357761495,86.4395217767444
CNNM1,170.989670043684,32.0320566764022,0.255606818205868,186.275411932972,69.3972711516072,79.0264165903868,38.8695263614638,2.15157131808382e-24,8.06265224690641e-26
TMEM163,85.2498177029861,38.1088208138096,70.0261323139451,234.694403256382,3.51528315451761e-09,71.386337419541,2.43632351306021e-13,4.36253830341061,33.5257222471624
SLC6A17,101.493001329778,1.37097211702289e-10,225.093460428238,0.931443765941593,71.0410244733765,181.271126614281,108.781419702469,38.1441181101033,1.90025451375226e-16
GPR39,2.521282114352e-06,25.782695483446,0.00417058674543055,186.517771789825,7.9884893980017,1.5293898823324e-07,1.68944206154152e-05,138.211673602354,611.80707592645
C2orf65,0.000850452986931704,15.7850808913942,56.4837190012624,168.08860019046,68.3950930472751,1.10775859493402e-07,94.8110682309017,109.866935453226,187.12870154601
ADRA1D,31.4888257191125,71.3219111436567,0.0028382040813498,79.4341878792166,145.495362800614,25.0281583566014,98.7797968736306,6.45973092839558e-07,38.9720445523328
GRM4,142.548552335215,29.9032321222319,272.168190653779,110.603828070522,143.799780324195,9.21354478480148,59.7064756652459,3.77889279869021,6.29426953876147e-15
ZNF883,34.0822501151209,4.49178402312426,161.997432495988,179.310096064348,109.068533693577,164.251967171744,0.00605593502938316,1.0173383802987e-12,2.4212867042059e-09
CECR7,75.9797420524437,1.15261534962528,284.679351352679,172.249830418577,81.6765132014874,142.77531359276,140.562683436109,0.000138141990237941,5.87336297167886e-08
GGTLC2,2.02096155042997e-07,158.473501682423,4.4423434342392e-25,88.9132417859869,54.3472487892712,1.21622293706317e-16,0.00644126759664844,0.00387275977663924,84.0905549290375
ZNF546,1.31600265608521e-06,0.150931019419259,177.884458687212,122.540955273697,311.850047901113,12.9800741527954,55.7414238411483,0.000322153371618355,0.0784911464925279
FCGR1A,0.00727253184001343,58.2122373526426,32.0653212264022,29.5270529996779,203.5746784429,32.5403925131169,0.0250225147409863,4.40866270238872e-17,308.280818287424
SPEF1,6.06872239784558e-14,50.8616810472998,1.3161216887206e-18,59.3838169928116,3.42861390093358e-07,2.74112387949498e-21,108.800255656742,198.181127909019,72.1112891885926
THPO,18.8843577429968,122.192795229688,272.320528021975,44.4985523858079,64.5362519749436,188.788253514433,8.26773674398331e-11,2.18181987508752,4.5970147073446e-14
HLA-G,253.594604698696,0.0322207746633501,0.00143435020906596,19.4614880974221,237.586149283645,0.0709606108720472,0.00543339744638393,144.314691597753,63.6459770294071
LIMS3,2.12253980966762e-05,57.6985050824032,130.469627164659,42.8904020459198,5.24170899604785e-10,164.943265712419,33.8019375677396,273.757917765719,104.082786297491
ULBP1,176.497401218232,108.488547944517,8.1397656398665e-11,9.90933213996035e-05,111.343919530609,378.392935043239,147.890604144262,0.0294886939701094,0.132971051473404
C6orf165,1.79956432873766e-18,2.3942547408e-12,5.1066783565944e-23,64.1456846167746,0.0431471467864133,4.00190011569671e-21,131.552392230105,156.083136585075,66.7120614306615
PAQR5,1.94747659294104e-11,38.3268795703354,2.40063889542718e-08,141.335839770432,8.43586714797044,2.16507861738527e-06,132.039127180146,2.81078482473585,14.1917984681858
GLT1D1,268.06639839929,21.4556258645023,126.709670397974,80.887441577729,0.237536399489308,12.7404288523572,118.837219029333,1.53398845391842e-17,5.2367614483237e-15
DAPP1,3.63234262116675e-14,0.00057386942263921,24.6064884199924,33.0541125080704,31.9142584977367,39.9897721575957,12.1047053752642,14.9243693820963,106.08446629678
EPYC,8746.58765161312,7.0655493637854e-14,6.00406712670178e-26,6.67654833143776e-29,4.10466354674044e-23,2.07092715875063e-34,1.17430426380069e-19,1.93491238049545e-22,330.44396283912
LYRM5,36.570601518764,819.661907524971,189.73564505317,0.000157962309156494,4.39859760065391e-18,326.02122703286,48.2395350820231,5486.36535308727,490.353793811958
ABP1,4.39958364367889e-30,387.906783252826,1.94100631934881e-37,1977.64577304104,1.15108300521934e-06,7.68070012970469e-25,0.140573803987345,11.5482531326535,628.501232012812
KRT6A,8.63775233442077,4.22549948417235e-27,1.20731488203902e-20,1.66112146150659e-24,2971.49607858641,1.00847720933893e-19,2.06265688918562e-22,6133.23346736092,1.8120714272954e-17
GAGE4,2.51346906973154e-28,9.53286988191736e-09,3286.02398478572,218.803793253927,1567.38108109042,8.81346086476077e-11,520.648894069138,5.3709749250417e-11,750.749391807666
CXCL9,2.12107899566146e-26,4.15942878768146e-05,2.28674578587307e-33,4.25226106930057e-22,8.8662068534061e-14,2.5016677615557e-25,1.93137341034171e-24,3.3348378840161e-41,6.08038059829073e-32
MYL2,9.15811062103609e-16,1.15273184940887e-22,1.32789700511469e-29,7.10087218642336e-20,4.98948967572648e-36,10288.7872098034,1.81565669120484e-27,1.3537695475377e-38,1.20900924252021e-44
CXCL10,9.74639645300113e-21,0.0017702856101048,5.38289405761813e-28,1.13640386253841e-20,4.2156962374734e-19,5.47062413519952e-31,1.16407106654307e-26,4.20276317090388e-32,0.00224114530029035
PLA2G2A,6.4692776963028e-35,734.574574320159,0.00737671258829423,0.0492474711875401,451.24205288642,4.52792102096643e-07,2.90067335850882e-31,1.96381151602128e-18,2.55300672912709
CAPN13,1.05809591226743e-33,4.28590415712119e-14,1.44621648381778e-58,1297.64613340888,7.43155131318008e-38,1.53628969818475e-36,7.03573389320191e-07,5440.85561222148,1601.21656583783
LOC25845,4826.39247123723,2065.64407382143,6.97407685065249e-07,80.0109384796191,0.0041826415730871,722.510548241401,276.174283194048,3.18754895434491,1.07916597688361
NOV,51.7908756708227,210.83059813604,3124.08588089483,17.0237090965733,1175.78959226201,3012.16290195646,2.74504235179284e-06,151.684122910456,571.507414325555
SPTB,0.00328999494710611,4.51022080391138e-09,4721.83175885593,59.3014572054885,1.64155562944614,8392.61896251125,0.613962946473642,208.26409248803,204.959821221695
CRYM,1.53451935126019e-38,4.85411415249627e-05,2.49326110717405e-29,1.21501556401673e-06,2870.74372131673,2.27912658563404e-30,1070.36796722819,19.5288322207773,0.00526038648615167
AQP5,1.65686149085629e-10,0.0076306591521275,11.6297060169665,170.082946878698,0.00513587273382041,4.96115149340489e-06,374.307672121989,4494.479746904,7367.96646797308
LOXL4,8791.72107959246,66.2893733644955,702.747524912775,200.512644288095,55.847823296246,0.553790947346187,7.08407717735192e-12,485.388459075666,2.92769062926876e-09
PKHD1L1,1.30956126084036e-28,6.91099199748015e-13,1.11351831430817e-32,1.38219580429248e-22,3.37805468347456e-12,2.31686399962404e-35,1356.36690515345,5.67880521246981e-15,2200.36067531483
