Hallmark	P-value	Adjusted p-value	TCGA Cancer	Malignant State	Hallmark group
PANCREAS_BETA_CELLS	1.19E-02	0.108791221	READ	S6	METABOLISM
PANCREAS_BETA_CELLS	1.09E-02	0.06836498843	SARC	S2	METABOLISM
PANCREAS_BETA_CELLS	3.04E-02	1.38E-01	COAD	S4	METABOLISM
PANCREAS_BETA_CELLS	0.01371412597	0.06233693621	PCPG	S1	METABOLISM
PANCREAS_BETA_CELLS	0.02036325759	0.08243254828	LUAD	S1	METABOLISM
PANCREAS_BETA_CELLS	9.62E-04	0.006873361084	BRCA	S12	METABOLISM
PANCREAS_BETA_CELLS	1.55E-02	6.49E-02	LIHC	S5	METABOLISM
PANCREAS_BETA_CELLS	0.0006689505504	0.03344752752	STAD	S10	METABOLISM
PANCREAS_BETA_CELLS	3.67E-04	0.002291361875	PAAD	S3	METABOLISM
PANCREAS_BETA_CELLS	4.91E-03	4.39E-02	PAAD	S7	METABOLISM
PANCREAS_BETA_CELLS	0.008699398302	0.05437123939	CHOL	S4	METABOLISM
PEROXISOME	0.007432780588	0.01769709664	UCS	S8	METABOLISM
PI3K_AKT_MTOR_SIGNALING	1.75E-02	8.74E-02	CHOL	S10	PROLIFERATION
PI3K_AKT_MTOR_SIGNALING	1.06E-02	6.52E-02	SKCM	S1	PROLIFERATION
PROTEIN_SECRETION	4.13E-02	2.07E-01	CHOL	S4	PROTEIN SECRETION
PROTEIN_SECRETION	3.63E-02	1.41E-01	COAD	S4	PROTEIN SECRETION
PROTEIN_SECRETION	4.46E-02	0.2118644068	KIRC	S2	PROTEIN SECRETION
PROTEIN_SECRETION	3.83E-02	1.28E-01	BRCA	S11	PROTEIN SECRETION
PROTEIN_SECRETION	0.01637786234	0.1605030509	KICH	S14	PROTEIN SECRETION
PROTEIN_SECRETION	0.01310779676	0.03449420199	UCS	S7	PROTEIN SECRETION
PROTEIN_SECRETION	1.80E-02	9.62E-02	BLCA	S4	PROTEIN SECRETION
PROTEIN_SECRETION	2.15E-03	6.59E-02	THCA	S2	PROTEIN SECRETION
REACTIVE_OXYGEN_SPECIES_PATHWAY	6.09E-04	1.52E-02	ESCA	S2	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	1.81E-02	4.52E-02	TGCT	S3	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	1.13E-02	3.10E-02	KIRP	S6	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	0.001362821365	0.02271368942	CESC	S3	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	0.02381573592	0.08870457439	KIRP	S4	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	9.04E-03	5.02E-02	LUAD	S1	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	3.46E-02	0.1694956721	DLBC	S7	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	2.48E-03	1.03E-02	OV	S3	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	5.40E-04	1.61E-02	LUSC	S3	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	4.79E-03	4.69E-02	HNSC	S7	STRESS
REACTIVE_OXYGEN_SPECIES_PATHWAY	3.40E-02	0.2689694224	PRAD	S5	STRESS
SPERMATOGENESIS	8.10E-03	0.04760315282	OV	S10	GROWTH AND SPECIALIZATION
SPERMATOGENESIS	4.80E-02	0.1845191496	LUSC	S3	GROWTH AND SPECIALIZATION
SPERMATOGENESIS	8.04E-03	2.24E-02	LUAD	S6	GROWTH AND SPECIALIZATION
SPERMATOGENESIS	2.73E-03	1.21E-02	PAAD	S3	GROWTH AND SPECIALIZATION
SPERMATOGENESIS	0.0284158573	0.07477857183	TGCT	S2	GROWTH AND SPECIALIZATION
SPERMATOGENESIS	0.03850362892	0.2139090496	CESC	S3	GROWTH AND SPECIALIZATION
SPERMATOGENESIS	0.03408490646	0.1893605914	KIRC	S2	GROWTH AND SPECIALIZATION
TGF_BETA_SIGNALING	2.80E-02	1.17E-01	OV	S6	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	2.31E-04	2.55E-03	THYM	S1	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	0.0002283122056	0.001630801469	CESC	S2	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	0.00827772937	0.02434626285	TGCT	S1	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	2.99E-03	0.01047261591	DLBC	S5	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	0.0193688461	0.09508971674	SARC	S2	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	0.02377162115	0.06171033415	MESO	S8	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	0.01207280629	0.06036403143	CHOL	S12	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	0.0008929972624	0.007441643853	THCA	S1	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	3.75E-02	1.15E-01	HNSC	S2	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	0.01760011519	0.05176504467	PAAD	S8	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	0.01947891994	0.2220237395	LAML	S2	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	7.93E-03	1.01E-01	KICH	S14	DEVELOPMENT AND DIFFERENTIATION
TGF_BETA_SIGNALING	1.54E-02	0.05373464587	KIRP	S3	DEVELOPMENT AND DIFFERENTIATION
TNFA_SIGNALING_VIA_NFKB	9.26E-03	0.1188029361	BLCA	S2	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	2.15E-04	8.38E-03	STAD	S1	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.11E-04	1.39E-03	UCEC	S1	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.04E-07	1.73E-06	GBM	S11	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	7.96E-14	3.90E-12	KIRP	S3	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	2.05E-12	5.12E-11	CESC	S2	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.01E-02	5.16E-02	COAD	S9	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	6.16E-12	3.08E-10	LUAD	S4	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.87E-11	4.68E-10	THCA	S1	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.07E-02	0.04384007154	HNSC	S2	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.04E-06	5.18E-05	BLCA	S4	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.02240892128	0.1244940071	READ	S6	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	6.13E-06	0.0001255221425	PAAD	S8	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	6.98E-17	3.49E-15	KIRC	S1	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	2.11E-10	1.06E-08	UCS	S7	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	2.87E-04	3.59E-03	PAAD	S12	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.14E-09	2.84E-08	CHOL	S12	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.0002471336568	0.003697913403	STAD	S6	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	6.83E-14	3.41E-12	READ	S8	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.004790445686	0.05466042714	ACC	S1	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.0002384885435	0.003895312878	LIHC	S5	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.01650773754	0.091709653	SARC	S2	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.21E-02	0.05158112944	SKCM	S5	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.0005848957075	0.003184432185	DLBC	S5	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	6.78E-03	4.37E-02	LUSC	S2	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.0001533095807	0.005731939749	KICH	S14	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.46E-03	7.14E-02	KICH	S7	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	2.53E-07	1.26E-05	COAD	S3	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.00411195817	0.01284986928	TGCT	S1	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	3.12E-06	0.0001560367966	LUAD	S3	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	3.59E-06	0.0001796948566	PAAD	S1	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.03E-06	5.13E-05	ESCA	S3	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	0.04975194749	0.2216223116	HNSC	S3	IMMUNE RESPONSE AND INFLAMMATION
TNFA_SIGNALING_VIA_NFKB	1.11E-11	5.55E-10	OV	S6	IMMUNE RESPONSE AND INFLAMMATION
UNFOLDED_PROTEIN_RESPONSE	0.03598920326	0.44086774	KICH	S7	STRESS
UNFOLDED_PROTEIN_RESPONSE	4.97E-02	2.72E-01	HNSC	S10	STRESS
UNFOLDED_PROTEIN_RESPONSE	3.24E-02	2.36E-01	LUAD	S5	STRESS
UNFOLDED_PROTEIN_RESPONSE	3.69E-02	0.1806014461	LAML	S5	STRESS
UNFOLDED_PROTEIN_RESPONSE	0.0009668879784	0.004834439892	TGCT	S3	STRESS
UNFOLDED_PROTEIN_RESPONSE	0.007760114032	0.04753069845	KICH	S12	STRESS
UV_RESPONSE_DN	0.006152596434	0.03014772253	MESO	S1	STRESS
UV_RESPONSE_DN	6.48E-03	0.1587879584	KICH	S6	STRESS
UV_RESPONSE_DN	0.0004319129144	0.004319129144	STAD	S6	STRESS
UV_RESPONSE_DN	0.001989656424	0.0244889213	CHOL	S12	STRESS
UV_RESPONSE_DN	0.001948976665	0.008120736103	CESC	S2	STRESS
UV_RESPONSE_DN	0.00290493757	0.01779274261	SKCM	S5	STRESS
UV_RESPONSE_DN	4.91E-04	4.91E-03	LUAD	S4	STRESS
UV_RESPONSE_DN	0.02086017131	0.06712610485	KIRC	S12	STRESS
UV_RESPONSE_DN	0.002384303166	0.01947180919	MESO	S8	STRESS
UV_RESPONSE_DN	1.53E-03	7.67E-03	PAAD	S8	STRESS
UV_RESPONSE_DN	0.0002702237277	0.003377796596	BRCA	S6	STRESS
UV_RESPONSE_DN	0.004263465215	0.05329331519	PRAD	S4	STRESS
UV_RESPONSE_DN	0.00231809032	0.007726967732	TGCT	S1	STRESS
UV_RESPONSE_DN	2.07E-07	4.56E-06	THYM	S1	STRESS
UV_RESPONSE_DN	8.94E-03	1.12E-01	LGG	S10	STRESS
UV_RESPONSE_DN	0.007349570164	0.04919115432	LAML	S7	STRESS
UV_RESPONSE_DN	0.0003770170249	0.003770170249	THCA	S1	STRESS
UV_RESPONSE_DN	4.19E-03	2.33E-02	ESCA	S7	STRESS
UV_RESPONSE_DN	2.57E-05	4.28E-04	READ	S8	STRESS
UV_RESPONSE_DN	0.02452470839	0.09508971674	SARC	S2	STRESS
UV_RESPONSE_DN	0.001955044685	0.01064413218	KIRP	S3	STRESS
UV_RESPONSE_DN	2.14E-03	0.01166141407	HNSC	S2	STRESS
UV_RESPONSE_DN	0.0002785336228	0.002274691253	DLBC	S5	STRESS
UV_RESPONSE_UP	0.003002704271	0.01876690169	LUAD	S4	STRESS
UV_RESPONSE_UP	0.009504234887	0.1188029361	BLCA	S2	STRESS
UV_RESPONSE_UP	0.001318231965	0.01098526638	OV	S6	STRESS
UV_RESPONSE_UP	0.0003128478266	0.003770170249	THCA	S1	STRESS
UV_RESPONSE_UP	0.009376743129	0.1172092891	COAD	S3	STRESS
UV_RESPONSE_UP	1.58E-03	0.01291670555	DLBC	S7	STRESS
UV_RESPONSE_UP	1.97E-02	0.09866357871	PAAD	S7	STRESS
WNT_BETA_CATENIN_SIGNALING	1.15E-02	2.38E-01	UVM	S2	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.002511410688	0.06152956186	LAML	S2	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.03926058502	0.1154723089	BLCA	S4	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.001324054802	0.06039127444	UVM	S8	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.03070489469	0.1705827483	STAD	S2	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.0365862491	0.1306651753	KIRC	S1	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.04647435897	0.1936431624	GBM	S3	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.004259517915	0.01774799131	CESC	S5	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.03856921703	0.1134388736	UCEC	S1	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.0217071778	0.4680907173	ACC	S5	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.005111266288	0.0319454143	COAD	S6	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	2.15E-03	1.19E-02	READ	S8	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.006322845733	0.02581828674	KIRP	S5	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	0.03077957088	0.170997616	STAD	S4	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	4.90E-02	1.75E-01	CHOL	S10	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	3.76E-03	2.33E-02	ESCA	S7	DEVELOPMENT AND DIFFERENTIATION
WNT_BETA_CATENIN_SIGNALING	3.81E-02	0.1058331965	UCS	S6	DEVELOPMENT AND DIFFERENTIATION
XENOBIOTIC_METABOLISM	6.67E-03	0.01852615059	TGCT	S3	METABOLISM
XENOBIOTIC_METABOLISM	0.009542475955	0.06816054254	LUSC	S3	METABOLISM
XENOBIOTIC_METABOLISM	0.0002264238349	0.002773691977	DLBC	S7	METABOLISM
XENOBIOTIC_METABOLISM	1.43E-02	4.67E-02	THCA	S7	METABOLISM
XENOBIOTIC_METABOLISM	0.04279600571	0.2846542417	CHOL	S8	METABOLISM
XENOBIOTIC_METABOLISM	0.0004987434252	0.006789085625	CHOL	S9	METABOLISM
XENOBIOTIC_METABOLISM	1.27E-06	6.34E-05	LUAD	S1	METABOLISM
XENOBIOTIC_METABOLISM	4.00E-05	0.001998047697	ESCA	S2	METABOLISM
XENOBIOTIC_METABOLISM	0.03543215784	0.3036086051	BLCA	S2	METABOLISM
XENOBIOTIC_METABOLISM	1.95E-06	9.73E-05	CESC	S3	METABOLISM
XENOBIOTIC_METABOLISM	6.12E-05	0.002000648866	KIRC	S8	METABOLISM
XENOBIOTIC_METABOLISM	2.71E-06	0.000132702146	HNSC	S7	METABOLISM
XENOBIOTIC_METABOLISM	5.44E-07	8.88E-06	KIRP	S6	METABOLISM
XENOBIOTIC_METABOLISM	0.0001017551115	0.001662000155	SKCM	S1	METABOLISM
XENOBIOTIC_METABOLISM	7.25E-04	0.01208814963	PCPG	S3	METABOLISM
XENOBIOTIC_METABOLISM	0.01037333115	0.1016586453	LIHC	S2	METABOLISM
XENOBIOTIC_METABOLISM	8.75E-05	0.00214475852	LIHC	S5	METABOLISM
XENOBIOTIC_METABOLISM	0.01373717393	0.08585733709	BLCA	S4	METABOLISM
NA	NA	NA	THCA	S4	NA
NA	NA	NA	KIRC	S7	NA
NA	NA	NA	UVM	S7	NA
NA	NA	NA	LGG	S11	NA
NA	NA	NA	UCEC	S6	NA
NA	NA	NA	LIHC	S6	NA
NA	NA	NA	OV	S7	NA
NA	NA	NA	UCEC	S2	NA
NA	NA	NA	MESO	S9	NA
NA	NA	NA	LUAD	S11	NA
NA	NA	NA	LIHC	S9	NA
NA	NA	NA	UCS	S9	NA
NA	NA	NA	MESO	S5	NA
NA	NA	NA	SKCM	S4	NA
NA	NA	NA	CESC	S8	NA
