S8,S3,S5,S7,S1,S9,S2
SLC2A3,210.21449639769,13.6024434243519,868.608555688697,268.677862744909,1136.11545705935,24.5267527328236,2142.43529136422
SLC4A11,1476.09240180806,1231.54470288144,2.34947165125309,1732.33293464097,2255.44386124855,636.074692027975,2.13697962974497
NR2F2,2632.24729321508,0.357853429339944,538.153260803064,195.797010752389,2334.47490085931,0.200954081366892,187.577314941976
CFI,983.21700621786,9.14190032459612e-10,570.613113324292,13.392742677059,2246.22352685735,11.6348663800279,1251.36776043875
GCHFR,765.940463639975,1004.80389590376,5.72864011882568,7955.51618013116,1344.6684777084,412.981847652013,4.88402150831615e-08
STMN3,222.626109324302,1.60937727218363e-05,633.223028200589,2506.98917879938,246.257264786838,1.41603810739528,1952.84336182944
ABCA3,730.376988625238,2.47279923860377e-06,1275.25989308429,621.18740295448,8.32655799250319,919.62763852148,0.000136163606151322
RHPN2,2538.42897559752,0.000936002665258578,547.526125202571,130.287195944815,3498.02795663828,0.021739137748169,1061.7093289499
GPR126,1079.31936635408,1.23788936428544e-05,706.09929013905,0.435928551621613,0.439327231928373,777.185600721781,3616.39401840805
RIMKLB,660.328312465564,0.00578756592933838,392.552983042021,187.693005136991,5721.37421103174,296.075401356863,2168.86358276062
PTPRC,130.407321960365,2.35169762466708e-07,280.431149467046,1.22009235218225e-05,29.3422665072658,227.440221339603,114.652145407708
GMDS,1330.90096379453,0.00733286515770232,397.465610217274,2781.62898207421,8611.41217769879,0.454072246175861,79.1635808561616
GSR,1802.38595846301,5748.55781572058,1011.90128923693,8.39364060368428e-08,1838.81728662748,726.170681698676,141.28270611618
ATOX1,126.523076444618,100.882806931786,850.680562748323,9263.94495396599,543.524261263504,353.665836455678,628.697128682753
TTC9,1509.53091738998,1401.03084184705,131.890198793709,7.74706526372618,422.671716494976,1576.06714120957,0.211002131229532
ELP3,529.403608583994,115.75968016089,1873.13468245337,612.63370434688,84.1471740374491,292.803894584029,318.193715299312
SLC26A2,479.28846356234,36.7681036936855,1879.66443032371,7.41159920602447e-07,2379.61328451707,478.370682503527,62.8394295935848
TST,1485.18419550754,622.199907178242,857.664065100849,5292.25442032752,3534.93444060822,297.311425072049,602.241203923119
LSMD1,453.026197154581,687.238416014713,741.042066847879,10040.097147182,1330.75630721218,306.297297683507,86.3750950540876
HIPK2,607.461407833583,136.544083578214,2101.60620102041,8.01146499238324e-08,901.572704916079,766.505538084959,214.510075468359
C9orf123,389.171527773258,983.5749996406,1653.36605488954,3356.34996968257,228.098227772178,204.714223739035,460.930637552427
PPP1R3B,366.614990178511,4.10300022306646,1066.82396640948,20.3496602201933,2962.85266275975,738.892443182588,3242.57533657547
FGFR2,1645.13455478552,3121.16449852931,1063.18795724092,3.28754814244021,27.3672178520119,847.596859561177,0.0504613470196821
TP53INP2,1201.51010554095,2581.50985962713,459.23038542339,0.150085289181474,1645.72986461487,645.662481103606,0.519110698187743
CBR3,14.3966524628105,6068.46633478406,5.00710496950056,3654.26776789427,103.856090068571,935.709408060017,8.66133262390898e-05
C19orf70,347.417575210964,1001.27470709003,531.157366427424,9176.58610389226,908.061742937469,682.172629355017,57.6415723294596
PPAP2B,1202.69995702363,891.784471510463,782.97802820497,0.0115431735887295,311.402253129304,621.009522038085,0.209343485156983
CBS,1028.46688246432,3972.79362962752,1957.65412603937,1302.56979361514,0.0014919700195599,12.9904013218271,96.3635631063403
TYROBP,0.0118368084028129,6.52007938624222,144.884591470602,3358.3200255547,0.000291106457184158,163.50166566573,147.39360251664
MMAB,318.050452869962,1285.61236659072,419.642975739095,8788.02317724845,658.987400004174,766.035190950795,141.880177718075
PLD1,308.53995790376,1992.77903959495,133.192698706838,444.288917492816,2248.35071570091,2582.89856408977,100.150466254988
NME4,898.489901298523,760.993094712289,2113.60130198621,4103.23510096033,1626.09721431887,73.5693172535869,1772.95964505742
PLEKHA6,2710.03090278276,1.82324569462301,13.0166040265742,734.375485774722,4506.46197851042,1.4137131802056,530.015282313667
CD4,23.4432337426425,0.0400097366378822,349.327204589216,431.995027281224,0.00881206000352778,411.019467396288,325.334263100882
TMEM63A,2257.80558580451,0.00133151527943708,930.002441820061,870.725881719953,6220.15037670515,335.643173927928,22.6828114083733
HBEGF,44.8570855494643,1657.00401591065,12.9342825005517,394.269644740242,784.624471090255,590.559073881258,2089.61765093486
TMEM2,1615.73757989114,699.957642145681,1350.46809092199,4.94876821566348e-06,2924.29027549273,1.23994236862422,1580.67157359343
IFI27L2,1.08358393474164,1343.59015228589,0.720639770577185,7563.62406849456,96.7498625787273,819.172915129727,229.258591472709
ZNF593,31.0990266660177,134.78257943028,496.914384805077,9678.00976662868,737.396914279406,109.2405412583,366.027807681158
PLCD3,1534.85617773088,0.370513743099735,284.576864331859,1607.21716537176,1895.48095018882,270.744259636161,3181.91418818164
LRG1,1650.72310580893,0.000664620617480866,0.099577554605699,3382.44727019036,3139.91610727167,178.391171688941,430.327756468506
ACSF2,1481.4775488031,9.20440574194151e-05,725.624023729378,4268.43345399237,1551.86742607942,1.26351013201912,2235.0506747075
SLC6A6,1390.24076711642,3323.84016410864,1688.47133867973,4.28676317348431e-07,890.914896391654,417.069700904785,244.580214667362
CBLC,862.634349902902,12.2473007494965,72.8937828532583,6391.29286498548,1710.83176430022,880.756040653244,1391.21047896157
UHRF2,772.941169462643,792.023616331358,1358.62475556561,22.0003514608695,793.422178181891,867.286948724325,1507.85036161885
BIRC5,279.074946377247,1424.33985717195,1227.03228763737,8888.72255725772,0.262301955564561,670.414036719447,719.363268025641
MEGF6,1282.37195234741,461.733562397727,699.028742975167,345.123687980002,1335.4184493367,1398.76725213415,1197.85132585585
NCEH1,1599.63912619059,1019.47988305897,299.069685159455,1.15662768673995,2930.66872993192,514.130887547909,1588.3945323395
EPB41L2,1093.61129848728,248.823132842534,1847.86320093944,0.000556838209383712,149.798620563335,133.00106792632,190.118698917437
NRP1,522.915881861199,494.928072459245,1256.12389134667,71.0936448290309,506.501449915086,630.348525946247,1311.28345447561
BDH1,811.719981526987,3793.5018321319,1171.43789550146,3112.07224594231,1067.79970381085,990.382220821592,0.00472655000181329
SOX15,0.00526537744575467,2151.19773602023,0.0905583492468695,1180.82773879296,7.04285828363862e-12,1150.50490571585,2437.3203184739
C3orf58,1012.4656624618,4224.9059524287,801.367541757485,4.11192794005544,25.0455585587149,1716.20324262593,0.0175442660092192
CEBPA,384.450006690438,1107.68040682816,1003.61620047478,3400.58816276947,5.35592646507257e-05,1520.5521118796,0.0410858547681962
FAM46A,434.827146744266,29.4251841679284,372.119612505957,285.393851058383,6092.2083784417,754.091146853874,1562.32150579544
ACSS1,1859.46749845144,1571.57011526979,1404.87726586241,1614.94545041244,1080.58044606615,278.363738918618,5.19424696164816e-14
USP36,864.996880909238,639.348116393651,1440.03560243663,425.949286661885,1705.18890478441,848.78998669026,1546.00470777713
TNFRSF1B,218.766384384574,0.000226722302837062,864.383911909898,1650.00255649842,2759.47148128848,32.5731651006319,398.253447064931
SLC39A14,765.213109898615,799.079496076849,1330.95827333223,0.831549573263944,2704.11673734686,29.3063646340828,3006.61546085572
C1orf93,2125.98360102981,0.398090363823931,578.824245581608,4206.42946097972,2639.88751558665,457.387397796529,185.269970583779
NRP2,584.437960377733,1552.30755029151,634.84373293217,1.11712019322856,716.153937998634,345.927044490365,1455.59886947455
TRAPPC5,204.043251482595,971.285717766109,230.252027692835,8757.5082297988,952.390971090637,330.227255102108,232.226780297069
ASPSCR1,296.942920267401,1373.20552473068,2139.7517039181,4015.54994658551,869.378528094906,61.4630356933366,0.747052332820819
