S2,S4,S9,S6,S7,S10,S1,ITTH
TCGA.BR.7722.01,0.345699761587252,4.78539226432861e-07,0.259684519968709,0.0876710711012242,0.00569360957684777,2.52423467650925e-05,0.301225316879976,0.679308100804654
TCGA.D7.6820.01,0.161152298533469,0.287500344504382,0.014313845620216,0.029398012925387,0.00317110241639252,2.02038573766854e-07,0.50446419396158,0.606628625643054
TCGA.VQ.A8PD.01,0.799371143096321,0.0262956336895199,4.76751567510672e-06,0.0866652739861169,1.16199185510478e-06,0.000431073611677223,0.0872309461088348,0.361178811393245
TCGA.BR.6563.01,0.436322734656379,4.68940914764192e-05,0.449473064391167,0.00164170430883755,0.0179988620182049,0.000148790989501236,0.0943679495444335,0.528639057759708
TCGA.HU.A4GT.01,0.569924681531119,9.61819601123681e-06,0.408206349094639,0.0170506237332445,0.000275153464516098,0.000224328639830065,0.00430924534064048,0.40255377065175
TCGA.MX.A5UJ.01,0.528709787224304,0.0548139854150261,0.285162023332738,0.0613165493083199,2.36552377536107e-06,0.00336063570837596,0.0666346534874603,0.629395888995941
TCGA.BR.8365.01,0.857386997948595,0.0393460400776213,0.0130274623461494,0.0185133563459136,0.00434796584259394,0.0206470277096782,0.0467311497294485,0.327115010507984
TCGA.BR.6707.01,0.259620033639844,0.132875342112279,0.503601135135693,0.000551062403539015,0.00199888319916294,0.00981566683107708,0.0915378766784045,0.639578279834908
TCGA.VQ.A8E3.01,0.653895097083668,0.00360452343987659,0.204466661191084,0.137938179318439,1.143239235659e-06,9.28595400614439e-05,1.5361876355835e-06,0.460845915249766
TCGA.D7.A4YV.01,0.845874384011253,0.0572736766447772,0.0356097241195941,0.0219003934883457,0.000176198375346675,0.00844861455283159,0.0307170088078514,0.337463818505466
TCGA.BR.4201.01,0.605635125477386,0.000188862010065471,0.19349952320828,0.191602496451001,0.00818426719758235,0.000589415959065934,0.000300309696618682,0.506647576075318
TCGA.BR.8588.01,0.700346503529679,0.0261192431355612,0.231276921228578,5.63595813833605e-06,0.00121945278390268,0.00297629402717749,0.0380559493369631,0.428197843551909
TCGA.BR.6803.01,0.357574829651097,0.258071914723277,0.156691040571364,3.07662098467619e-05,0.000142287363458204,0.0027026352398662,0.22478652624109,0.699312615282914
TCGA.HF.7136.01,0.390218553548163,0.411270601399761,0.033776482174491,0.115238771003274,1.1263705304055e-05,0.0229936592230776,0.0264906689459299,0.657340676078453
TCGA.D7.6815.01,0.607403813548079,0.250710290426791,0.0632084021872321,0.0548734161886631,9.15455142831214e-05,3.91086536349637e-05,0.0236734234813168,0.551599679524402
TCGA.BR.A4IU.01,0.760466288693198,0.0955026676848632,0.0951033993769662,0.048696898912142,0.000199177474987033,1.06497623021016e-05,2.09180955411913e-05,0.413946664177399
TCGA.VQ.A922.01,0.458172588984513,0.417545261276433,0.00743483131034131,0.0702058438943692,0.000858967994004747,0.0334788317961806,0.0123036747441576,0.575105885200944
TCGA.BR.6457.01,0.0492522350381061,0.365880956702645,0.372398458445874,0.00426929299584071,4.4514884783703e-05,0.00775504724776528,0.200399494684985,0.651402466833282
TCGA.CG.5726.01,0.407549391540743,0.0675480054039821,0.36255955559338,0.060458770066901,6.96167075507865e-05,0.00437815103827973,0.0974365096491633,0.686905469526967
TCGA.VQ.A8E2.01,0.311057627451557,0.569103306733124,0.0850049101709816,0.0113394571203119,0.0014782379373309,0.0209667637914647,0.00104969679522916,0.535609428739221
TCGA.IN.8462.01,0.0883859334557874,1.46682636138929e-05,0.363493220373975,0.253737860655077,0.00102097396431949,0.0101604827841454,0.283186860503082,0.68933132906959
TCGA.CG.5725.01,0.202328102208439,0.576456455860822,0.173652188740904,0.0254157828373922,6.4363905015541e-06,0.0221377194868057,3.31447513612852e-06,0.57693343067513
TCGA.D7.A747.01,0.666250209940715,0.0627398608067596,0.261437511925105,0.00569217992973843,0.000334380017304611,0.0025566211966898,0.000989236183687753,0.43640503373475
TCGA.VQ.A91Z.01,0.371080822901498,0.492812853482929,0.0156558766682476,0.12034820176756,1.75373048515379e-05,4.15433301406215e-05,4.31645447734806e-05,0.533189513164353
TCGA.F1.6875.01,0.263564576887428,0.547300710747246,0.0388577022533375,0.143004092745385,3.91965418806937e-06,0.00722840384748714,4.05938649284719e-05,0.576473025981042
TCGA.BR.A4QL.01,0.381881705375913,2.80644551535856e-06,0.617373905546471,1.24776988214208e-06,0.000443584998054248,0.000286068451635617,1.06814125290013e-05,0.344978728471118
TCGA.CD.8528.01,0.436758374145315,7.79733272803293e-06,0.159414097332911,0.19095215582469,5.86164655558832e-06,0.212858136323185,3.57739461511259e-06,0.668178777010828
TCGA.VQ.A928.01,0.527324112667774,0.205349266525528,0.0752163746193109,0.0716301316608384,0.00153260851369611,0.0174308214254399,0.101516684587412,0.698244994412718
TCGA.D7.8579.01,0.814897859187432,0.0551003300433678,3.07846944422127e-05,0.0759920373202398,0.000205241136531324,7.24024836426987e-05,0.0537013451343445,0.350556247357221
TCGA.BR.4255.01,0.566828904624559,0.0522204927619681,0.158708070323439,0.163157229012048,0.00854455513538404,0.00796400528913542,0.0425767428534664,0.656491217110326
TCGA.BR.7717.01,3.17724758110424e-05,0.087009129603166,0.688775116110976,0.107283362433631,0.000766763438434158,0.00572164205479148,0.11041221388319,0.50743037278395
TCGA.VQ.A8PQ.01,0.980542329244143,8.24223908216519e-07,1.05705465381996e-06,3.90124820385423e-06,0.00332084242016047,0.00724485855546263,0.00888618725346822,0.0595948180266488
TCGA.BR.6454.01,0.350116585182834,0.31601034875658,0.0418715056255951,0.0573517703966818,0.000454515409640436,0.00748354203717133,0.226711732591498,0.721963756768622
TCGA.FP.8211.01,0.295000111778106,0.0655811872092694,0.14512793636598,0.216443175198397,0.0202796007963275,0.00502004137313459,0.252547947278785,0.82395729813847
TCGA.CG.4449.01,0.682079461004822,0.0708732124859481,0.0285525851073226,0.1332131503705,1.00883113149654e-05,0.00330410640105765,0.0819673963190347,0.535817893441681
TCGA.F1.6177.01,0.591834563969602,0.12219746709585,0.238709984896851,0.0345025394339601,0.000671709367312595,0.00429596013691787,0.00778777509950527,0.560947285199418
TCGA.VQ.A91S.01,0.627554049893163,0.189319670771351,0.101948346053142,0.0799101990765614,0.00018385023226129,0.00106746564770934,1.64183258120911e-05,0.540233952536839
TCGA.VQ.A91D.01,0.405883653095361,1.08437313909456e-06,0.35878372203714,0.213356714504465,0.00194481813430832,3.95692849316388e-07,0.020029612162737,0.592949341712744
TCGA.CD.A48A.01,0.234822650858739,0.280666646068068,0.402185436600149,0.0617710424600993,3.62047656097232e-07,0.00456102560122764,0.0159928363640604,0.681377884180132
TCGA.BR.4191.01,0.517534670738631,0.110067261358369,6.38915183166527e-06,4.17090869457494e-06,0.0327676173395181,8.56232684225719e-05,0.339534267234534,0.546514852258522
TCGA.CG.4466.01,0.371352393658989,0.496762694282507,0.0476213965030786,0.0430732461318942,0.00329193992546666,0.00662331012572864,0.0312750193723357,0.59420751824009
TCGA.BR.8297.01,0.579710507996521,0.134998297597852,0.142531701099611,0.0772215379726822,0.000217174977804841,0.00512019130584968,0.0602005890496798,0.647441280790731
TCGA.D7.6822.01,0.256056621994038,0.612497553684498,5.30246941236989e-06,0.130476674562385,1.97656612526602e-05,0.000937577098143258,6.50453026973336e-06,0.473665206540354
TCGA.D7.A4YX.01,0.496553593973981,0.217561460496273,0.158880561713519,0.126917519019788,1.56313747256336e-05,1.88437986212477e-05,5.238962309208e-05,0.634467587284114
