S10,S12,S6,S11,S4,S9,S2,S8
CCL19,6.21872850314076e-08,1.57838584231919e-10,5.93579107322624e-13,9.5759430956337e-14,748.712598859224,2.19695843310532e-09,0.0388627018783742,31.535165749222
GPD1,76.3866521387388,3.86728412725003e-05,1.50910178086439e-05,6.59480505220668e-08,0.904808397060326,3.93015597305591e-08,0.306297775606067,0.00173485378738655
NOVA1,1291.06430054193,2776.36072996041,776.243977644268,3.02983884372378e-05,34.0143378821728,6.96946934010812e-15,5.74926723980568e-05,2.78949409216766e-13
GLIPR2,0.000700909490794692,2.85090739543429e-06,0.0222361875159308,233.859092320199,754.845860507007,0.032286682298996,2753.15327082092,2846.14237319121
C5orf4,548.96151062621,1348.58744851792,884.62011618532,0.0340522428813883,92.5142095146317,1.52981202960741,522.30273680211,206.199883475036
PITX1,1.3647786315966,1.52823820395827e-07,57.3457375849802,2273.52844466705,2628.86468588714,1607.46991991339,2567.98868780636,30.4529425122628
PER1,460.10100963645,608.958302379845,4.32046380488357,2.23986624190936,787.816009978985,41.0468799393718,458.028844572248,614.577159232904
LPIN1,239.810511735271,819.343208075165,44.521188193808,1597.8763727384,3.75961669748067,379.805147596615,417.908800247415,3172.48051539037
ENPP2,58.2953423145556,881.23078352185,0.275925885736649,9.17696395144369,0.000769086042292128,5.27655883476656e-08,0.372395452276962,471.009435875147
TFPI,468.304405840602,6.66487968577728,0.000147720112861082,273.9744897561,207.249908854733,1083.42810027385,780.80811586241,7.29629462493491
PDZRN3,0.439233021991181,1794.86952620515,1003.98798672917,22.5226193473932,40.3954955725048,0.357647513932852,3.12554794944391,1251.85449980912
SLC1A2,1049.31868754479,6957.2216625386,342.509159271981,37.1585205414108,0.00452312930631852,0.0146302680584704,41.9464223513097,0.0264108916384304
PPP1R3C,656.294462983844,641.621800525687,1304.61555502582,1.8964137405725,503.214122920201,217.956524000562,2.5642748820583,2.86819089303322e-06
CNKSR3,1.09780648555602e-11,6886.90581348351,225.917872702587,540.151424493433,107.000018762791,1.1983115753596e-05,1.96634448501075,1007.96136992332
FAM176B,227.461055479001,953.798489272854,30.11614726342,4.92785356784954e-12,3795.78466491606,9.63447679928523e-05,1166.63021512405,4.44187282431321e-12
RNF43,2610.87908279183,0.0828132098566366,23.2895767673374,1.11566373124004,126.208497847322,2890.93417202344,17.2467785964995,154.365100322631
FMO2,0.0384866863891768,1.37260873140685e-05,0.829482945516666,0.0162679854005851,8.78000280158496e-08,2.57341692312566e-09,0.00213956942468928,1808.41315783319
GGH,368.018908837286,3.93724834420938,167.964218353779,4540.20590937121,551.556628230672,109.822841808396,147.888576339614,1477.8067296809
SECTM1,23.1420146839665,330.42928055033,246.299367514465,287.650129111642,1326.49909045508,67.7020588269063,10481.8808348116,1393.61419156238
CHRD,0.0383531440956214,4066.2839933915,884.017035930057,0.00285090295057101,1357.73158881314,197.863430211467,1157.29732484675,3.22930852561505e-13
ROBO1,348.802187623425,834.38882270419,361.056928628806,1322.27545353516,0.00476239791041949,4.83247833362175,0.110022836699052,579.367214657421
INPP5J,1352.0540034363,218.291698820789,1023.08311763427,554.398652913186,1316.36325035954,327.850179927891,515.471492254515,1.30557090332364e-11
ARRB1,1868.54536284178,1591.13887824158,84.4699418320687,230.489241921146,767.372911951746,849.457613034012,23.9774030607659,11.0863469568201
AKR1C3,113.093738724935,808.6938526228,29.5993929103669,106.447912830576,409.344310980485,421.006549687157,2059.31480845496,285.996863573755
AFMID,406.549991809879,1237.75473297864,615.164913885562,241.970616924131,2343.58742042409,2358.57312904539,5.7461756808752,223.64175807763
TM7SF2,570.734850052322,108.186424418177,352.817637402947,64.655726171249,2985.70219341355,2409.95532957621,3231.73003984297,2.12204175945383e-06
GCNT1,845.6402200569,732.06425325283,355.235355298294,1209.2623969581,0.0731974961749139,2060.21849454472,1.08721774937387,1019.05909607509
SYBU,1344.87179774834,3490.23667121497,1921.93867651542,313.278847360231,795.877373318713,0.00638713400779416,965.619253721252,0.00045842053005775
F3,140.036262912663,1225.30970531635,320.882748898364,0.0170333957914506,0.00762121081069217,153.530105589364,0.000485345029221658,344.088073486235
LGR4,1711.95983964063,1204.68301831634,26.6314520687737,959.200105862015,0.00232487553294858,1.57387574162254,0.0133277310058627,1198.56440778414
KRT80,834.699692314394,0.0204072126195037,126.260925909985,1617.94760559818,96.5324327751857,1410.46092909419,1850.98561034955,1176.00228271856
RHOV,27.2383926117615,0.030787773688299,85.1780254367511,833.856514318628,1868.71867038676,1171.20392650699,494.835340123902,1277.30024806214
NPIPL3,310.605699747698,0.692201664667692,122.472796967951,1.9306071525198,4786.26929300665,375.470803620478,1115.35817300214,875.591848695227
DARC,0.0680310210309064,3.10232590175825e-09,1.05571555818891e-08,5.25402959230686e-10,851.65900105375,1.83029065171785e-05,75.2842937088591,0.220809746918862
VRK2,554.689940628909,1291.45063306204,1567.96892720169,263.236072792927,27.3905368832005,102.168257195702,1469.34775592889,1032.15429409323
