S2,S4,S8,S6,S1
C19orf51,15.6599488405657,176.516309191663,1.73332735648728e-15,1669.56502695788,1.06172553527241e-24
NFKBIZ,3.68138989551662e-07,7.82199794302e-16,1.52262991680102,234.50422807741,4388.07552331552
COL16A1,388.20719698218,1089.95961786515,539.561506083067,0.307092400259467,1392.51890720991
RSF1,1120.42832525001,8.15039342903575e-07,0.0183284225385044,237.345834770437,0.00369123710639585
NOXA1,250.79365241137,3680.23551698478,7.67362483999419e-10,1266.65629494498,504.891232950427
AFAP1L2,592.471156448906,0.019039334113681,0.014494073272148,0.0051361978553754,1220.13595808802
SLCO2A1,274.038854105965,4.38905039047211e-10,1.56199763346419e-05,490.929075464617,2108.89936759928
PLEKHA6,376.902261496096,4.1232871784267e-09,7937.16548283917,924.412140756089,0.171031653468558
PALMD,198.334433916178,5.22423396561197e-10,1757.73977079564,1455.42177046318,1.94888342846366e-14
PARM1,353.668420685347,3.77003321054672e-19,4.27022361946266e-13,515.137039057093,285.177710654216
CA8,556.975211273857,1.46469634114216e-11,1.81656645885167e-10,1275.87105119983,3556.95802508574
PYCARD,15.7268680728144,2464.28714149078,0.000357312828452033,643.449353399523,2.85692599417682e-12
UBXN10,195.140621846118,3.56387630059435e-07,5.9642896064259e-09,1884.41649700399,1.05535073502201e-10
KRT10,513.59668306386,2501.01009593998,1278.32749732721,460.799572406546,3003.51870568448
