S1,S3
SOX6,61.5428851550536,8.72376933106867
SLITRK5,30.6531009929048,65.0569826600197
ADM2,36.2317432517646,40.2315100683647
CP,9.68698811340882,126.070460982007
KIF17,24.089617302963,270.590590173567
SOX8,21.9176700719259,132.790330939511
EDARADD,22.2386536100172,0.296208003377956
SGCA,0.000340793747982233,145.494314057392
FBN2,0.413791697182295,217.673038679253
PTGER1,50.6236013022995,91.1550882114005
CCBE1,9.65488365928298,172.338988240473
TUBBP5,43.2686923738666,16.4268205801917
RCC1,2.0473154753005e-08,243.049079107391
TTYH1,7.72661352193787,182.009464299555
FAM66D,13.847938172871,296.081976731735
LOC145820,19.1751213668569,86.0882483506898
FAM78B,48.936089393931,26.9848291940314
CHSY3,28.0102006371739,0.000656103518905227
GRIN3A,49.9373485171865,0.793008449068418
PRRG4,58.6577498385354,0.0421677880871548
GGT1,55.1474753716919,47.7454688793543
AVIL,56.85234171485,11.1226153759588
SLC45A3,20.974545421015,57.1568059511711
HS3ST5,48.4127426849585,25.048634086044
FCGR2B,12.5762199703922,22.2576455140295
MEF2B,18.5587207665348,217.186681213608
HRASLS,14.5890164394194,50.8065569614384
LOC388588,65.2776927156746,101.873235894395
SDR42E1,47.1719746730428,85.1940010278964
CPA3,0.00396421955812651,32.6706413369466
CCDC153,76.9522451757035,115.397153861148
C3orf57,60.818486901678,14.6259880920372
MMP23B,0.790557859400188,101.738199901649
SLC4A11,44.6877616383223,121.995161758237
PCSK5,53.5793240671543,9.19394111924689
ADRB1,19.1274783374852,34.1588616891293
CLDN11,31.8596763867117,92.3827881492194
MYO1G,8.06224855220274,35.3368099189333
CYTIP,15.8399881627247,13.6365699416642
IRX3,42.6689806078789,122.984115456786
LOC374491,44.7930990453626,70.8495015434426
GRRP1,3.23485862445224,202.315695250614
FCGR1A,11.834554750042,102.396840071561
SIM2,65.7486653075565,44.046822573805
FLJ42709,34.9978987413428,178.48181311118
MATK,12.3933940627692,133.223155892253
IL15,61.4605431280864,60.3546921919873
ETV7,61.9490646219934,67.002582372514
STX11,27.3462687229982,53.7718495981132
KLHL6,20.2439738168035,10.4312277960085
TMEM37,10.4305347476961,197.912565219202
OASL,42.5802549552215,106.413758506018
BACH2,57.099712028841,18.8856757372036
BIRC5,26.0827769643042,191.567904695816
SERINC5,75.247578853438,0.00265298529962535
ALOX5AP,23.5677787829348,83.903716212498
EMR2,13.7719877877771,4.65115886051889
PDIA2,63.9180172544623,114.729636806675
PLD4,75.2648605443656,117.659551759755
LOXL4,57.9786958840585,67.3346639772317
SCN4A,27.0526870962876,140.313000762961
IQGAP3,59.4578466804544,12.4861708951294
FCGR1B,16.5792609286113,132.244706629678
ZNF486,77.6663657216466,2.08023293077443e-09
FABP5,50.1139703184045,36.2678187630202
AOAH,26.328143651761,52.4495837214133
TIAM2,73.257346210022,19.0000374511309
NLRP3,33.0580982434745,4.23325111442392
HIF3A,25.8834419989016,185.993339083442
KIFC1,72.3459553511039,37.5141663449213
FAM59A,56.8365083441129,30.7162116413148
EDN1,51.6759951951003,64.8749219337093
CARD16,6.30179528789182,236.279752947435
IGF1,37.2630975740059,77.8445540489489
RHOD,42.0572825993699,159.311952773637
KCNK6,34.788629377905,99.2727179100009
C10orf107,51.6994126877538,40.0166336473873
MNDA,47.6838241805404,105.986229255244
PBK,68.4170021867123,41.118644213582
FAM26E,27.2301735300652,39.1076187988668
PRF1,41.8449591913755,58.6593510171886
C9orf24,58.2661102217735,113.390058370136
FHDC1,68.4400694529853,17.9860572874406
BUB1,66.8614952654484,0.0426522384813742
OR2L13,71.8235865288572,0.793685893656181
SIGLEC10,53.7285534172965,110.629887184427
DNAH14,74.0834542800942,73.2315623281367
JPH2,6.53549506740506,120.340276480748
CD48,31.3498524003553,90.3734952939566
GCNT2,53.0417324206344,42.8480097883044
C3orf67,87.0537210371123,1.0088000562151
FRMD5,51.0201422525368,126.965421695166
TSPAN5,81.623120671459,3.67926503248141e-11
KCNK7,59.2261108328745,101.973860228757
DMGDH,81.3546449750365,47.2807018405838
STRC,65.3374290693364,113.24282894465
SLC25A34,53.999803104991,147.312011958959
ULBP2,85.9379647850036,16.0977577839335
ASF1B,68.276020865558,76.032360940941
LRRC1,59.9433682510518,84.5538329202818
FUT1,32.7187372345873,137.729037152856
NHLRC1,99.3350616309179,67.0439247081025
IMPA2,39.837818607564,159.521953479468
