S9,S5,S1,S8,S4,S3
ZKSCAN1,4.11897048855164e-10,498.606774839359,1377.54196418095,1693.15640567293,4.1382483243937e-07,0.107352532856399
KNDC1,1024.58255595669,911.757562451324,769.38100868685,248.053977331512,4.76046774377262e-05,483.800308773531
UNC13B,393.469912465689,945.077370533909,512.069003668102,24.9095426616146,624.675741187898,0.000218689017117419
DOCK8,1.10293504109162,635.128253905924,323.155725188885,543.158158628214,0.0041459538461504,515.256696050788
ZNF469,160.690027066807,255.566062457981,192.974061899157,1360.31151397712,619.72835438929,6.82273429830703e-06
MAP3K1,303.402358242818,1166.51703607519,243.237902590452,2168.63627062947,0.450222160659141,9.65097990578234e-11
PDE4B,18.209658068797,887.075832072461,287.57969931959,580.713928893748,9.60703078711828e-09,109.253718578534
HTATIP2,1.69829124306622,1050.35911654921,620.264910314936,6.3818677174693e-14,924.079173719531,596.552553495409
ZDHHC14,538.230213317996,445.640506088161,1065.25608864571,0.145839262704973,1090.47497519792,2064.64080206702
FUT8,121.676653849735,602.829049910089,57.9770976544363,1006.33225225604,1.84901136580427e-05,168.022443733863
HCK,366.436362649742,475.144974004812,0.336265065898596,404.160897297489,646.52747839303,884.079996378934
SH2D4A,0.0722189779655483,1353.42259664969,740.582671427695,6.61265866041561e-14,444.963666726081,0.206796622667293
RRP9,1080.91388772024,841.484004615749,2.91248210642839,4.57760292126145,3634.22918679008,0.380482504656076
C15orf52,912.89656618771,585.249720998627,667.785404438178,146.946537212726,4.16960342612706e-24,163.033083237839
GABBR1,980.203734279472,636.124244309618,138.086488592319,2048.119426417,444.212528299848,0.204816074993534
