S6,S5,S2,S7,S9,S8,ITTH
TCGA.CC.A7IE.01,0.184377348877427,0.0150822611240688,0.00375511971690039,0.0020386007662008,0.407134185034671,0.387612484480732,0.637258960735806
TCGA.KR.A7K2.01,0.457926689198573,0.0634181114217371,0.000238153908396561,0.224028822337945,0.158660413931249,0.0957278092020997,0.773760174741384
TCGA.DD.AADM.01,0.454096099114198,0.0920275419021436,0.137358436670012,0.143832718831505,4.08926516852996e-06,0.172681114216973,0.799744087352484
TCGA.CC.5258.01,0.501453503099807,0.0191523065706605,0.0239140291622164,0.00490916167948679,0.351679215221114,0.0988917842667149,0.63266510706976
TCGA.BW.A5NQ.01,0.387703197928346,0.0122302552339855,0.258486323604595,0.0037751404070736,0.233670644748004,0.104134438077997,0.763086171112939
TCGA.2Y.A9GX.01,0.518134066880972,0.313179805519013,0.112306708334325,0.000527677986318714,0.0427056962621142,0.0131460450172568,0.639279666563809
TCGA.LG.A9QC.01,0.286264855838974,0.0959944019976438,0.393266975275149,0.0595324150866181,0.161328202863862,0.00361314893775269,0.799571066183619
TCGA.DD.A11C.01,0.445814923375169,0.431508953774383,0.0416247561255099,0.000124690464375865,0.0435987206454305,0.0373279556151317,0.622621228673734
TCGA.BC.A10Q.01,0.781801411047519,0.00015920503185313,7.2400896699323e-05,0.0462515918132691,0.000673109694577741,0.171042281516081,0.359221377836317
TCGA.4R.AA8I.01,0.460860194173859,0.278002401265526,0.196931895013369,0.0440836885077246,7.15603099314598e-05,0.0200502607295898,0.697396406543767
TCGA.FV.A4ZQ.01,0.242326107464657,0.00131075700962134,0.218540056295838,0.00585297655925828,0.421414943681843,0.110555158988783,0.737967919918079
TCGA.BC.4073.01,0.72355446682893,0.0588013791410516,0.000820846860359838,0.00476546560185751,0.13500465041539,0.0770531911524106,0.502245622465899
TCGA.DD.AADQ.01,0.434192696609445,0.267028468590301,9.31837708061511e-05,0.00566561351562981,0.137281076181059,0.155738961332759,0.729563606133402
TCGA.DD.A1EA.01,0.393878834222915,0.118997482068182,0.426922348552872,0.000560759841151378,0.0435959557378798,0.0160446195769994,0.664564494962509
TCGA.WQ.AB4B.01,0.464478439223063,0.100938636547888,0.0650894510495941,0.197920036599612,0.0210079799526973,0.150565456627147,0.810552694839993
TCGA.RC.A7SH.01,0.700268732941168,7.72972299372791e-05,6.88471865158828e-05,0.0389519464002574,0.152093065790764,0.108540110451357,0.504959556010644
TCGA.BC.A10T.01,0.512995030740223,0.3514066296436,0.0112063906926492,0.0230321675724282,0.00299069870527459,0.0983690826458255,0.609796756458954
TCGA.DD.A39W.01,0,0,0.45293814614801,0,0.547058131855771,3.7219962182612e-06,0.384403709801592
TCGA.RC.A6M5.01,0.059838790721055,0.350774954330454,2.33216534605875e-05,0.183700096785694,0.346450446467825,0.0592123900415112,0.771376490755599
TCGA.UB.A7MD.01,0.281739582535534,0.00437710407555209,0.577502239266428,0.0823246236769802,0.00081270651110736,0.0532437439343987,0.594532029365866
TCGA.2Y.A9H6.01,0.443647143936369,0.188710854292813,1.7675683403847e-06,0.11572673270346,0.228873222671012,0.0230402788280048,0.753005197451863
TCGA.5C.A9VG.01,1.10672524352095e-05,4.24780863903405e-06,0.0116048434154321,0.0359817779683833,0.910307957596952,0.0420901059581585,0.217890195922537
TCGA.CC.5264.01,0.86735756517267,0.0233467347545624,0.00685417987969468,0.000229868151760057,0.0565720810520265,0.0456395709892867,0.307298836859559
TCGA.DD.A4NS.01,0.211709869694459,0.325761515696926,0.267786909946882,0.00644503115970832,0.151606128874069,0.0366905446279553,0.829725013355915
TCGA.QA.A7B7.01,0.77628573187948,0.157765161168108,0.00548790718498738,0.000666708590437994,0.0104200355533938,0.0493744556235928,0.400417639720241
TCGA.DD.AAEB.01,8.69869495513947e-05,0.18947503456493,0.480317133769144,0.218198721813911,0.000103924229003829,0.11181819867346,0.695591992596731
TCGA.DD.A3A6.01,0.00549510446185989,0.00160800666862162,0.041149307759284,0.0223488929953725,0.00416157159330467,0.925237116521557,0.195274715557973
TCGA.UB.A7MF.01,0.758701053175588,4.2184300789609e-06,1.24523349667806e-05,0.149111519144218,0.0168519365432361,0.0753188203719122,0.4225244563804
TCGA.DD.AACW.01,0.158962186184895,0.012938809697644,0.000190903740470809,0.0305395180312643,0.76160354761053,0.0357650347351962,0.437173044391954
TCGA.G3.A7M6.01,0.686283960233801,0.00811415239218333,0.0474431188351582,0.00297184013356885,0.155961246843891,0.0992256815613984,0.546043614338638
TCGA.GJ.A6C0.01,0.785024976523749,0.174969631074385,3.14107935181924e-08,1.55011173543188e-07,4.40709856032253e-08,0.0400051619089128,0.348135184411294
TCGA.DD.A3A3.01,0.0139520911391056,4.57030900590985e-05,0.24995821600385,0.187591548710342,0.0993753595391156,0.449077081517527,0.730850278472433
TCGA.WX.AA44.01,0.761333205596389,0.00558309996948957,0.0452744545353919,0.0138190726206353,0.095019661669225,0.0789705056088688,0.479968923014643
TCGA.MR.A520.01,0.40317208681938,0.549598309759726,0.00524306017812686,1.17631267955588e-05,0.00848620564885781,0.0334885744671136,0.489514938880073
TCGA.DD.AADK.01,0.628898782506731,0.10439388906483,6.58403267060633e-08,0.112885648268629,0.0837653550016977,0.0700562593177864,0.651742403044258
TCGA.DD.A73D.01,0.240798396783024,0.185972089325537,0.404683364983582,0.00150070216567254,0.0877699971944161,0.0792754495477676,0.807046644020857
TCGA.DD.A4NN.01,0.525483370289788,0.00278961014171518,0.00124795587528809,0.0294172002330578,0.338421114392078,0.102640749068073,0.595464227933425
TCGA.ZP.A9CZ.01,0.698703371295014,0.154999479923731,1.12644968728617e-05,0.0243620970448102,0.0854561164606282,0.0364676707789437,0.536377998326857
TCGA.G3.A6UC.01,0.286772064650387,0.314221616885142,0.271568946262106,0.0211226691652859,0.0745632597324704,0.031751443304609,0.815147863957661
TCGA.CC.A7IH.01,0.266864798820797,0.0999096576176005,0.485450580512189,0.03195588949324,0.0876094385942657,0.0282096349619078,0.757638394487294
TCGA.BC.A69I.01,3.6766234058834e-07,0.225019539844068,0.441118760386143,0.137474860045346,0.129099648633034,0.0672868234290687,0.789917713637637
TCGA.K7.A6G5.01,0.361407521464359,0.295841179940518,0.0664103414958866,0.217783458991449,0.00896833298855259,0.0495891651192355,0.798898904413244
TCGA.BC.A10U.01,0.627841080691662,0.0641045310430773,0.205546312755215,3.57403822059168e-06,0.0489928611741235,0.0535116402977014,0.612820953234022
TCGA.UB.A7MC.01,0.355235146689679,0.018355671303149,0.483286686445263,0.05842791711805,0.0548625334073115,0.0298320450365474,0.682252259575598
TCGA.UB.AA0U.01,0.71859491047093,0.162516362673392,0.0236281634336073,3.7332319152781e-07,0.0816357841842997,0.0136244059145794,0.493548603427837
TCGA.DD.A4NB.01,0.000165765084573477,0.885370478374405,0.00103994437767338,0.113179425632432,7.48429542187968e-05,0.000169543576698188,0.203797006440602
TCGA.ED.A8O6.01,0.553824469424882,0.0186534402672238,0.00846440880812298,6.53975464602375e-05,0.221047246144098,0.197945037809212,0.612147918227425
TCGA.DD.AACQ.01,0.642079394018522,0.167935975023002,0.0609089450009146,0.0210842399328235,9.91149938474848e-06,0.107981534525353,0.600733363998935
TCGA.G3.AAV6.01,0.283402459322924,7.99916255070905e-05,0.0202690497368173,0.00322592785466772,0.404524905147736,0.288497666312347,0.658768815995967
TCGA.DD.A3A4.01,0.127249704824469,0.318328936814904,0.254088562318196,0.0833339440963771,0.211705628859833,0.00529322308622057,0.858566787688904
TCGA.DD.A1EK.01,0.64905309051137,0.261450895511746,0.0495456538888914,0.00751385494029304,1.20521340262904e-05,0.032424453013674,0.518054372579887
TCGA.FV.A3R2.01,0.672527734521753,0.146412220437688,0.0914751056017673,0.00971712632088063,0.0449383449069536,0.0349294682109577,0.596342045380702
TCGA.BC.A10Z.01,0.64176387371745,0.312042318116828,0.0159559111207496,1.19443031656866e-05,0.0109825627940479,0.019243389947759,0.468692358749629
TCGA.WJ.A86L.01,0.823844271252385,0.131955931850147,1.2780240238105e-05,1.72071302911171e-05,0.00248039029542767,0.0416894192315105,0.320673622393243
TCGA.G3.A25Y.01,0.611165250317283,0.0162744977975601,2.07119112369688e-05,0.0486354208709712,0.259567279734274,0.0643368393686752,0.581452922646503
TCGA.ED.A82E.01,0.615852240672062,0.000120964927387051,0.000344249875553969,0.0150586513457664,9.92777591326208e-06,0.368613965403317,0.409399640484609
TCGA.DD.AACU.01,0.576318736038393,0.111520162801402,0.0747578708880424,0.0311739210883184,0.149289083737607,0.0569402254462373,0.731871338677605
TCGA.2Y.A9H1.01,0.124978390058847,0.0825335226502847,0.135169984005113,0.25014572170584,4.19038571357074e-06,0.407168191194202,0.808607540611697
TCGA.FV.A496.01,0.599571965069061,0.18683649614875,0.055777917587519,0.00559847615792,0.0855689338776907,0.0666462111590591,0.670301870095334
TCGA.DD.A4ND.01,0.585854821921986,0.225796742248086,1.3667867960843e-05,6.40520652976118e-06,0.186108106146153,0.00222025660928447,0.54470618899415
TCGA.DD.A1EF.01,0.298101815247861,0.0331445709980674,0.0192687603123438,0.0227500762221759,0.534452302527517,0.0922824746920349,0.664500260825223
TCGA.DD.AAEH.01,0.322540000083825,0.302297768897542,0.167713212229443,0.0882952664029657,0.0339608491581413,0.0851929032280832,0.873474292287458
TCGA.2Y.A9H2.01,0.8360291836032,0.0079778696704692,0.0349475605545003,0.0052448957569739,0.0116816424774202,0.104118847937436,0.346328339426405
