S10,S4,S8,S9,S7,S3,S2,S6
NCCRP1,1.43132307298538e-12,1.40724867777772e-18,308.875116948323,9.70405989768338e-10,4.61454226560785,0.233187113813762,647.761536452059,384.070794113227
FAIM2,90.4861184038373,5.25117579219641e-06,312.964234833869,1175.43390117695,0.017181897572026,200.008506405978,0.0027387047348095,0.00114417936258437
GJA4,342.721943440292,788.116151900222,409.559815942685,0.00178954403237746,1766.76861859938,498.301058124004,0.000150302831841199,2109.80546729159
AMBP,0.000467124424871022,9.43061734555998e-29,408.904024681637,7.52143441602417e-28,101.478623725711,224.747043190625,8.79790216174584e-31,7.20130163348774e-25
IGDCC3,1.22369122304003e-08,2.34037705171413e-19,1352.96691631989,3.17123391709633e-23,0.00588959564031973,7.4439888885602e-06,6.0317954511659e-29,8.49610699763487e-21
GFRA3,50.7564932827625,5.3602282721485e-21,602.813996571657,8.19354165954449e-24,1021.07819614245,144.74568347523,3.18953365795939e-23,3.14420877167722e-18
AGR2,2.5443515074797e-08,462.09892752574,508.835101823503,1785.35094534831,226.544755601974,914.194633528706,0.000131975710389548,1138.97251501139
GNAO1,108.654708920374,911.03338559339,964.768918778568,13.3715696943149,151.290608519966,1.6450958017403e-12,398.311967715545,0.0251455236728322
S100A8,2.07369906634347e-11,250.741722274548,0.000547924643199739,8.75789492565207e-16,0.000198039518128496,734.805522967984,753.707935486771,3.86200439977777e-08
SOSTDC1,2.50794455340425e-06,986.695043723791,783.004558693894,301.82877198448,77.4522534510393,313.22732032683,39.266599596617,0.000794876750907693
NRGN,478.757355897157,197.573039378917,414.010817529798,6.00917977814116e-05,3360.67104200554,755.674949220618,0.164586955442628,4.68229984723454
NPY1R,47.3714410703537,515.596375427675,5.6085227435702e-19,987.248963450105,9.35972707710777e-11,11.4279261165696,3.10883344040602e-22,6.8244401602436e-24
ATP1A3,214.297366737335,55.626210464392,8.39011124977732e-15,0.0017308258126003,5.11761173060425e-10,0.000997485781644869,862.825851972062,984.614554422548
SAMD11,113.988379148647,2.87770822196395e-06,2015.70712432093,551.736018250345,10.5733111672002,610.423447869196,3.56187894285806e-12,0.289524910855434
PENK,10.4070144513811,4.11995014907599e-23,431.365279797856,3.3623394255031e-30,4.78869676433322e-09,279.757762890138,6.04569243618822e-28,9.86676057612603e-14
CDHR1,659.849740353166,233.738526059089,0.0116775440749684,3.28397523447291,1239.37331179242,1.22642187614278e-05,205.006913039483,0.970487427180716
STAC2,213.306038977923,0.0487451150504652,8.80131147530701e-05,340.270768762671,0.000214498502669663,2.11114279950545,704.084573616794,6.90718541578751
