S1,S3,S2,ITTH
TCGA.2G.AAM3.01,0.937162486545348,0.0605876489260482,0.00224986452860399,0.222467130150002
TCGA.2G.AALX.01,0.851396773280362,1.98567102372478e-08,0.148603206862928,0.382554347290345
TCGA.2G.AAFH.01,0.0587928084862632,0.0991847842903617,0.842022407223375,0.492058205075626
TCGA.ZM.AA0H.01,0.000131207656116553,0.0932103523402685,0.906658440003615,0.283261293688628
TCGA.2G.AAFZ.01,0.483176869141381,0.249474310139682,0.267348820718938,0.956212109863639
TCGA.YU.A90Q.01,0.0604129047912228,0,0.939587095208777,0.207627512237582
TCGA.YU.A90W.01,0.0241486072942401,0.0237750772124945,0.952076315493265,0.205324831000777
TCGA.4K.AA1G.01,0.0205031994445917,0.0303134780984525,0.949183322456956,0.214073185662021
TCGA.2G.AAM2.01,0.0622098620378779,0.803581320397592,0.13420881756453,0.56256051055721
TCGA.VF.A8AE.01,0.0109837170317632,0.219490729557628,0.769525553410609,0.531578018439876
TCGA.2G.AAHN.01,0.0946665058969344,0.0616269830629833,0.843706511040082,0.489970790020601
TCGA.2G.AAGS.01,0.280690650916413,0.514730811809049,0.204578537274538,0.931249795558979
TCGA.XY.A9T9.01,0.0169969779285566,0.0373795689436415,0.945623453127802,0.222991647216477
TCGA.2G.AALO.01,0.78861894163917,0.0382495694652919,0.173131488895539,0.560460226737577
TCGA.S6.A8JX.01,0.000103286346893542,0.052061621953576,0.947835091699531,0.187133456940182
TCGA.2G.AAKH.01,0.0514758441814888,0.592952574750331,0.35557158106818,0.755756060016059
TCGA.2G.AAGC.01,0.199027920181324,0.543693087928058,0.257278991890617,0.911953863492166
TCGA.S6.A8JY.01,3.64480388519489e-07,0.129533935150417,0.870465700369194,0.350902221108083
TCGA.W4.A7U4.01,2.97951334853865e-07,0.77126458310699,0.228735118941675,0.489479456890536
TCGA.WZ.A7V3.01,0.002482795184164,0.0898660879707204,0.907651116845116,0.290699671745753
TCGA.2G.AAFI.01,0.134229897580458,0.674185260008092,0.19158484241145,0.775467308334898
TCGA.SO.A8JP.01,0.0373416200704472,1.83587146041363e-08,0.962658361570838,0.145093933708823
TCGA.VF.A8AC.01,0.124527512077797,0.0733769587015003,0.802095529220703,0.571607230155472
TCGA.2G.AAH0.01,0.017977661448356,0.142285112906517,0.839737225645127,0.451810144421185
TCGA.XE.AANJ.01,1.22813714085298e-05,0.168021643649656,0.831966074978935,0.412233016610265
TCGA.2G.AAF8.01,0.0600222316067413,0.197670136453406,0.742307631939853,0.646725323386808
TCGA.2G.AALY.01,0.359188657730824,0.572987443873974,0.067823898395202,0.791335672535701
