S9,S7,S3,S1,S10,S11,S8,S12,ITTH
TCGA.F2.7273.01,0.0343424967925487,2.41400208958855e-06,0.0193168574086955,1.81246098390878e-06,9.45010132125106e-07,1.6792608207294e-06,0.913788597381143,0.0325451976835862,0.185610513861991
TCGA.2L.AAQE.01,7.27850392513551e-05,5.6857134032485e-05,0.0117871169669529,0.532859234609375,0.000126984695421593,0.0384059981784014,0.00305694321848871,0.413634080158076,0.431941867476215
TCGA.OE.A75W.01,0.000167598241198432,0.0228491376895401,1.73361058974853e-05,0.697134114162951,7.37783133275917e-06,0.171929429070643,0.0770031251095187,0.0308918817889188,0.455481554099571
TCGA.HZ.A49H.01,0.128677244938644,0.0252712382029514,0.0030794535528873,0.112630545201173,0.0061371377796386,0.0636924691004331,0.660473615371381,3.82958528917592e-05,0.529733556839698
TCGA.F2.7276.01,0.0248415625765258,0.0192616008976245,0.0495398299299038,1.58473307750278e-05,9.60855317624187e-06,0.00759750678226001,0.799001788941093,0.0997322549886418,0.367069022748952
TCGA.IB.7897.01,0.025454157768981,0.00644650270766256,0.124694943780004,0.0126244706962503,0.00259861388346999,0.00133964188844521,0.802233490273082,0.0246081790021057,0.35251097714859
TCGA.HV.A5A4.01,0.0569570821334208,0.0337050094553811,0.00841932464602839,0.771283482017263,0.000617775669128218,0.0146573800429216,0.114246972816037,0.000112973219819569,0.400746129136598
TCGA.LB.A7SX.01,0.000260524154317816,0.0319191710699807,0.0343978852142251,0.55480305386515,0.00526767368292071,0.0470294904089815,0.155490955352639,0.170831246251785,0.633601862146051
TCGA.3A.A9IO.01,4.63347100389834e-05,0.000251280788455803,0.979885166239029,3.36855065033283e-05,0.000879990341423351,0.00775533401345052,0.0111202205220509,2.79878790476874e-05,0.0562669504779486
TCGA.3A.A9IB.01,0.00885144636165289,0.00645295523551433,1.21237963168304e-05,0.217526176241385,0.000200117538762861,0.0503856395280473,0.17736392178287,0.53920761951545,0.576312767597543
TCGA.IB.7885.01,0.038856238628836,1.33775518321847e-05,1.7938846873616e-05,0.427287506614838,1.16259038475036e-05,0.0605570873724933,0.0389291334632118,0.434327091618067,0.55225775932074
TCGA.IB.AAUN.01,0.0180200213490281,1.83002359957056e-05,0.0195903897159597,0.265044051419627,8.92198382950199e-05,0.0252754570115575,0.123424851710694,0.548537708718843,0.568886906059012
TCGA.3A.A9IZ.01,0.102082530166013,0.0347720287053312,1.30379619579449e-05,0.498569782932047,0.0269203915415195,0.0113498764356415,2.19815301744928e-06,0.326290154104472,0.582133171328875
TCGA.FB.AAQ2.01,0.000367313563402909,7.87456867935511e-05,0.0432466730298667,6.91946897810329e-05,0.00878447048442613,0.0511580122085866,0.0107401948000584,0.885555395537085,0.235709291160389
TCGA.H6.A45N.01,0,0.0238184306957699,0.0691957730492894,0.323589843719437,0.00533362719372238,0.00356944263827167,0.45041499157021,0.1240778911333,0.627635324260331
TCGA.F2.6879.01,0.199833764918963,0.000511186129669024,0.0201591967099113,0.644580867303972,0.0459765376610706,0.0437689384173091,0.0449092023175697,0.000260306541535421,0.532584115234706
TCGA.2L.AAQJ.01,0.0758943702251919,5.65405228865428e-06,1.02806424463313e-05,0.664740324894547,0.00585768710547975,0.0343504148272774,0.105374960293329,0.11376630795944,0.527851319502556
TCGA.2J.AAB6.01,8.28080135554774e-05,3.28278895953469e-05,0.00763708525220003,0.141281949522296,0.000131219268988239,0.0411581168496729,3.14835696472692e-05,0.809644509634045,0.297486821504135
TCGA.LB.A8F3.01,0.118123616425708,0.0728549089662486,0.00245882384098674,0.386815920209768,3.29978887140755e-06,0.230778579664135,0.0524919587267434,0.136472892377539,0.764748278270877
TCGA.IB.7647.01,0.138913414598503,0.000426608696088503,0.0544596014957036,0.11423613139534,0.0977339997605511,0.0340921074357735,0.467158205378572,0.0929799312394682,0.770744087515983
TCGA.HZ.7920.01,0.0340108527212063,6.63381745625651e-05,0.239111755564057,6.06641812218067e-05,0.00302728569455504,0.0128577351704039,0.66416974290888,0.0466956255851135,0.455293534068768
TCGA.FB.A5VM.01,0.000107687458694944,0.00304779595702529,0.000268045795829265,0.000207991382761132,6.42570712752905e-05,0.204513483724096,0.22646569661819,0.565325041992128,0.484067675124772
TCGA.HZ.7924.01,0.737069979772703,5.20895916527657e-05,0.00683685992678454,0.000102850822288451,0.199421915776223,0.000321891176096783,0.0561183701800381,7.60427542128598e-05,0.359175233476712
TCGA.IB.7887.01,0.0885943354481426,0.00447985926252755,0.0141517286375177,0.377516407418732,0.0216319800254201,0.226973869516097,0.0402482184506137,0.226403601240949,0.746397153348916
TCGA.HZ.8636.01,0.0575567967719531,0.0162645922136512,0.0323297370095513,0.310336060601552,0.0110936154848659,0.00277606005236913,0.28479542608797,0.284847711778088,0.715131877056271
TCGA.IB.7646.01,0.0920308036990972,3.0065883111455e-05,4.30779273451266e-05,0.0767563422154983,0.00349062840741111,0.013593119660904,0.241288097741871,0.572767864464762,0.556764287201971
TCGA.FB.AAPU.01,0.265536228259544,0.000766533304625987,7.46742918494644e-07,0.626050140174048,0.0648740562777168,0.0411643553077603,6.86377198186632e-07,0.00160725355618845,0.466436843329684
TCGA.IB.A5SS.01,0.000568633978006453,0.00517715183048548,0.0332885930149142,0.249547000513494,8.14127114292246e-05,0.0506301081584887,7.68291114875013e-05,0.660630270681694,0.441257440391863
TCGA.IB.7651.01,0.109786533021978,0.000312611374503038,9.64386770431734e-05,0.129669684986154,0.0318809645845312,0.106336976136078,0.534044570598714,0.0878722206209984,0.676960104901074
TCGA.HZ.A8P1.01,0.169809220132366,0.00313608072371011,0.0190955622541614,0.592224558365702,0.112100329063861,0.0836813133119208,0.0176910804801114,0.00226185566816732,0.59778659083209
TCGA.S4.A8RP.01,0.0855081235448687,0.0246763026893274,0.0484342327491196,0.529319933724237,0.043002958857187,0.0306249012713393,0.220928520932938,0.0175050262309831,0.688385544628842
TCGA.HZ.8005.01,6.12089250520855e-07,7.42825693803191e-06,0.0001335683532694,2.35794696867708e-05,8.27770472985795e-06,0.0246303226292806,0.000221093601459513,0.974975117895385,0.0574343665596954
