S3,S6,S5,S2,ITTH
TCGA.18.3421.01,0.0290195708070433,0.268407995981425,0.488851912706094,0.213720520505438,0.819021027535511
TCGA.22.1016.01,0.0601963001111551,0.857702861056913,0.0330638165910741,0.0490370222408574,0.404961621539369
TCGA.77.8008.01,4.25680296322364e-07,0.623868895386634,3.38834100476814e-07,0.376130340098969,0.477639984001068
TCGA.66.2767.01,0.185870879772895,0.534103655265085,0.147820542424092,0.132204922537927,0.864057017894805
TCGA.22.4609.01,0.266087371015675,0.400517490898879,6.39660579423423e-06,0.333388741479652,0.782690840891866
TCGA.43.3394.01,0.424656998491474,0.344623793684134,0.147104577097382,0.0836146307270096,0.880239431633207
TCGA.43.8115.01,0.15768745402395,0.841972031535173,5.74339446437113e-05,0.000283080496233209,0.316650447331265
TCGA.39.5016.01,0.634605566308774,0.202621802198452,0.0989271978584549,0.0638454336343189,0.733299417709435
TCGA.66.2770.01,0.88165094865901,0.0286495235132665,0.0327760832955716,0.0569234445321518,0.352023765993108
TCGA.85.7697.01,0.0965409768303112,0.352217245382036,0.028756539483467,0.522485238304186,0.74620737075564
TCGA.85.A4CN.01,0.615059038623783,0.353232472096905,0.0118583988846675,0.0198500903946447,0.574854386365728
TCGA.56.A5DS.01,0.111834066710179,0.582160678686222,1.37977981373254e-05,0.305991456805461,0.665415830154087
TCGA.37.3792.01,8.38115766653566e-08,0.524391182804004,0.435724800625049,0.0398839327593699,0.597981399948604
TCGA.O2.A52N.01,0.116847641199979,0.592218376364886,0.140355009533157,0.150578972901978,0.809203509489837
TCGA.66.2753.01,0.121541166273244,0.72384919761398,0.0617819324726962,0.0928277036400806,0.636761176931094
TCGA.66.2754.01,0.233637769313462,0.615691472631294,0.150490655452223,0.00018010260302091,0.667161143541686
TCGA.46.6026.01,0.112511037327993,0.668978506384696,0.0812720542937084,0.137238401993603,0.715060482255051
TCGA.85.7710.01,0.110955311859592,0.609839085596735,0.0212384603494204,0.257967142194253,0.704674637077499
TCGA.85.8664.01,4.07108091237272e-05,0.951737977141406,0.0482204346383959,8.77411074569536e-07,0.13972863570802
TCGA.34.5241.01,0.0586516466050036,0.293174595867917,0.326172029572469,0.322001727954611,0.906285095343695
TCGA.43.A474.01,0.616510915672146,0.282552999763812,0.0188791662784163,0.0820569182856255,0.674765878095812
TCGA.96.A4JL.01,0.0203366099279523,0.905490962596043,0.0323150893729281,0.0418573381030762,0.29781515471428
TCGA.NC.A5HO.01,0.212412988435758,0.303479834444593,0.0755549480892287,0.408552229030421,0.902994870888572
TCGA.77.8133.01,0.36746916602386,0.503309442248636,5.10542937239795e-06,0.129216286298131,0.70540550838989
TCGA.66.2778.01,0.000202221833301603,0.173963700826176,0.390188251333159,0.435645826007364,0.74671900489853
TCGA.22.5473.01,0.625843469414681,0.21624752782486,0.106099084778489,0.0518099179819694,0.732772544663551
TCGA.33.AASI.01,1.15492808664044e-07,0.65791984379682,0.148987037909285,0.193093002801087,0.632382237245939
TCGA.98.A53B.01,0.0201831681422118,0.782727874339101,5.99219896324285e-06,0.197082965319724,0.426084483660647
TCGA.43.6647.01,7.71883982205143e-06,0.999764154084798,0.000187833555115387,4.0293520264938e-05,0.00169230252291778
TCGA.22.4595.01,0.111592043577103,0.603816765089053,0.0166318620194134,0.26795932931443,0.699951895144883
TCGA.56.6546.01,0.0178008419948472,0.843288657543738,0.138879279897068,3.12205643465283e-05,0.353415896236453
TCGA.60.2698.01,0.145967180551111,0.572843096814158,0.11174088702599,0.169448835608742,0.826480816863762
TCGA.56.5898.01,0.331317113965062,0.292866917810006,0.0130767115777735,0.362739256647159,0.829698687748988
TCGA.77.6842.01,3.82840666612224e-06,0.979679059605261,0.011958919920928,0.00835819206714464,0.0815730008440743
TCGA.34.8455.01,0.166392929593646,0.406112551877064,0.00726935625490822,0.420225162274382,0.767862214177895
TCGA.43.A56V.01,0.11980293520449,0.425593095704503,0.0762052783064858,0.378398690784521,0.852409407730315
TCGA.77.8154.01,0.191203412970871,0.57773842465371,0.0202802313033118,0.210777931072107,0.750578338774923
TCGA.77.8138.01,3.53546421188946e-07,0.725388220228867,0.0892708843476497,0.185340541877062,0.54892971089746
TCGA.22.5491.01,0.249261870420679,0.196611133134681,0.117947854648328,0.436179141796312,0.923393075617144
TCGA.85.A4CL.01,0.362208514772498,0.349972554579319,0.15372583879089,0.134093091857293,0.93238434886987
TCGA.39.5022.01,0.343442597084207,0.43134237990088,0.170576146959899,0.0546388760550132,0.858588934115117
