S5,S6,S1,S2,ITTH
TCGA.DX.A23R.01,1.3677583805539e-06,0.869134234230816,1.93086551604417e-06,0.130862467145287,0.279933078216191
TCGA.SI.A71P.01,0.0587231227906905,0.938303010990464,0.00297152967792024,2.3365409248685e-06,0.175683801263446
TCGA.IF.A4AJ.01,0.760477632323848,0.221039303801521,9.71300516496917e-07,0.0184820925741139,0.444090311838583
TCGA.DX.A3UF.01,0.510986868025457,0.419338941416097,0.0377209561446569,0.0319532344137892,0.67891931358077
TCGA.X6.A8C4.01,0.0376457066976499,0.690296703764794,0.141619558186311,0.130438031351246,0.664939945252486
TCGA.FX.A8OO.01,2.54173072594815e-05,0.829959872471567,0.169973205848528,4.15043726457423e-05,0.329357078635512
TCGA.SI.AA8B.01,0.0494633422434375,0.491632322493846,0.0995479188765545,0.359356416386162,0.790042939976587
TCGA.3R.A8YX.01,0.0171848994084084,0.799703637507577,0.137587140218128,0.0455243228658858,0.477626760654215
TCGA.X6.A7WC.01,0.10236041306434,0.512402394304583,0.119179678185525,0.266057514445552,0.852417945705557
TCGA.UE.A6QT.01,0.339360972832191,0.611306085035965,0.0493259308646791,7.01126716460759e-06,0.588708437369336
TCGA.LI.A9QH.01,0.0545884445361566,0.905302472924053,0.0250449389576975,0.0150641435820925,0.291675482385798
TCGA.SI.A71O.01,0.0513299539033064,0.697417802427195,0.0315173321515056,0.219734911517994,0.610033590434297
TCGA.X6.A7W8.01,2.16108397463578e-06,9.02599083622607e-07,0.999987234559627,9.70175731461832e-06,0.000119388934320271
TCGA.SI.AA8C.01,0.00602140809354997,0.755587525335363,0.0930989278483439,0.145292138722743,0.536567170561523
TCGA.MB.A8JK.01,0.103376429802946,0.696922127635415,0.0296131429064808,0.170088299655158,0.643277043749812
TCGA.KD.A5QT.01,0.457564166502473,0.503875223259228,0.0385144525786145,4.61576596839436e-05,0.597998736431639
TCGA.WK.A8XY.01,0.839581352457396,0.144795923823353,0.0155905214796137,3.22022396375399e-05,0.354771013232592
TCGA.QQ.A5VC.01,0.0049305834986557,0.661193708144775,0.253699430358777,0.0801762779977916,0.613171801230924
TCGA.JV.A5VF.01,0.0545576978815248,0.509042718038147,0.190326993077823,0.246072591002506,0.839055956216449
TCGA.DX.A1L1.01,0.0782365950319607,0.921644347098991,6.82729745772981e-05,5.07848944710577e-05,0.198881021175845
TCGA.WP.A9GB.01,0.321276460755041,0.644176645269629,0.0302015022504235,0.00434539172490724,0.560794355134406
TCGA.X9.A973.01,8.15209904242021e-09,0.770935862632427,0.108882615000487,0.120181514214987,0.50251923117095
TCGA.Z4.AAPG.01,5.39732524777583e-09,0.602185472829175,0.236006423078761,0.161808098694739,0.678715493190744
TCGA.X6.A8C6.01,0.064557348792988,0.893842786287425,0.0251749578569636,0.0164249070626237,0.315512367383154
TCGA.DX.A6YV.01,0.0546396143032546,0.715259631196655,0.0103897025309419,0.219711051969148,0.561883608836595
TCGA.SG.A849.01,7.78996730464958e-06,0.798603804656995,0.197902760768032,0.00348564460766833,0.375110756315742
